,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,3,18,6,0,0,30
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,12,9,0,0,21
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,0,6,0,0,9
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,6,0,0,9
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,6,0,0,6
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,24,15,0,0,42
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,36,24,0,0,69
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,0,0,0,9
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,4,0,0,10
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,132,57,0,0,201
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,27,9,0,0,39
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,9,0,0,18
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,0,18,21,0,0,42
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,0,0,0,9
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,6,0,0,6
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,63,365,127,0,0,555
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,0,0,0,6
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,27,12,0,0,51
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,6,0,0,12
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,25,54,18,0,0,97
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,24,21,0,0,51
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,39,15,0,0,66
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,30,18,0,0,54
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,9,3,0,0,18
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,105,300,21,0,0,426
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,27,12,3,0,45
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,51,24,0,0,78
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,6,0,0,6
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,15,45,15,0,0,75
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,8,6,0,0,14
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,3,0,0,6
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,6,0,0,15
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,30,189,81,6,0,306
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,0,0,0,9
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,39,21,0,0,66
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,24,9,0,0,39
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,0,0,0,6
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,3,0,0,12
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,0,0,0,6
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,3,0,0,9
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,0,6,0,0,9
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,36,15,0,0,51
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,15,3,0,0,18
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,9,18,0,0,30
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,12,15,0,0,33
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,3,0,0,9
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,57,15,0,0,84
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,6,51,15,0,0,75
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,39,255,109,3,0,406
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,6,12,6,0,27
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,15,12,0,0,30
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,15,6,0,0,30
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,3,0,0,6
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,123,27,0,0,162
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,9,0,0,15
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,1,6,3,0,0,10
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,3,0,0,6
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,6,0,0,12
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,2,30,19,0,51
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,9,0,0,12
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,24,24,0,0,48
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,19,18,0,0,40
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,45,6,0,0,57
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,3,3,0,0,12
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,21,6,12,0,0,42
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,45,15,0,0,63
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,5,45,56,30,0,136
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,12,0,0,0,18
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,6,3,0,0,12
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,0,0,0,6
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,0,6,0,0,12
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,33,33,0,0,75
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,3,0,0,0,6
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,21,195,78,0,0,294
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,6,60,18,6,0,93
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,18,24,0,0,42
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,28,19,0,0,47
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,33,12,0,0,48
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,18,69,27,0,0,114
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,6,0,0,12
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,12,0,0,21
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,18,3,0,0,24
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,18,9,0,0,27
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,9,0,0,15
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,27,6,0,0,36
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,12,0,0,0,12
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,54,30,0,0,84
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,33,12,0,0,45
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,27,3,0,0,33
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,15,0,3,0,0,18
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,63,306,114,0,0,486
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,15,0,0,0,15
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,3,0,0,12
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,6,6,0,0,12
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,3,36,9,0,0,51
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,8,31,14,0,0,53
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,15,6,0,0,21
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,1,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,5,42,15,0,0,62
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,6,18,18,0,0,42
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,60,30,3,0,102
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,6,3,0,0,12
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,24,108,30,0,0,165
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,33,3,0,0,36
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,0,3,0,0,0,6
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,0,0,0,9
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,6,6,0,0,15
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,3,9,0,0,15
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,51,213,75,0,0,339
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,18,9,0,0,30
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,27,6,3,0,39
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,138,64,3,0,217
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,6,0,0,15
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,3,0,0,12
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,24,6,0,0,30
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,9,27,12,0,0,51
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,3,0,0,0,3
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,12,12,12,0,0,36
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,0,3,0,0,3
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,18,92,27,0,0,140
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,6,0,0,15
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,24,18,4,0,46
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,11,62,45,4,0,122
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,9,96,63,6,0,174
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,3,0,0,12
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,1,34,8,0,0,43
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,3,24,0,0,0,27
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,9,6,0,0,15
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,0,0,42,30,0,0,72
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-05-01,3,9,15,12,0,0,39
