,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS 10 A 14,NÚMERO DE IMPLANTES RETIRADOS 15 A 19,NÚMERO DE IMPLANTES RETIRADOS 20 A 34,NÚMERO DE IMPLANTES RETIRADOS 35 A 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,NÚMERO DE IMPLANTES RETIRADOS < A 10,TOTALES
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,3,4,2,0,0,9
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,1,0,0,4
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,7,2,0,0,9
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,0,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,3,0,0,7
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,1,0,0,5
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,8,13,2,0,0,23
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,10,55,23,1,0,89
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,3,0,0,3
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,11,5,0,0,16
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,1,0,0,4
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,0,0,0,4
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,11,1,0,0,12
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,0,0,0,3
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,3,0,0,7
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,9,1,0,0,11
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,8,2,0,0,11
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,2,0,0,2
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,4,0,0,0,5
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,5,71,18,0,0,94
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,5,1,0,0,8
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,8,1,0,0,9
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,3,2,0,0,6
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,3,2,2,0,0,7
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,7,0,0,0,7
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,4,0,0,0,4
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,0,0,0,0,1
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,2,0,0,0,4
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,4,0,0,0,6
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,1,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,1,5,45,9,0,0,60
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,1,0,0,3
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,4,0,0,6
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,4,2,0,0,7
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,13,4,0,0,17
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,4,0,0,0,6
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,7,0,0,0,7
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,27,4,0,0,32
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,2,0,0,4
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,2,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,1,5,35,6,0,0,47
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,1,0,0,3
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,57,11,1,0,70
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,3,0,0,0,5
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,9,0,0,0,10
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,0,1,0,4
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,1,0,0,3
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,11,2,0,0,13
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,1,0,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,10,2,0,0,14
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,8,3,0,0,11
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,1,0,0,4
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,7,4,0,0,12
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,3,1,0,0,5
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,7,56,40,9,0,112
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,1,0,0,3
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,0,0,0,3
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,0,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,7,2,0,0,10
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,3,2,0,0,5
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,8,3,0,0,12
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,2,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,4,3,0,0,8
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,6,114,19,2,0,141
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,1,0,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,7,0,0,0,8
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,7,54,20,4,0,85
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,3,3,1,0,9
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,0,0,1,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,1,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,13,3,0,0,16
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,0,1,0,1
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,1,0,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,2,0,0,4
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,3,16,5,1,0,25
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,9,6,3,0,18
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,0,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,11,2,0,0,13
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,5,1,0,0,6
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,8,4,1,0,13
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,1,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,12,5,0,0,19
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,2,1,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,7,7,0,0,14
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,2,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,1,3,1,1,0,6
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,4,26,8,3,0,41
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,6,2,0,0,8
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,2,35,5,0,0,42
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,15,0,0,0,15
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-04-01,0,0,1,2,0,0,3
