,group,variable,month,MÉTODOS NATURALES: USUARIAS NUEVAS 10 A 14,MÉTODOS NATURALES: USUARIAS NUEVAS 15 A 19,MÉTODOS NATURALES: USUARIAS NUEVAS 20 A 34,MÉTODOS NATURALES: USUARIAS NUEVAS 35 A 49,MÉTODOS NATURALES: USUARIAS NUEVAS 50 Y +,MÉTODOS NATURALES: USUARIAS NUEVAS < A 10,TOTALES
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,3,0,0,0,4
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,6,0,0,0,9
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,4,0,0,0,4
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,8,1,0,0,11
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,5,8,0,0,0,13
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,1,0,0,4
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,10,3,0,0,15
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,4,1,0,0,6
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,7,3,0,0,10
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,1,0,0,2
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,5,0,0,0,7
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,7,2,0,0,13
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,2,0,0,4
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,6,2,0,0,9
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,3,1,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,8,120,44,0,0,172
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,8,3,0,0,15
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,0,0,0,3
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,9,24,2,0,0,35
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,3,1,0,0,5
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,1,0,0,2
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,4,2,0,0,6
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,1,2,0,0,0,4
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,4,2,0,0,6
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,4,0,0,0,5
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,12,3,0,0,16
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,2,7,19,11,4,0,43
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,5,0,0,0,5
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,0,2,0,0,0,3
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,4,1,0,0,8
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,0,0,0,3
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,1,1,0,0,3
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,5,8,0,0,0,13
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,7,0,0,0,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,2,6,0,0,0,9
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,2,5,2,0,0,10
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,6,1,0,0,10
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,9,39,4,1,0,54
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,13,84,29,6,0,133
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,7,0,0,0,7
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,9,20,1,0,0,30
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,5,1,0,0,7
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,0,4,2,0,6
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,5,2,0,0,9
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,1,0,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,7,6,0,0,0,14
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,10,1,0,0,11
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,1,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,14,2,0,0,19
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,2,0,0,0,6
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,10,3,0,0,16
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,10,108,21,0,0,139
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,7,3,0,0,11
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,4,0,0,0,7
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,6,20,4,0,0,30
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,0,1,0,0,1
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,6,0,0,0,6
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,7,12,2,0,0,21
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,4,0,0,0,4
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,6,0,0,0,9
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,0,0,0,3
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,13,0,0,0,16
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,14,57,9,0,0,80
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,1,0,0,0,4
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,18,14,0,0,36
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,5,0,0,0,7
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,3,2,0,0,7
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,3,0,0,0,4
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,3,0,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,3,1,0,0,5
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,0,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,13,2,0,0,19
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,6,0,0,0,8
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,2,11,20,2,0,0,35
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,16,4,0,0,23
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,5,0,0,0,5
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,1,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,2,4,1,0,0,8
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,2,10,9,5,0,0,26
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,9,39,2,0,0,50
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,3,0,0,0,4
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,0,0,0,3
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,3,0,0,5
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,1,0,0,2
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,6,6,0,0,0,12
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,6,0,0,0,7
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,0,0,0,3
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,1,1,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,12,8,1,0,0,22
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,12,4,0,0,20
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,0,0,6,0,6
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,1,1,7,0,0,10
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,2,0,0,0,5
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,0,1,0,0,1
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,2,0,0,0,4
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,3,6,1,0,0,11
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,3,0,0,0,4
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,1,2,0,0,4
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,10,17,9,0,0,36
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,2,0,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,2,0,0,0,6
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,1,0,0,0,3
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,4,0,0,0,6
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,5,10,1,0,0,16
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,24,93,12,3,0,132
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,4,2,0,0,0,6
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,0,0,0,0,1
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,2,2,0,0,5
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,1,0,0,2
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,1,0,0,0,1
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,4,2,0,0,8
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,1,1,1,1,0,0,4
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,6,32,4,0,0,42
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,10,5,0,0,16
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,16,1,0,0,20
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,1,0,0,0,2
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,1,4,1,0,0,6
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,2,9,1,0,0,12
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,14,44,6,0,0,64
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,4,0,0,0,4
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,3,5,3,0,0,11
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias nuevas,2024-05-01,0,0,4,1,0,0,5
