,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS NUEVAS < A 10,TOTALES
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,3,0,1,0,0,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,3,1,0,0,4
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,1,0,0,0,2
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,10,0,0,0,12
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,7,0,0,0,8
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,5,12,18,1,0,36
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,12,0,0,0,16
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,0,0,0,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,1,0,0,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,13,5,0,0,22
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,1,0,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,7,3,0,0,12
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,9,1,0,0,10
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,3,8,1,0,0,12
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,4,5,3,0,14
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,3,0,0,0,4
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,3,1,0,0,6
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,6,71,126,135,10,0,348
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,2,0,0,0,2
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,0,1,0,0,2
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,0,1,0,0,2
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,4,1,0,0,6
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,0,1,0,0,2
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,3,7,9,1,0,0,20
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,6,2,0,0,9
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,4,2,0,0,8
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,2,0,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,20,0,0,0,22
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,3,0,0,0,5
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,2,2,0,0,4
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,5,3,0,0,8
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,5,20,92,19,0,0,136
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,3,0,0,0,3
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,2,0,0,0,4
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,1,0,0,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,5,2,0,0,7
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,4,0,0,0,6
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,17,104,31,0,0,152
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,3,1,0,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,6,1,0,0,9
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,5,12,4,0,0,21
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,1,2,0,0,4
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,0,2,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,0,1,0,0,2
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,7,0,0,0,11
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,0,3,0,0,4
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,5,1,0,0,6
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,2,41,97,17,1,0,158
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,13,15,3,0,33
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,2,0,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,5,0,0,0,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,2,0,0,0,4
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,13,5,1,0,23
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,3,0,0,0,4
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,4,1,0,0,6
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,19,6,1,0,30
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,4,0,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,2,5,0,0,0,7
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,1,0,2,0,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,4,2,0,0,0,6
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,1,7,28,12,1,0,49
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,2,0,0,0,2
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,5,5,2,0,0,12
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,1,2,15,3,0,0,21
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,1,1,2,0,0,4
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,4,1,0,0,5
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,1,6,22,3,0,0,32
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-03-01,0,0,1,0,0,0,1
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,4,0,0,0,4
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,3,12,0,1,0,16
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,1,7,8,1,0,0,17
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,1,0,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,3,0,0,0,3
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,2,0,0,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,3,2,0,0,6
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,2,0,0,0,3
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,4,4,1,0,9
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,0,0,0,0,1
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,0,2,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,2,3,1,0,0,6
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,0,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,4,1,0,0,5
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,0,1,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,2,9,0,0,0,11
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,1,1,0,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,3,2,0,0,6
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,3,0,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,3,0,0,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,0,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,0,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,1,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,6,7,0,0,0,13
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,0,0,0,2
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,2,3,1,1,0,7
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,11,4,0,0,15
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,0,0,0,2
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,2,1,1,0,0,4
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,4,10,3,0,0,17
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,7,13,4,0,0,24
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,5,0,0,0,5
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,11,1,1,0,14
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,4,2,0,0,6
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,4,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,1,0,0,3
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,4,1,0,0,0,5
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,4,19,13,2,0,0,38
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,7,2,0,0,9
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,2,27,133,31,0,0,193
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,8,1,0,0,9
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,2,6,2,0,0,10
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,3,0,0,0,3
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,1,0,0,3
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,1,6,0,0,0,7
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,0,0,0,2
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,2,1,0,0,3
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,6,10,1,0,0,17
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias nuevas,2024-04-01,0,3,13,2,0,0,18
