,group,variable,month,NÚMERO DE MUJERES CON IVAA 10 A 14,NÚMERO DE MUJERES CON IVAA 15 A 19,NÚMERO DE MUJERES CON IVAA 20 A 34,NÚMERO DE MUJERES CON IVAA 35 A 49,NÚMERO DE MUJERES CON IVAA 50 Y +,NÚMERO DE MUJERES CON IVAA < A 10,TOTALES
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,1,1,0,0,3
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,8,11,2,0,21
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,5,6,0,0,12
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,33,39,9,0,84
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,3,1,0,0,4
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,9,100,80,25,0,214
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,11,5,2,0,18
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,1,1,0,0,2
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,3,17,18,13,0,51
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,0,7,1,0,0,8
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,2,53,43,17,0,115
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,0,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,2,22,151,59,27,0,261
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-10-01,0,1,0,9,0,0,10
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,2,6,10,0,19
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,6,0,2,0,9
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,3,1,0,4
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,15,8,5,0,28
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,4,27,8,2,0,41
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,11,58,34,0,0,103
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,0,2,0,3
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,7,2,0,0,9
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,4,4,0,0,9
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,32,25,5,0,64
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,4,1,1,0,6
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,23,14,6,0,43
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,4,18,16,3,0,41
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,30,22,13,0,67
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,91,81,57,0,231
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,4,5,2,0,11
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,5,5,0,0,10
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,0,1,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,56,55,6,0,117
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,5,53,16,6,0,80
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,8,5,6,0,19
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,3,8,4,0,0,15
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,7,3,0,0,11
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,12,44,25,7,0,88
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,8,29,15,4,0,56
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,15,197,245,152,71,0,680
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,8,5,1,0,15
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,3,177,163,67,0,410
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,8,14,9,0,32
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,3,0,0,0,4
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,2,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,21,11,4,0,38
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,20,1,0,0,23
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,1,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,1,1,10,19,7,0,38
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,3,1,0,0,4
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,9,17,8,0,36
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,0,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,6,99,50,18,0,173
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,6,55,32,10,0,103
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,3,3,7,6,4,0,23
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,6,81,93,35,8,223
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,6,3,0,0,11
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,1,2,0,3
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,29,24,26,0,80
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,37,38,7,0,84
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,0,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,2,0,0,0,2
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,5,4,0,0,10
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,7,1,0,0,9
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,4,11,0,0,0,15
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,1,9,36,15,3,0,64
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,3,0,0,0,3
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,23,8,2,0,35
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,0,2,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,5,11,36,7,2,0,61
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,7,7,3,0,17
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,0,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,1,22,76,44,11,0,154
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,2,2,0,0,5
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,2,2,1,0,5
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,8,2,1,0,11
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,1,3,3,2,1,0,10
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,37,22,7,0,68
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,6,6,2,0,14
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,7,8,10,2,0,27
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,4,17,7,2,0,30
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,8,22,15,0,0,45
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,10,137,195,120,0,462
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,4,2,1,0,8
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,6,6,0,0,14
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,10,6,1,0,19
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,13,14,2,0,30
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,5,6,4,2,0,17
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,3,10,3,0,0,16
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,19,335,218,63,0,635
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,4,3,6,0,14
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,3,10,0,13
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,4,1,1,0,7
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,8,5,3,0,17
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,0,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,2,11,3,0,0,16
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,3,2,1,0,6
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,4,0,0,0,4
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,5,7,0,0,12
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,14,8,1,0,23
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,1,8,136,145,59,0,349
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,0,0,5,1,0,6
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,6,13,21,23,0,63
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,24,66,62,24,0,176
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,7,79,56,23,0,165
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-11-01,0,1,4,6,2,0,13
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,1,2,1,0,5
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,27,16,5,0,49
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,7,3,0,0,10
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,0,2,0,0,3
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,5,0,0,0,6
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,0,1,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,17,10,2,0,30
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,50,18,5,0,73
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,2,0,1,0,3
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,0,0,0,0,2
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,5,1,1,0,7
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,7,10,3,0,20
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,10,6,3,0,20
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,12,11,7,0,32
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,2,6,0,0,8
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,3,2,2,0,7
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,1,2,1,0,6
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,1,1,1,0,3
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,16,8,1,0,25
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,14,17,3,0,35
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,0,4,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,37,17,7,0,63
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,9,1,0,0,11
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,27,32,23,0,82
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,5,4,0,0,11
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,3,3,2,0,8
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,7,10,1,0,18
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,3,160,186,98,0,447
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,4,8,3,0,17
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,9,4,1,0,15
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,3,10,3,0,0,16
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,5,7,2,0,14
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,19,14,5,0,39
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,9,5,2,0,17
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,1,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,46,28,7,0,83
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,15,5,0,0,20
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,11,5,2,0,19
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,20,31,22,0,73
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,2,1,0,0,4
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,27,24,17,0,69
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,3,50,24,11,0,88
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,0,0,1,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,5,6,1,0,13
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,2,2,18,7,5,0,34
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,15,7,3,0,27
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,11,4,0,0,15
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,1,0,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,15,9,0,0,24
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,14,7,7,0,29
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,3,7,5,2,0,17
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,0,1,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,11,9,6,0,27
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,3,0,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,3,15,14,2,0,34
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,4,5,2,0,11
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,3,13,11,6,0,33
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,1,5,13,4,1,0,24
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,2,0,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,1,12,139,142,48,0,342
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,3,0,0,0,3
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,2,0,0,0,2
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,1,3,16,11,3,0,34
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,17,11,1,0,29
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,8,1,0,0,10
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,1,1,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,1,2,0,0,3
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,5,1,0,0,7
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,20,233,182,68,0,503
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,5,7,5,0,19
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,2,3,0,0,6
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,15,4,1,0,20
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,0,2,0,0,2
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,2,7,4,1,0,14
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,3,5,2,0,11
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,1,0,0,0,1
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,0,0,1,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,0,7,4,0,0,11
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con ivaa,2024-12-01,0,1,18,13,3,0,35
