,group,variable,month,PÍLDORA: USUARIAS CONTINUAS 10 A 14,PÍLDORA: USUARIAS CONTINUAS 15 A 19,PÍLDORA: USUARIAS CONTINUAS 20 A 34,PÍLDORA: USUARIAS CONTINUAS 35 A 49,PÍLDORA: USUARIAS CONTINUAS 50 Y +,PÍLDORA: USUARIAS CONTINUAS < A 10,TOTALES
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,9,3,0,0,14
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,3,2,0,0,7
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,6,3,0,0,10
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,15,5,0,0,21
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,0,3,0,0,3
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,1,1,0,0,3
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,5,5,0,0,10
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,1,6,18,6,0,0,31
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,3,3,0,0,8
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,3,1,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,3,20,5,0,0,28
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,10,8,0,0,19
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,1,2,13,18,5,0,39
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,5,37,26,0,0,68
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,2,0,0,4
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,7,5,0,0,12
SAN JOAQUIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,7,2,1,0,10
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,2,0,0,4
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,20,7,1,0,29
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,3,11,2,1,0,17
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,6,3,1,0,10
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,5,2,1,0,9
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,1,0,4,2,0,0,7
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,21,13,1,0,35
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,5,6,2,0,13
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,4,0,0,6
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,3,0,0,0,3
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,1,0,0,0,2
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,3,8,11,0,0,22
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,3,0,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,6,0,0,0,6
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,12,59,47,11,1,130
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,5,3,1,0,10
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,30,12,0,0,44
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,1,0,0,3
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,5,0,0,0,0,5
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,2,0,0,0,3
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,1,2,0,4
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,2,0,0,3
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,19,3,0,0,22
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,3,2,0,0,5
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,3,25,19,0,0,47
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,1,0,0,3
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,0,1,0,0,1
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,3,21,8,2,0,34
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,3,0,2,0,0,5
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,13,4,0,0,18
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,3,3,0,0,6
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,4,2,0,0,6
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,0,0,0,2
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,3,0,0,0,3
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,10,3,0,0,15
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,6,11,2,0,19
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,6,3,0,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,7,2,1,0,10
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,0,2,5,0,7
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,4,4,2,0,10
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,8,6,1,0,17
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,0,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,4,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,2,7,4,0,0,13
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,4,2,1,0,0,7
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,5,3,0,0,8
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,24,19,1,0,44
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,9,3,0,0,12
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,13,5,0,0,19
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,4,2,0,0,7
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,11,56,33,0,0,100
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,14,11,0,0,26
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,0,2,0,0,2
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,1,11,9,0,0,21
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,2,1,0,0,3
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-04-01,0,0,0,2,0,0,2
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,0,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,7,3,0,0,10
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,0,0,0,2
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,6,4,1,0,11
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,0,1,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,2,0,0,3
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,0,0,1,0,2
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,6,2,0,0,9
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,3,2,1,0,6
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,3,1,0,0,4
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,2,0,0,3
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,3,2,0,0,5
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,13,7,1,0,21
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,2,0,0,2
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,2,11,3,0,0,16
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,4,0,0,6
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,4,6,11,1,0,22
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,6,9,0,0,15
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,1,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,0,0,0,2
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,3,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,0,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,4,0,0,0,4
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,3,0,0,0,3
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,0,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,2,2,4,0,0,8
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,6,3,0,0,9
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,5,7,0,0,13
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,6,4,0,0,10
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,2,0,0,4
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,0,0,0,2
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,13,5,3,0,21
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,13,2,0,0,16
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,1,0,0,3
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,1,4,19,8,0,0,32
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,1,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,38,14,1,0,54
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,4,1,0,0,5
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,1,0,0,3
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,12,7,0,0,20
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,1,0,0,2
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,2,2,0,0,4
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,2,0,0,2
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,8,4,0,0,12
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,0,1,0,0,1
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,1,8,6,0,0,15
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias continuas,2024-05-01,0,0,1,0,0,0,1
