,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) < A 10,TOTALES
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,0,0,2
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,3,0,0,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,3,2,0,0,7
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,0,0,0,1
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,2,1,0,0,0,4
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,5,1,1,0,8
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,5,1,0,0,7
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,0,0,0,2
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,0,0,0,2
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,5,1,0,0,8
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,6,3,1,1,0,11
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,0,0,0,2
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,1,0,0,2
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,5,2,0,0,7
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,10,9,2,1,0,23
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,1,0,0,3
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,2,3,0,0,7
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,6,1,0,0,8
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,4,4,2,2,0,12
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,3,1,0,0,4
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,1,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,0,1,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,3,19,9,10,0,0,41
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,6,9,2,0,0,18
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,4,1,0,0,6
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,7,0,0,0,7
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,3,1,1,0,0,5
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,1,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,33,7,4,0,46
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,9,2,0,0,13
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,10,1,0,0,13
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,5,4,0,0,10
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,6,1,0,0,7
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,2,1,0,5
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,2,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,4,2,4,0,10
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,3,0,0,5
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,9,1,0,0,11
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,7,25,26,4,0,0,62
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,13,1,0,0,15
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,10,263,47,15,0,335
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,5,0,0,0,5
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,6,2,0,0,9
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,0,0,2
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,4,13,5,0,0,22
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,5,1,0,0,6
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,2,2,0,0,5
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,2,0,0,3
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,1,0,0,0,3
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,3,0,0,0,3
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,0,0,2
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,5,8,1,0,0,14
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,2,0,0,3
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,1,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,1,1,2,0,0,5
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,1,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,14,264,362,80,0,0,720
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,3,1,0,0,4
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,4,6,1,0,0,11
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,14,8,0,0,24
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,3,2,0,0,0,5
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,0,0,2
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,4,0,0,4
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,3,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,1,0,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,11,130,51,22,0,215
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,6,4,2,0,13
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,1,0,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,5,1,0,0,6
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,2,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,30,11,3,0,0,44
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,2,22,20,5,0,0,49
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,3,3,0,0,0,6
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,2,2,0,0,6
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,3,2,0,0,6
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,4,0,1,0,5
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,2,2,0,0,5
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,6,4,0,1,13
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,8,277,44,7,0,336
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,2,0,0,2
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,1,0,0,2
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,2,2,2,0,0,0,6
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,16,74,13,1,0,104
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,0,0,2
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,0,0,0,0,1
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,0,1,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,3,2,0,0,5
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,1,0,3
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,1,13,1,0,0,15
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,1,1,0,0,4
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,2,27,9,0,0,0,38
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,3,21,7,2,0,33
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,0,1,0,1
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,1,0,0,0,0,0,1
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,9,6,1,1,0,17
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,44,159,20,0,0,223
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,6,4,0,0,12
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,6,4,0,0,10
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,5,0,0,0,5
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,3,3,3,0,0,9
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,3,5,2,0,0,10
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,2,0,0,0,2
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,1,0,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,1,0,0,1
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,5,1,0,0,6
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,0,0,2,0,0,2
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,5,3,1,0,0,9
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-05-01,0,2,3,0,0,0,5
