,group,variable,month,NÚMERO DE CONDONES ENTREGADOS 10 A 14,NÚMERO DE CONDONES ENTREGADOS 15 A 19,NÚMERO DE CONDONES ENTREGADOS 20 A 34,NÚMERO DE CONDONES ENTREGADOS 35 A 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,NÚMERO DE CONDONES ENTREGADOS < A 10,TOTALES
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,36,206,72,12,0,326
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,0,12,36,0,0,48
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,44,257,110,20,0,431
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,108,36,96,0,0,240
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,0,48,0,0,0,48
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,180,852,420,0,0,1452
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,0,60,60,24,0,144
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,72,180,36,0,0,288
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,36,36,36,0,0,108
YUNGUYO DE LITORAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,0,12,0,0,0,12
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-04-01,0,36,48,24,0,0,108
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,36,0,0,0,60
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,4,4,0,0,8
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,108,12,12,0,132
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,60,48,112,0,0,0,220
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,24,0,0,24
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,194,60,0,0,266
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,72,24,0,0,96
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,0,0,0,36
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,24,0,0,24
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,0,0,0,36
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,36,72,48,0,0,156
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,12,36,0,0,72
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,12,36,12,12,0,0,72
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,96,24,12,0,156
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,72,36,0,0,132
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,24,24,0,0,60
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,24,0,0,24
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,36,0,12,0,60
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,60,0,0,0,72
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,24,0,0,0,36
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,180,84,36,0,324
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,96,60,24,12,0,192
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,48,0,0,0,72
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,12,0,0,12
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,36,0,0,0,0,36
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,12,0,0,24
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,18,0,62,22,0,0,102
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,12,156,176,84,12,0,440
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,12,0,0,12
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,60,12,0,0,84
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,24,0,0,24
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,72,72,0,0,168
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,108,24,12,0,168
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,46,36,0,0,82
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,84,96,108,24,0,312
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,24,0,0,60
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,12,0,0,24
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,36,24,12,0,84
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,36,264,156,168,0,0,624
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,12,84,144,24,0,0,264
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,72,24,0,0,108
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,144,72,0,0,216
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,36,35,24,12,0,107
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,84,36,0,0,132
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,14,432,120,60,0,626
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,12,0,0,12
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,9,12,0,0,21
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,0,24,0,0,48
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,12,0,0,48
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,12,0,0,24
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,192,48,12,0,276
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,24,0,0,0,36
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,144,12,0,0,180
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,96,81,24,0,213
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,72,12,0,0,84
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,24,24,12,0,60
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,60,12,12,0,108
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,48,0,24,0,72
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,36,36,0,0,84
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,120,24,0,0,156
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,121,714,2206,659,286,0,3986
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,228,36,0,0,288
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,149,1857,509,38,0,2553
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,0,0,0,0,24
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,96,0,0,0,96
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,60,192,48,24,0,324
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,60,0,0,0,60
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,48,204,120,0,0,372
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,12,0,0,0,24
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,36,120,72,0,0,228
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,12,0,0,24
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,36,0,24,0,72
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,96,60,0,0,168
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,0,24,0,0,36
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,24,0,0,0,36
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,36,24,0,0,84
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,60,0,0,0,60
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,0,0,0,36
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,12,0,0,0,24
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,162,216,60,0,0,438
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,48,60,0,0,132
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,34,0,0,70
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,12,12,48,72,0,0,144
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,36,0,0,0,36
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,0,12,0,0,24
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,157,3109,3661,1040,0,0,7967
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,32,148,80,0,0,260
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,36,72,0,0,120
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,24,372,384,132,0,0,912
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,204,96,0,0,324
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,85,91,32,12,0,220
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,110,24,0,0,134
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,0,12,0,0,36
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,0,12,0,12
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,24,0,0,0,24
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,12,0,0,24
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,48,0,0,0,60
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,0,60,0,0,60
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,20,36,0,0,0,56
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,48,12,0,0,72
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,12,0,24
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,31,281,3261,1410,649,0,5632
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,144,48,36,0,240
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,12,24,12,12,0,0,60
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,240,36,0,0,288
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,24,0,0,36
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,24,12,12,0,0,48
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,0,12,0,0,0,12
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,360,168,36,0,0,564
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,24,264,300,108,0,0,696
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,12,0,0,0,0,12
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-05-01,0,36,168,48,0,0,252
