,group,variable,month,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 10 A 14,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 15 A 19,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 20 A 34,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 35 A 49,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 50 Y +,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA < A 10,TOTALES
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,5,14,4,0,0,23
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,1,0,0,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,4,0,0,0,0,4
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,1,1,0,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,2,0,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,5,0,0,0,0,5
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,3,4,1,0,0,8
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,0,3,4,0,0,7
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,3,5,0,0,0,8
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,0,1,0,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,1,0,4,0,0,0,5
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,0,0,1,0,0,1
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,1,0,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,2,30,14,0,0,46
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,2,7,3,0,0,12
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,1,0,1,0,0,2
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-10-01,0,1,2,0,0,0,3
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,0,1,1,0,0,3
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,3,1,0,0,0,4
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,5,2,0,0,0,7
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,3,3,2,0,0,9
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,0,0,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,2,4,3,0,0,9
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,3,18,3,0,0,24
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,7,1,0,0,8
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,14,40,10,0,0,64
CRUZ DE MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,22,6,3,0,0,32
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,2,7,4,0,0,13
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,1,1,0,0,3
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,5,1,0,0,0,7
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,9,6,2,0,17
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,1,0,0,2
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,5,0,0,0,5
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,1,0,0,2
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,1,0,0,0,2
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,2,0,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,1,2,0,0,4
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,3,3,0,0,0,6
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,1,0,0,0,2
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,2,1,0,0,4
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,6,5,3,0,0,15
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,8,1,0,0,9
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,2,2,0,0,0,5
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,7,2,0,0,0,9
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,17,2,0,0,20
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,1,2,0,0,0,4
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,3,2,0,0,6
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,0,1,0,1
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,5,8,3,0,0,16
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,0,0,0,0,0,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,3,0,0,0,3
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,2,27,6,2,0,38
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,1,0,0,2
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,0,1,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,3,1,0,0,5
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,0,1,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,1,0,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,3,9,5,0,0,17
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,3,1,0,0,0,4
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,4,0,0,0,4
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,7,5,1,0,14
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,2,0,0,0,0,2
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,3,2,0,0,0,5
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,0,0,0,2
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,2,8,15,2,0,0,27
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,2,1,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,20,7,0,0,27
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,1,1,0,0,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,1,1,0,0,3
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,0,1,0,0,0,1
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-11-01,0,1,0,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,0,1,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,1,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,2,1,7,0,0,10
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,4,3,2,0,0,9
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,4,1,0,0,6
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,1,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,6,3,2,0,11
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,6,0,0,0,7
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,5,3,0,0,8
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,3,28,2,0,0,34
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,0,2,0,0,2
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,8,12,5,0,0,25
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,2,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,18,30,16,0,0,64
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,3,4,2,0,10
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,2,0,0,0,2
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,6,8,0,0,0,14
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,3,0,0,0,3
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,1,0,0,2
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,4,4,0,0,0,8
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,7,1,0,0,8
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,1,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,8,0,0,0,8
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,32,195,37,7,0,271
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,0,0,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,2,0,0,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,1,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,3,0,0,0,3
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,6,0,0,0,6
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,4,2,0,0,7
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,3,6,0,0,0,9
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,3,1,0,0,4
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,2,0,0,0,2
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,6,0,0,0,6
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,13,0,0,0,13
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,5,2,0,0,0,7
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
