,group,variable,month,MÉTODOS NATURALES: USUARIAS CONTINUAS 10 A 14,MÉTODOS NATURALES: USUARIAS CONTINUAS 15 A 19,MÉTODOS NATURALES: USUARIAS CONTINUAS 20 A 34,MÉTODOS NATURALES: USUARIAS CONTINUAS 35 A 49,MÉTODOS NATURALES: USUARIAS CONTINUAS 50 Y +,MÉTODOS NATURALES: USUARIAS CONTINUAS < A 10,TOTALES
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,0,0,0,1
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,2,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,3,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,3,2,0,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,4,5,27,4,0,0,40
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,5,0,0,0,5
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,3,2,0,0,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,4,2,0,0,8
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,1,0,0,0,1
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,2,1,0,0,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,0,11,2,0,0,13
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-10-01,0,1,0,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,6,1,0,0,7
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,8,3,0,0,11
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,2,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,1,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,1,8,23,4,0,0,36
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,2,11,0,0,0,13
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,2,2,0,0,5
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,6,3,0,0,9
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,6,60,35,0,0,101
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,7,2,0,0,9
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,3,1,0,0,5
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,9,3,0,0,12
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,3,29,5,0,0,37
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,2,52,14,0,0,68
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,1,0,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,2,0,0,0,3
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,4,14,3,0,0,21
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,3,0,0,0,4
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,3,34,13,1,0,51
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,1,0,0,4
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,6,0,0,0,6
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,0,1,0,0,1
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,6,4,0,0,10
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,4,15,3,0,0,22
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,19,3,0,0,23
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,2,5,2,0,0,9
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,11,5,0,0,16
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,2,0,0,3
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,26,6,0,0,33
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,5,30,10,0,0,45
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,5,8,0,0,0,13
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,3,2,1,0,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,9,1,0,0,10
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,22,4,0,0,27
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,2,0,11,6,1,0,20
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,6,1,0,0,7
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,5,4,0,0,10
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,5,40,24,0,0,69
SANTUARIO DE QUILLACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,2,2,0,0,0,4
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,7,3,0,0,11
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,1,0,0,3
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,0,0,0,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,2,0,0,0,2
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,0,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,3,5,0,0,9
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,6,2,0,0,9
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,1,0,0,0,2
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,6,2,0,0,8
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,0,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,1,1,0,0,2
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,1,4,1,0,0,6
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,11,2,0,0,13
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,4,0,0,0,4
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-11-01,0,0,3,1,0,0,4
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,7,1,0,0,8
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,0,0,0,3
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,11,1,0,0,12
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,1,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,3,4,2,0,0,9
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,6,0,0,7
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,5,0,0,0,5
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,2,0,0,4
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,1,0,0,4
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,8,56,48,0,0,112
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,4,12,5,0,0,21
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,2,1,0,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,2,10,0,0,0,12
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,6,0,0,0,6
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,2,30,5,0,0,37
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,3,32,15,0,0,50
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,1,1,0,0,3
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,1,0,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,10,0,0,0,11
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,1,0,0,2
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,8,15,0,0,24
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,7,0,0,0,7
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,1,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,0,2,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,7,4,0,0,12
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,15,3,0,0,18
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,5,0,0,0,5
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,1,0,0,2
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,3,3,0,0,7
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,16,0,0,0,16
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,5,1,0,0,7
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,0,0,0,3
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,0,0,0,3
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,1,0,0,4
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,0,1,0,0,1
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,25,9,0,0,35
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,5,5,1,0,0,11
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,6,17,3,0,0,26
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,6,0,0,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,7,1,0,0,8
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,8,6,0,0,14
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,5,6,0,0,12
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,3,0,0,0,0,3
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,3,2,0,0,0,5
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,5,0,0,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,5,38,17,1,0,61
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,4,0,0,0,5
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,0,0,0,3
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,2,1,3,0,0,6
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,1,0,0,3
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,2,0,0,0,3
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,6,1,0,0,7
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,5,0,0,0,6
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,1,0,0,4
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,3,2,0,0,5
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,1,1,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,2,1,0,0,0,3
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,2,4,0,0,6
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",metodos naturales: usuarias continuas,2024-12-01,0,0,11,2,0,0,13
