,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,0,0,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,18,10,1,3,32
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,4,0,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,5,5,14
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,7,3,1,12
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,13,6,0,3,22
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,48,41,24,11,124
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,14,11,11,10,46
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,577,552,5,4,1138
COIPASA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,32,17,1,5,55
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,6,0,0,13
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,5,0,0,6
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,15,13,1,3,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,1,0,1,7
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,18,19,13,9,59
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,5,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,1,8,2,13
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,3,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,17,9,1,3,30
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,1,1,3
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,11,14,7,9,41
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,9,1,4,16
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,14,7,0,0,21
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,2,2,1,8
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,7,3,1,17
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,5,0,0,7
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,20,5,2,3,30
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,66,69,12,14,161
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,21,12,8,7,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,3,1,0,7
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,4,4,2,20
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,3,0,0,3
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,2,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,517,511,161,180,1369
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,3,1,1,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,7,2,1,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,5,1,0,14
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,39,32,6,3,80
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,12,1,5,26
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,48,37,8,6,99
ESCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,0,0,4
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,4,0,0,4
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,0,0,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,0,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,5,4,0,18
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,7,2,3,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,12,14,0,5,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,1,2,1,6
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,2,4,6,20
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,2,0,3
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,21,40,3,4,68
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,6,1,2,14
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,4,1,0,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,0,2,0,4
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,0,1,2
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,14,9,4,2,29
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,4,2,1,9
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,0,1,5
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,1,0,1,4
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,0,0,1
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,2,1,0,6
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,1,1,5,14
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,1,2,0,8
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,3,2,1,12
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,11,7,1,3,22
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,4,1,2,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,2,1,1,14
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,21,29,3,6,59
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,92,90,4,6,192
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,515,490,10,22,1037
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,0,0,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,3,0,3,9
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,3,0,1,13
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,0,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,3,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,25,24,20,10,79
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,1,0,0,2
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,7,11,19
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,3,2,1,13
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,0,0,1
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,1,1,1,7
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,3,9,4,22
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,15,8,2,0,25
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,0,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,16,15,1,1,33
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,1,6,0,17
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,20,24,5,2,51
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,10,5,8,32
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,4,6,4,18
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,5,0,0,12
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,15,20,5,4,44
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,91,85,11,7,194
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,2,0,2,5
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,2,6,3,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,2,1,1,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,0,1,3,4
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,4,2,6,17
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,9,4,3,23
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,3,3,2,9
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,238,229,12,11,490
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,13,8,0,2,23
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,7,3,0,16
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,21,13,5,14,53
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,10,8,5,32
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,21,16,2,2,41
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,8,0,1,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,0,2,1,5
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,0,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,14,15,1,1,31
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,1,0,1,5
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,2,0,0,6
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,10,6,5,25
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,6,5,7,28
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,10,2,5,27
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,4,1,0,13
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,11,2,2,22
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,5,4,3,16
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,3,3,4,12
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,20,22,1,5,48
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,1,6,11
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,1,0,0,4
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,180,154,24,33,391
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,6,3,13
PUCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,11,8,6,11,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,3,1,2,7
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,6,2,3,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,1,4,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,1,2,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,10,0,0,20
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,5,4,0,18
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,7,7,8,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,46,60,6,5,117
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,2,8,7,23
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,23,15,5,6,49
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,71,89,40,33,233
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,11,1,0,14
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,5,2,0,12
RAVELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,6,8,8,30
REYES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,6,3,4,22
RIBERALTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,63,67,13,10,153
ROBORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,11,13,9,1,34
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,13,13,2,8,36
SABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,1,1,3,10
SACABA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,112,110,42,33,297
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,2,1,1,8
SACACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,10,8,9,36
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,5,0,2,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,2,1,2,8
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,15,1,1,23
SAN AGUSTIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,3,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,6,11,7,2,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,2,0,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,0,1,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,1,1,2,6
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,4,0,2,11
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,42,44,2,6,94
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,8,0,1,14
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,16,18,0,3,37
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,15,18,8,6,47
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,51,47,11,12,121
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,1,3,1,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,13,2,2,24
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,1,2,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,11,15,29,24,79
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,6,3,3,17
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,27,32,8,8,75
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,4,3,2,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,13,23,0,1,37
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,16,8,7,3,34
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,16,21,4,1,42
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,7,1,3,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,1,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,9,1,2,20
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,13,12,6,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,3,2,1,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,1,1,0,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,0,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,5,2,1,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,3,2,1,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,6,1,1,16
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,11,10,6,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1346,1197,14,21,2578
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,11,0,0,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,5,3,0,15
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,2,0,1,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,2,2,4,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,1,0,0,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,2,1,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,3,3,0,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,2,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,5,2,1,13
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,6,2,1,14
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,19,21,3,1,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,7,6,3,2,18
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,3,0,1,8
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,39,29,1,7,76
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,3,2,4,9
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,3,0,1,6
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,13,4,0,21
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,220,223,8,4,455
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,8,1,1,11
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,1,3,4,11
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,3,0,6,9
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,15,8,10,8,41
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,5,3,6,4,18
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,2,1,0,4
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,4,0,1,9
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,161,147,7,4,319
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,10,5,3,3,21
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,9,1,1,20
TIAHUANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,4,5,0,1,10
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,11,4,10,16,41
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,8,0,1,1,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,38,31,23,18,110
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,9,9,6,10,34
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,1,3,0,2,6
TODOS SANTOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,0,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,3,2,3,2,10
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-04-01,2,6,0,0,8
