,group,variable,month,N° DE TB PULMONAR BACTERIOLOGICAMENTE CONFIRMADOS (NUEVOS Y RECAIDAS) CANTIDAD,N° DE TB PULMONAR BACTERIOLOGICAMENTE CONFIRMADOS (NUEVOS Y RECAIDAS) CANTIDAD,TOTALES
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,3,6
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
GIA-TIM,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
GUTIERREZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,0,4
ICLA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
INQUISIVI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
LA ASUNTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,3,7
LA GUARDIA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,8,3,11
LA PAZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,26,16,42
LLALLAGUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,0,3
LURIBAY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,1,4
MONTERO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,27,4,31
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
OKINAWA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
OMEREQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
ORURO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,10,4,14
PADCAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
PAILON,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
PAMPA GRANDE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
POCONA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
POTOSI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,8,1,9
PRESTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
PUERTO GONZALO MORENO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
PUERTO QUIJARRO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,0,3
PUERTO SUAREZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,13,2,15
PUNATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,1,5
QUIME,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,5,9
ROBORE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,1,3
RURRENABAQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
SACABA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,6,3,9
SAN BENITO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
SAN BORJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,2,2
SAN BUENA VENTURA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,0,3
SAN JOAQUIN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
SAN PEDRO DE MACHA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,159,67,226
SANTA ROSA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,0,2
SENA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,4,6
SIPE SIPE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,2,3
SUCRE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,11,8,19
TARABUCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
TARATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,5,6
TARVITA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
TEOPONTE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,2,4
TOTORA(CBBA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,14,0,14
TUPIZA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,2,6
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
UYUNI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,1,0,1
VACAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
VIACHA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
VILLA MONTES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,4,7
VINTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,2,4
WARNES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,4,7,11
YACUIBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,5,5,10
YAMPARAEZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,0,1,1
YANACACHI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,2,1,3
YAPACANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-11-01,3,1,4
APOLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,2,3
AYO AYO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,1,3
BELLA FLOR,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,2,3
BETANZOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
"CAIZA ""D""",tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,10,6,16
CARAPARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
CHALLAPATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
CHIMORE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,6,1,7
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
COBIJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,9,3,12
COCHABAMBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,32,11,43
COLCAPIRHUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
CONCEPCION,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,1,3
CORIPATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
COROICO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,4,1,5
CUATRO CAÑADAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
CULPINA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,14,9,23
EL TORNO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,1,4
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,4,7
FERNANDEZ ALONSO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
GUANAY,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,1,3
INCAHUASI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,2,3
LA ASUNTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,5,2,7
LA GUARDIA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,3,6
LA PAZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,23,10,33
LLALLAGUA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
MACHARETI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,4,4,8
ORURO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,5,1,6
PALOS BLANCOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,2,5
PORCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
POROMA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
PORTACHUELO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,4,3,7
PUERTO QUIJARRO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,2,3
PUERTO SUAREZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,8,5,13
PUNATA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,7,3,10
REYES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,10,3,13
RURRENABAQUE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
SACABA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,5,3,8
SAN ANDRES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
SAN IGNACIO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,2,3
SAN JULIAN,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,3,5
SAN LORENZO(TJA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
SAN LUCAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
SAN RAMON SCZ,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,137,64,201
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
SIPE SIPE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,3,6
SUCRE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,5,2,7
TACACOMA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,0,2
TARABUCO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,4,3,7
TINGUIPAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
TIRAQUE (CBBA),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,1,3
TOLEDO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
TOMAVE,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,14,5,19
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,1,2
VILLA MONTES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,3,1,4
VILLA TUNARI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,7,2,9
VILLAZON,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
VINTO,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,1,0,1
WARNES,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,2,2,4
YACUIBA,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,13,1,14
YANACACHI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tb pulmonar bacteriologicamente confirmados (nuevos y recaidas),2024-12-01,4,4,8
