,group,variable,month,TOTAL 3.4 CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTAL 3.4 CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN BORJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,2,1,2,3
SAN BUENA VENTURA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,2,3,2,5
SAN CARLOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,43,31,43,31,74
SAN IGNACIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,7,12,7,12,19
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,19,29,19,29,48
SAN JAVIER(STC),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,8,1,8,1,9
SAN JOAQUIN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,2,1,2,3
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,4,2,4,2,6
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,0,2,0,2
SAN JULIAN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,63,11,63,11,74
SAN LORENZO(PND),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,3,2,3,5
SAN LORENZO(TJA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,39,32,39,32,71
SAN LUCAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,12,14,12,14,26
SAN MATIAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,5,3,5,3,8
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,7,1,7,8
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,0,3,0,3,3
SAN PEDRO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,6,3,6,9
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,7,3,7,3,10
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,5,2,5,2,7
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,6,14,6,14,20
SAN RAFAEL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,0,2,0,2
SAN RAMON SCZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,13,19,13,19,32
SANTA ANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,8,2,8,2,10
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,449,398,449,398,847
SANTA ROSA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,1,2,1,3
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,28,8,28,8,36
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,13,11,13,11,24
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,19,17,19,17,36
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,34,26,34,26,60
SANTIAGO DE MACHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,10,4,10,4,14
SANTIVAÑES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,5,6,5,6,11
SAPAHAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,14,2,14,2,16
SENA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,2,3,2,5
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,16,8,16,8,24
SICAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,2,2,2,4
SIPE SIPE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,8,2,8,10
SOPACHUY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,0,1,0,1
SORACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,4,4,4,4,8
SORATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,26,12,26,12,38
SUCRE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,175,113,175,113,288
TACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,0,1,0,1
TACACOMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,0,5,0,5,5
TACOBAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,0,1,0,1
TACOPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,1,3,1,4
TAPACARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,30,37,30,37,67
TARABUCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,10,7,10,7,17
TARACO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,34,18,34,18,52
TARATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,7,9,7,9,16
TARIJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,172,174,172,174,346
TARVITA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,7,9,7,9,16
TEOPONTE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,2,3,2,5
TIAWANACU,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,17,20,17,20,37
TINGUIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,0,7,0,7,7
TIPUANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,4,6,4,6,10
TIQUIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,5,20,5,20,25
TIRAQUE (CBBA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,0,3,0,3,3
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,0,2,0,2
TOCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,11,5,11,5,16
TOLATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,11,8,11,8,19
TOLEDO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,3,1,3,4
TOMAVE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,20,17,20,17,37
TOMINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,10,10,10,10,20
TORO TORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,15,7,15,7,22
TOTORA(CBBA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,8,0,8,0,8
TOTORA(ORR),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,4,1,4,5
TRIGAL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,8,4,8,4,12
TRINIDAD,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,38,66,38,66,104
TUPIZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,31,26,31,26,57
TURCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,6,4,6,4,10
UMALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,13,7,13,7,20
UNCIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,7,3,7,10
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,26,23,26,23,49
URUBICHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,2,1,2,3
UYUNI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,40,17,40,17,57
VACAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,3,3,3,6
VALLEGRANDE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,27,19,27,19,46
VIACHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,57,37,57,37,94
VILLA CHARCAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,2,7,2,7,9
VILLA MONTES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,24,24,24,24,48
VILLA SERRANO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,20,8,20,8,28
VILLA TUNARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,10,25,10,25,35
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,5,1,5,6
VILLAZON,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,6,11,6,11,17
VINTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,7,3,7,3,10
VITICHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,12,18,12,18,30
WALDO BALLIVIAN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,0,1,0,1,1
WARNES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,13,7,13,7,20
YACO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,7,4,7,4,11
YACUIBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,32,26,32,26,58
YAMPARAEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,5,14,5,14,19
YAPACANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,12,9,12,9,21
YOCALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,3,2,3,2,5
YOTALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,6,2,6,2,8
YUNCHARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,5,12,5,12,17
ZUDAÑEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-03-01,1,1,1,1,2
ACHACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,80,68,80,68,148
ACHOCALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,2,0,2,2
AIQUILE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,26,4,26,30
ALALAY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,1,1,1,2
ALCALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,6,4,6,10
ALTO BENI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,2,0,2,2
ANCORAIMES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,10,7,10,7,17
ANDAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,3,6,3,9
ANTEQUERA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,0,6,0,6
ANZALDO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,14,6,14,20
APOLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,2,2,2,4
ARAMPAMPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,1,2,1,3
ARANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,7,0,7,7
ARBIETO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,17,11,17,11,28
ARQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,5,4,5,9
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,7,2,7,9
ATOCHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,39,17,39,17,56
AUCAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,1,2,1,3
AYO AYO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,13,7,13,20
AZURDUY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,0,2,0,2
BATALLAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,12,2,12,2,14
BAURES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,0,2,0,2
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,10,8,10,8,18
BELEN DE URMIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,2,3,2,5
BERMEJO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,24,12,24,12,36
BETANZOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,11,21,11,21,32
BOLIVAR,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,1,1,1,2
BOYUIBE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,2,4,2,6
BUENA VISTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,2,3,2,5
CABEZAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,3,4,3,7
CAIROMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,1,0,1,1
"CAIZA ""D""",atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,5,3,5,8
CAJUATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,12,2,12,2,14
CALACOTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,5,10,5,10,15
CALAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,15,21,15,21,36
CAMARGO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,14,19,14,19,33
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,1,4,1,5
CAMIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,55,21,55,21,76
CAPINOTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,9,8,9,8,17
CAQUIAVIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,24,9,24,9,33
CARACOLLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,17,12,17,12,29
CARANAVI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,20,5,20,5,25
CARAPARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,9,3,9,3,12
CARIPUYO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,1,1,1,2
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,0,2,0,2
CATACORA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,3,2,3,5
CHALLAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,27,11,27,11,38
CHAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,2,0,2,2
CHARAGUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,8,5,8,5,13
CHARAÑA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,0,1,0,1
CHAYANTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,8,10,8,10,18
CHIMORE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,4,6,4,10
CHIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,5,5,5,5,10
CHOQUE COTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,4,1,4,5
CHUA COCANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,6,0,6,6
CHUMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,33,29,33,29,62
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,4,7,4,11
CKOCHAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,6,0,6,6
CLIZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,18,53,18,53,71
COBIJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,21,3,21,3,24
COCAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,4,3,4,7
COCHABAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,658,533,658,533,1191
COIPASA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,10,2,10,2,12
COLCAPIRHUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,9,6,9,15
"COLCHA ""K""",atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,0,6,0,6
COLLANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,6,7,6,13
COLOMI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,1,1,1,2
COLPA BELGICA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,2,3,2,5
COLQUECHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,38,42,38,42,80
COLQUIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,0,2,0,2
COMANCHE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,0,7,0,7
COMARAPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,20,8,20,8,28
CONCEPCION,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,10,9,10,9,19
COPACABANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,41,9,41,9,50
CORIPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,0,1,0,1
CORO CORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,8,8,8,8,16
COROICO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,16,11,16,11,27
CORQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,4,5,4,5,9
COTAGAITA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,25,38,25,38,63
CUATRO CAÑADAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,8,6,8,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,1,0,1,1
CUEVO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,8,7,8,15
CULPINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,14,19,14,19,33
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,12,14,12,14,26
CURVA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,16,6,16,22
DESAGUADERO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,25,12,25,12,37
EL ALTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,157,139,157,139,296
EL CHORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,0,2,0,2
EL PUENTE(STC),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,3,1,3,4
EL PUENTE(TJA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,8,13,8,13,21
EL TORNO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,51,60,51,60,111
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,12,11,12,11,23
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,8,3,8,11
ESCOMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,5,6,5,11
EUCALIPTUS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,3,2,3,5
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,9,11,9,11,20
FILADELFIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,2,1,2,3
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,20,12,20,12,32
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,15,23,15,23,38
GUANAY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,5,7,5,7,12
GUAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,36,21,36,21,57
GUAYARAMERIN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,13,12,13,12,25
GUTIERREZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,13,9,13,9,22
HUACARETA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,5,7,5,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,0,1,0,1
HUACHACALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,0,4,0,4,4
HUANUNI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,5,3,5,3,8
HUARINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,5,7,5,12
HUATAJATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,30,21,30,21,51
HUAYLLAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,12,17,12,17,29
HUMANATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,38,19,38,19,57
ICHOCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,9,17,9,17,26
ICLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,3,11,3,11,14
INCAHUASI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,6,15,6,15,21
INQUISIVI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,5,1,5,1,6
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,12,5,12,5,17
IXIAMAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,7,1,7,1,8
JESUS DE MACHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,27,16,27,16,43
LA ASUNTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,9,5,9,5,14
LA GUARDIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,21,15,21,15,36
LA PAZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,681,617,681,617,1298
LA RIVERA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,2,6,2,6,8
LAGUNILLAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,1,1,1,1,2
LAJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-04-01,22,28,22,28,50
