,group,variable,month,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
PAMPA AULLAGAS,atencion odontologica, periodoncias,2014-05-01,1,2,1,2,3
PAPEL PAMPA,atencion odontologica, periodoncias,2014-05-01,2,5,2,5,7
PASORAPA,atencion odontologica, periodoncias,2014-05-01,1,0,1,0,1
PATACAMAYA,atencion odontologica, periodoncias,2014-05-01,0,8,0,8,8
PAZÑA,atencion odontologica, periodoncias,2014-05-01,1,0,1,0,1
POCOATA,atencion odontologica, periodoncias,2014-05-01,0,25,0,25,25
POCONA,atencion odontologica, periodoncias,2014-05-01,1,9,1,9,10
POJO (CBBA),atencion odontologica, periodoncias,2014-05-01,3,17,3,17,20
POOPO,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
PORCO,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
POROMA,atencion odontologica, periodoncias,2014-05-01,1,9,1,9,10
PORTACHUELO,atencion odontologica, periodoncias,2014-05-01,1,4,1,4,5
PORVENIR,atencion odontologica, periodoncias,2014-05-01,1,0,1,0,1
POTOSI,atencion odontologica, periodoncias,2014-05-01,69,122,69,122,191
PRESTO,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
PUCARANI,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-05-01,1,4,1,4,5
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-05-01,2,1,2,1,3
PUERTO GONZALO MORENO,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica, periodoncias,2014-05-01,4,3,4,3,7
PUERTO RICO,atencion odontologica, periodoncias,2014-05-01,0,4,0,4,4
PUERTO SUAREZ,atencion odontologica, periodoncias,2014-05-01,0,4,0,4,4
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-05-01,4,22,4,22,26
PUNA,atencion odontologica, periodoncias,2014-05-01,1,4,1,4,5
PUNATA,atencion odontologica, periodoncias,2014-05-01,7,24,7,24,31
QUIABAYA,atencion odontologica, periodoncias,2014-05-01,1,0,1,0,1
QUILLACOLLO,atencion odontologica, periodoncias,2014-05-01,59,160,59,160,219
QUIME,atencion odontologica, periodoncias,2014-05-01,5,0,5,0,5
RAVELO,atencion odontologica, periodoncias,2014-05-01,0,6,0,6,6
REYES,atencion odontologica, periodoncias,2014-05-01,6,11,6,11,17
RIBERALTA,atencion odontologica, periodoncias,2014-05-01,46,132,46,132,178
ROBORE,atencion odontologica, periodoncias,2014-05-01,7,21,7,21,28
RURRENABAQUE,atencion odontologica, periodoncias,2014-05-01,2,2,2,2,4
SACABA,atencion odontologica, periodoncias,2014-05-01,53,97,53,97,150
SACABAMBA,atencion odontologica, periodoncias,2014-05-01,2,6,2,6,8
SACACA,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
SAIPINA,atencion odontologica, periodoncias,2014-05-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-05-01,2,0,2,0,2
SAMAIPATA,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
SAN AGUSTIN,atencion odontologica, periodoncias,2014-05-01,0,5,0,5,5
SAN ANDRES,atencion odontologica, periodoncias,2014-05-01,1,4,1,4,5
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-05-01,1,4,1,4,5
SAN BENITO,atencion odontologica, periodoncias,2014-05-01,4,2,4,2,6
SAN BORJA,atencion odontologica, periodoncias,2014-05-01,12,13,12,13,25
SAN BUENA VENTURA,atencion odontologica, periodoncias,2014-05-01,0,3,0,3,3
SAN CARLOS,atencion odontologica, periodoncias,2014-05-01,4,7,4,7,11
SAN IGNACIO,atencion odontologica, periodoncias,2014-05-01,7,33,7,33,40
SAN IGNACIO DE VELASCO,atencion odontologica, periodoncias,2014-05-01,5,8,5,8,13
SAN JAVIER(BNI),atencion odontologica, periodoncias,2014-05-01,1,1,1,1,2
SAN JAVIER(STC),atencion odontologica, periodoncias,2014-05-01,0,3,0,3,3
SAN JOSE DE CHIQUITOS,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
SAN JULIAN,atencion odontologica, periodoncias,2014-05-01,16,39,16,39,55
SAN LUCAS,atencion odontologica, periodoncias,2014-05-01,5,16,5,16,21
SAN MATIAS,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,atencion odontologica, periodoncias,2014-05-01,1,2,1,2,3
SAN PEDRO,atencion odontologica, periodoncias,2014-05-01,0,3,0,3,3
SAN PEDRO DE BUENA VISTA,atencion odontologica, periodoncias,2014-05-01,3,4,3,4,7
SAN PEDRO DE CURAHUARA,atencion odontologica, periodoncias,2014-05-01,2,0,2,0,2
SAN RAFAEL,atencion odontologica, periodoncias,2014-05-01,4,24,4,24,28
SAN RAMON SCZ,atencion odontologica, periodoncias,2014-05-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,atencion odontologica, periodoncias,2014-05-01,666,1255,666,1255,1921
SANTA ROSA,atencion odontologica, periodoncias,2014-05-01,1,0,1,0,1
SANTA ROSA DEL SARA,atencion odontologica, periodoncias,2014-05-01,1,1,1,1,2
SANTIAGO DE HUARI,atencion odontologica, periodoncias,2014-05-01,8,2,8,2,10
SANTIAGO DE HUATA,atencion odontologica, periodoncias,2014-05-01,3,4,3,4,7
SANTIAGO DE MACHACA,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
SANTIVAÑES,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica, periodoncias,2014-05-01,1,1,1,1,2
SAPAHAQUI,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
SHINAOTA,atencion odontologica, periodoncias,2014-05-01,0,8,0,8,8
SICA SICA (VILLA AROMA),atencion odontologica, periodoncias,2014-05-01,2,6,2,6,8
SICAYA,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
SIPE SIPE,atencion odontologica, periodoncias,2014-05-01,6,49,6,49,55
SOPACHUY,atencion odontologica, periodoncias,2014-05-01,1,5,1,5,6
SORACACHI,atencion odontologica, periodoncias,2014-05-01,3,1,3,1,4
SORATA,atencion odontologica, periodoncias,2014-05-01,1,1,1,1,2
SUCRE,atencion odontologica, periodoncias,2014-05-01,247,278,247,278,525
TACACOMA,atencion odontologica, periodoncias,2014-05-01,1,1,1,1,2
TAHUA,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
TAPACARI,atencion odontologica, periodoncias,2014-05-01,6,2,6,2,8
TARABUCO,atencion odontologica, periodoncias,2014-05-01,2,13,2,13,15
TARATA,atencion odontologica, periodoncias,2014-05-01,5,9,5,9,14
TARIJA,atencion odontologica, periodoncias,2014-05-01,208,344,208,344,552
TARVITA,atencion odontologica, periodoncias,2014-05-01,1,6,1,6,7
TIAWANACU,atencion odontologica, periodoncias,2014-05-01,1,3,1,3,4
TINGUIPAYA,atencion odontologica, periodoncias,2014-05-01,8,10,8,10,18
TIQUIPAYA,atencion odontologica, periodoncias,2014-05-01,11,78,11,78,89
TIRAQUE (CBBA),atencion odontologica, periodoncias,2014-05-01,4,10,4,10,14
TOCO,atencion odontologica, periodoncias,2014-05-01,1,20,1,20,21
TOLATA,atencion odontologica, periodoncias,2014-05-01,3,5,3,5,8
TOMAVE,atencion odontologica, periodoncias,2014-05-01,3,9,3,9,12
TOMINA,atencion odontologica, periodoncias,2014-05-01,53,86,53,86,139
TORO TORO,atencion odontologica, periodoncias,2014-05-01,2,12,2,12,14
TOTORA(CBBA),atencion odontologica, periodoncias,2014-05-01,5,3,5,3,8
TRIGAL,atencion odontologica, periodoncias,2014-05-01,2,1,2,1,3
TRINIDAD,atencion odontologica, periodoncias,2014-05-01,39,65,39,65,104
TUPIZA,atencion odontologica, periodoncias,2014-05-01,16,24,16,24,40
TURCO,atencion odontologica, periodoncias,2014-05-01,1,2,1,2,3
UMALA,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
UNCIA,atencion odontologica, periodoncias,2014-05-01,2,8,2,8,10
URIONDO (A. CONCEPCION),atencion odontologica, periodoncias,2014-05-01,5,4,5,4,9
VACAS,atencion odontologica, periodoncias,2014-05-01,0,1,0,1,1
VALLEGRANDE,atencion odontologica, periodoncias,2014-05-01,12,12,12,12,24
VIACHA,atencion odontologica, periodoncias,2014-05-01,9,16,9,16,25
VILLA CHARCAS,atencion odontologica, periodoncias,2014-05-01,2,10,2,10,12
VILLA MONTES,atencion odontologica, periodoncias,2014-05-01,13,13,13,13,26
VILLA NUEVA (LOMA ALTA),atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
VILLA RIVERO,atencion odontologica, periodoncias,2014-05-01,0,13,0,13,13
VILLA SERRANO,atencion odontologica, periodoncias,2014-05-01,1,5,1,5,6
VILLA TUNARI,atencion odontologica, periodoncias,2014-05-01,18,56,18,56,74
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, periodoncias,2014-05-01,1,5,1,5,6
VILLAZON,atencion odontologica, periodoncias,2014-05-01,2,11,2,11,13
VINTO,atencion odontologica, periodoncias,2014-05-01,3,9,3,9,12
VITICHI,atencion odontologica, periodoncias,2014-05-01,2,5,2,5,7
WARNES,atencion odontologica, periodoncias,2014-05-01,6,24,6,24,30
YACUIBA,atencion odontologica, periodoncias,2014-05-01,48,34,48,34,82
YAMPARAEZ,atencion odontologica, periodoncias,2014-05-01,0,16,0,16,16
YANACACHI,atencion odontologica, periodoncias,2014-05-01,3,8,3,8,11
YAPACANI,atencion odontologica, periodoncias,2014-05-01,8,33,8,33,41
YOCALLA,atencion odontologica, periodoncias,2014-05-01,0,3,0,3,3
YOTALA,atencion odontologica, periodoncias,2014-05-01,1,12,1,12,13
YUNCHARA,atencion odontologica, periodoncias,2014-05-01,3,7,3,7,10
ZUDAÑEZ,atencion odontologica, periodoncias,2014-05-01,0,2,0,2,2
ACACIO,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
ACHACACHI,atencion odontologica, periodoncias,2014-06-01,6,15,6,15,21
ACHOCALLA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
AIQUILE,atencion odontologica, periodoncias,2014-06-01,3,23,3,23,26
ALALAY,atencion odontologica, periodoncias,2014-06-01,1,4,1,4,5
ALCALA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
ANCORAIMES,atencion odontologica, periodoncias,2014-06-01,1,6,1,6,7
ANDAMARCA,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
ANTEQUERA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
ANZALDO,atencion odontologica, periodoncias,2014-06-01,9,11,9,11,20
ARAMPAMPA,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
ARANI,atencion odontologica, periodoncias,2014-06-01,6,5,6,5,11
ARBIETO,atencion odontologica, periodoncias,2014-06-01,7,27,7,27,34
ARQUE,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
ASCENCION DE GUARAYOS,atencion odontologica, periodoncias,2014-06-01,8,14,8,14,22
ATOCHA,atencion odontologica, periodoncias,2014-06-01,19,37,19,37,56
AYO AYO,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, periodoncias,2014-06-01,17,18,17,18,35
AZURDUY,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
BELEN DE ANDAMARCA,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
BERMEJO,atencion odontologica, periodoncias,2014-06-01,38,77,38,77,115
BETANZOS,atencion odontologica, periodoncias,2014-06-01,0,11,0,11,11
BOLIVAR,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
BUENA VISTA,atencion odontologica, periodoncias,2014-06-01,0,9,0,9,9
CABEZAS,atencion odontologica, periodoncias,2014-06-01,15,23,15,23,38
CAIROMA,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
"CAIZA ""D""",atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
CALAMARCA,atencion odontologica, periodoncias,2014-06-01,1,3,1,3,4
CAMARGO,atencion odontologica, periodoncias,2014-06-01,1,5,1,5,6
CAMIRI,atencion odontologica, periodoncias,2014-06-01,8,29,8,29,37
CAPINOTA,atencion odontologica, periodoncias,2014-06-01,11,28,11,28,39
CARACOLLO,atencion odontologica, periodoncias,2014-06-01,1,11,1,11,12
CARANAVI,atencion odontologica, periodoncias,2014-06-01,39,38,39,38,77
CARAPARI,atencion odontologica, periodoncias,2014-06-01,12,6,12,6,18
CARIPUYO,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
CARMEN RIVERO TORREZ,atencion odontologica, periodoncias,2014-06-01,17,45,17,45,62
CHALLAPATA,atencion odontologica, periodoncias,2014-06-01,6,6,6,6,12
CHARAGUA,atencion odontologica, periodoncias,2014-06-01,2,7,2,7,9
CHAYANTA,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
CHIMORE,atencion odontologica, periodoncias,2014-06-01,2,11,2,11,13
CHOQUE COTA,atencion odontologica, periodoncias,2014-06-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
CHUMA,atencion odontologica, periodoncias,2014-06-01,1,9,1,9,10
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
CKOCHAS,atencion odontologica, periodoncias,2014-06-01,2,5,2,5,7
CLIZA,atencion odontologica, periodoncias,2014-06-01,15,37,15,37,52
COBIJA,atencion odontologica, periodoncias,2014-06-01,22,46,22,46,68
COCAPATA,atencion odontologica, periodoncias,2014-06-01,1,12,1,12,13
COCHABAMBA,atencion odontologica, periodoncias,2014-06-01,912,1337,912,1337,2249
COIPASA,atencion odontologica, periodoncias,2014-06-01,1,3,1,3,4
COLCAPIRHUA,atencion odontologica, periodoncias,2014-06-01,1,16,1,16,17
COLLANA,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
COLOMI,atencion odontologica, periodoncias,2014-06-01,1,5,1,5,6
COLQUECHACA,atencion odontologica, periodoncias,2014-06-01,6,6,6,6,12
COLQUIRI,atencion odontologica, periodoncias,2014-06-01,1,3,1,3,4
COMARAPA,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
COMBAYA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
CONCEPCION,atencion odontologica, periodoncias,2014-06-01,6,8,6,8,14
COPACABANA,atencion odontologica, periodoncias,2014-06-01,4,5,4,5,9
COROICO,atencion odontologica, periodoncias,2014-06-01,4,3,4,3,7
COTAGAITA,atencion odontologica, periodoncias,2014-06-01,11,13,11,13,24
COTOCA,atencion odontologica, periodoncias,2014-06-01,0,4,0,4,4
CUATRO CAÑADAS,atencion odontologica, periodoncias,2014-06-01,3,11,3,11,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
CULPINA,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
DESAGUADERO,atencion odontologica, periodoncias,2014-06-01,1,18,1,18,19
EL ALTO,atencion odontologica, periodoncias,2014-06-01,205,455,205,455,660
EL CHORO,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
EL PUENTE(STC),atencion odontologica, periodoncias,2014-06-01,2,4,2,4,6
EL PUENTE(TJA),atencion odontologica, periodoncias,2014-06-01,19,24,19,24,43
EL TORNO,atencion odontologica, periodoncias,2014-06-01,131,210,131,210,341
EL VILLAR,atencion odontologica, periodoncias,2014-06-01,1,3,1,3,4
ENTRE RIOS TRJ,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
ENTRE RIOS CBBA,atencion odontologica, periodoncias,2014-06-01,0,8,0,8,8
ESCOMA,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
FERNANDEZ ALONSO,atencion odontologica, periodoncias,2014-06-01,3,3,3,3,6
GENERAL SAAVEDRA,atencion odontologica, periodoncias,2014-06-01,3,5,3,5,8
GUANAY,atencion odontologica, periodoncias,2014-06-01,1,5,1,5,6
GUAQUI,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
GUAYARAMERIN,atencion odontologica, periodoncias,2014-06-01,20,33,20,33,53
HUACARETA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica, periodoncias,2014-06-01,1,4,1,4,5
HUANUNI,atencion odontologica, periodoncias,2014-06-01,4,7,4,7,11
HUARINA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
HUATAJATA,atencion odontologica, periodoncias,2014-06-01,4,0,4,0,4
HUAYLLAMARCA,atencion odontologica, periodoncias,2014-06-01,2,1,2,1,3
HUMANATA,atencion odontologica, periodoncias,2014-06-01,3,5,3,5,8
ICLA,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
INCAHUASI,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
INGAVI (HUMAITA),atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),atencion odontologica, periodoncias,2014-06-01,9,16,9,16,25
JESUS DE MACHACA,atencion odontologica, periodoncias,2014-06-01,1,3,1,3,4
LA ASUNTA,atencion odontologica, periodoncias,2014-06-01,2,4,2,4,6
LA GUARDIA,atencion odontologica, periodoncias,2014-06-01,1,31,1,31,32
LA PAZ,atencion odontologica, periodoncias,2014-06-01,1007,1782,1007,1782,2789
LAGUNILLAS,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
LAJA,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
LLALLAGUA,atencion odontologica, periodoncias,2014-06-01,5,15,5,15,20
MACHACAMARCA,atencion odontologica, periodoncias,2014-06-01,0,6,0,6,6
MACHARETI,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
MAGDALENA,atencion odontologica, periodoncias,2014-06-01,5,7,5,7,12
MAIRANA,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
MAPIRI,atencion odontologica, periodoncias,2014-06-01,3,2,3,2,5
MECAPACA,atencion odontologica, periodoncias,2014-06-01,1,9,1,9,10
MINEROS,atencion odontologica, periodoncias,2014-06-01,0,37,0,37,37
MIZQUE,atencion odontologica, periodoncias,2014-06-01,1,10,1,10,11
MOCOMOCO,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
MOJOCOYA,atencion odontologica, periodoncias,2014-06-01,4,10,4,10,14
MONTEAGUDO,atencion odontologica, periodoncias,2014-06-01,3,19,3,19,22
MONTERO,atencion odontologica, periodoncias,2014-06-01,31,57,31,57,88
MOROCHATA,atencion odontologica, periodoncias,2014-06-01,6,14,6,14,20
OKINAWA,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
OMEREQUE,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
ORURO,atencion odontologica, periodoncias,2014-06-01,722,1078,722,1078,1800
PADCAYA,atencion odontologica, periodoncias,2014-06-01,5,15,5,15,20
PADILLA,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
PAILON,atencion odontologica, periodoncias,2014-06-01,0,4,0,4,4
PALCA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
PALOS BLANCOS,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
PAMPA GRANDE,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
PAPEL PAMPA,atencion odontologica, periodoncias,2014-06-01,3,4,3,4,7
PASORAPA,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
PATACAMAYA,atencion odontologica, periodoncias,2014-06-01,1,4,1,4,5
PAZÑA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
PELECHUCO,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
POCOATA,atencion odontologica, periodoncias,2014-06-01,1,16,1,16,17
POCONA,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
POJO (CBBA),atencion odontologica, periodoncias,2014-06-01,2,11,2,11,13
PORCO,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
POROMA,atencion odontologica, periodoncias,2014-06-01,4,8,4,8,12
PORONGO,atencion odontologica, periodoncias,2014-06-01,0,5,0,5,5
PORTACHUELO,atencion odontologica, periodoncias,2014-06-01,0,4,0,4,4
PORVENIR,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
POSTRER VALLE,atencion odontologica, periodoncias,2014-06-01,1,0,1,0,1
POTOSI,atencion odontologica, periodoncias,2014-06-01,85,232,85,232,317
PRESTO,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
PUCARANI,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-06-01,3,6,3,6,9
PUERTO GONZALO MORENO,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
PUERTO QUIJARRO,atencion odontologica, periodoncias,2014-06-01,0,3,0,3,3
PUERTO RICO,atencion odontologica, periodoncias,2014-06-01,0,10,0,10,10
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-06-01,17,24,17,24,41
PUNA,atencion odontologica, periodoncias,2014-06-01,4,1,4,1,5
PUNATA,atencion odontologica, periodoncias,2014-06-01,6,10,6,10,16
QUILLACOLLO,atencion odontologica, periodoncias,2014-06-01,75,137,75,137,212
QUIME,atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
RAVELO,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
REYES,atencion odontologica, periodoncias,2014-06-01,8,5,8,5,13
RIBERALTA,atencion odontologica, periodoncias,2014-06-01,11,66,11,66,77
ROBORE,atencion odontologica, periodoncias,2014-06-01,18,45,18,45,63
RURRENABAQUE,atencion odontologica, periodoncias,2014-06-01,4,3,4,3,7
SACABA,atencion odontologica, periodoncias,2014-06-01,53,106,53,106,159
SACABAMBA,atencion odontologica, periodoncias,2014-06-01,6,5,6,5,11
SACACA,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
SAIPINA,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-06-01,2,2,2,2,4
SAMAIPATA,atencion odontologica, periodoncias,2014-06-01,0,2,0,2,2
SAN ANDRES,atencion odontologica, periodoncias,2014-06-01,2,9,2,9,11
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-06-01,14,9,14,9,23
SAN ANTONIO DE ESMORUCO,atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
SAN BENITO,atencion odontologica, periodoncias,2014-06-01,1,8,1,8,9
SAN BORJA,atencion odontologica, periodoncias,2014-06-01,11,18,11,18,29
SAN BUENA VENTURA,atencion odontologica, periodoncias,2014-06-01,3,1,3,1,4
SAN CARLOS,atencion odontologica, periodoncias,2014-06-01,25,31,25,31,56
SAN IGNACIO,atencion odontologica, periodoncias,2014-06-01,15,31,15,31,46
SAN IGNACIO DE VELASCO,atencion odontologica, periodoncias,2014-06-01,2,0,2,0,2
SAN JAVIER(STC),atencion odontologica, periodoncias,2014-06-01,3,2,3,2,5
SAN JULIAN,atencion odontologica, periodoncias,2014-06-01,21,24,21,24,45
SAN LORENZO(PND),atencion odontologica, periodoncias,2014-06-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica, periodoncias,2014-06-01,1,2,1,2,3
SAN LUCAS,atencion odontologica, periodoncias,2014-06-01,1,13,1,13,14
SAN MATIAS,atencion odontologica, periodoncias,2014-06-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,atencion odontologica, periodoncias,2014-06-01,2,2,2,2,4
SAN PEDRO,atencion odontologica, periodoncias,2014-06-01,2,7,2,7,9
SAN RAFAEL,atencion odontologica, periodoncias,2014-06-01,11,28,11,28,39
