,group,variable,month,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
ANTEQUERA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
ANZALDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,11,0,11,11
APOLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,55,0,55,55
ARAMPAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,42,0,42,42
ARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,89,0,89,89
ARBIETO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,50,0,50,50
ARQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,21,0,21,21
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,17,0,17,17
ATOCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,18,0,18,18
AUCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,14,0,14,14
AYATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,11,0,11,11
AYO AYO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,18,0,18,18
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,91,0,91,91
AZURDUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,59,0,59,59
BATALLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,26,0,26,26
BAURES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,32,0,32,32
BELEN DE URMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
BELLA FLOR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,6,0,6,6
BERMEJO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,63,0,63,63
BETANZOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,54,0,54,54
BOLIVAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
BOYUIBE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,1,0,1,1
BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,17,0,17,17
CABEZAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,39,0,39,39
CAIROMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,5,0,5,5
"CAIZA ""D""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,14,0,14,14
CAJUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,24,0,24,24
CALACOTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
CALAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,42,0,42,42
CAMARGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,28,0,28,28
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,14,0,14,14
CAMIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,190,0,190,190
CAPINOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,43,0,43,43
CAQUIAVIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,46,0,46,46
CARACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,15,0,15,15
CARANAVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,28,0,28,28
CARAPARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,5,0,5,5
CATACORA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
CHACARILLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,3,0,3,3
CHALLAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,123,0,123,123
CHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,1,0,1,1
CHARAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,41,0,41,41
CHARAÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,1,0,1,1
CHAYANTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,30,0,30,30
CHIMORE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,98,0,98,98
CHIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,6,0,6,6
CHOQUE COTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,67,0,67,67
CHUMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,60,0,60,60
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,69,0,69,69
CKOCHAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,64,0,64,64
CLIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,153,0,153,153
COBIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,333,0,333,333
COCAPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,45,0,45,45
COCHABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2099,0,2099,2099
COIPASA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
COLCAPIRHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,235,0,235,235
"COLCHA ""K""",atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,12,0,12,12
COLLANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,13,0,13,13
COLOMI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,63,0,63,63
COLPA BELGICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,5,0,5,5
COLQUECHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,66,0,66,66
COLQUENCHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2,0,2,2
COLQUIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,43,0,43,43
COMANCHE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,8,0,8,8
COMARAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,27,0,27,27
COMBAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,1,0,1,1
CONCEPCION,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,32,0,32,32
COPACABANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,41,0,41,41
CORIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
CORO CORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,6,0,6,6
CORQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,8,0,8,8
COTAGAITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,43,0,43,43
COTOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,105,0,105,105
CUATRO CAÑADAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,80,0,80,80
CUEVO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,9,0,9,9
CULPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,83,0,83,83
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,25,0,25,25
CURVA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,50,0,50,50
DESAGUADERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,13,0,13,13
EL ALTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,1910,0,1910,1910
EL CHORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,18,0,18,18
EL PUENTE(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
EL PUENTE(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
EL TORNO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,86,0,86,86
EL VILLAR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,13,0,13,13
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,28,0,28,28
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,78,0,78,78
ESCOMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,3,0,3,3
EUCALIPTUS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,5,0,5,5
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,22,0,22,22
FILADELFIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,25,0,25,25
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,41,0,41,41
GUANAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
GUAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
GUAYARAMERIN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,109,0,109,109
GUTIERREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,24,0,24,24
HUACARETA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,53,0,53,53
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,25,0,25,25
HUACHACALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,3,0,3,3
HUANUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,38,0,38,38
HUARACAJE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,9,0,9,9
HUATAJATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,26,0,26,26
HUAYLLAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,23,0,23,23
HUMANATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,21,0,21,21
ICHOCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,19,0,19,19
ICLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,37,0,37,37
INCAHUASI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,112,0,112,112
INGAVI (HUMAITA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
INQUISIVI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,37,0,37,37
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,37,0,37,37
JESUS DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,24,0,24,24
LA ASUNTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,32,0,32,32
LA GUARDIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,259,0,259,259
LA PAZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2118,0,2118,2118
LAGUNILLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
LAJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
LAS CARRERAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,21,0,21,21
LLALLAGUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,238,0,238,238
LLICA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,5,0,5,5
LORETO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2,0,2,2
LURIBAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,8,0,8,8
MACHACAMARCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
MACHARETI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,30,0,30,30
MAGDALENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,21,0,21,21
MAIRANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,100,0,100,100
MALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
MAPIRI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,44,0,44,44
MECAPACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,40,0,40,40
MINEROS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,26,0,26,26
MIZQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,52,0,52,52
MOCOMOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
MOJOCOYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,39,0,39,39
MONTEAGUDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,270,0,270,270
MONTERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,152,0,152,152
MORO MORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
MOROCHATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,100,0,100,100
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2,0,2,2
OCURI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,19,0,19,19
OKINAWA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,6,0,6,6
OMEREQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2,0,2,2
ORURO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,307,0,307,307
PADCAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,17,0,17,17
PADILLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,63,0,63,63
PAILON,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,40,0,40,40
PALCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,31,0,31,31
PALOS BLANCOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,90,0,90,90
PAMPA AULLAGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
PAMPA GRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,10,0,10,10
PAPEL PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,64,0,64,64
PASORAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
PATACAMAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,89,0,89,89
PAZÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,22,0,22,22
PELECHUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2,0,2,2
POCOATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,139,0,139,139
POCONA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,45,0,45,45
POJO (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,61,0,61,61
POOPO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,6,0,6,6
PORCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,36,0,36,36
POROMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,33,0,33,33
PORONGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,7,0,7,7
PORTACHUELO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
PORVENIR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
POSTRER VALLE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,22,0,22,22
POTOSI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,678,0,678,678
PRESTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,45,0,45,45
PUCARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,2,0,2,2
PUCARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,50,0,50,50
PUERTO ACOSTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,12,0,12,12
PUERTO CARABUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,4,0,4,4
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,23,0,23,23
PUERTO PEREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,11,0,11,11
PUERTO QUIJARRO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,30,0,30,30
PUERTO RICO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,16,0,16,16
PUERTO SUAREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,49,0,49,49
PUERTO VILLARROEL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-05-01,0,63,0,63,63
