,group,variable,month,TOTAL 312 OTRAS ACCIONES CANTIDAD,TOTAL 312 OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CUEVO,atencion odontologica,otras acciones,2014-04-01,42.0,60.0,42.0,60.0,102.0
CULPINA,atencion odontologica,otras acciones,2014-04-01,6.0,17.0,6.0,17.0,23.0
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2014-04-01,78.0,92.0,78.0,92.0,170.0
CURVA,atencion odontologica,otras acciones,2014-04-01,14.0,18.0,14.0,18.0,32.0
DESAGUADERO,atencion odontologica,otras acciones,2014-04-01,15.0,10.0,15.0,10.0,25.0
EL ALTO,atencion odontologica,otras acciones,2014-04-01,1590.0,2068.0,1590.0,2068.0,3658.0
EL CHORO,atencion odontologica,otras acciones,2014-04-01,2.0,10.0,2.0,10.0,12.0
EL PUENTE(STC),atencion odontologica,otras acciones,2014-04-01,3.0,29.0,3.0,29.0,32.0
EL PUENTE(TJA),atencion odontologica,otras acciones,2014-04-01,5.0,26.0,5.0,26.0,31.0
EL TORNO,atencion odontologica,otras acciones,2014-04-01,132.0,194.0,132.0,194.0,326.0
EL VILLAR,atencion odontologica,otras acciones,2014-04-01,8.0,13.0,8.0,13.0,21.0
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2014-04-01,55.0,72.0,55.0,72.0,127.0
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2014-04-01,75.0,124.0,75.0,124.0,199.0
ESCOMA,atencion odontologica,otras acciones,2014-04-01,8.0,10.0,8.0,10.0,18.0
EUCALIPTUS,atencion odontologica,otras acciones,2014-04-01,19.0,29.0,19.0,29.0,48.0
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2014-04-01,13.0,23.0,13.0,23.0,36.0
FILADELFIA,atencion odontologica,otras acciones,2014-04-01,7.0,10.0,7.0,10.0,17.0
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2014-04-01,9.0,18.0,9.0,18.0,27.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2014-04-01,11.0,17.0,11.0,17.0,28.0
GUAQUI,atencion odontologica,otras acciones,2014-04-01,29.0,37.0,29.0,37.0,66.0
GUAYARAMERIN,atencion odontologica,otras acciones,2014-04-01,5.0,33.0,5.0,33.0,38.0
GUTIERREZ,atencion odontologica,otras acciones,2014-04-01,15.0,24.0,15.0,24.0,39.0
HUACARETA,atencion odontologica,otras acciones,2014-04-01,41.0,67.0,41.0,67.0,108.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2014-04-01,17.0,21.0,17.0,21.0,38.0
HUACHACALLA,atencion odontologica,otras acciones,2014-04-01,8.0,15.0,8.0,15.0,23.0
HUANUNI,atencion odontologica,otras acciones,2014-04-01,135.0,198.0,135.0,198.0,333.0
HUARINA,atencion odontologica,otras acciones,2014-04-01,3.0,6.0,3.0,6.0,9.0
HUATAJATA,atencion odontologica,otras acciones,2014-04-01,36.0,38.0,36.0,38.0,74.0
HUAYLLAMARCA,atencion odontologica,otras acciones,2014-04-01,59.0,61.0,59.0,61.0,120.0
HUMANATA,atencion odontologica,otras acciones,2014-04-01,11.0,13.0,11.0,13.0,24.0
ICHOCA,atencion odontologica,otras acciones,2014-04-01,6.0,21.0,6.0,21.0,27.0
ICLA,atencion odontologica,otras acciones,2014-04-01,49.0,114.0,49.0,114.0,163.0
INCAHUASI,atencion odontologica,otras acciones,2014-04-01,41.0,49.0,41.0,49.0,90.0
INGAVI (HUMAITA),atencion odontologica,otras acciones,2014-04-01,2.0,5.0,2.0,5.0,7.0
INQUISIVI,atencion odontologica,otras acciones,2014-04-01,3.0,14.0,3.0,14.0,17.0
IXIAMAS,atencion odontologica,otras acciones,2014-04-01,29.0,54.0,29.0,54.0,83.0
JESUS DE MACHACA,atencion odontologica,otras acciones,2014-04-01,11.0,23.0,11.0,23.0,34.0
LA GUARDIA,atencion odontologica,otras acciones,2014-04-01,38.0,50.0,38.0,50.0,88.0
LA PAZ,atencion odontologica,otras acciones,2014-04-01,2037.0,2786.0,2037.0,2786.0,4823.0
LA RIVERA,atencion odontologica,otras acciones,2014-04-01,12.0,31.0,12.0,31.0,43.0
LAJA,atencion odontologica,otras acciones,2014-04-01,17.0,29.0,17.0,29.0,46.0
LAS CARRERAS,atencion odontologica,otras acciones,2014-04-01,4.0,10.0,4.0,10.0,14.0
LICOMA PAMPA,atencion odontologica,otras acciones,2014-04-01,2.0,2.0,2.0,2.0,4.0
LLALLAGUA,atencion odontologica,otras acciones,2014-04-01,107.0,214.0,107.0,214.0,321.0
LLICA,atencion odontologica,otras acciones,2014-04-01,44.0,44.0,44.0,44.0,88.0
LURIBAY,atencion odontologica,otras acciones,2014-04-01,16.0,12.0,16.0,12.0,28.0
MACHACAMARCA,atencion odontologica,otras acciones,2014-04-01,12.0,27.0,12.0,27.0,39.0
MACHARETI,atencion odontologica,otras acciones,2014-04-01,21.0,60.0,21.0,60.0,81.0
MAGDALENA,atencion odontologica,otras acciones,2014-04-01,63.0,12.0,63.0,12.0,75.0
MAIRANA,atencion odontologica,otras acciones,2014-04-01,11.0,23.0,11.0,23.0,34.0
MAPIRI,atencion odontologica,otras acciones,2014-04-01,17.0,50.0,17.0,50.0,67.0
MECAPACA,atencion odontologica,otras acciones,2014-04-01,12.0,13.0,12.0,13.0,25.0
MINEROS,atencion odontologica,otras acciones,2014-04-01,75.0,54.0,75.0,54.0,129.0
MIZQUE,atencion odontologica,otras acciones,2014-04-01,32.0,71.0,32.0,71.0,103.0
MOCOMOCO,atencion odontologica,otras acciones,2014-04-01,15.0,15.0,15.0,15.0,30.0
MOJOCOYA,atencion odontologica,otras acciones,2014-04-01,49.0,68.0,49.0,68.0,117.0
MONTEAGUDO,atencion odontologica,otras acciones,2014-04-01,140.0,275.0,140.0,275.0,415.0
MONTERO,atencion odontologica,otras acciones,2014-04-01,29.0,52.0,29.0,52.0,81.0
MORO MORO,atencion odontologica,otras acciones,2014-04-01,0.0,2.0,0.0,2.0,2.0
MOROCHATA,atencion odontologica,otras acciones,2014-04-01,28.0,67.0,28.0,67.0,95.0
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2014-04-01,5.0,5.0,5.0,5.0,10.0
OCURI,atencion odontologica,otras acciones,2014-04-01,8.0,14.0,8.0,14.0,22.0
ORURO,atencion odontologica,otras acciones,2014-04-01,988.0,1524.0,988.0,1524.0,2512.0
PADCAYA,atencion odontologica,otras acciones,2014-04-01,57.0,168.0,57.0,168.0,225.0
PADILLA,atencion odontologica,otras acciones,2014-04-01,11.0,28.0,11.0,28.0,39.0
PAILON,atencion odontologica,otras acciones,2014-04-01,8.0,14.0,8.0,14.0,22.0
PALCA,atencion odontologica,otras acciones,2014-04-01,30.0,47.0,30.0,47.0,77.0
PALOS BLANCOS,atencion odontologica,otras acciones,2014-04-01,31.0,36.0,31.0,36.0,67.0
PAMPA AULLAGAS,atencion odontologica,otras acciones,2014-04-01,18.0,23.0,18.0,23.0,41.0
PAMPA GRANDE,atencion odontologica,otras acciones,2014-04-01,55.0,39.0,55.0,39.0,94.0
PAPEL PAMPA,atencion odontologica,otras acciones,2014-04-01,13.0,27.0,13.0,27.0,40.0
PATACAMAYA,atencion odontologica,otras acciones,2014-04-01,57.0,120.0,57.0,120.0,177.0
PAZÑA,atencion odontologica,otras acciones,2014-04-01,22.0,17.0,22.0,17.0,39.0
POCOATA,atencion odontologica,otras acciones,2014-04-01,29.0,40.0,29.0,40.0,69.0
POCONA,atencion odontologica,otras acciones,2014-04-01,37.0,64.0,37.0,64.0,101.0
POJO (CBBA),atencion odontologica,otras acciones,2014-04-01,42.0,47.0,42.0,47.0,89.0
POOPO,atencion odontologica,otras acciones,2014-04-01,44.0,35.0,44.0,35.0,79.0
PORCO,atencion odontologica,otras acciones,2014-04-01,35.0,54.0,35.0,54.0,89.0
POROMA,atencion odontologica,otras acciones,2014-04-01,43.0,63.0,43.0,63.0,106.0
PORTACHUELO,atencion odontologica,otras acciones,2014-04-01,23.0,39.0,23.0,39.0,62.0
PORVENIR,atencion odontologica,otras acciones,2014-04-01,2.0,7.0,2.0,7.0,9.0
POSTRER VALLE,atencion odontologica,otras acciones,2014-04-01,2.0,2.0,2.0,2.0,4.0
POTOSI,atencion odontologica,otras acciones,2014-04-01,551.0,1102.0,551.0,1102.0,1653.0
PRESTO,atencion odontologica,otras acciones,2014-04-01,7.0,11.0,7.0,11.0,18.0
PUCARA,atencion odontologica,otras acciones,2014-04-01,6.0,12.0,6.0,12.0,18.0
PUCARANI,atencion odontologica,otras acciones,2014-04-01,22.0,44.0,22.0,44.0,66.0
PUERTO CARABUCO,atencion odontologica,otras acciones,2014-04-01,6.0,10.0,6.0,10.0,16.0
PUERTO QUIJARRO,atencion odontologica,otras acciones,2014-04-01,9.0,49.0,9.0,49.0,58.0
PUERTO RICO,atencion odontologica,otras acciones,2014-04-01,24.0,21.0,24.0,21.0,45.0
PUERTO SUAREZ,atencion odontologica,otras acciones,2014-04-01,6.0,66.0,6.0,66.0,72.0
PUERTO VILLARROEL,atencion odontologica,otras acciones,2014-04-01,24.0,84.0,24.0,84.0,108.0
PUNA,atencion odontologica,otras acciones,2014-04-01,94.0,206.0,94.0,206.0,300.0
PUNATA,atencion odontologica,otras acciones,2014-04-01,65.0,118.0,65.0,118.0,183.0
QUIABAYA,atencion odontologica,otras acciones,2014-04-01,3.0,1.0,3.0,1.0,4.0
QUILLACOLLO,atencion odontologica,otras acciones,2014-04-01,266.0,360.0,266.0,360.0,626.0
QUIME,atencion odontologica,otras acciones,2014-04-01,71.0,38.0,71.0,38.0,109.0
RAVELO,atencion odontologica,otras acciones,2014-04-01,15.0,23.0,15.0,23.0,38.0
REYES,atencion odontologica,otras acciones,2014-04-01,41.0,38.0,41.0,38.0,79.0
RIBERALTA,atencion odontologica,otras acciones,2014-04-01,36.0,63.0,36.0,63.0,99.0
RURRENABAQUE,atencion odontologica,otras acciones,2014-04-01,16.0,28.0,16.0,28.0,44.0
SABAYA,atencion odontologica,otras acciones,2014-04-01,18.0,9.0,18.0,9.0,27.0
SACABA,atencion odontologica,otras acciones,2014-04-01,306.0,443.0,306.0,443.0,749.0
SACABAMBA,atencion odontologica,otras acciones,2014-04-01,8.0,2.0,8.0,2.0,10.0
SACACA,atencion odontologica,otras acciones,2014-04-01,10.0,14.0,10.0,14.0,24.0
SAIPINA,atencion odontologica,otras acciones,2014-04-01,9.0,37.0,9.0,37.0,46.0
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2014-04-01,110.0,152.0,110.0,152.0,262.0
SAMAIPATA,atencion odontologica,otras acciones,2014-04-01,62.0,55.0,62.0,55.0,117.0
SAN AGUSTIN,atencion odontologica,otras acciones,2014-04-01,2.0,0.0,2.0,0.0,2.0
SAN ANDRES,atencion odontologica,otras acciones,2014-04-01,5.0,8.0,5.0,8.0,13.0
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2014-04-01,1.0,2.0,1.0,2.0,3.0
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2014-04-01,8.0,25.0,8.0,25.0,33.0
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2014-04-01,1.0,4.0,1.0,4.0,5.0
SAN BENITO,atencion odontologica,otras acciones,2014-04-01,22.0,57.0,22.0,57.0,79.0
SAN BORJA,atencion odontologica,otras acciones,2014-04-01,114.0,99.0,114.0,99.0,213.0
SAN CARLOS,atencion odontologica,otras acciones,2014-04-01,5.0,9.0,5.0,9.0,14.0
SAN IGNACIO,atencion odontologica,otras acciones,2014-04-01,34.0,70.0,34.0,70.0,104.0
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2014-04-01,5.0,11.0,5.0,11.0,16.0
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2014-04-01,3.0,0.0,3.0,0.0,3.0
SAN LORENZO(PND),atencion odontologica,otras acciones,2014-04-01,3.0,4.0,3.0,4.0,7.0
SAN LORENZO(TJA),atencion odontologica,otras acciones,2014-04-01,189.0,451.0,189.0,451.0,640.0
SAN LUCAS,atencion odontologica,otras acciones,2014-04-01,46.0,84.0,46.0,84.0,130.0
SAN MATIAS,atencion odontologica,otras acciones,2014-04-01,5.0,6.0,5.0,6.0,11.0
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2014-04-01,48.0,33.0,48.0,33.0,81.0
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2014-04-01,18.0,32.0,18.0,32.0,50.0
SAN PEDRO,atencion odontologica,otras acciones,2014-04-01,37.0,61.0,37.0,61.0,98.0
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2014-04-01,54.0,59.0,54.0,59.0,113.0
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2014-04-01,15.0,4.0,15.0,4.0,19.0
SAN PEDRO DE QUEMES,atencion odontologica,otras acciones,2014-04-01,8.0,7.0,8.0,7.0,15.0
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2014-04-01,9.0,14.0,9.0,14.0,23.0
SAN RAFAEL,atencion odontologica,otras acciones,2014-04-01,0.0,13.0,0.0,13.0,13.0
SANTA ANA,atencion odontologica,otras acciones,2014-04-01,51.0,42.0,51.0,42.0,93.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2014-04-01,629.0,1167.0,629.0,1167.0,1796.0
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2014-04-01,0.0,3.0,0.0,3.0,3.0
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2014-04-01,3.0,8.0,3.0,8.0,11.0
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2014-04-01,140.0,176.0,140.0,176.0,316.0
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2014-04-01,1.0,10.0,1.0,10.0,11.0
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2014-04-01,2.0,7.0,2.0,7.0,9.0
SANTIVAÑES,atencion odontologica,otras acciones,2014-04-01,11.0,12.0,11.0,12.0,23.0
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2014-04-01,19.0,26.0,19.0,26.0,45.0
SENA,atencion odontologica,otras acciones,2014-04-01,0.0,2.0,0.0,2.0,2.0
SHINAOTA,atencion odontologica,otras acciones,2014-04-01,5.0,11.0,5.0,11.0,16.0
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2014-04-01,9.0,5.0,9.0,5.0,14.0
SICAYA,atencion odontologica,otras acciones,2014-04-01,8.0,13.0,8.0,13.0,21.0
SIPE SIPE,atencion odontologica,otras acciones,2014-04-01,22.0,29.0,22.0,29.0,51.0
SOPACHUY,atencion odontologica,otras acciones,2014-04-01,44.0,54.0,44.0,54.0,98.0
SORACACHI,atencion odontologica,otras acciones,2014-04-01,89.0,70.0,89.0,70.0,159.0
SORATA,atencion odontologica,otras acciones,2014-04-01,27.0,31.0,27.0,31.0,58.0
SUCRE,atencion odontologica,otras acciones,2014-04-01,978.0,1612.0,978.0,1612.0,2590.0
TACACHI,atencion odontologica,otras acciones,2014-04-01,1.0,2.0,1.0,2.0,3.0
TACOBAMBA,atencion odontologica,otras acciones,2014-04-01,2.0,5.0,2.0,5.0,7.0
TAHUA,atencion odontologica,otras acciones,2014-04-01,0.0,1.0,0.0,1.0,1.0
TAPACARI,atencion odontologica,otras acciones,2014-04-01,34.0,53.0,34.0,53.0,87.0
TARABUCO,atencion odontologica,otras acciones,2014-04-01,41.0,28.0,41.0,28.0,69.0
TARACO,atencion odontologica,otras acciones,2014-04-01,20.0,25.0,20.0,25.0,45.0
TARATA,atencion odontologica,otras acciones,2014-04-01,20.0,15.0,20.0,15.0,35.0
TARIJA,atencion odontologica,otras acciones,2014-04-01,1750.0,2384.0,1750.0,2384.0,4134.0
TARVITA,atencion odontologica,otras acciones,2014-04-01,44.0,85.0,44.0,85.0,129.0
TEOPONTE,atencion odontologica,otras acciones,2014-04-01,4.0,4.0,4.0,4.0,8.0
TIAWANACU,atencion odontologica,otras acciones,2014-04-01,64.0,95.0,64.0,95.0,159.0
TINGUIPAYA,atencion odontologica,otras acciones,2014-04-01,24.0,49.0,24.0,49.0,73.0
TIPUANI,atencion odontologica,otras acciones,2014-04-01,4.0,17.0,4.0,17.0,21.0
TIQUIPAYA,atencion odontologica,otras acciones,2014-04-01,90.0,155.0,90.0,155.0,245.0
TIRAQUE (CBBA),atencion odontologica,otras acciones,2014-04-01,59.0,71.0,59.0,71.0,130.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2014-04-01,4.0,5.0,4.0,5.0,9.0
TOCO,atencion odontologica,otras acciones,2014-04-01,22.0,47.0,22.0,47.0,69.0
TOLATA,atencion odontologica,otras acciones,2014-04-01,41.0,52.0,41.0,52.0,93.0
TOLEDO,atencion odontologica,otras acciones,2014-04-01,3.0,5.0,3.0,5.0,8.0
TOMAVE,atencion odontologica,otras acciones,2014-04-01,17.0,39.0,17.0,39.0,56.0
TOMINA,atencion odontologica,otras acciones,2014-04-01,196.0,262.0,196.0,262.0,458.0
TORO TORO,atencion odontologica,otras acciones,2014-04-01,52.0,108.0,52.0,108.0,160.0
TOTORA(ORR),atencion odontologica,otras acciones,2014-04-01,21.0,21.0,21.0,21.0,42.0
TRINIDAD,atencion odontologica,otras acciones,2014-04-01,81.0,147.0,81.0,147.0,228.0
TUPIZA,atencion odontologica,otras acciones,2014-04-01,35.0,42.0,35.0,42.0,77.0
TURCO,atencion odontologica,otras acciones,2014-04-01,15.0,28.0,15.0,28.0,43.0
UMALA,atencion odontologica,otras acciones,2014-04-01,1.0,0.0,1.0,0.0,1.0
UNCIA,atencion odontologica,otras acciones,2014-04-01,20.0,41.0,20.0,41.0,61.0
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2014-04-01,131.0,179.0,131.0,179.0,310.0
URUBICHA,atencion odontologica,otras acciones,2014-04-01,3.0,3.0,3.0,3.0,6.0
UYUNI,atencion odontologica,otras acciones,2014-04-01,20.0,35.0,20.0,35.0,55.0
VACAS,atencion odontologica,otras acciones,2014-04-01,14.0,28.0,14.0,28.0,42.0
VALLEGRANDE,atencion odontologica,otras acciones,2014-04-01,11.0,19.0,11.0,19.0,30.0
VIACHA,atencion odontologica,otras acciones,2014-04-01,84.0,121.0,84.0,121.0,205.0
VILA VILA,atencion odontologica,otras acciones,2014-04-01,0.0,3.0,0.0,3.0,3.0
VILLA CHARCAS,atencion odontologica,otras acciones,2014-04-01,8.0,16.0,8.0,16.0,24.0
VILLA MONTES,atencion odontologica,otras acciones,2014-04-01,162.0,315.0,162.0,315.0,477.0
VILLA NUEVA (LOMA ALTA),atencion odontologica,otras acciones,2014-04-01,0.0,1.0,0.0,1.0,1.0
VILLA RIVERO,atencion odontologica,otras acciones,2014-04-01,0.0,1.0,0.0,1.0,1.0
VILLA SERRANO,atencion odontologica,otras acciones,2014-04-01,71.0,92.0,71.0,92.0,163.0
VILLA TUNARI,atencion odontologica,otras acciones,2014-04-01,38.0,54.0,38.0,54.0,92.0
VINTO,atencion odontologica,otras acciones,2014-04-01,18.0,33.0,18.0,33.0,51.0
VITICHI,atencion odontologica,otras acciones,2014-04-01,26.0,63.0,26.0,63.0,89.0
WALDO BALLIVIAN,atencion odontologica,otras acciones,2014-04-01,0.0,1.0,0.0,1.0,1.0
WARNES,atencion odontologica,otras acciones,2014-04-01,28.0,31.0,28.0,31.0,59.0
YACUIBA,atencion odontologica,otras acciones,2014-04-01,85.0,122.0,85.0,122.0,207.0
YAMPARAEZ,atencion odontologica,otras acciones,2014-04-01,29.0,55.0,29.0,55.0,84.0
YAPACANI,atencion odontologica,otras acciones,2014-04-01,22.0,50.0,22.0,50.0,72.0
YOCALLA,atencion odontologica,otras acciones,2014-04-01,6.0,91.0,6.0,91.0,97.0
YOTALA,atencion odontologica,otras acciones,2014-04-01,50.0,113.0,50.0,113.0,163.0
YUNCHARA,atencion odontologica,otras acciones,2014-04-01,23.0,29.0,23.0,29.0,52.0
ZUDAÑEZ,atencion odontologica,otras acciones,2014-04-01,36.0,75.0,36.0,75.0,111.0
ACACIO,atencion odontologica,otras acciones,2014-05-01,3.0,4.0,3.0,4.0,7.0
ACHACACHI,atencion odontologica,otras acciones,2014-05-01,183.0,208.0,183.0,208.0,391.0
ACHOCALLA,atencion odontologica,otras acciones,2014-05-01,10.0,17.0,10.0,17.0,27.0
AIQUILE,atencion odontologica,otras acciones,2014-05-01,30.0,17.0,30.0,17.0,47.0
ALALAY,atencion odontologica,otras acciones,2014-05-01,2.0,3.0,2.0,3.0,5.0
ALCALA,atencion odontologica,otras acciones,2014-05-01,27.0,30.0,27.0,30.0,57.0
ALTO BENI,atencion odontologica,otras acciones,2014-05-01,3.0,5.0,3.0,5.0,8.0
ANCORAIMES,atencion odontologica,otras acciones,2014-05-01,0.0,4.0,0.0,4.0,4.0
ANDAMARCA,atencion odontologica,otras acciones,2014-05-01,9.0,30.0,9.0,30.0,39.0
ANTEQUERA,atencion odontologica,otras acciones,2014-05-01,9.0,25.0,9.0,25.0,34.0
ANZALDO,atencion odontologica,otras acciones,2014-05-01,7.0,11.0,7.0,11.0,18.0
APOLO,atencion odontologica,otras acciones,2014-05-01,10.0,10.0,10.0,10.0,20.0
ARAMPAMPA,atencion odontologica,otras acciones,2014-05-01,3.0,0.0,3.0,0.0,3.0
ARANI,atencion odontologica,otras acciones,2014-05-01,8.0,17.0,8.0,17.0,25.0
ARBIETO,atencion odontologica,otras acciones,2014-05-01,12.0,8.0,12.0,8.0,20.0
ARQUE,atencion odontologica,otras acciones,2014-05-01,6.0,17.0,6.0,17.0,23.0
ATOCHA,atencion odontologica,otras acciones,2014-05-01,177.0,232.0,177.0,232.0,409.0
AUCAPATA,atencion odontologica,otras acciones,2014-05-01,1.0,1.0,1.0,1.0,2.0
AYATA,atencion odontologica,otras acciones,2014-05-01,6.0,8.0,6.0,8.0,14.0
AYO AYO,atencion odontologica,otras acciones,2014-05-01,33.0,43.0,33.0,43.0,76.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2014-05-01,33.0,49.0,33.0,49.0,82.0
AZURDUY,atencion odontologica,otras acciones,2014-05-01,78.0,8.0,78.0,8.0,86.0
BATALLAS,atencion odontologica,otras acciones,2014-05-01,2.0,8.0,2.0,8.0,10.0
BAURES,atencion odontologica,otras acciones,2014-05-01,16.0,8.0,16.0,8.0,24.0
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2014-05-01,7.0,13.0,7.0,13.0,20.0
BELEN DE URMIRI,atencion odontologica,otras acciones,2014-05-01,4.0,3.0,4.0,3.0,7.0
BERMEJO,atencion odontologica,otras acciones,2014-05-01,97.0,130.0,97.0,130.0,227.0
BETANZOS,atencion odontologica,otras acciones,2014-05-01,31.0,63.0,31.0,63.0,94.0
BOLIVAR,atencion odontologica,otras acciones,2014-05-01,9.0,21.0,9.0,21.0,30.0
BOLPEBRA,atencion odontologica,otras acciones,2014-05-01,0.0,1.0,0.0,1.0,1.0
BUENA VISTA,atencion odontologica,otras acciones,2014-05-01,19.0,33.0,19.0,33.0,52.0
CABEZAS,atencion odontologica,otras acciones,2014-05-01,25.0,49.0,25.0,49.0,74.0
CAIROMA,atencion odontologica,otras acciones,2014-05-01,2.0,1.0,2.0,1.0,3.0
"CAIZA ""D""",atencion odontologica,otras acciones,2014-05-01,30.0,40.0,30.0,40.0,70.0
CAJUATA,atencion odontologica,otras acciones,2014-05-01,9.0,9.0,9.0,9.0,18.0
CALACOTO,atencion odontologica,otras acciones,2014-05-01,2.0,3.0,2.0,3.0,5.0
CALAMARCA,atencion odontologica,otras acciones,2014-05-01,72.0,118.0,72.0,118.0,190.0
CAMARGO,atencion odontologica,otras acciones,2014-05-01,99.0,183.0,99.0,183.0,282.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2014-05-01,36.0,54.0,36.0,54.0,90.0
CAMIRI,atencion odontologica,otras acciones,2014-05-01,86.0,139.0,86.0,139.0,225.0
CAPINOTA,atencion odontologica,otras acciones,2014-05-01,3.0,28.0,3.0,28.0,31.0
CAQUIAVIRI,atencion odontologica,otras acciones,2014-05-01,13.0,19.0,13.0,19.0,32.0
CARACOLLO,atencion odontologica,otras acciones,2014-05-01,140.0,193.0,140.0,193.0,333.0
CARANAVI,atencion odontologica,otras acciones,2014-05-01,32.0,32.0,32.0,32.0,64.0
CARAPARI,atencion odontologica,otras acciones,2014-05-01,47.0,67.0,47.0,67.0,114.0
CARIPUYO,atencion odontologica,otras acciones,2014-05-01,2.0,4.0,2.0,4.0,6.0
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2014-05-01,10.0,15.0,10.0,15.0,25.0
CATACORA,atencion odontologica,otras acciones,2014-05-01,2.0,0.0,2.0,0.0,2.0
CHACARILLA,atencion odontologica,otras acciones,2014-05-01,0.0,1.0,0.0,1.0,1.0
CHALLAPATA,atencion odontologica,otras acciones,2014-05-01,73.0,77.0,73.0,77.0,150.0
CHAQUI,atencion odontologica,otras acciones,2014-05-01,16.0,17.0,16.0,17.0,33.0
CHARAGUA,atencion odontologica,otras acciones,2014-05-01,2.0,3.0,2.0,3.0,5.0
CHARAÑA,atencion odontologica,otras acciones,2014-05-01,2.0,3.0,2.0,3.0,5.0
CHAYANTA,atencion odontologica,otras acciones,2014-05-01,60.0,45.0,60.0,45.0,105.0
CHIMORE,atencion odontologica,otras acciones,2014-05-01,19.0,31.0,19.0,31.0,50.0
CHIPAYA,atencion odontologica,otras acciones,2014-05-01,9.0,5.0,9.0,5.0,14.0
CHOQUE COTA,atencion odontologica,otras acciones,2014-05-01,7.0,29.0,7.0,29.0,36.0
CHUMA,atencion odontologica,otras acciones,2014-05-01,22.0,28.0,22.0,28.0,50.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2014-05-01,12.0,64.0,12.0,64.0,76.0
CKOCHAS,atencion odontologica,otras acciones,2014-05-01,39.0,96.0,39.0,96.0,135.0
CLIZA,atencion odontologica,otras acciones,2014-05-01,109.0,119.0,109.0,119.0,228.0
COBIJA,atencion odontologica,otras acciones,2014-05-01,150.0,255.0,150.0,255.0,405.0
COCAPATA,atencion odontologica,otras acciones,2014-05-01,10.0,6.0,10.0,6.0,16.0
