,group,variable,month,TOTAL 3.8 ENDODONCIAS CANTIDAD,TOTAL 3.8 ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
TARABUCO,atencion odontologica, endodoncias,2014-04-01,7,11,7,11,18
TARATA,atencion odontologica, endodoncias,2014-04-01,0,7,0,7,7
TARIJA,atencion odontologica, endodoncias,2014-04-01,655,744,655,744,1399
TARVITA,atencion odontologica, endodoncias,2014-04-01,1,1,1,1,2
TEOPONTE,atencion odontologica, endodoncias,2014-04-01,0,6,0,6,6
TIAWANACU,atencion odontologica, endodoncias,2014-04-01,4,9,4,9,13
TINGUIPAYA,atencion odontologica, endodoncias,2014-04-01,1,2,1,2,3
TIPUANI,atencion odontologica, endodoncias,2014-04-01,4,9,4,9,13
TIQUIPAYA,atencion odontologica, endodoncias,2014-04-01,54,29,54,29,83
TIRAQUE (CBBA),atencion odontologica, endodoncias,2014-04-01,2,8,2,8,10
TOCO,atencion odontologica, endodoncias,2014-04-01,1,8,1,8,9
TOLATA,atencion odontologica, endodoncias,2014-04-01,3,6,3,6,9
TOLEDO,atencion odontologica, endodoncias,2014-04-01,3,0,3,0,3
TOMAVE,atencion odontologica, endodoncias,2014-04-01,2,4,2,4,6
TOMINA,atencion odontologica, endodoncias,2014-04-01,15,5,15,5,20
TORO TORO,atencion odontologica, endodoncias,2014-04-01,3,2,3,2,5
TOTORA(CBBA),atencion odontologica, endodoncias,2014-04-01,1,1,1,1,2
TOTORA(ORR),atencion odontologica, endodoncias,2014-04-01,1,1,1,1,2
TRINIDAD,atencion odontologica, endodoncias,2014-04-01,106,71,106,71,177
TUPIZA,atencion odontologica, endodoncias,2014-04-01,49,50,49,50,99
TURCO,atencion odontologica, endodoncias,2014-04-01,0,3,0,3,3
UMALA,atencion odontologica, endodoncias,2014-04-01,0,1,0,1,1
UNCIA,atencion odontologica, endodoncias,2014-04-01,22,29,22,29,51
URIONDO (A. CONCEPCION),atencion odontologica, endodoncias,2014-04-01,25,45,25,45,70
URUBICHA,atencion odontologica, endodoncias,2014-04-01,2,1,2,1,3
UYUNI,atencion odontologica, endodoncias,2014-04-01,3,4,3,4,7
VACAS,atencion odontologica, endodoncias,2014-04-01,15,16,15,16,31
VALLEGRANDE,atencion odontologica, endodoncias,2014-04-01,10,19,10,19,29
VIACHA,atencion odontologica, endodoncias,2014-04-01,14,24,14,24,38
VILA VILA,atencion odontologica, endodoncias,2014-04-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica, endodoncias,2014-04-01,5,7,5,7,12
VILLA MONTES,atencion odontologica, endodoncias,2014-04-01,44,78,44,78,122
VILLA TUNARI,atencion odontologica, endodoncias,2014-04-01,37,53,37,53,90
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, endodoncias,2014-04-01,1,6,1,6,7
VILLAZON,atencion odontologica, endodoncias,2014-04-01,44,129,44,129,173
VINTO,atencion odontologica, endodoncias,2014-04-01,6,16,6,16,22
VITICHI,atencion odontologica, endodoncias,2014-04-01,10,13,10,13,23
WALDO BALLIVIAN,atencion odontologica, endodoncias,2014-04-01,0,2,0,2,2
WARNES,atencion odontologica, endodoncias,2014-04-01,9,12,9,12,21
YACUIBA,atencion odontologica, endodoncias,2014-04-01,78,115,78,115,193
YAMPARAEZ,atencion odontologica, endodoncias,2014-04-01,3,11,3,11,14
YANACACHI,atencion odontologica, endodoncias,2014-04-01,1,0,1,0,1
YAPACANI,atencion odontologica, endodoncias,2014-04-01,19,82,19,82,101
YOCALLA,atencion odontologica, endodoncias,2014-04-01,2,8,2,8,10
YOTALA,atencion odontologica, endodoncias,2014-04-01,7,5,7,5,12
YUNCHARA,atencion odontologica, endodoncias,2014-04-01,4,11,4,11,15
ZUDAÑEZ,atencion odontologica, endodoncias,2014-04-01,1,1,1,1,2
ACHACACHI,atencion odontologica, endodoncias,2014-05-01,29,27,29,27,56
ACHOCALLA,atencion odontologica, endodoncias,2014-05-01,9,5,9,5,14
AIQUILE,atencion odontologica, endodoncias,2014-05-01,20,20,20,20,40
ALALAY,atencion odontologica, endodoncias,2014-05-01,1,2,1,2,3
ALCALA,atencion odontologica, endodoncias,2014-05-01,5,1,5,1,6
ANDAMARCA,atencion odontologica, endodoncias,2014-05-01,2,1,2,1,3
ANTEQUERA,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
ANZALDO,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
APOLO,atencion odontologica, endodoncias,2014-05-01,4,1,4,1,5
ARAMPAMPA,atencion odontologica, endodoncias,2014-05-01,3,3,3,3,6
ARANI,atencion odontologica, endodoncias,2014-05-01,7,17,7,17,24
ARBIETO,atencion odontologica, endodoncias,2014-05-01,0,4,0,4,4
ARQUE,atencion odontologica, endodoncias,2014-05-01,4,9,4,9,13
ASCENCION DE GUARAYOS,atencion odontologica, endodoncias,2014-05-01,3,2,3,2,5
ATOCHA,atencion odontologica, endodoncias,2014-05-01,75,65,75,65,140
AUCAPATA,atencion odontologica, endodoncias,2014-05-01,2,0,2,0,2
AYATA,atencion odontologica, endodoncias,2014-05-01,2,0,2,0,2
AYO AYO,atencion odontologica, endodoncias,2014-05-01,2,7,2,7,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, endodoncias,2014-05-01,18,39,18,39,57
AZURDUY,atencion odontologica, endodoncias,2014-05-01,1,2,1,2,3
BATALLAS,atencion odontologica, endodoncias,2014-05-01,0,5,0,5,5
BAURES,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
BELEN DE ANDAMARCA,atencion odontologica, endodoncias,2014-05-01,2,2,2,2,4
BELEN DE URMIRI,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
BERMEJO,atencion odontologica, endodoncias,2014-05-01,44,65,44,65,109
BETANZOS,atencion odontologica, endodoncias,2014-05-01,16,43,16,43,59
BOLIVAR,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
BOYUIBE,atencion odontologica, endodoncias,2014-05-01,1,4,1,4,5
BUENA VISTA,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
CABEZAS,atencion odontologica, endodoncias,2014-05-01,2,5,2,5,7
"CAIZA ""D""",atencion odontologica, endodoncias,2014-05-01,2,2,2,2,4
CALAMARCA,atencion odontologica, endodoncias,2014-05-01,3,8,3,8,11
CAMARGO,atencion odontologica, endodoncias,2014-05-01,9,15,9,15,24
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
CAMIRI,atencion odontologica, endodoncias,2014-05-01,33,35,33,35,68
CAPINOTA,atencion odontologica, endodoncias,2014-05-01,10,20,10,20,30
CARACOLLO,atencion odontologica, endodoncias,2014-05-01,12,11,12,11,23
CARANAVI,atencion odontologica, endodoncias,2014-05-01,27,38,27,38,65
CARAPARI,atencion odontologica, endodoncias,2014-05-01,19,16,19,16,35
CARIPUYO,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
CARMEN RIVERO TORREZ,atencion odontologica, endodoncias,2014-05-01,1,2,1,2,3
CHALLAPATA,atencion odontologica, endodoncias,2014-05-01,16,9,16,9,25
CHARAGUA,atencion odontologica, endodoncias,2014-05-01,3,7,3,7,10
CHAYANTA,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
CHIMORE,atencion odontologica, endodoncias,2014-05-01,14,25,14,25,39
CHIPAYA,atencion odontologica, endodoncias,2014-05-01,2,0,2,0,2
CHOQUE COTA,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, endodoncias,2014-05-01,8,10,8,10,18
CHUMA,atencion odontologica, endodoncias,2014-05-01,13,20,13,20,33
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, endodoncias,2014-05-01,9,32,9,32,41
CKOCHAS,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
CLIZA,atencion odontologica, endodoncias,2014-05-01,7,15,7,15,22
COBIJA,atencion odontologica, endodoncias,2014-05-01,16,31,16,31,47
COCAPATA,atencion odontologica, endodoncias,2014-05-01,6,3,6,3,9
COCHABAMBA,atencion odontologica, endodoncias,2014-05-01,1066,1311,1066,1311,2377
COIPASA,atencion odontologica, endodoncias,2014-05-01,2,1,2,1,3
COLCAPIRHUA,atencion odontologica, endodoncias,2014-05-01,25,28,25,28,53
"COLCHA ""K""",atencion odontologica, endodoncias,2014-05-01,4,3,4,3,7
COLLANA,atencion odontologica, endodoncias,2014-05-01,4,1,4,1,5
COLOMI,atencion odontologica, endodoncias,2014-05-01,5,10,5,10,15
COLPA BELGICA,atencion odontologica, endodoncias,2014-05-01,2,2,2,2,4
COLQUECHACA,atencion odontologica, endodoncias,2014-05-01,10,16,10,16,26
COLQUIRI,atencion odontologica, endodoncias,2014-05-01,7,12,7,12,19
COMARAPA,atencion odontologica, endodoncias,2014-05-01,11,38,11,38,49
CONCEPCION,atencion odontologica, endodoncias,2014-05-01,1,8,1,8,9
COPACABANA,atencion odontologica, endodoncias,2014-05-01,4,10,4,10,14
CORIPATA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
CORO CORO,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
COROICO,atencion odontologica, endodoncias,2014-05-01,14,17,14,17,31
CORQUE,atencion odontologica, endodoncias,2014-05-01,2,4,2,4,6
COTAGAITA,atencion odontologica, endodoncias,2014-05-01,32,47,32,47,79
COTOCA,atencion odontologica, endodoncias,2014-05-01,3,7,3,7,10
CUATRO CAÑADAS,atencion odontologica, endodoncias,2014-05-01,4,17,4,17,21
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, endodoncias,2014-05-01,0,10,0,10,10
CUEVO,atencion odontologica, endodoncias,2014-05-01,5,2,5,2,7
CULPINA,atencion odontologica, endodoncias,2014-05-01,5,16,5,16,21
CURAHUARA DE CARANGAS,atencion odontologica, endodoncias,2014-05-01,5,7,5,7,12
CURVA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
DESAGUADERO,atencion odontologica, endodoncias,2014-05-01,4,3,4,3,7
EL ALTO,atencion odontologica, endodoncias,2014-05-01,489,615,489,615,1104
EL PUENTE(STC),atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
EL PUENTE(TJA),atencion odontologica, endodoncias,2014-05-01,5,15,5,15,20
EL TORNO,atencion odontologica, endodoncias,2014-05-01,12,37,12,37,49
EL VILLAR,atencion odontologica, endodoncias,2014-05-01,2,0,2,0,2
ENTRE RIOS TRJ,atencion odontologica, endodoncias,2014-05-01,16,33,16,33,49
ENTRE RIOS CBBA,atencion odontologica, endodoncias,2014-05-01,4,16,4,16,20
ESCOMA,atencion odontologica, endodoncias,2014-05-01,2,1,2,1,3
EUCALIPTUS,atencion odontologica, endodoncias,2014-05-01,4,3,4,3,7
FERNANDEZ ALONSO,atencion odontologica, endodoncias,2014-05-01,5,3,5,3,8
FILADELFIA,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
GENERAL SAAVEDRA,atencion odontologica, endodoncias,2014-05-01,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, endodoncias,2014-05-01,9,5,9,5,14
GUANAY,atencion odontologica, endodoncias,2014-05-01,13,10,13,10,23
GUAQUI,atencion odontologica, endodoncias,2014-05-01,10,9,10,9,19
GUAYARAMERIN,atencion odontologica, endodoncias,2014-05-01,38,48,38,48,86
GUTIERREZ,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
HUACARETA,atencion odontologica, endodoncias,2014-05-01,3,3,3,3,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica, endodoncias,2014-05-01,3,3,3,3,6
HUACHACALLA,atencion odontologica, endodoncias,2014-05-01,0,3,0,3,3
HUANUNI,atencion odontologica, endodoncias,2014-05-01,10,17,10,17,27
HUARACAJE,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
HUATAJATA,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
HUAYLLAMARCA,atencion odontologica, endodoncias,2014-05-01,5,2,5,2,7
HUMANATA,atencion odontologica, endodoncias,2014-05-01,15,6,15,6,21
ICLA,atencion odontologica, endodoncias,2014-05-01,1,10,1,10,11
INCAHUASI,atencion odontologica, endodoncias,2014-05-01,7,9,7,9,16
IRUPANA (VILLA DE LANZA),atencion odontologica, endodoncias,2014-05-01,6,10,6,10,16
IXIAMAS,atencion odontologica, endodoncias,2014-05-01,0,5,0,5,5
JESUS DE MACHACA,atencion odontologica, endodoncias,2014-05-01,1,3,1,3,4
LA ASUNTA,atencion odontologica, endodoncias,2014-05-01,42,24,42,24,66
LA GUARDIA,atencion odontologica, endodoncias,2014-05-01,4,12,4,12,16
LA PAZ,atencion odontologica, endodoncias,2014-05-01,937,1329,937,1329,2266
LA RIVERA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
LAGUNILLAS,atencion odontologica, endodoncias,2014-05-01,4,3,4,3,7
LAJA,atencion odontologica, endodoncias,2014-05-01,1,6,1,6,7
LAS CARRERAS,atencion odontologica, endodoncias,2014-05-01,1,7,1,7,8
LLALLAGUA,atencion odontologica, endodoncias,2014-05-01,35,68,35,68,103
LLICA,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
LURIBAY,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
MACHACAMARCA,atencion odontologica, endodoncias,2014-05-01,0,4,0,4,4
MAGDALENA,atencion odontologica, endodoncias,2014-05-01,11,10,11,10,21
MAIRANA,atencion odontologica, endodoncias,2014-05-01,2,10,2,10,12
MALLA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
MAPIRI,atencion odontologica, endodoncias,2014-05-01,28,18,28,18,46
MECAPACA,atencion odontologica, endodoncias,2014-05-01,6,7,6,7,13
MIZQUE,atencion odontologica, endodoncias,2014-05-01,3,7,3,7,10
MOCOMOCO,atencion odontologica, endodoncias,2014-05-01,2,5,2,5,7
MOJOCOYA,atencion odontologica, endodoncias,2014-05-01,3,10,3,10,13
MONTEAGUDO,atencion odontologica, endodoncias,2014-05-01,16,20,16,20,36
MONTERO,atencion odontologica, endodoncias,2014-05-01,23,25,23,25,48
MORO MORO,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
MOROCHATA,atencion odontologica, endodoncias,2014-05-01,10,8,10,8,18
OCURI,atencion odontologica, endodoncias,2014-05-01,0,6,0,6,6
OKINAWA,atencion odontologica, endodoncias,2014-05-01,2,5,2,5,7
ORURO,atencion odontologica, endodoncias,2014-05-01,355,433,355,433,788
PADCAYA,atencion odontologica, endodoncias,2014-05-01,8,14,8,14,22
PADILLA,atencion odontologica, endodoncias,2014-05-01,7,16,7,16,23
PAILON,atencion odontologica, endodoncias,2014-05-01,2,3,2,3,5
PALCA,atencion odontologica, endodoncias,2014-05-01,9,11,9,11,20
PALOS BLANCOS,atencion odontologica, endodoncias,2014-05-01,11,26,11,26,37
PAMPA AULLAGAS,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
PAMPA GRANDE,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
PAPEL PAMPA,atencion odontologica, endodoncias,2014-05-01,8,8,8,8,16
PATACAMAYA,atencion odontologica, endodoncias,2014-05-01,2,7,2,7,9
PAZÑA,atencion odontologica, endodoncias,2014-05-01,5,9,5,9,14
POCOATA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
POCONA,atencion odontologica, endodoncias,2014-05-01,9,9,9,9,18
POJO (CBBA),atencion odontologica, endodoncias,2014-05-01,6,9,6,9,15
POOPO,atencion odontologica, endodoncias,2014-05-01,7,5,7,5,12
PORCO,atencion odontologica, endodoncias,2014-05-01,11,17,11,17,28
POROMA,atencion odontologica, endodoncias,2014-05-01,4,10,4,10,14
PORTACHUELO,atencion odontologica, endodoncias,2014-05-01,1,6,1,6,7
PORVENIR,atencion odontologica, endodoncias,2014-05-01,1,7,1,7,8
POTOSI,atencion odontologica, endodoncias,2014-05-01,359,578,359,578,937
PRESTO,atencion odontologica, endodoncias,2014-05-01,4,5,4,5,9
PUERTO ACOSTA,atencion odontologica, endodoncias,2014-05-01,9,3,9,3,12
PUERTO CARABUCO,atencion odontologica, endodoncias,2014-05-01,7,7,7,7,14
PUERTO GONZALO MORENO,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica, endodoncias,2014-05-01,2,1,2,1,3
PUERTO RICO,atencion odontologica, endodoncias,2014-05-01,2,5,2,5,7
PUERTO SUAREZ,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
PUERTO VILLARROEL,atencion odontologica, endodoncias,2014-05-01,38,71,38,71,109
PUNA,atencion odontologica, endodoncias,2014-05-01,1,7,1,7,8
PUNATA,atencion odontologica, endodoncias,2014-05-01,12,9,12,9,21
QUIABAYA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
QUILLACOLLO,atencion odontologica, endodoncias,2014-05-01,149,184,149,184,333
QUIME,atencion odontologica, endodoncias,2014-05-01,18,11,18,11,29
QUIRUSILLAS,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
RAVELO,atencion odontologica, endodoncias,2014-05-01,2,9,2,9,11
REYES,atencion odontologica, endodoncias,2014-05-01,4,6,4,6,10
RIBERALTA,atencion odontologica, endodoncias,2014-05-01,20,47,20,47,67
RURRENABAQUE,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
SABAYA,atencion odontologica, endodoncias,2014-05-01,2,0,2,0,2
SACABA,atencion odontologica, endodoncias,2014-05-01,118,177,118,177,295
SACABAMBA,atencion odontologica, endodoncias,2014-05-01,1,5,1,5,6
SACACA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
SAIPINA,atencion odontologica, endodoncias,2014-05-01,3,7,3,7,10
SALINAS DE GARCI MENDOZA,atencion odontologica, endodoncias,2014-05-01,14,13,14,13,27
SAMAIPATA,atencion odontologica, endodoncias,2014-05-01,1,4,1,4,5
SAN ANDRES,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
SAN ANDRES DE MACHACA,atencion odontologica, endodoncias,2014-05-01,0,7,0,7,7
SAN ANTONIO DE ESMORUCO,atencion odontologica, endodoncias,2014-05-01,2,1,2,1,3
SAN BENITO,atencion odontologica, endodoncias,2014-05-01,1,4,1,4,5
SAN BORJA,atencion odontologica, endodoncias,2014-05-01,6,18,6,18,24
SAN BUENA VENTURA,atencion odontologica, endodoncias,2014-05-01,2,2,2,2,4
SAN CARLOS,atencion odontologica, endodoncias,2014-05-01,9,10,9,10,19
SAN IGNACIO,atencion odontologica, endodoncias,2014-05-01,2,6,2,6,8
SAN IGNACIO DE VELASCO,atencion odontologica, endodoncias,2014-05-01,7,11,7,11,18
SAN JAVIER(STC),atencion odontologica, endodoncias,2014-05-01,3,5,3,5,8
SAN JOSE DE CHIQUITOS,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
SAN JULIAN,atencion odontologica, endodoncias,2014-05-01,5,36,5,36,41
SAN LORENZO(PND),atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica, endodoncias,2014-05-01,33,90,33,90,123
SAN LUCAS,atencion odontologica, endodoncias,2014-05-01,14,15,14,15,29
SAN MATIAS,atencion odontologica, endodoncias,2014-05-01,3,8,3,8,11
SAN MIGUEL DE VELASCO,atencion odontologica, endodoncias,2014-05-01,3,0,3,0,3
SAN PEDRO,atencion odontologica, endodoncias,2014-05-01,4,6,4,6,10
SAN PEDRO DE BUENA VISTA,atencion odontologica, endodoncias,2014-05-01,9,3,9,3,12
SAN PEDRO DE CURAHUARA,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica, endodoncias,2014-05-01,5,4,5,4,9
SAN RAFAEL,atencion odontologica, endodoncias,2014-05-01,0,5,0,5,5
SAN RAMON SCZ,atencion odontologica, endodoncias,2014-05-01,2,1,2,1,3
SANTA ANA,atencion odontologica, endodoncias,2014-05-01,9,31,9,31,40
SANTA CRUZ DE LA SIERRA,atencion odontologica, endodoncias,2014-05-01,680,871,680,871,1551
SANTA ROSA,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
SANTA ROSA DEL SARA,atencion odontologica, endodoncias,2014-05-01,22,39,22,39,61
SANTIAGO DE HUARI,atencion odontologica, endodoncias,2014-05-01,6,8,6,8,14
SANTIAGO DE HUATA,atencion odontologica, endodoncias,2014-05-01,3,10,3,10,13
SANTIAGO DE MACHACA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
SANTIVAÑES,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,atencion odontologica, endodoncias,2014-05-01,8,0,8,0,8
SAPAHAQUI,atencion odontologica, endodoncias,2014-05-01,2,9,2,9,11
SHINAOTA,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
SICA SICA (VILLA AROMA),atencion odontologica, endodoncias,2014-05-01,6,8,6,8,14
SIPE SIPE,atencion odontologica, endodoncias,2014-05-01,33,75,33,75,108
SOPACHUY,atencion odontologica, endodoncias,2014-05-01,15,26,15,26,41
SORACACHI,atencion odontologica, endodoncias,2014-05-01,4,5,4,5,9
SORATA,atencion odontologica, endodoncias,2014-05-01,2,6,2,6,8
SUCRE,atencion odontologica, endodoncias,2014-05-01,419,624,419,624,1043
TACACOMA,atencion odontologica, endodoncias,2014-05-01,1,2,1,2,3
TACOBAMBA,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
TACOPAYA,atencion odontologica, endodoncias,2014-05-01,1,8,1,8,9
TAPACARI,atencion odontologica, endodoncias,2014-05-01,2,3,2,3,5
TARABUCO,atencion odontologica, endodoncias,2014-05-01,6,8,6,8,14
TARATA,atencion odontologica, endodoncias,2014-05-01,6,6,6,6,12
TARIJA,atencion odontologica, endodoncias,2014-05-01,617,753,617,753,1370
TARVITA,atencion odontologica, endodoncias,2014-05-01,1,3,1,3,4
TEOPONTE,atencion odontologica, endodoncias,2014-05-01,3,0,3,0,3
TIAWANACU,atencion odontologica, endodoncias,2014-05-01,4,11,4,11,15
TINGUIPAYA,atencion odontologica, endodoncias,2014-05-01,1,0,1,0,1
TIPUANI,atencion odontologica, endodoncias,2014-05-01,0,6,0,6,6
TIQUIPAYA,atencion odontologica, endodoncias,2014-05-01,28,40,28,40,68
TIRAQUE (CBBA),atencion odontologica, endodoncias,2014-05-01,4,11,4,11,15
TOCO,atencion odontologica, endodoncias,2014-05-01,4,4,4,4,8
TOLATA,atencion odontologica, endodoncias,2014-05-01,2,2,2,2,4
TOMAVE,atencion odontologica, endodoncias,2014-05-01,3,8,3,8,11
TOMINA,atencion odontologica, endodoncias,2014-05-01,10,14,10,14,24
TORO TORO,atencion odontologica, endodoncias,2014-05-01,2,5,2,5,7
TOTORA(CBBA),atencion odontologica, endodoncias,2014-05-01,1,2,1,2,3
TOTORA(ORR),atencion odontologica, endodoncias,2014-05-01,5,7,5,7,12
TRIGAL,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
TRINIDAD,atencion odontologica, endodoncias,2014-05-01,67,91,67,91,158
TUPIZA,atencion odontologica, endodoncias,2014-05-01,61,66,61,66,127
TURCO,atencion odontologica, endodoncias,2014-05-01,0,1,0,1,1
UMALA,atencion odontologica, endodoncias,2014-05-01,1,1,1,1,2
UNCIA,atencion odontologica, endodoncias,2014-05-01,16,23,16,23,39
URIONDO (A. CONCEPCION),atencion odontologica, endodoncias,2014-05-01,30,72,30,72,102
URUBICHA,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
UYUNI,atencion odontologica, endodoncias,2014-05-01,6,6,6,6,12
VACAS,atencion odontologica, endodoncias,2014-05-01,6,9,6,9,15
VALLEGRANDE,atencion odontologica, endodoncias,2014-05-01,57,57,57,57,114
VIACHA,atencion odontologica, endodoncias,2014-05-01,28,36,28,36,64
VILA VILA,atencion odontologica, endodoncias,2014-05-01,0,2,0,2,2
VILLA CHARCAS,atencion odontologica, endodoncias,2014-05-01,2,6,2,6,8
VILLA MONTES,atencion odontologica, endodoncias,2014-05-01,27,64,27,64,91
VILLA RIVERO,atencion odontologica, endodoncias,2014-05-01,3,2,3,2,5
VILLA SERRANO,atencion odontologica, endodoncias,2014-05-01,3,9,3,9,12
VILLA TUNARI,atencion odontologica, endodoncias,2014-05-01,38,61,38,61,99
