,group,variable,month,TOTAL 3.2 CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTAL 3.2 CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TORO TORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,32,29,32,29,61
TOTORA(CBBA),atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,5,9,5,9,14
TOTORA(ORR),atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,55,10,55,10,65
TRIGAL,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,18,14,18,14,32
TRINIDAD,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,118,145,118,145,263
TUPIZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,85,119,85,119,204
TURCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,23,17,23,17,40
UMALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,27,15,27,15,42
UNCIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,47,69,47,69,116
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,56,76,56,76,132
URUBICHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,42,7,42,7,49
UYUNI,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,40,12,40,12,52
VACAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,52,36,52,36,88
VALLEGRANDE,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,140,157,140,157,297
VIACHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,158,228,158,228,386
VILA VILA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,10,16,10,16,26
VILLA CHARCAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,70,76,70,76,146
VILLA MONTES,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,56,59,56,59,115
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,12,12,12,12,24
VILLA RIVERO,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,17,13,17,13,30
VILLA SERRANO,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,206,208,206,208,414
VILLA TUNARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,340,284,340,284,624
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,185,200,185,200,385
VILLAZON,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,97,130,97,130,227
VINTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,106,178,106,178,284
VITICHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,8,16,8,16,24
WALDO BALLIVIAN,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,4,0,4,0,4
WARNES,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,134,136,134,136,270
YACUIBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,33,28,33,28,61
YAMPARAEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,154,204,154,204,358
YANACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,8,18,8,18,26
YAPACANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,125,182,125,182,307
YOCALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,45,35,45,35,80
YOTALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,136,130,136,130,266
YUNCHARA,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,17,9,17,9,26
ZUDAÑEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-04-01,49,44,49,44,93
ACACIO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,32,21,32,21,53
ACHACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,290,263,290,263,553
ACHOCALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,75,53,75,53,128
AIQUILE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,57,58,57,58,115
ALALAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,0,5,0,5,5
ALCALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,71,70,71,70,141
ALTO BENI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,7,8,7,8,15
ANCORAIMES,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,34,24,34,24,58
ANDAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,11,2,11,13
ANTEQUERA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,30,20,30,20,50
ANZALDO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,81,98,81,98,179
APOLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,58,38,58,38,96
ARAMPAMPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,72,74,72,74,146
ARANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,99,50,99,50,149
ARBIETO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,69,120,69,120,189
ARQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,73,60,73,60,133
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,52,64,52,64,116
ATOCHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,54,48,54,48,102
AUCAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,7,8,7,8,15
AYATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,31,49,31,49,80
AYO AYO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,12,32,12,32,44
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,92,70,92,70,162
AZURDUY,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,57,91,57,91,148
BATALLAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,76,66,76,66,142
BAURES,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,1,1,1,1,2
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,41,29,41,29,70
BELEN DE URMIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,7,10,7,10,17
BELLA FLOR,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,2,2,2,4
BERMEJO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,128,128,128,128,256
BETANZOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,58,59,58,59,117
BOLIVAR,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,25,12,25,12,37
BOLPEBRA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,4,10,4,10,14
BOYUIBE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,0,3,0,3,3
BUENA VISTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,4,10,4,10,14
CABEZAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,146,186,146,186,332
CAIROMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,12,12,12,12,24
"CAIZA ""D""",atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,16,7,16,7,23
CAJUATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,61,60,61,60,121
CALACOTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,14,25,14,25,39
CALAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,93,67,93,67,160
CAMARGO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,103,148,103,148,251
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,36,30,36,30,66
CAMIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,317,278,317,278,595
CAPINOTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,129,109,129,109,238
CAQUIAVIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,37,16,37,16,53
CARACOLLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,47,42,47,42,89
CARANAVI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,192,137,192,137,329
CARAPARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,5,10,5,15
CARIPUYO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,6,4,6,4,10
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,16,10,16,26
CATACORA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,4,2,4,2,6
CHACARILLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,14,10,14,10,24
CHALLAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,251,170,251,170,421
CHAQUI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,3,1,3,1,4
CHARAGUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,39,37,39,37,76
CHARAÑA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,6,10,6,16
CHAYANTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,72,54,72,54,126
CHIMORE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,146,130,146,130,276
CHIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,0,4,0,4,4
CHOQUE COTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,8,2,8,2,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,554,42,554,42,596
CHUMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,55,74,55,74,129
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,161,189,161,189,350
CKOCHAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,71,55,71,55,126
CLIZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,94,85,94,85,179
COBIJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,334,325,334,325,659
COCAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,52,30,52,30,82
COCHABAMBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2527,2517,2527,2517,5044
COIPASA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,4,4,4,4,8
COLCAPIRHUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,262,296,262,296,558
"COLCHA ""K""",atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,37,24,37,24,61
COLLANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,9,10,9,19
COLOMI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,66,96,66,96,162
COLPA BELGICA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,34,33,34,33,67
COLQUECHACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,70,88,70,88,158
COLQUENCHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,2,2,2,4
COLQUIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,30,40,30,40,70
COMANCHE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,5,4,5,4,9
COMARAPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,48,49,48,49,97
COMBAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,11,15,11,15,26
CONCEPCION,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,20,34,20,34,54
COPACABANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,59,28,59,28,87
CORIPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,4,7,4,7,11
CORO CORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,4,2,4,6
COROICO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,33,17,33,17,50
CORQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,32,19,32,19,51
COTAGAITA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,54,79,54,79,133
COTOCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,100,148,100,148,248
CUATRO CAÑADAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,132,132,132,132,264
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,4,2,4,6
CUEVO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,6,2,6,2,8
CULPINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,70,58,70,58,128
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,32,22,32,22,54
CURVA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,36,33,36,33,69
DESAGUADERO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,38,40,38,40,78
EL ALTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,3546,3322,3546,3322,6868
EL CHORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,7,22,7,22,29
EL PUENTE(STC),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,35,29,35,29,64
EL PUENTE(TJA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,8,10,8,18
EL TORNO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,142,151,142,151,293
EL VILLAR,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,25,16,25,16,41
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,101,99,101,99,200
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,89,81,89,81,170
ESCOMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,9,10,9,19
EUCALIPTUS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,5,38,5,38,43
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,30,32,30,32,62
FILADELFIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,26,28,26,28,54
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,28,26,28,26,54
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,165,190,165,190,355
GUANAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,33,53,33,53,86
GUAQUI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,21,27,21,27,48
GUAYARAMERIN,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,65,58,65,58,123
GUTIERREZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,14,17,14,17,31
HUACARETA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,63,63,63,63,126
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,20,21,20,21,41
HUACHACALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,16,2,16,18
HUANUNI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,72,98,72,98,170
HUARACAJE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,7,2,7,2,9
HUARINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,6,2,6,8
HUATAJATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,14,42,14,42,56
HUAYLLAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,12,29,12,29,41
HUMANATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,12,14,12,14,26
ICHOCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,18,14,18,14,32
ICLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,117,133,117,133,250
INCAHUASI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,174,208,174,208,382
INGAVI (HUMAITA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,0,2,0,2,2
INQUISIVI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,41,46,41,46,87
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,108,97,108,97,205
IXIAMAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,35,20,35,20,55
JESUS DE MACHACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,29,19,29,19,48
LA ASUNTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,150,61,150,61,211
LA GUARDIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,334,245,334,245,579
LA PAZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,4829,4418,4829,4418,9247
LAGUNILLAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,21,22,21,22,43
LAJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,46,41,46,41,87
LAS CARRERAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,21,29,21,29,50
LICOMA PAMPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,10,7,10,7,17
LLALLAGUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,328,401,328,401,729
LLICA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,3,4,3,4,7
LORETO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,1,2,1,3
LURIBAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,16,9,16,9,25
MACHACAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,14,12,14,12,26
MACHARETI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,49,47,49,47,96
MAGDALENA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,20,11,20,11,31
MAIRANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,22,57,22,57,79
MALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,2,4,2,4,6
MAPIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,43,50,43,50,93
MECAPACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,75,72,75,72,147
MINEROS,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,95,83,95,83,178
MIZQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,60,42,60,42,102
MOCOMOCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,20,17,20,17,37
MOJOCOYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,40,51,40,51,91
MONTEAGUDO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,209,185,209,185,394
MONTERO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,160,195,160,195,355
MORO MORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,36,26,36,26,62
MOROCHATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,119,81,119,81,200
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,19,20,19,20,39
OCURI,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,13,24,13,24,37
OKINAWA,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,6,12,6,12,18
OMEREQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,3,0,3,0,3
ORURO,atencion odontologica, consultas nuevas menores de 5 anos,2014-05-01,967,1036,967,1036,2003
