,group,variable,month,TOTAL 3.3 CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTAL 3.3 CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,17,46,17,46,63
CAMIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,916,951,916,951,1867
CAPINOTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,44,197,44,197,241
CAQUIAVIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,37,91,37,91,128
CARACOLLO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,186,273,186,273,459
CARANAVI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,332,411,332,411,743
CARAPARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,211,279,211,279,490
CARIPUYO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,3,7,3,7,10
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,18,31,18,31,49
CATACORA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,14,20,14,20,34
CHACARILLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,7,8,7,8,15
CHALLAPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,306,352,306,352,658
CHAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,7,13,7,13,20
CHARAGUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,92,113,92,113,205
CHARAÑA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,9,16,9,16,25
CHAYANTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,49,103,49,103,152
CHIMORE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,68,57,68,57,125
CHIPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,10,13,10,13,23
CHOQUE COTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,13,41,13,41,54
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,56,30,56,30,86
CHUMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,149,284,149,284,433
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,18,113,18,113,131
CKOCHAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,51,90,51,90,141
CLIZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,88,183,88,183,271
COBIJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,890,920,890,920,1810
COCAPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,92,132,92,132,224
COCHABAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,2288,3275,2288,3275,5563
COIPASA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,16,23,16,23,39
COLCAPIRHUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,34,62,34,62,96
"COLCHA ""K""",atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,30,36,30,36,66
COLLANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,37,51,37,51,88
COLOMI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,21,56,21,56,77
COLPA BELGICA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,96,100,96,100,196
COLQUECHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,82,183,82,183,265
COLQUENCHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,30,23,30,23,53
COLQUIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,64,104,64,104,168
COMANCHE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,14,38,14,38,52
COMARAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,34,103,34,103,137
COMBAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,3,5,3,5,8
CONCEPCION,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,36,78,36,78,114
COPACABANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,52,98,52,98,150
CORIPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1,5,1,5,6
CORO CORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,26,48,26,48,74
COROICO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,81,192,81,192,273
CORQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,23,52,23,52,75
COTAGAITA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,204,281,204,281,485
COTOCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,64,38,64,38,102
CUATRO CAÑADAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,37,111,37,111,148
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,4,7,4,7,11
CUEVO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,44,57,44,57,101
CULPINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,72,171,72,171,243
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,78,79,78,79,157
CURVA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,9,4,9,4,13
DESAGUADERO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,33,40,33,40,73
EL ALTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,5071,7817,5071,7817,12888
EL CHORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,101,113,101,113,214
EL PUENTE(STC),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,110,121,110,121,231
EL PUENTE(TJA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,135,253,135,253,388
EL TORNO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,194,419,194,419,613
EL VILLAR,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,24,55,24,55,79
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,209,371,209,371,580
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,16,22,16,22,38
ESCOMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,26,40,26,40,66
EUCALIPTUS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,67,88,67,88,155
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,86,89,86,89,175
FILADELFIA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,14,33,14,33,47
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,15,55,15,55,70
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,136,154,136,154,290
GUANAY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,82,97,82,97,179
GUAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,78,107,78,107,185
GUAYARAMERIN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,418,522,418,522,940
GUTIERREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,26,58,26,58,84
HUACARETA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,41,70,41,70,111
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,16,52,16,52,68
HUACHACALLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,3,10,3,10,13
HUANUNI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,51,82,51,82,133
HUARACAJE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,7,18,7,18,25
HUARINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,2,6,2,6,8
HUATAJATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,24,25,24,25,49
HUAYLLAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,128,133,128,133,261
HUMANATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,32,23,32,23,55
ICHOCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,12,27,12,27,39
ICLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,36,100,36,100,136
INCAHUASI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,33,117,33,117,150
INGAVI (HUMAITA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1,1,1,1,2
INQUISIVI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,44,100,44,100,144
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,86,116,86,116,202
IXIAMAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,56,118,56,118,174
JESUS DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,50,126,50,126,176
LA ASUNTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,126,298,126,298,424
LA GUARDIA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,53,234,53,234,287
LA PAZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,4534,7653,4534,7653,12187
LA RIVERA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1,2,1,2,3
LAGUNILLAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,47,73,47,73,120
LAJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,61,127,61,127,188
LAS CARRERAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,18,59,18,59,77
LICOMA PAMPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,10,14,10,14,24
LLALLAGUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,81,340,81,340,421
LLICA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,49,77,49,77,126
LORETO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,3,1,3,1,4
LURIBAY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,23,53,23,53,76
MACHACAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,13,26,13,26,39
MACHARETI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,24,60,24,60,84
MAGDALENA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,93,132,93,132,225
MAIRANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,26,41,26,41,67
MALLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1,17,1,17,18
MAPIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,176,195,176,195,371
MECAPACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,106,134,106,134,240
MINEROS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,60,194,60,194,254
MIZQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,50,92,50,92,142
MOCOMOCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,69,113,69,113,182
MOJOCOYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,80,162,80,162,242
MONTEAGUDO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,94,425,94,425,519
MONTERO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,343,626,343,626,969
MORO MORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,7,10,7,10,17
MOROCHATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,35,45,35,45,80
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,39,22,39,22,61
OCURI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,43,76,43,76,119
OKINAWA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,22,54,22,54,76
OMEREQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,8,44,8,44,52
ORURO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1514,2577,1514,2577,4091
PADCAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,160,295,160,295,455
PADILLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,71,135,71,135,206
PAILON,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,42,66,42,66,108
PALCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,35,124,35,124,159
PALOS BLANCOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,68,155,68,155,223
PAMPA AULLAGAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,166,155,166,155,321
PAMPA GRANDE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1,4,1,4,5
PAPEL PAMPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,21,50,21,50,71
PASORAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,3,12,3,12,15
PATACAMAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,44,159,44,159,203
PAZÑA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,45,37,45,37,82
PELECHUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,2,6,2,6,8
POCOATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,59,129,59,129,188
POCONA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,385,309,385,309,694
POJO (CBBA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,384,504,384,504,888
POOPO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,58,49,58,49,107
PORCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,41,51,41,51,92
POROMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,285,408,285,408,693
PORONGO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,88,109,88,109,197
PORTACHUELO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,48,88,48,88,136
PORVENIR,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,121,149,121,149,270
POSTRER VALLE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,17,4,17,4,21
POTOSI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1720,3698,1720,3698,5418
PRESTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,86,143,86,143,229
PUCARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,36,29,36,29,65
PUCARANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,96,202,96,202,298
PUERTO ACOSTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,36,32,36,32,68
PUERTO CARABUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,67,112,67,112,179
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,6,9,6,9,15
PUERTO PEREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,18,30,18,30,48
PUERTO QUIJARRO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,87,16,87,16,103
PUERTO RICO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,84,112,84,112,196
PUERTO SUAREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,6,30,6,30,36
PUERTO VILLARROEL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,98,260,98,260,358
PUNA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,162,437,162,437,599
PUNATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,46,175,46,175,221
QUIABAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,39,66,39,66,105
QUILLACOLLO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,437,718,437,718,1155
QUIME,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,112,130,112,130,242
QUIRUSILLAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,4,10,4,10,14
RAVELO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,41,120,41,120,161
REYES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,43,49,43,49,92
RIBERALTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,429,753,429,753,1182
ROBORE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,75,91,75,91,166
RURRENABAQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,87,108,87,108,195
SABAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,13,41,13,41,54
SACABA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,1576,2319,1576,2319,3895
SACABAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,10,72,10,72,82
SACACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,45,119,45,119,164
SAIPINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,12,22,12,22,34
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,122,180,122,180,302
SAMAIPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,34,59,34,59,93
SAN AGUSTIN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,8,16,8,16,24
SAN ANDRES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,58,79,58,79,137
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,156,195,156,195,351
SAN ANTONIO DE ESMORUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,25,30,25,30,55
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,7,9,7,9,16
SAN BENITO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,52,106,52,106,158
SAN BORJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,100,144,100,144,244
SAN BUENA VENTURA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,31,25,31,25,56
SAN CARLOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,46,58,46,58,104
SAN IGNACIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,445,487,445,487,932
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,265,304,265,304,569
SAN JAVIER(BNI),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,9,16,9,16,25
SAN JAVIER(STC),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,41,45,41,45,86
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,72,122,72,122,194
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,23,37,23,37,60
SAN JULIAN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,327,524,327,524,851
SAN LORENZO(PND),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,21,46,21,46,67
SAN LORENZO(TJA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,366,966,366,966,1332
SAN LUCAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,73,128,73,128,201
SAN MATIAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,29,38,29,38,67
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,40,86,40,86,126
SAN PEDRO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,24,84,24,84,108
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,47,127,47,127,174
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,14,35,14,35,49
SAN PEDRO DE QUEMES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,4,10,4,10,14
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,18,41,18,41,59
SAN RAFAEL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,3,60,3,60,63
SAN RAMON BENI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,30,47,30,47,77
SAN RAMON SCZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,29,34,29,34,63
SANTA ANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,98,197,98,197,295
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,2970,6317,2970,6317,9287
SANTA ROSA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,37,58,37,58,95
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,74,161,74,161,235
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,37,58,37,58,95
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,149,185,149,185,334
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,25,27,25,27,52
SANTIAGO DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,13,23,13,23,36
SANTIVAÑES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,39,55,39,55,94
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,36,36,36,36,72
SAPAHAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,102,197,102,197,299
SENA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-05-01,7,2,7,2,9
