,group,variable,month,TOTAL 311 ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTAL 311 ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,4.0,1.0,4.0,1.0,5.0
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,26.0,19.0,26.0,19.0,45.0
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,45.0,42.0,45.0,42.0,87.0
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,23.0,20.0,23.0,20.0,43.0
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,96.0,86.0,96.0,86.0,182.0
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,18.0,19.0,18.0,19.0,37.0
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,51.0,45.0,51.0,45.0,96.0
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,58.0,93.0,58.0,93.0,151.0
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,44.0,21.0,44.0,21.0,65.0
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,40.0,47.0,40.0,47.0,87.0
VILLA RIVERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,0.0,2.0,0.0,2.0,2.0
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,27.0,39.0,27.0,39.0,66.0
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,11.0,13.0,11.0,13.0,24.0
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,30.0,16.0,30.0,16.0,46.0
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,12.0,28.0,12.0,28.0,40.0
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,45.0,55.0,45.0,55.0,100.0
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,119.0,173.0,119.0,173.0,292.0
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,6.0,16.0,6.0,16.0,22.0
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-07-01,8.0,12.0,8.0,12.0,20.0
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,13.0,12.0,13.0,12.0,25.0
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,100.0,110.0,100.0,110.0,210.0
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,28.0,34.0,28.0,34.0,62.0
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,1.0,2.0,1.0,3.0
ANCORAIMES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,11.0,13.0,11.0,13.0,24.0
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,10.0,8.0,10.0,8.0,18.0
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,6.0,4.0,6.0,10.0
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,171.0,170.0,171.0,170.0,341.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,11.0,0.0,11.0,11.0
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,136.0,116.0,136.0,116.0,252.0
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,9.0,5.0,9.0,5.0,14.0
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,8.0,4.0,8.0,12.0
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,5.0,12.0,5.0,12.0,17.0
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,0.0,2.0,0.0,2.0
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,9.0,9.0,9.0,9.0,18.0
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,44.0,68.0,44.0,68.0,112.0
CALACOTO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,2.0,0.0,2.0,2.0
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,426.0,330.0,426.0,330.0,756.0
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,2.0,2.0,2.0,4.0
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,130.0,122.0,130.0,122.0,252.0
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,56.0,43.0,56.0,43.0,99.0
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,2.0,0.0,2.0,2.0
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,95.0,181.0,95.0,181.0,276.0
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,44.0,54.0,44.0,54.0,98.0
CHARAÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,4.0,2.0,4.0,6.0
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,1.0,0.0,1.0,0.0,1.0
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,8.0,4.0,8.0,4.0,12.0
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,1.0,0.0,1.0,1.0
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,255.0,325.0,255.0,325.0,580.0
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,124.0,443.0,124.0,443.0,567.0
COLCAPIRHUA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,1.0,1.0,1.0,1.0,2.0
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,1.0,2.0,1.0,3.0
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,34.0,19.0,34.0,19.0,53.0
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,84.0,70.0,84.0,70.0,154.0
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,25.0,21.0,25.0,21.0,46.0
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,30.0,44.0,30.0,44.0,74.0
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,48.0,50.0,48.0,50.0,98.0
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,9.0,3.0,9.0,3.0,12.0
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,13.0,13.0,13.0,13.0,26.0
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,99.0,88.0,99.0,88.0,187.0
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,3165.0,3128.0,3165.0,3128.0,6293.0
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,1.0,34.0,1.0,34.0,35.0
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,14.0,7.0,14.0,7.0,21.0
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,324.0,291.0,324.0,291.0,615.0
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,5.0,9.0,5.0,9.0,14.0
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,96.0,80.0,96.0,80.0,176.0
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,32.0,45.0,32.0,45.0,77.0
ESCOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,14.0,20.0,14.0,20.0,34.0
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,33.0,31.0,33.0,31.0,64.0
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,31.0,23.0,31.0,23.0,54.0
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,17.0,25.0,17.0,25.0,42.0
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,39.0,53.0,39.0,53.0,92.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,7.0,4.0,7.0,11.0
HUACHACALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,1.0,2.0,1.0,2.0,3.0
HUARACAJE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,1.0,3.0,1.0,3.0,4.0
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,6.0,10.0,6.0,10.0,16.0
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,7.0,2.0,7.0,2.0,9.0
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,16.0,15.0,16.0,15.0,31.0
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,94.0,69.0,94.0,69.0,163.0
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,11.0,6.0,11.0,6.0,17.0
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,41.0,37.0,41.0,37.0,78.0
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,569.0,559.0,569.0,559.0,1128.0
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,76.0,98.0,76.0,98.0,174.0
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,14.0,22.0,14.0,22.0,36.0
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,25.0,31.0,25.0,31.0,56.0
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,32.0,32.0,32.0,32.0,64.0
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,13.0,14.0,13.0,14.0,27.0
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,12.0,11.0,12.0,11.0,23.0
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,7.0,5.0,7.0,5.0,12.0
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,215.0,262.0,215.0,262.0,477.0
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,7.0,10.0,7.0,10.0,17.0
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,81.0,84.0,81.0,84.0,165.0
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,15.0,17.0,15.0,17.0,32.0
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,23.0,39.0,23.0,39.0,62.0
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,2.0,2.0,2.0,4.0
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,10.0,9.0,10.0,9.0,19.0
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,49.0,97.0,49.0,97.0,146.0
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,1.0,4.0,1.0,5.0
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,15.0,15.0,15.0,15.0,30.0
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,5.0,6.0,5.0,6.0,11.0
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,25.0,36.0,25.0,36.0,61.0
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,421.0,517.0,421.0,517.0,938.0
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,82.0,73.0,82.0,73.0,155.0
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,88.0,104.0,88.0,104.0,192.0
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,136.0,110.0,136.0,110.0,246.0
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,5.0,4.0,5.0,4.0,9.0
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,13.0,11.0,13.0,11.0,24.0
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,27.0,16.0,27.0,16.0,43.0
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,9.0,7.0,9.0,7.0,16.0
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,66.0,90.0,66.0,90.0,156.0
PUERTO PEREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,8.0,8.0,8.0,8.0,16.0
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,13.0,11.0,13.0,11.0,24.0
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,66.0,64.0,66.0,64.0,130.0
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,22.0,23.0,22.0,23.0,45.0
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,9.0,2.0,9.0,11.0
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,107.0,66.0,107.0,66.0,173.0
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,29.0,18.0,29.0,18.0,47.0
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,8.0,11.0,8.0,11.0,19.0
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,125.0,141.0,125.0,141.0,266.0
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,17.0,14.0,17.0,14.0,31.0
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,34.0,47.0,34.0,47.0,81.0
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,4.0,0.0,4.0,4.0
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,12.0,14.0,12.0,14.0,26.0
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,43.0,80.0,43.0,80.0,123.0
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,5.0,6.0,5.0,6.0,11.0
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,77.0,63.0,77.0,63.0,140.0
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,0.0,4.0,0.0,4.0
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,61.0,49.0,61.0,49.0,110.0
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,8.0,11.0,8.0,11.0,19.0
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,42.0,65.0,42.0,65.0,107.0
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,1.0,1.0,1.0,1.0,2.0
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,47.0,4.0,47.0,51.0
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,113.0,175.0,113.0,175.0,288.0
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,230.0,353.0,230.0,353.0,583.0
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,80.0,67.0,80.0,67.0,147.0
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,295.0,392.0,295.0,392.0,687.0
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,6.0,2.0,6.0,2.0,8.0
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,17.0,25.0,17.0,25.0,42.0
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,120.0,145.0,120.0,145.0,265.0
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2.0,2.0,2.0,2.0,4.0
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,42.0,48.0,42.0,48.0,90.0
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,5.0,0.0,5.0,5.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,2489.0,2587.0,2489.0,2587.0,5076.0
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,229.0,281.0,229.0,281.0,510.0
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,10.0,4.0,10.0,14.0
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,34.0,47.0,34.0,47.0,81.0
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,605.0,702.0,605.0,702.0,1307.0
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,112.0,0.0,112.0,0.0,112.0
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,40.0,39.0,40.0,39.0,79.0
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,3.0,3.0,3.0,3.0,6.0
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,21.0,13.0,21.0,13.0,34.0
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,83.0,119.0,83.0,119.0,202.0
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,10.0,11.0,10.0,11.0,21.0
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,207.0,119.0,207.0,119.0,326.0
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,32.0,15.0,32.0,15.0,47.0
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,22.0,26.0,22.0,26.0,48.0
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,4.0,1.0,4.0,1.0,5.0
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,12.0,10.0,12.0,10.0,22.0
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,151.0,215.0,151.0,215.0,366.0
TURCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,7.0,4.0,7.0,4.0,11.0
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,15.0,19.0,15.0,19.0,34.0
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,9.0,8.0,9.0,8.0,17.0
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,40.0,50.0,40.0,50.0,90.0
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,54.0,56.0,54.0,56.0,110.0
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,3.0,5.0,3.0,5.0,8.0
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,3.0,9.0,3.0,9.0,12.0
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,34.0,55.0,34.0,55.0,89.0
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,8.0,7.0,8.0,7.0,15.0
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,38.0,39.0,38.0,39.0,77.0
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,24.0,22.0,24.0,22.0,46.0
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,38.0,58.0,38.0,58.0,96.0
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,73.0,91.0,73.0,91.0,164.0
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,47.0,75.0,47.0,75.0,122.0
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,0.0,6.0,0.0,6.0,6.0
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,83.0,89.0,83.0,89.0,172.0
ZUDAÑEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-08-01,10.0,11.0,10.0,11.0,21.0
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,35.0,16.0,35.0,16.0,51.0
ACHOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,55.0,49.0,55.0,49.0,104.0
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,102.0,157.0,102.0,157.0,259.0
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,45.0,31.0,45.0,31.0,76.0
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,2.0,0.0,2.0,2.0
ANDAMARCA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,50.0,52.0,50.0,52.0,102.0
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,2.0,0.0,2.0,2.0
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,2.0,1.0,2.0,3.0
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,21.0,34.0,21.0,34.0,55.0
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,74.0,76.0,74.0,76.0,150.0
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,6.0,3.0,6.0,3.0,9.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,19.0,28.0,19.0,28.0,47.0
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,90.0,118.0,90.0,118.0,208.0
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,7.0,0.0,7.0,7.0
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,7.0,11.0,7.0,11.0,18.0
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,5.0,8.0,5.0,8.0,13.0
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,2.0,2.0,2.0,2.0,4.0
BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,12.0,6.0,12.0,6.0,18.0
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,358.0,361.0,358.0,361.0,719.0
CAJUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,91.0,108.0,91.0,108.0,199.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,1.0,1.0,1.0,2.0
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,371.0,430.0,371.0,430.0,801.0
CAQUIAVIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,2.0,4.0,2.0,6.0
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,46.0,44.0,46.0,44.0,90.0
CARAPARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,2.0,2.0,2.0,2.0,4.0
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,235.0,275.0,235.0,275.0,510.0
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,28.0,23.0,28.0,23.0,51.0
CHIMORE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,17.0,25.0,17.0,25.0,42.0
CHUMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,8.0,3.0,8.0,11.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,4.0,1.0,4.0,5.0
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,156.0,143.0,156.0,143.0,299.0
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,24.0,33.0,24.0,33.0,57.0
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,7.0,0.0,7.0,0.0,7.0
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,6.0,0.0,6.0,6.0
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,26.0,25.0,26.0,25.0,51.0
COLQUIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,9.0,13.0,9.0,13.0,22.0
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,21.0,7.0,21.0,7.0,28.0
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,4.0,4.0,4.0,8.0
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,14.0,4.0,14.0,18.0
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,42.0,67.0,42.0,67.0,109.0
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,65.0,97.0,65.0,97.0,162.0
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,8.0,8.0,8.0,8.0,16.0
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,18.0,28.0,18.0,28.0,46.0
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3370.0,3062.0,3370.0,3062.0,6432.0
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,6.0,1.0,6.0,1.0,7.0
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,190.0,203.0,190.0,203.0,393.0
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,155.0,131.0,155.0,131.0,286.0
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,86.0,159.0,86.0,159.0,245.0
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,19.0,14.0,19.0,14.0,33.0
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,7.0,21.0,7.0,21.0,28.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,30.0,26.0,30.0,26.0,56.0
GUANAY,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,11.0,5.0,11.0,5.0,16.0
