municipality,group,variable,month,Pentavalente 3ra dosis -DENTRO,TOTAL DENTRO,Pentavalente 3ra dosis -FUERA,TOTAL FUERA
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,227,227,40,40
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,15,15,36,36
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,7,7,10,10
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,4,4,11,11
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,16,16
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,6,6,0,0
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,77,77,3,3
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,62,62,29,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,0,0,3,3
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,4,4,7,7
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,6,6,3,3
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,2,2,4,4
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,6,6,14,14
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,11,11
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,12,12
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,14,14,15,15
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,3,3,1,1
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,152,152,7,7
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,38,38,33,33
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,2,2,1,1
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,1,1,11,11
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,27,27
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,13,13,7,7
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,10,10,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,15,15,4,4
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,3,3
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,26,26,2,2
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,19,19,58,58
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,4,4,5,5
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,50,50,5,5
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,2,2,4,4
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,5,5
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,77,77,44,44
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,12,12,10,10
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,43,43,8,8
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,43,43,3,3
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,5,5,4,4
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,2,2,3,3
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,69,69,20,20
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,0,0,8,8
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,109,109,7,7
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,9,9,10,10
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,4,4,2,2
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,60,60,10,10
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,1,1,4,4
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,8,8,3,3
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,1,1,5,5
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-02-01,0,0,13,13
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,3,3,13,13
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,17,17,70,70
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,6,6,27,27
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,19,19,33,33
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,2,2,3,3
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,4,4
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,2,2,30,30
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,4,4,8,8
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,7,7
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,6,6,15,15
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,13,13,20,20
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,15,15
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,9,9,11,11
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,11,11,11,11
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,7,7,7,7
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,40,40,8,8
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,12,12,4,4
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,10,10
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,5,5,12,12
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,3,3,5,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,19,19,46,46
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,5,5,24,24
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,8,8,11,11
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,6,6,2,2
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,4,4
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,43,43,5,5
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,16,16,57,57
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,5,5,9,9
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,5,5,7,7
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,17,17,17,17
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,42,42,5,5
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,12,12,21,21
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,6,6,16,16
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,13,13,5,5
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,3,3
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,7,7,6,6
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,18,18,18,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,7,7,1,1
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,58,58,12,12
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,13,13,26,26
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,4,4,9,9
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,19,19,29,29
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,66,66,67,67
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,11,11,9,9
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,3,3,30,30
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,3,3,7,7
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,16,16,26,26
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,3,3,6,6
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,19,19,16,16
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,2,2,5,5
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,12,12,24,24
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,37,37,16,16
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,11,11,24,24
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,4,4,9,9
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,23,23,10,10
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,80,80,9,9
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1239,1239,36,36
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,2,2,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,124,124,11,11
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,11,11,7,7
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,30,30,23,23
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,15,15,4,4
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,7,7,127,127
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,8,8,8,8
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,9,9,23,23
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,2,2
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,17,17,17,17
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,21,21,14,14
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,4,4,21,21
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,8,8,12,12
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,4,4,6,6
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,14,14,9,9
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,8,8,4,4
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,10,10,31,31
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,94,94,26,26
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,18,18,18,18
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,0,0
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,6,6,3,3
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,12,12,22,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1,1,4,4
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,3,3,2,2
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,1231,1231,169,169
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,2,2,2,2
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,9,9,9,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,2,2,9,9
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,72,72,10,10
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,5,5,3,3
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,14,14,15,15
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,43,43,18,18
ESCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,0,0,3,3
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2007-03-01,6,6,7,7
