municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,24,24,31,31
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,6,6,5,5
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,37,37,27,27
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,5,5
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,6,6
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,22,22,6,6
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,17,17,11,11
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,11,11
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,14,14,1,1
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,87,87,1,1
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1145,1145,1,1
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,87,87,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,13,13,5,5
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,29,29,8,8
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,1,1
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,6,6,77,77
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,12,12
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,35,35
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,8,8
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,22,22,6,6
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,31,31,2,2
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,9,9,12,12
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,16,16,18,18
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,17,17
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,28,28
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,5,5
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,10,10,52,52
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,84,84,7,7
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,16,16,2,2
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,2,2
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,1,1
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,17,17,24,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,3,3
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,2,2
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1365,1365,23,23
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,4,4
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,15,15,2,2
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,9,9
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,53,53,4,4
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,1,1
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,16,16,12,12
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,30,30,11,11
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,0,0
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,3,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,13,13,4,4
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,0,0
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,17,17
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,6,6,3,3
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,6,6
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,46,46,3,3
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,9,9,11,11
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,7,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,1,1
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,50,50,1,1
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,4,4
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,8,8
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,6,6
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,24,24,39,39
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,27,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,6,6
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,25,25
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,9,9
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,51,51,24,24
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,86,86,0,0
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1576,1576,23,23
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,5,5
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,13,13
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,2,2
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,3,3
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,25,25,9,9
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,4,4
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,17,17
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,6,6,7,7
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,4,4
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,28,28,2,2
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,8,8
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,10,10
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,11,11
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,30,30,0,0
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,29,29,30,30
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,19,19
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,0,0
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,7,7
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,28,28,20,20
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,220,220,0,0
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,21,21,29,29
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,2,2
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,32,32
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,13,13,0,0
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,568,568,5,5
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,9,9,12,12
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,10,10,2,2
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,27,27,78,78
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,17,17
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,29,29,10,10
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,10,10,3,3
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,10,10
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,4,4
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,24,24,2,2
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,5,5
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,6,6
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,60,60
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,18,18,8,8
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,5,5
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,1,1
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,18,18,2,2
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,32,32
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,7,7,6,6
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,49,49,1,1
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,3,3
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,1,1
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,384,384,20,20
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,9,9
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,13,13,11,11
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,17,17,25,25
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,30,30
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,11,11
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,9,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,22,22,6,6
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,7,7,6,6
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,3,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,36,36,0,0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,93,93,9,9
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,12,12,17,17
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,64,64,1,1
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,10,10,1,1
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,198,198,3,3
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,12,12
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,40,40
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,8,8,3,3
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,161,161,10,10
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,12,12,10,10
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,22,22,2,2
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,1,1
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,189,189,19,19
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,26,26
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,5,5,11,11
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,11,11,4,4
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,4,4,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,15,15,18,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,1,1,3,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,9,9
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,13,13,3,3
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,0,0
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,73,73,10,10
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,7,7,19,19
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,68,68,2,2
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,37,37,0,0
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,110,110,22,22
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,26,26,1,1
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,3,3,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,32,32,14,14
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,21,21,3,3
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,62,62,23,23
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,2,2,10,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,15,15,5,5
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,24,24,44,44
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,24,24,4,4
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,18,18,0,0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-04-01,0,0,6,6
