,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES,TOTALES,TOTALES
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,12,18,12,18,30
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,4,3,4,7
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,2,3,2,5
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,45,51,45,51,96
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,4,3,4,7
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,11,5,11,5,16
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,1,0,1,1
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,32,32,32,32,64
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,2,2,2,4
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,4,1,4,1,5
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,2,2,2,4
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,4,5,4,5,9
SAN AGUSTIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,1,3,1,4
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,7,3,7,3,10
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,20,23,20,23,43
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,5,6,5,6,11
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,5,6,5,6,11
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,4,6,4,10
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,3,1,3,4
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,13,0,13,0,13
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,6,6,6,12
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,28,29,28,29,57
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,7,6,7,6,13
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,21,14,21,14,35
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,3,1,3,4
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,2,3,2,5
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,18,6,18,6,24
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,8,8,8,8,16
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,0,3,0,3
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,1,0,1,1
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,4,2,4,6
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,395,300,395,300,695
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,1,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,10,12,10,12,22
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,1,3,1,4
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,4,6,4,10
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,0,2,0,2
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,10,1,10,1,11
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,4,2,4,2,6
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,2,2,2,4
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,4,2,4,6
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,0,2,0,2
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,11,15,11,15,26
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,109,149,109,149,258
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,4,2,4,2,6
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,2,0,2,2
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,6,2,6,8
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,14,17,14,17,31
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,80,75,80,75,155
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,8,6,8,14
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,14,9,14,9,23
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,4,3,4,3,7
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,2,1,2,3
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,19,1,19,1,20
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,7,34,7,34,41
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,3,3,3,6
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,3,0,3,3
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,4,1,4,5
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,0,3,0,3
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,0,3,0,3
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,5,6,5,11
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,1,1,1,2
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,5,3,5,8
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
TRIGAL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,2,0,2,2
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,26,17,26,17,43
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,4,5,4,5,9
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,3,3,3,6
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,3,2,3,5
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,1,2,1,3
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,12,7,12,7,19
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,5,2,5,2,7
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,4,3,4,7
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,13,12,13,12,25
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,5,2,5,7
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,13,9,13,9,22
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,1,2,1,3
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,2,6,2,8
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,45,36,45,36,81
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,5,2,5,2,7
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,7,7,7,7,14
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,9,6,9,15
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,7,3,7,10
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,1,0,1,0,1
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,21,38,21,38,59
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,0,3,0,3
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,47,52,47,52,99
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,1,3,1,4
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,1,2,1,3
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,52,30,52,30,82
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,3,1,3,1,4
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,0,2,0,2,2
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,2,2,2,2,4
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-04-01,6,4,6,4,10
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,2,0,2,2
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,12,7,12,7,19
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,9,7,9,16
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,1,0,1,1
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,3,0,3,3
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,3,5,3,8
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,6,5,6,11
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,6,2,6,8
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,0,4,0,4
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,3,0,3,3
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,2,1,2,3
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,7,1,7,8
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,2,3,2,5
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,9,6,9,6,15
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,1,0,1,1
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,2,6,2,8
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,2,6,2,8
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,12,9,12,9,21
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,2,1,2,3
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,19,18,19,18,37
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,8,7,8,15
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,2,0,2,2
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,1,3,1,4
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,1,3,1,4
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,9,4,9,4,13
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,0,3,0,3
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,1,2,1,3
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,3,1,3,4
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,3,5,3,8
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,3,2,3,5
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,13,1,13,1,14
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,7,7,7,14
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,1,0,1,1
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,8,8,8,8,16
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,52,39,52,39,91
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,9,4,9,13
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,6,1,6,7
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,1,2,1,3
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,6,1,6,7
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,0,4,0,4
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,11,7,11,7,18
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,13,17,13,17,30
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,4,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,8,3,8,3,11
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,2,3,2,5
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,6,5,6,11
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,31,22,31,22,53
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,129,71,129,71,200
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,10,11,10,11,21
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,4,4,4,8
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,1,0,1,1
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,3,6,3,9
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,2,0,2,2
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,3,6,3,9
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,8,7,8,15
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,6,6,6,12
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,18,17,18,17,35
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,19,10,19,10,29
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,4,0,4,4
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,7,4,7,11
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,13,14,13,14,27
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,13,1,13,14
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,8,6,8,14
CURAHUARA DE CARANGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,2,2,2,4
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,244,279,244,279,523
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,5,5,5,10
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,3,5,3,8
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,7,7,7,14
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,28,16,28,16,44
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,0,3,0,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,11,7,11,18
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,16,15,16,15,31
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,1,6,1,7
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,2,2,2,4
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,10,6,10,16
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,5,2,5,7
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,1,2,1,3
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,2,7,2,9
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,1,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,14,9,14,9,23
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,2,2,2,4
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,12,7,12,19
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,2,3,2,5
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,8,7,8,7,15
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,1,2,1,3
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,2,2,2,4
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,7,3,7,10
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,4,6,4,10
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,13,5,13,5,18
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,2,3,2,5
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,31,28,31,28,59
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,19,22,19,22,41
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,386,310,386,310,696
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,2,2,2,4
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,5,3,5,8
LICOMA PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,23,14,23,14,37
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,2,3,2,5
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,4,3,4,7
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,3,0,3,3
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,8,5,8,5,13
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,7,4,7,11
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,7,6,7,6,13
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,3,1,3,4
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,0,1,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,13,11,13,11,24
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,47,45,47,45,92
MORO MORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,8,2,8,10
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,4,9,4,9,13
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,1,1,1,2
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,3,2,3,2,5
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,101,68,101,68,169
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,6,5,6,5,11
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,5,9,5,9,14
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,4,2,4,6
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,2,2,2,4
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,16,14,16,14,30
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,2,0,2,0,2
PAPEL PAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-05-01,1,0,1,0,1
