municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,15,15,6,6
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,3,3
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,58,58,0,0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,16,16,111,111
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,7,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,7,7
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,2,2
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,19,19,1,1
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,15,15,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,45,45,26,26
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2999,2999,128,128
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,11,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,27,27,23,23
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,14,14
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,11,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,11,11,1,1
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,5,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,15,15
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,11,11
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,4,4,58,58
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,6,6
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,39,39,7,7
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,8,8,19,19
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,19,19
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,24,24
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,525,525,38,38
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,13,13
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,35,35
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,21,21,5,5
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,0,0
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,49,49,33,33
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,30,30,22,22
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,8,8
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,17,17,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,339,339,1,1
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,41,41,22,22
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,0,0
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,6,6,16,16
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,79,79
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,8,8
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,67,67,10,10
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,72,72,31,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,3,3
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,5,5
TODOS SANTOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,3,3
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,0,0
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,3,3,8,8
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,17,17
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,10,10
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,31,31
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,17,17,7,7
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,3,3
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,3,3
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,312,312,9,9
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,42,42,22,22
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,3,3
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,23,23
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,11,11,74,74
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,5,5
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,16,16,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,38,38,37,37
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,8,8,14,14
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,37,37,2,2
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,64,64,26,26
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,18,18
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,89,89,10,10
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,3,3
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,11,11
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,111,111,39,39
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,7,7,6,6
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,61,61,14,14
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,76,76,0,0
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,1,1,21,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,4,4
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,74,74,21,21
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,7,7
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,188,188,10,10
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,14,14,8,8
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,5,5,4,4
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,71,71,8,8
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,0,0,6,6
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,10,10,5,5
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,2,2,0,0
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-03-01,9,9,11,11
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,7,7,20,20
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,45,45,106,106
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,36,36
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,32,32,44,44
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,2,2,36,36
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,7,7,2,2
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,31,31
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,5,5
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,18,18
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,20,20
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,16,16,62,62
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,4,4,8,8
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,12,12,12,12
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,2,2,9,9
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,11,11,22,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,106,106,12,12
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,20,20,14,14
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,2,2,10,10
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,24,24
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,32,32,49,49
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,13,13,12,12
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,17,17,24,24
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,7,7,9,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,3,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,4,4
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,6,6
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,55,55,4,4
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,34,34,51,51
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,14,14,15,15
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,18,18
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,11,11,8,8
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,21,21,26,26
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,49,49
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,5,5,16,16
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,14,14,14,14
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,16,16,16,16
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,20,20,3,3
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,61,61,19,19
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,35,35,8,8
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,15,15
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,28,28,21,21
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,77,77,53,53
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,5,5,11,11
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,6,6,40,40
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,3,3,11,11
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,37,37,36,36
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,10,10,15,15
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,11,11,60,60
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,14,14,28,28
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,30,30,0,0
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,12,12,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,2,2,0,0
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,27,27,14,14
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,2,2,16,16
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,24,24,0,0
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,85,85,4,4
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1452,1452,49,49
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,48,48,0,0
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,7,7,17,17
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,4,4
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,28,28,27,27
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,3,3,8,8
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,13,13,119,119
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,3,3,13,13
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,22,22,47,47
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,6,6
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,33,33,15,15
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,54,54,27,27
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,38,38
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,7,7,7,7
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,3,3,2,2
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,7,7
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,3,3,18,18
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,10,10,73,73
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,94,94,42,42
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,17,17,6,6
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,5,5
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,1,1,5,5
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,16,16,14,14
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,11,11,2,2
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,7,7
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2005-04-01,0,0,19,19
