municipality,group,variable,month,Total Días camas disponibles maternidad,TOTAL
POOPO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
POROMA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,724,724
PORONGO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,540,540
PORTACHUELO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,540,540
PORVENIR,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,172,172
POTOSI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,2132,2132
PRESTO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,226,226
PUCARANI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,150,150
PUERTO ACOSTA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,31,31
PUERTO CARABUCO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
PUERTO GONZALO MORENO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,141,141
PUERTO QUIJARRO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
PUERTO RICO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,57,57
PUERTO VILLARROEL,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1080,1080
PUNA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
PUNATA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,630,630
QUIABAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
QUILLACOLLO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1128,1128
QUIME,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,112,112
QUIRUSILLAS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
RAVELO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,60,60
REYES,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
RIBERALTA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1050,1050
ROBORE,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,296,296
RURRENABAQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,240,240
SACABA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1380,1380
SACABAMBA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SACACA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SAIPINA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,24,24
SALINAS DE GARCI MENDOZA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,202,202
SAMAIPATA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,150,150
SAN ANDRES,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,28,28
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,108,108
SAN BENITO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
SAN BORJA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,480,480
SAN BUENA VENTURA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
SAN CARLOS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,240,240
SAN IGNACIO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,486,486
SAN IGNACIO DE VELASCO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1260,1260
SAN JAVIER(STC),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,300,300
SAN JOAQUIN,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,870,870
SAN JUAN DE YAPACANI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,164,164
SAN JULIAN,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,916,916
SAN LORENZO(PND),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,61,61
SAN LUCAS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,814,814
SAN MATIAS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,240,240
SAN MIGUEL DE VELASCO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,150,150
SAN PEDRO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
SAN PEDRO DE BUENA VISTA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
SAN PEDRO DE TIQUINA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,29,29
SAN RAFAEL,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
SAN RAMON BENI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SAN RAMON SCZ,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SANTA ANA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,10464,10464
SANTA ROSA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,390,390
SANTIAGO DE CALLAPA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1,1
SANTIAGO DE HUARI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
SANTIAGO DE MACHACA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,60,60
SANTIVAÑES,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SANTUARIO DE QUILLACAS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,100,100
SAPAHAQUI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
SENA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,83,83
SHINAOTA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,419,419
SICA SICA (VILLA AROMA),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
SICAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,119,119
SIPE SIPE,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,570,570
SOPACHUY,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,443,443
SORACACHI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,114,114
SORATA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
SUCRE,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,3810,3810
TACOPAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
TAPACARI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,486,486
TARABUCO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,381,381
TARACO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,60,60
TARATA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,108,108
TARIJA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1974,1974
TARVITA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,750,750
TEOPONTE,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
TIAWANACU,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
TIPUANI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,150,150
TIQUIPAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,631,631
TIRAQUE (CBBA),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,510,510
TOCO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,150,150
TOLATA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,60,60
TOMINA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,630,630
TORO TORO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
TOTORA(CBBA),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,330,330
TOTORA(ORR),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,88,88
TRINIDAD,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1645,1645
TUPIZA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,515,515
UMALA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
UNCIA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,150,150
URUBICHA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,60,60
UYUNI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,540,540
VACAS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,210,210
VALLEGRANDE,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,240,240
VIACHA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,244,244
VILA VILA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,120,120
VILLA CHARCAS,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,495,495
VILLA MONTES,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,360,360
VILLA RIVERO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
VILLA SERRANO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,450,450
VILLA TUNARI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,1443,1443
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,240,240
VILLAZON,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,420,420
VINTO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,334,334
VITICHI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,180,180
WARNES,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,398,398
YACO,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,30,30
YACUIBA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,630,630
YAMPARAEZ,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,355,355
YANACACHI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,90,90
YAPACANI,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,287,287
YOTALA,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,93,93
ZUDAÑEZ,internaciones dias camas,total dias camas disponibles maternidad,2015-04-01,270,270
ACACIO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,31,31
ACHACACHI,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,310,310
ACHOCALLA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,62,62
AIQUILE,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,620,620
ALALAY,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,62,62
ALCALA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,124,124
ANTEQUERA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,31,31
ANZALDO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,31,31
APOLO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,93,93
ARAMPAMPA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,31,31
ARANI,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,155,155
ARBIETO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,275,275
ARQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,244,244
ASCENCION DE GUARAYOS,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,465,465
ATOCHA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,85,85
AYATA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,62,62
AYO AYO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,62,62
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,930,930
AZURDUY,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,356,356
BAURES,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,62,62
BERMEJO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,532,532
BETANZOS,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,186,186
BOLIVAR,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,124,124
BOYUIBE,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,124,124
BUENA VISTA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,183,183
CABEZAS,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,124,124
CAIROMA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,209,209
"CAIZA ""D""",internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,121,121
CAJUATA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,217,217
CALAMARCA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,93,93
CAMARGO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,403,403
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,93,93
CAMIRI,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,647,647
CAPINOTA,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,279,279
CARACOLLO,internaciones dias camas,total dias camas disponibles maternidad,2015-05-01,124,124
