,group,variable,month,L 16.2 REUMÁTICAS CANTIDAD,L 16.2 REUMÁTICAS CANTIDAD,TOTALES
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,2,3
CARIPUYO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,1,2
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,4,1,5
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,13,14
CHARAÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,2,7
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,10,12,22
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,26,47,73
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,1,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,16,21
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,11,20,31
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,143,304,447
COIPASA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,4,6
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,2,3
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,1,4
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,10,13
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,8,9
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,8,13
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,7,13
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,16,21
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,4,9
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,18,30,48
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,8,24,32
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,7,9
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,1,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,23,25,48
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,91,198,289
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,4,8,12
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,20,25,45
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,13,31,44
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,4,11,15
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,13,20
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,3,6
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,4,8,12
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,17,23
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,6,9
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,12,19
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,4,4,8
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,8,8,16
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,29,29
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,14,14,28
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,4,5
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,14,31,45
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,5,11
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,13,36,49
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,4,6,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,142,391,533
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,21,28
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,14,0,14
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,11,13
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,0,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,0,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,14,20
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,14,15,29
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,15,32,47
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,11,18
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,2,2
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,10,13
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,96,138,234
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,8,11
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,28,28,56
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,40,62,102
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,6,9
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,10,17
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,0,3
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,4,6
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,10,13,23
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,18,44,62
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,8,14
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,13,25,38
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,23,53,76
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,10,16
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,2,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,29,31,60
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,3,5
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,5,10
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,2,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,5,7
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,2,4
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,11,37,48
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,26,27
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,6,8
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,11,8,19
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,14,14,28
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,11,11,22
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,14,19,33
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,13,17,30
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,3,5
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,4,10
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,6,10,16
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,4,5
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,5,7
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,6,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,3,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,20,18,38
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,9,11
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,21,22,43
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,3,5
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,22,20,42
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,2,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,27,44,71
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,8,15
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,1,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,4,7
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,5,3,8
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,138,294,432
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,19,17,36
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,8,16,24
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,15,17
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,5,8
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,3,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,27,27,54
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,1,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,15,22
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,1,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,24,34,58
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,363,554,917
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,5,6
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,4,7
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,9,18,27
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,15,17,32
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,7,13,20
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,9,12
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,4,7
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,18,27,45
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,3,6
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,12,13,25
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,7,10
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,2,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,3,2,5
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,19,22,41
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,0,2,2
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-05-01,11,7,18
