,group,variable,month,L 16.5 DIABETES MELLITUS I - II CANTIDAD,L 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTALES
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,6,5,11
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,6,1,7
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,417,735,1152
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,7,12,19
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,4,1,5
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,2,6,8
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,259,418,677
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,2,3,5
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,4,3,7
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,50,102,152
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,1,2
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,2,8,10
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,6,7
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,7,8
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,0,2,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,32,58,90
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,2,7,9
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,13,25,38
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,5,10,15
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,19,28,47
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,7,22,29
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,11,14,25
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,5,11,16
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,12,11,23
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,1,0,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,5,4,9
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,53,60,113
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,0,1,1
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,7,6,13
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-05-01,2,4,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,6,6,12
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,3,0,3
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,2,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,9,13,22
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,5,5
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,8,6,14
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,2,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,38,40
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,44,38,82
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,1,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,7,9
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,3,6,9
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,3,6,9
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,9,12,21
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,31,51,82
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,258,291,549
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,10,6,16
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,4,6
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,10,11
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,3,4
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,3,4
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,3,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,6,9,15
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,5,5
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,4,2,6
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,109,215,324
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,3,3
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,18,33,51
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,7,7
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,3,4
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,6,28,34
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,3,5
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,5,6
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,12,18,30
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,263,365,628
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,5,12,17
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,3,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,3,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,2,4
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,5,3,8
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,61,106,167
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,70,107,177
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,19,22,41
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,35,77,112
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,10,12,22
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,12,23,35
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,1,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,4,5
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,12,26,38
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,3,2,5
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,17,30,47
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,6,6,12
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,2,3
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,5,13,18
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,4,6
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,2,3
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,6,7
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,0,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,14,15
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,1,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,4,9,13
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,4,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,16,35,51
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,5,15,20
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,4,3,7
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,2,4
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,3,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,2,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,7,10,17
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,564,993,1557
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,14,18,32
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,3,5,8
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,4,6
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,1,3,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,391,543,934
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,2,3,5
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-06-01,85,139,224
