,group,variable,month,L 16.1 CARDIOVASCULARES CANTIDAD,L 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,6,12,18
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,8,4,12
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
INGAVI (HUMAITA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,0,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,5,10,15
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,506,607,1113
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,2,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,10,4,14
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,7,11
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,13,17,30
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,20,32,52
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,54,69,123
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,5,2,7
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,27,16,43
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,0,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,7,9,16
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,30,21,51
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,2,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,11,10,21
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,0,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,8,5,13
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,5,9
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,14,10,24
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,2,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,2,4
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,3,7
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,5,4,9
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,7,11
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,5,7
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,3,6
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,22,26
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,10,8,18
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,7,10,17
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,0,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,2,5
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,6,18,24
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,2,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,22,56,78
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,448,543,991
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,3,7
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,4,2,6
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,2,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,272,426,698
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,1,3
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,22,24,46
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,3,3
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,13,23,36
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,3,3
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,1,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,0,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,11,4,15
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,9,26,35
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,31,39,70
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,2,3
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,3,2,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,6,0,6
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,6,0,6
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,2,3
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,7,4,11
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,4,5
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,9,24,33
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,6,8
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,1,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,8,11,19
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,11,3,14
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,15,11,26
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,2,5,7
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,12,5,17
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-10-01,1,7,8
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,3,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,10,14
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,2,6
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,1,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,0,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,2,2
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,5,5,10
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,1,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,24,30,54
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,9,9,18
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,5,8
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,5,6
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,28,29,57
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,50,52,102
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,2,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,11,18,29
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,137,205,342
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,7,6,13
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,6,7
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,1,3
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,185,142,327
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,6,9
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,2,3
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,4,4
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,15,8,23
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,0,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,16,20
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,1,3
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,1,2
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,3,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,3,4
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,404,501,905
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,3,3
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,4,6
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,5,6,11
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,6,8
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,4,6
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,15,13,28
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,41,50,91
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,21,14,35
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,55,58,113
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,2,5
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,2,5
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,2,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,3,4
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,33,24,57
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,9,8,17
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,0,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,5,6,11
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,3,7
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,8,9
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,12,18,30
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,2,6
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,3,7
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,4,8
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,3,6
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,9,7,16
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,2,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,3,6
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,2,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,2,3
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,31,35
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,15,31,46
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,412,568,980
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,5,6
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,121,310,431
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,1,0,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,28,19,47
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,0,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,4,6
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,23,30,53
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,6,4,10
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,2,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,6,13,19
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,1,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,9,11
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,8,11
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,0,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,2,6
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,3,6
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,24,27,51
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,1,3
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,13,20,33
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,4,6
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,1,5
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,3,0,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,2,10,12
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,15,14,29
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,8,4,12
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-11-01,4,4,8
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,10,14
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,7,11
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,2,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,3,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
