,group,variable,month,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
TACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TACOBAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,1,0,0,0,0,2
TACOPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,3,0,3,2,0,0,0,0,0,0,9
TAPACARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,1,3,0,2,0,0,0,0,0,9
TARABUCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,3
TARACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
TARATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,5,0,1,0,0,0,0,0,8
TARIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,1,18,0,169,8,65,1,0,0,0,0,263
TARVITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,5,0,2,0,0,0,0,0,10
TEOPONTE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,1,12,0,2,0,0,0,0,0,18
TIAHUANACU,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,1,0,0,0,0,0,3
TINGUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,3,0,0,0,0,0,4
TIPUANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,6,0,0,0,0,0,0,0,7
TIQUIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,1,26,3,6,0,0,0,0,0,38
TIRAQUE (CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,0,17,0,2,0,0,0,0,0,23
TOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TODOS SANTOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TOLATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,0,2,0,0,0,0,0,0,0,4
TOLEDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOMAVE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,1,2,0,0,0,0,0,4
TOMINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,3,0,0,0,0,0,7
TORO TORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,1,1,0,0,0,0,0,4
TOTORA(CBBA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,2,0,3,0,0,0,0,0,0,0,6
TRIGAL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,4,0,15,0,100,1,34,0,3,0,0,0,157
TUPIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,14,0,16,2,5,0,0,0,37
TURCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
UMALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,3,1,15,0,7,0,0,0,0,0,27
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,3,0,0,0,0,0,4
URUBICHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,1,0,2,0,0,0,0,0,4
UYUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,2,1,18,0,7,1,1,0,0,0,30
VACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
VALLEGRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,4,0,13,2,1,0,0,0,0,0,20
VIACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,1,33,2,10,0,0,0,0,0,49
VILA VILA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,0,2,0,0,0,0,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,1,4,0,0,1,0,0,0,0,7
VILLA MONTES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,13,0,4,0,0,0,0,0,22
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,3,1,2,0,1,0,0,0,0,0,8
VILLA RIVERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,1,2,0,0,0,0,0,0,0,4
VILLA SERRANO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,0,3,0,2,0,0,0,0,0,8
VILLA TUNARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,9,0,55,0,10,0,0,0,0,0,75
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,1,0,2,0,2,0,0,0,0,0,5
VILLAZON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,2,0,7,0,27,1,15,0,0,0,0,0,52
VINTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,11,6,4,4,0,0,0,0,25
VITICHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,28,0,117,1,17,0,0,0,0,0,164
YACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,1,4,0,0,0,0,0,8
YACUIBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,5,0,38,0,4,0,0,0,0,0,47
YAMPARAEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,3,3,25,14,8,1,0,0,0,0,54
YOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,1,0,2,0,1,0,0,0,0,0,5
YOTALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,3,0,1,1,0,0,0,0,5
YUNCHARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ZUDAÑEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-04-01,1,0,0,0,1,0,0,0,0,0,0,0,2
ACACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,2,0,0,0,0,0,4
ACHACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,11,1,1,0,0,0,0,0,14
ACHOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,8,0,17,0,4,0,0,0,0,0,29
AIQUILE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,11,0,0,0,0,0,0,0,12
ALCALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,6,0,1,0,0,0,0,0,7
ANCORAIMES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ANDAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ANTEQUERA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ANZALDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,5,0,14,0,6,0,0,0,0,0,26
ARAMPAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ARANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,1,1,0,1,0,0,0,0,0,4
ARBIETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,4,0,16,0,4,0,0,0,0,0,24
ARQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,3,0,1,0,0,0,0,0,6
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,17,0,64,0,9,0,0,0,0,0,90
ATOCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,4,0,0,0,0,0,6
AUCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AYATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,1,0,0,0,0,0,3
AYO AYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,1,1,4,0,1,0,0,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,5,1,14,4,1,1,0,0,0,0,26
AZURDUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,1,1,4,1,1,2,0,0,0,0,11
BATALLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,4,0,0,0,0,0,0,0,7
BAURES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,1,3,0,0,0,0,0,7
BELEN DE ANDAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BELEN DE URMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BELLA FLOR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,0,0,4,0,0,0,0,0,0,0,5
BERMEJO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,4,0,2,0,0,0,0,0,7
BETANZOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,7,0,11,2,2,0,0,0,0,0,23
BOLIVAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,1,0,0,0,0,0,0,0,3
BOYUIBE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,7,0,2,0,0,0,0,0,10
CABEZAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,9,0,20,0,2,0,0,0,0,0,31
CAIROMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,1,0,0,0,0,0,0,0,3
"CAIZA ""D""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CAJUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,9,1,7,0,0,0,0,0,18
CALAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,7,0,1,0,0,0,0,0,9
CAMARGO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,8,0,3,0,0,0,0,0,11
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,4,0,1,0,0,0,0,0,5
CAMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,5,0,20,0,2,0,0,0,0,0,27
CAPINOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,5,0,4,0,0,0,0,0,10
CAQUIAVIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,1,0,0,0,0,0,0,3
CARACOLLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,13,0,5,0,0,0,0,0,18
CARANAVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,4,0,21,0,11,0,0,0,0,0,36
CARAPARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,1,0,0,6,0,1,0,0,0,0,0,8
CARIPUYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CATACORA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,21,0,0,0,0,0,0,0,24
CHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,5,0,0,0,0,0,0,0,5
CHARAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,4,1,7,0,5,0,1,0,0,0,18
CHARAÑA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CHAYANTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,1,8,1,0,0,0,0,0,0,13
CHIMORE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,6,2,24,0,0,0,0,0,0,0,32
CHIPAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CHOQUE COTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CHUMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,1,6,0,1,0,0,0,0,0,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,4,0,3,0,2,0,0,0,0,0,9
CKOCHAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,3,1,1,0,0,0,0,0,6
CLIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,10,0,0,0,0,0,0,0,12
COBIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,2,0,3,0,69,0,16,0,0,0,0,0,90
COCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,1,9,0,0,1,0,0,0,0,13
COCHABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,56,16,535,12,231,1,0,0,0,0,852
COLCAPIRHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,31,0,5,0,0,0,0,0,38
"COLCHA ""K""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,5,0,0,1,0,0,0,0,7
COLLANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLOMI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,4,0,19,0,2,0,0,0,0,0,26
COLPA BELGICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,1,0,0,0,0,0,5
COLQUECHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,16,1,3,0,0,0,0,0,23
COLQUENCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,1,0,0,0,0,0,4
COLQUIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,7,0,0,1,0,0,0,0,9
COMANCHE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
COMARAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,4,0,0,0,0,0,0,0,7
COMBAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,3,0,10,0,0,0,0,0,0,0,14
CORIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,6,0,2,0,0,0,0,0,8
CORO CORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,1,0,0,0,0,0,0,3
COROICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,9,0,1,0,0,0,0,0,10
CORQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COTAGAITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,9,1,4,0,0,0,0,0,14
COTOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,31,0,4,2,0,0,0,0,39
CUATRO CAÑADAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,6,0,1,0,0,0,0,0,10
CULPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,12,1,1,0,0,0,0,0,14
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CURVA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,1,0,0,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,2,0,0,0,0,0,5
EL ALTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,2,1,73,19,485,145,105,26,0,0,0,0,856
EL PUENTE(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,5,0,1,0,0,0,0,0,8
EL PUENTE(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,8,0,2,0,0,0,0,0,10
EL TORNO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,5,0,45,0,5,0,0,0,0,0,55
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,5,0,0,0,0,0,0,0,5
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,9,0,31,0,3,0,0,0,0,0,43
ESCOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,1,0,0,0,0,0,0,0,4
EUCALIPTUS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
FILADELFIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,7,0,1,0,0,0,8
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,1,5,1,0,0,0,0,0,0,9
GUANAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,5,1,13,2,2,0,0,0,0,0,23
GUAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,4,0,1,0,0,0,0,0,5
GUAYARAMERIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,8,0,21,0,19,0,0,0,0,0,49
GUTIERREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,7,0,1,0,0,0,0,0,11
HUACARAJE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,2,0,0,0,0,0,3
HUACARETA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,0,0,0,0,0,0,4
HUANUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,12,0,2,0,0,0,0,0,15
HUARINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,10,0,0,0,0,0,0,0,10
HUMANATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,2,0,0,0,0,0,4
ICHOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ICLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,1,1,0,1,0,0,0,0,0,4
INCAHUASI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,4,1,2,4,2,1,0,0,0,0,14
INQUISIVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,1,2,2,2,0,0,0,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,1,7,1,1,0,0,0,0,0,10
IXIAMAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,4,0,0,0,0,0,0,0,6
JESUS DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,2,0,2,0,0,0,0,0,6
LA ASUNTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,5,0,35,0,3,0,0,0,0,0,43
LA GUARDIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,1,0,11,0,94,0,19,0,0,0,0,0,125
LA PAZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,34,0,390,2,146,0,0,0,0,0,572
LAGUNILLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,0,2,1,1,1,0,0,0,5
LAJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,15,0,1,0,0,0,0,0,18
LAS CARRERAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,1,1,0,0,0,0,4
LICOMA PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,1,0,0,0,0,0,5
LLALLAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,1,25,0,3,0,0,0,0,0,32
LLICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,1,1,0,0,0,0,0,0,0,2
LORETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,1
LURIBAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,3,1,2,0,0,0,0,0,6
MACHACAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,1,0,0,0,0,0,4
MACHARETI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
MAGDALENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,4,0,2,0,0,0,6
MAIRANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,3,0,11,2,3,0,0,0,0,0,19
MALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,1,0,0,0,0,3
MAPIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,4,0,26,0,4,0,0,0,0,0,34
MECAPACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,0,1,4,0,1,0,0,0,0,0,6
MINEROS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,7,0,0,0,0,0,0,0,9
MIZQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,5,0,22,0,3,0,0,0,0,0,30
MOCOMOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-05-01,0,0,2,0,3,1,0,0,0,0,0,0,6
