,group,variable,month,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,TOTALES
MONTERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,4,0,10,1,36,0,17,0,0,0,69
MOROCHATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,1,0,0,2,1,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1
OCURI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,2,1,3,1,0,0,0,0,0,7
ORURO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,18,3,207,6,67,0,0,0,0,0,302
PADCAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PADILLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1
PAILON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,3,0,0,0,0,0,0,0,5
PALCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,3,0,0,1,0,0,6
PALOS BLANCOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,1,4,1,3,0,0,0,0,0,9
PAMPA AULLAGAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PAMPA GRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PATACAMAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,1,10,0,2,0,0,0,0,0,15
POCOATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,3,2,0,0,0,0,0,0,7
POCONA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,1,3,0,0,0,0,0,6
POJO (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,1,1,1,0,0,0,0,0,0,3
POOPO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,1
PORCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,3,0,0,0,0,0,0,0,5
POROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,2,0,0,0,0,0,0,0,3
PORONGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,3,0,0,0,0,0,4
PORTACHUELO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,1,0,0,0,0,0,0,4
PORVENIR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,3
POTOSI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,2,0,24,3,108,3,22,0,0,0,0,0,162
PRESTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,1,0,1,0,0,0,0,0,4
PUCARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,7,0,2,0,0,0,0,0,9
PUERTO ACOSTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO CARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,1
PUERTO GONZALO MORENO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,2,0,0,0,0,0,0,0,4
PUERTO PEREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,8,0,8,0,14,0,0,0,30
PUERTO RICO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,0,15,0,11,0,0,0,0,0,29
PUNA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,0,3,0,1,0,0,0,0,0,7
PUNATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,4,8,3,1,0,0,0,0,18
QUILLACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,1,46,5,11,2,0,0,0,0,68
QUIME,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,3,0,0,0,0,0,0,0,4
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1
RAVELO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
REYES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,1,2,0,1,1,1,0,0,0,6
RIBERALTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,4,0,10,0,19,0,0,0,0,0,33
ROBORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,4,0,16,0,2,0,0,0,0,0,22
RURRENABAQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,4,0,3,0,0,0,0,0,8
SABAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SACABA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,3,0,37,4,22,1,3,0,0,0,71
SACACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,4,1,0,2,0,0,0,0,8
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAMAIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN ANDRES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,0,1,1,1,0,0,0,0,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN BENITO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN BORJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,6,1,32,2,6,0,4,0,0,0,51
SAN BUENA VENTURA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,6,0,1,0,0,0,0,0,7
SAN CARLOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,4,0,1,0,0,0,8
SAN IGNACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,2,0,3,0,3,0,0,0,0,0,9
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,0,7,1,0,0,0,0,0,0,11
SAN JAVIER(BNI),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,0,0,1,0,1,0,0,0,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,0,4,0,0,0,0,0,0,0,7
SAN JOAQUIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,2,3,0,2,0,0,0,0,8
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,0,0,4,0,3,0,0,0,0,0,8
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN JULIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,10,0,8,0,1,0,0,0,20
SAN LORENZO(PND),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,1,0,1,0,0,0,4
SAN LORENZO(TJA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,0,3,1,0,0,0,0,0,0,7
SAN LUCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,1,5,3,4,0,0,0,0,0,16
SAN MATIAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,5,0,3,0,0,0,0,0,10
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN PEDRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,4,0,2,2,0,0,0,0,0,0,8
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN RAMON SCZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,1,0,0,7,0,0,0,0,0,0,0,8
SANTA ANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,2,0,0,0,0,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,2,9,70,24,446,40,407,18,124,0,1,0,1141
SANTA ROSA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,6,0,0,0,0,0,0,0,7
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SHINAOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,4,0,2,0,2,0,0,0,0,0,8
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2
SICAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,7,0,29,1,4,1,0,0,0,0,42
SORACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,2,0,0,0,0,0,4
SORATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,4,0,3,0,0,0,0,0,8
SUCRE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,1,0,9,0,50,0,13,0,0,0,0,0,73
TACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,4,0,0,0,0,0,4
TACOPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TAPACARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3
TARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TARACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,1,4,0,0,0,0,0,0,0,5
TARATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TARIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,10,0,76,1,32,0,0,0,0,0,119
TARVITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TEOPONTE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,1,0,0,0,0,0,0,3
TIAHUANACU,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,1,3,0,0,0,0,0,5
TINGUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,3,0,2,1,0,0,0,0,7
TIPUANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TIQUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,6,2,2,1,0,0,0,0,13
TIRAQUE (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,3,0,0,0,0,0,4
TOCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,1,0,1,0,0,0,0,0,4
TOLEDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOMAVE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,2
TOMINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,0,1,0,0,0,0,4
TOTORA(CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,3,0,0,0,0,0,5
TRINIDAD,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,4,0,18,0,96,0,33,1,2,0,0,0,154
TUPIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,5,0,6,0,0,0,0,0,11
TURCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,1,24,1,10,0,0,0,0,0,36
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,6,0,1,0,0,0,0,0,8
UYUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,6,0,2,0,4,0,0,0,14
VACAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,1
VALLEGRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,2
VIACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,4,0,1,0,0,0,8
VILA VILA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2
VILLA CHARCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,1,0,0,0,0,0,0,0,3
VILLA MONTES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,7,0,12,0,0,0,0,0,0,0,19
VILLA SERRANO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,2,0,0,0,0,0,0,0,4
VILLA TUNARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,10,1,31,0,7,0,0,0,0,0,49
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,2
VILLAZON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,14,0,0,0,0,0,0,0,16
VINTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,5,1,11,2,1,2,0,0,0,0,22
VITICHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,0,0,1,0,0,0,0,0,2
WALDO BALLIVIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,0,0,0,0,0,0,3
WARNES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,17,1,32,3,12,1,0,0,1,0,67
YACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,2,1,0,0,0,0,4
YACUIBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,3,0,16,1,1,0,0,0,0,0,21
YAMPARAEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,2
YANACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,1,2,11,1,1,3,0,0,19
YOTALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,0,0,3,0,0,0,0,0,0,0,3
YUNCHARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,1,0,1,0,2,0,0,0,0,0,4
ZUDAÑEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,2
ACHACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,10,1,1,0,0,0,0,0,14
ACHOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,4,0,0,0,0,0,0,0,6
AIQUILE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,1,0,3,0,8,0,1,0,0,0,0,0,13
ALCALA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ALTO BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANCORAIMES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,1,6,0,0,0,0,0,0,0,7
ANZALDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,4,0,5,1,0,0,0,0,0,0,10
ARAMPAMPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ARBIETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,3,0,3,1,0,0,0,0,7
ARQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,1,0,2,0,0,0,0,0,5
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,3,0,2,0,0,0,0,0,0,0,5
ATOCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,4,0,2,0,0,0,0,0,7
AUCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
AYATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,4,0,3,0,6,0,0,0,0,0,13
AZURDUY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BATALLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,2,0,1,0,0,0,0,0,4
BAURES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,1
BERMEJO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,0,0,4,0,0,0,0,0,4
BETANZOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,4,0,2,0,0,0,0,0,8
BOLIVAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,1,1,0,0,0,0,0,0,0,3
BOLPEBRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CABEZAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,17,0,2,0,0,0,0,0,21
CAIROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,0,1,0,1,0,0,0,0,2
"CAIZA ""D""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,0,0,1,0,0,0,0,0,2
CAJUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,1,0,3,0,2,0,2,0,0,0,0,0,8
CALACOTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,3,0,0,0,0,0,4
CALAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CAMARGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,3,0,2,0,0,0,0,0,7
CAMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,2,6,0,2,0,0,0,0,0,11
CAPINOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
CAQUIAVIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,3,1,0,1,0,0,0,0,5
CARACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,5,0,1,0,0,0,0,0,6
CARANAVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,6,1,10,0,1,0,0,0,0,0,18
CARIPUYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,3
CHALLAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,11,0,1,0,0,0,0,0,14
CHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,3,1,0,0,0,0,0,0,4
CHARAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,6,0,7,0,1,0,1,0,0,0,15
CHAYANTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,3,0,1,0,0,0,0,0,5
CHIMORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,2,2,0,1,0,0,0,0,0,6
CHUA COCANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
CHUMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,1,0,0,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CKOCHAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,1,0,0,0,2,0,0,0,0,0,3
CLIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,4,0,1,0,0,0,0,0,5
COBIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,1,0,4,0,37,2,7,0,0,0,0,0,51
COCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,2,0,4,0,0,0,0,0,0,0,6
COCHABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,29,0,294,1,140,1,5,0,0,0,470
COLCAPIRHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,1,0,0,0,2,0,2,0,0,0,0,0,5
"COLCHA ""K""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-04-01,1,0,1,0,7,0,4,0,0,0,0,0,13
