,group,variable,month,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,3,1,0,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,3,0,0,0,0,0,3
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CKOCHAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CLIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,2
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,4,0,0,0,0,0,0,0,5
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,2
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,9,2,228,6,108,1,0,0,0,0,354
COLCAPIRHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,1,0,0,0,0,0,0,2
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
COLPA BELGICA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,1,2,0,0,0,0,0,0,0,3
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
COMBAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,4,0,7,0,3,0,0,0,0,0,14
COROICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,2,0,0,0,0,0,4
COTAGAITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,4,0,1,0,0,0,0,0,7
CUATRO CAÑADAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,1,1,2,1,1,0,0,0,0,6
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,1,0,26,4,176,22,30,6,0,0,0,0,265
EL CHORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
EL PUENTE(TJA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
EL TORNO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
EUCALIPTUS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FILADELFIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,1,0,0,0,0,0,3
GIA-TIM,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,1,0,0,1,0,0,0,0,0,2
GUAYARAMERIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,3,0,10,0,3,0,0,0,0,0,16
GUTIERREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
HUACARAJE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,2
HUACARETA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
HUAYLLAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
HUMANATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ICLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,1,0,0,0,0,0,2
JESUS DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
LA ASUNTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,2,0,0,0,0,0,5
LA GUARDIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,2,0,24,0,130,0,22,0,0,0,0,0,178
LA PAZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,11,0,130,0,68,0,0,0,0,0,209
LAGUNILLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,9,3,1,0,0,0,0,0,14
MACHACAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
MAGDALENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,2
MAIRANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MECAPACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,1,0,0,0,0,3
MONTEAGUDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
MONTERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,51,0,30,0,0,0,0,0,83
MOROCHATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,1,0,0,0,0,2
OMEREQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ORURO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,10,0,178,0,109,0,0,0,0,0,297
PAILON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,4,0,0,0,0,0,0,0,5
PALCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,1,2,0,0,1,0,0,0,0,6
PALOS BLANCOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,2,0,0,0,0,0,5
PASORAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,5,0,0,1,0,0,0,0,6
PELECHUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,1,0,0,0,0,0,0,2
POCOATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,3,0,1,1,0,1,0,0,0,0,6
POJO (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
POOPO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,1,0,0,0,0,0,3
PORCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
POROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,1
PORTACHUELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
POTOSI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,1,1,7,0,37,4,18,2,2,0,0,0,72
PRESTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUCARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,2,0,1,0,0,0,5
PUERTO ACOSTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO PEREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,7,0,11,0,2,0,0,0,0,0,20
PUERTO SUAREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,4,0,8,0,1,0,0,0,0,0,13
PUERTO VILLARROEL,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,9,0,4,0,0,0,0,0,15
PUNA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,1,0,0,0,0,3
PUNATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,10,0,4,0,0,0,0,0,15
QUILLACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,5,0,8,0,8,0,0,0,0,0,21
QUIME,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
RAVELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,2
REYES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
RIBERALTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,7,0,63,0,187,0,10,0,0,0,0,0,267
ROBORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,1,0,1,0,3,0,2,0,0,0,0,0,7
RURRENABAQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,3,0,0,0,1,0,0,0,0,0,4
SACABA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,5,0,30,1,7,0,0,0,0,0,43
SACACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN AGUSTIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,3,2,3,0,2,0,1,0,0,13
SAN BUENA VENTURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,3,0,0,0,0,0,3
SAN CARLOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,2,1,2,0,0,0,6
SAN IGNACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,5,0,0,0,0,0,7
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,5,0,0,0,0,0,0,0,7
SAN JAVIER(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,1,6,0,0,0,0,0,0,0,9
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN LORENZO(PND),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,1,0,0,0,0,0,0,0,3
SAN LUCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,0,0,1,0,0,0,0,0,3
SAN MATIAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,2
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,1,0,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAMON BENI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTA ANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,8,1,0,0,0,0,0,0,10
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,116,4,541,27,185,11,18,3,0,0,905
SANTA ROSA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAPAHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,1,0,0,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,1,0,0,0,2,0,0,0,0,0,0,0,3
SHINAOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SORACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,1
SORATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,3,0,2,0,0,0,0,0,6
SUCRE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,21,0,5,0,0,0,0,0,28
TACOBAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,2,0,0,0,0,0,0,0,4
TARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TARIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,7,0,69,1,40,0,0,0,0,0,117
TIAHUANACU,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TINGUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,0,0,0,0,2,0,3
TIQUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,3,1,1,0,0,0,0,0,5
TIRAQUE (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TORO TORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOTORA(CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,1,0,1,0,0,0,0,0,0,0,0,0,2
TRINIDAD,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,13,0,88,0,22,1,4,0,0,0,128
TUPIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,5,0,7,0,2,0,0,0,14
UMALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
UNCIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,35,19,1,0,0,0,0,0,56
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UYUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,6,0,6,0,0,0,0,0,12
VACAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1
VALLEGRANDE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
VIACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,5,0,29,4,3,0,0,0,0,0,41
VILLA MONTES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,2,0,1,0,0,0,0,0,3
VILLA SERRANO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA TUNARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,7,1,1,0,0,0,0,0,9
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
VILLAZON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,1,0,5,0,1,0,0,0,0,0,7
VINTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,4,0,2,0,0,0,0,0,8
VITICHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,2
WARNES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,13,0,28,0,12,0,0,0,0,0,53
YACUIBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,6,0,0,0,0,0,0,0,6
YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,5,0,41,0,8,0,0,0,0,0,54
ZUDAÑEZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,6,0,3,0,0,0,0,0,10
ACHOCALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AIQUILE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ANCORAIMES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,1,0,1,0,0,0,0,0,3
APOLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ARBIETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ARQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,6,0,18,0,0,0,0,0,0,0,24
ATOCHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,3,1,3,0,0,0,0,0,8
BATALLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BELEN DE ANDAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1
BERMEJO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,3,0,0,0,0,0,4
BETANZOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,2,0,1,0,0,0,0,0,0,0,3
BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,4,0,0,0,0,0,0,0,5
CAIROMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CAJUATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CALAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMARGO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CAQUIAVIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,0,0,0,1,1,0,0,0,2
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,3,0,0,1,0,0,0,0,5
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,2,0,1,0,0,0,0,0,4
CARANGAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARAPARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,3,0,0,0,0,0,0,0,4
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,2,0,4,0,0,0,0,0,0,0,6
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,1,0,2,0,0,0,0,0,4
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,2,1,1,0,1,1,0,0,0,0,6
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,2,0,4,1,1,0,0,0,0,0,8
CHOQUE COTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,3,0,0,0,0,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CKOCHAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CLIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,2,0,7,0,0,0,0,0,0,0,9
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,1,0,1,1,1,0,0,0,0,0,4
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,58,1,364,10,176,2,0,0,0,0,611
COLCAPIRHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2
