,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL < A 10,MUJERES CON 4TA CONSULTA PRENATAL < A 10,TOTALES
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,0,0,4,0,1,0,0,0,0,0,6
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,3,0,0,0,1,0,0,0,0,0,5
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,1,0,0,0,0,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,10,0,4,0,1,0,0,0,15
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,21,0,57,4,11,0,0,0,0,0,93
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,4,0,2,0,0,0,0,0,8
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,30,2,6,0,0,0,0,0,39
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,3,0,0,1,0,0,0,0,6
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,13,3,78,23,23,6,0,0,0,0,146
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,6,1,2,0,0,0,0,0,9
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,1,1,0,0,0,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,2,0,1,2,0,0,0,0,0,0,6
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,5,6,0,0,0,0,0,0,11
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,5,0,43,0,105,0,32,0,0,0,0,0,185
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,3,0,4,0,2,0,0,0,0,0,10
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,4,0,13,0,4,0,0,0,0,0,21
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,16,1,100,8,20,3,0,0,0,0,149
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,6,2,3,1,0,0,0,0,14
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,6,0,2,0,0,0,0,0,8
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,1,0,10,0,1,0,0,0,0,0,13
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,2,0,3,0,6,0,2,0,0,0,0,0,13
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,1,3,0,2,0,0,0,0,0,6
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,4,0,1,0,0,0,0,0,5
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,7,1,29,1,7,2,0,0,0,0,47
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,6,1,1,1,1,0,0,0,0,0,10
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,16,0,3,0,2,0,0,0,23
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,15,0,22,0,6,0,6,0,0,0,50
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,10,0,46,0,3,0,0,0,0,0,60
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,13,0,4,0,0,0,0,0,20
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,6,2,16,1,0,0,0,0,0,25
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,4,0,3,0,0,0,0,0,0,0,7
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,46,0,0,0,0,0,0,0,49
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,4,0,0,1,0,0,0,0,5
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,6,1,16,2,2,1,0,0,0,0,28
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,4,4,23,4,8,0,0,0,0,0,43
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,8,0,3,0,0,0,0,0,0,0,11
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,7,0,4,0,0,0,0,0,13
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,10,0,7,0,0,0,0,0,20
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,1,5,0,4,0,0,0,0,0,13
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN PEDRO DE MACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,15,3,2,0,0,0,0,0,23
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,2,0,1,0,0,0,0,0,6
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,10,0,22,0,2,0,0,0,0,0,34
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,3,3,142,3,923,22,341,0,64,5,1,0,1507
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,4,0,1,0,0,0,0,0,6
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,2,0,6,0,4,0,0,0,0,0,0,0,12
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,1
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,0,0,3,0,0,0,0,0,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,4,0,0,0,0,0,0,0,5
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,6,0,1,0,0,0,0,0,8
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,4,0,28,0,7,0,0,0,0,0,39
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,5,1,3,1,7,0,0,0,0,0,17
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,6,0,23,1,3,0,0,0,0,0,33
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,1,1,0,0,0,0,0,0,3
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,3,0,1,0,0,0,0,0,6
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,10,1,0,0,0,0,0,0,14
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,44,0,273,2,68,1,0,0,0,0,388
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,9,0,0,0,0,0,0,0,9
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,3,0,0,1,0,0,0,0,6
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,3,0,0,0,0,0,0,0,3
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,5,0,3,1,4,0,0,0,0,0,13
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,2,2,0,1,0,0,0,0,0,6
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,4,0,0,0,0,0,0,0,5
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,4,0,1,0,0,0,0,0,7
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,15,1,162,8,58,0,0,0,0,0,245
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,4,1,11,0,3,0,0,0,0,0,19
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,6,0,1,0,0,0,0,0,9
TIAHUANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,4,0,4,0,1,0,0,0,0,0,9
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,1,3,1,2,1,1,0,0,0,9
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,10,0,1,0,0,0,0,0,11
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,11,2,36,4,4,1,0,0,0,0,58
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,2,1,0,0,0,0,0,0,4
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,2,0,2,0,0,0,0,0,0,0,5
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,2,0,1,0,0,0,0,0,5
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,1,3,0,1,0,0,0,0,0,5
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,0,1,5,1,1,0,0,0,0,0,9
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,4,0,2,0,0,0,0,0,8
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,24,0,87,0,32,0,1,0,0,0,145
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,15,1,16,0,2,0,0,0,37
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,2
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,17,6,5,0,0,0,0,0,29
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,9,0,2,0,0,0,0,0,12
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,2,0,0,0,0,0,3
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,4,0,20,1,7,2,1,0,0,0,36
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,2,0,1,0,0,0,0,0,6
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,7,0,3,0,0,0,0,0,13
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,6,0,34,3,9,0,0,0,0,0,52
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,1,0,0,0,0,0,1,0,0,0,0,2
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,1,5,1,2,1,0,0,0,0,11
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,8,1,37,2,4,0,0,0,0,0,52
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,1,1,1,0,0,0,0,0,0,0,0,4
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,1,0,6,0,1,0,0,0,0,0,9
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,1,5,0,1,0,0,0,0,0,7
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,20,0,86,0,25,0,0,0,0,0,131
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,3,0,1,1,0,0,0,0,5
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,5,0,26,0,10,0,0,0,0,0,41
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,1,0,4,0,48,3,7,3,0,0,0,0,66
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,4,1,0,0,0,0,0,0,5
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,1,18,0,104,2,23,0,0,0,0,0,148
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,0,5,0,0,0,0,0,0,0,6
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,17,0,79,1,30,0,0,0,0,0,127
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,1,1,1,0,4,0,0,0,0,0,7
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,3,0,12,6,54,19,9,2,0,0,0,0,105
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,3,0,1,0,1,0,0,1,0,0,6
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,5,0,1,0,0,0,0,0,8
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,0,1,2,3,0,0,0,0,0,0,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-04-01,0,0,2,0,3,0,1,0,0,0,0,0,6
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,6,0,19,1,3,0,0,0,0,0,29
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,4,0,22,0,1,0,0,0,0,0,27
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,3,1,1,0,0,0,0,0,6
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,3,0,1,0,0,0,0,0,4
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,2,0,1,0,0,0,0,0,5
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,1,3,0,2,1,0,0,0,0,8
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,2,1,0,0,0,0,0,0,3
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,1,0,1,0,0,0,0,0,3
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,8,1,2,2,0,0,0,0,15
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,1,2,1,0,0,0,0,0,0,4
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,5,0,2,0,0,0,0,0,8
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,0,0,0,14,0,3,0,0,0,0,0,18
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,6,0,5,0,0,0,0,0,0,0,11
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,2,0,6,0,13,0,8,0,0,0,0,0,29
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,4,0,2,0,0,0,0,0,6
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,3,4,0,0,1,0,0,0,0,9
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,5,0,8,1,3,1,0,0,0,0,18
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,4,1,2,3,0,0,0,0,11
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,8,0,1,0,0,0,0,0,11
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,19,1,11,0,0,0,0,0,32
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,4,3,15,3,4,0,0,0,0,0,29
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,4,1,0,0,0,0,0,0,6
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,2,0,0,0,0,0,0,0,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,5,0,2,0,0,0,0,0,8
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,3,0,9,0,2,0,0,0,0,0,14
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,0,2,1,0,0,0,0,0,3
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,0,2,0,5,2,2,0,0,0,0,0,12
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,4,0,10,0,2,0,0,0,0,0,16
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,3,0,1,0,0,0,0,0,6
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,8,0,4,0,0,0,0,0,14
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,5,1,26,0,4,0,0,0,0,0,36
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,3,0,6,0,1,0,0,0,0,0,10
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,19,0,2,0,0,0,0,0,23
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,8,0,27,0,13,0,0,0,0,0,48
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,6,0,0,0,0,0,0,0,6
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,1,2,0,0,0,0,0,0,0,4
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CATACORA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,0,4,1,37,0,2,0,0,0,0,0,45
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,2,0,1,0,0,0,0,0,3
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,4,1,14,2,5,0,0,0,0,0,26
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,5,0,2,0,0,0,0,0,9
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,5,0,19,1,4,0,0,0,0,0,29
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,0,0,0,1,0,0,0,0,0,0,0,2
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,8,0,1,0,0,0,0,0,9
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,0,1,1,3,0,1,0,0,0,0,0,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,3,1,4,0,3,0,1,0,0,0,12
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,5,0,1,0,0,0,0,0,7
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,3,0,7,0,0,0,0,0,0,0,10
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,16,0,77,0,15,1,0,0,0,0,109
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,4,3,9,5,1,1,0,0,0,0,23
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,43,0,347,0,123,0,0,0,0,0,513
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,3,0,34,0,7,0,0,0,0,0,44
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,0,4,0,6,1,2,0,0,0,0,0,14
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,5,1,19,0,4,0,0,0,0,0,29
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,2,0,4,0,1,0,0,0,0,0,7
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,1,1,2,0,13,1,3,0,0,0,0,0,21
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,5,0,1,0,0,0,0,0,7
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-05-01,0,0,1,0,1,0,1,0,0,0,0,0,3
