,group,variable,month,REPETIDAS 10 A 14,REPETIDAS 10 A 14,REPETIDAS 15 A 19,REPETIDAS 15 A 19,REPETIDAS 20 A 34,REPETIDAS 20 A 34,REPETIDAS 35 A 49,REPETIDAS 35 A 49,REPETIDAS 50 Y +,REPETIDAS 50 Y +,REPETIDAS < A 10,REPETIDAS < A 10,TOTALES
COROICO,consultas prenatales,repetidas,2024-04-01,1,0,5,0,69,2,8,1,0,0,0,0,86
CORQUE,consultas prenatales,repetidas,2024-04-01,0,0,2,1,6,2,1,0,0,0,0,0,12
COTAGAITA,consultas prenatales,repetidas,2024-04-01,1,0,16,1,65,2,16,1,2,0,0,0,104
COTOCA,consultas prenatales,repetidas,2024-04-01,0,0,78,0,303,3,46,0,0,0,0,0,430
CUATRO CAÑADAS,consultas prenatales,repetidas,2024-04-01,3,0,16,0,80,0,13,0,0,0,0,0,112
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2024-04-01,0,0,1,0,7,0,4,0,0,0,0,0,12
CUEVO,consultas prenatales,repetidas,2024-04-01,0,0,3,0,11,2,2,0,1,0,0,0,19
CULPINA,consultas prenatales,repetidas,2024-04-01,1,0,5,1,37,8,10,3,0,0,0,0,65
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2024-04-01,0,0,3,0,7,0,2,0,0,0,0,0,12
CURVA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,5,1,0,1,0,0,0,0,8
DESAGUADERO,consultas prenatales,repetidas,2024-04-01,0,0,3,1,23,2,6,0,0,0,0,0,35
EL ALTO,consultas prenatales,repetidas,2024-04-01,14,4,476,109,3506,664,883,172,0,0,0,0,5828
EL CHORO,consultas prenatales,repetidas,2024-04-01,0,0,0,0,4,0,0,0,0,0,0,0,4
EL PUENTE(STC),consultas prenatales,repetidas,2024-04-01,1,0,9,0,39,0,11,0,0,0,0,0,60
EL PUENTE(TJA),consultas prenatales,repetidas,2024-04-01,0,0,3,0,21,2,5,3,0,0,0,0,34
EL TORNO,consultas prenatales,repetidas,2024-04-01,11,0,92,0,238,2,55,1,0,0,0,0,399
EL VILLAR,consultas prenatales,repetidas,2024-04-01,0,0,1,2,5,4,0,0,0,0,0,0,12
ENTRE RIOS TRJ,consultas prenatales,repetidas,2024-04-01,1,0,11,1,51,3,14,0,0,0,0,0,81
ENTRE RIOS CBBA,consultas prenatales,repetidas,2024-04-01,1,0,57,0,323,0,41,0,0,0,0,0,422
ESCOMA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,13,0,1,0,0,0,0,0,15
EUCALIPTUS,consultas prenatales,repetidas,2024-04-01,1,0,2,0,8,0,3,0,0,0,0,0,14
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2024-04-01,1,0,0,0,1,0,1,0,0,0,0,0,3
EXALTACION,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,repetidas,2024-04-01,2,0,10,0,47,0,14,0,0,0,0,0,73
FILADELFIA,consultas prenatales,repetidas,2024-04-01,1,0,3,1,8,2,13,0,2,0,0,0,30
GAIOC JATUN AYLLU YURA,consultas prenatales,repetidas,2024-04-01,0,0,2,0,6,0,1,2,0,0,0,0,11
GENERAL SAAVEDRA,consultas prenatales,repetidas,2024-04-01,1,0,11,0,51,1,11,0,0,0,0,0,75
GIA-TIM,consultas prenatales,repetidas,2024-04-01,0,0,0,0,3,0,4,1,0,0,0,0,8
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2024-04-01,1,0,4,1,28,4,3,0,0,0,0,0,41
GUANAY,consultas prenatales,repetidas,2024-04-01,0,0,8,0,52,1,5,0,0,0,0,0,66
GUAQUI,consultas prenatales,repetidas,2024-04-01,0,0,7,1,17,1,3,0,0,0,0,0,29
GUAYARAMERIN,consultas prenatales,repetidas,2024-04-01,4,0,49,3,191,0,39,0,3,0,0,0,289
GUTIERREZ,consultas prenatales,repetidas,2024-04-01,0,0,10,1,35,2,3,0,0,0,0,0,51
HUACARAJE,consultas prenatales,repetidas,2024-04-01,0,0,2,0,10,0,3,0,0,0,0,0,15
HUACARETA,consultas prenatales,repetidas,2024-04-01,2,1,8,0,21,1,2,0,0,0,0,0,35
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2024-04-01,0,0,2,1,4,4,2,0,0,0,0,0,13
HUACHACALLA,consultas prenatales,repetidas,2024-04-01,0,0,2,0,0,0,1,0,0,0,0,0,3
HUANUNI,consultas prenatales,repetidas,2024-04-01,0,0,9,0,70,0,4,0,0,0,0,0,83
HUARINA,consultas prenatales,repetidas,2024-04-01,0,0,2,0,18,1,3,0,0,0,0,0,24
HUATAJATA,consultas prenatales,repetidas,2024-04-01,0,0,0,0,7,0,0,0,0,0,0,0,7
HUAYLLAMARCA,consultas prenatales,repetidas,2024-04-01,0,0,2,1,8,1,1,0,0,0,0,0,13
HUMANATA,consultas prenatales,repetidas,2024-04-01,0,0,3,0,8,1,1,0,0,0,0,0,13
ICHOCA,consultas prenatales,repetidas,2024-04-01,0,0,0,1,4,4,1,3,0,0,0,0,13
ICLA,consultas prenatales,repetidas,2024-04-01,0,0,5,2,12,1,2,1,0,0,0,0,23
INCAHUASI,consultas prenatales,repetidas,2024-04-01,2,0,15,5,27,10,4,3,0,0,0,0,66
INGAVI (HUMAITA),consultas prenatales,repetidas,2024-04-01,0,0,2,0,3,0,1,0,0,0,0,0,6
INQUISIVI,consultas prenatales,repetidas,2024-04-01,0,0,5,3,16,6,4,7,0,0,0,0,41
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2024-04-01,0,0,5,3,29,6,1,1,0,0,0,0,45
IXIAMAS,consultas prenatales,repetidas,2024-04-01,1,0,8,0,26,2,6,0,0,0,0,0,43
JESUS DE MACHACA,consultas prenatales,repetidas,2024-04-01,0,0,5,2,25,1,4,0,0,0,0,0,37
LA ASUNTA,consultas prenatales,repetidas,2024-04-01,3,0,25,0,176,7,55,2,0,0,0,0,268
LA GUARDIA,consultas prenatales,repetidas,2024-04-01,0,0,43,0,369,0,33,0,0,0,0,0,445
LA PAZ,consultas prenatales,repetidas,2024-04-01,17,0,301,1,2920,15,978,0,0,0,0,0,4232
LAGUNILLAS,consultas prenatales,repetidas,2024-04-01,0,0,1,0,13,6,10,2,2,0,0,0,34
LAJA,consultas prenatales,repetidas,2024-04-01,0,0,15,1,54,0,25,0,0,0,0,0,95
LAS CARRERAS,consultas prenatales,repetidas,2024-04-01,0,0,2,0,5,0,2,0,0,0,0,0,9
LICOMA PAMPA,consultas prenatales,repetidas,2024-04-01,0,0,0,0,8,0,1,0,0,0,0,0,9
LLALLAGUA,consultas prenatales,repetidas,2024-04-01,0,0,65,1,304,2,36,0,0,0,0,0,408
LLICA,consultas prenatales,repetidas,2024-04-01,0,0,3,0,9,0,1,0,0,0,0,0,13
LORETO,consultas prenatales,repetidas,2024-04-01,0,0,7,0,4,0,0,0,0,0,0,0,11
LURIBAY,consultas prenatales,repetidas,2024-04-01,0,0,3,0,17,0,3,0,0,0,0,0,23
MACHACAMARCA,consultas prenatales,repetidas,2024-04-01,0,0,0,0,10,0,2,0,0,0,0,0,12
MACHARETI,consultas prenatales,repetidas,2024-04-01,0,0,3,0,18,2,2,0,0,0,0,0,25
MAGDALENA,consultas prenatales,repetidas,2024-04-01,1,0,12,1,52,1,7,0,0,0,0,0,74
MAIRANA,consultas prenatales,repetidas,2024-04-01,1,0,20,0,53,0,15,1,0,0,0,0,90
MALLA,consultas prenatales,repetidas,2024-04-01,0,0,1,1,3,1,1,0,0,0,0,0,7
MAPIRI,consultas prenatales,repetidas,2024-04-01,0,0,22,0,87,1,8,0,0,0,0,0,118
MECAPACA,consultas prenatales,repetidas,2024-04-01,1,0,11,0,24,1,17,3,0,0,0,0,57
MINEROS,consultas prenatales,repetidas,2024-04-01,0,0,12,0,55,1,10,0,0,0,0,0,78
MIZQUE,consultas prenatales,repetidas,2024-04-01,1,0,27,0,71,0,9,0,0,0,0,0,108
MOCOMOCO,consultas prenatales,repetidas,2024-04-01,0,0,3,1,22,6,0,2,0,0,0,0,34
MOJINETE,consultas prenatales,repetidas,2024-04-01,0,0,0,1,2,0,0,0,0,0,0,0,3
MOJOCOYA,consultas prenatales,repetidas,2024-04-01,1,0,2,0,17,1,0,0,0,0,0,0,21
MONTEAGUDO,consultas prenatales,repetidas,2024-04-01,0,0,9,0,95,2,34,2,0,0,0,0,142
MONTERO,consultas prenatales,repetidas,2024-04-01,2,1,101,50,481,0,181,0,9,0,0,0,825
MORO MORO,consultas prenatales,repetidas,2024-04-01,0,2,0,0,10,0,0,0,0,0,0,0,12
MOROCHATA,consultas prenatales,repetidas,2024-04-01,0,0,8,1,18,4,4,0,0,0,0,0,35
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2024-04-01,0,0,3,0,7,0,5,0,0,0,0,0,15
NAZACARA DE PACAJES,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,0,2,0,0,0,0,0,3
OCURI,consultas prenatales,repetidas,2024-04-01,0,0,10,4,37,7,7,7,0,0,0,0,72
OKINAWA,consultas prenatales,repetidas,2024-04-01,0,0,8,1,29,0,2,0,0,0,0,0,40
OMEREQUE,consultas prenatales,repetidas,2024-04-01,0,0,6,0,25,1,2,0,0,0,0,0,34
ORURO,consultas prenatales,repetidas,2024-04-01,13,0,182,10,1943,56,478,12,0,0,0,0,2694
PADCAYA,consultas prenatales,repetidas,2024-04-01,0,1,12,4,32,1,10,0,0,0,0,0,60
PADILLA,consultas prenatales,repetidas,2024-04-01,1,0,6,0,20,1,1,1,0,0,0,0,30
PAILON,consultas prenatales,repetidas,2024-04-01,1,0,33,0,107,0,13,0,0,0,0,0,154
PALCA,consultas prenatales,repetidas,2024-04-01,0,0,15,0,79,3,10,0,0,0,0,0,107
PALOS BLANCOS,consultas prenatales,repetidas,2024-04-01,3,1,22,0,104,5,18,2,0,0,0,0,155
PAMPA AULLAGAS,consultas prenatales,repetidas,2024-04-01,0,0,0,0,5,0,3,0,0,0,0,0,8
PAMPA GRANDE,consultas prenatales,repetidas,2024-04-01,0,0,11,0,23,0,7,0,0,0,0,0,41
PAPEL PAMPA,consultas prenatales,repetidas,2024-04-01,0,0,2,0,6,0,2,0,0,0,0,0,10
PASORAPA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,2,1,0,1,0,0,0,0,5
PATACAMAYA,consultas prenatales,repetidas,2024-04-01,0,0,28,0,120,0,19,0,0,0,0,0,167
PAZÑA,consultas prenatales,repetidas,2024-04-01,0,0,4,0,12,1,6,0,0,0,0,0,23
PELECHUCO,consultas prenatales,repetidas,2024-04-01,0,0,3,0,23,1,4,0,0,0,0,0,31
POCOATA,consultas prenatales,repetidas,2024-04-01,0,0,20,5,34,21,6,1,0,0,0,0,87
POCONA,consultas prenatales,repetidas,2024-04-01,0,0,6,0,30,0,9,0,0,0,0,0,45
POJO (CBBA),consultas prenatales,repetidas,2024-04-01,0,0,12,0,34,0,7,0,0,0,0,0,53
POOPO,consultas prenatales,repetidas,2024-04-01,0,0,3,0,22,1,1,0,0,0,0,0,27
PORCO,consultas prenatales,repetidas,2024-04-01,0,0,6,1,24,8,0,2,0,0,0,0,41
POROMA,consultas prenatales,repetidas,2024-04-01,0,0,16,7,20,5,12,0,0,0,0,0,60
PORONGO,consultas prenatales,repetidas,2024-04-01,0,0,9,0,37,0,6,0,0,0,0,0,52
PORTACHUELO,consultas prenatales,repetidas,2024-04-01,0,0,7,0,20,0,3,0,0,0,0,0,30
PORVENIR,consultas prenatales,repetidas,2024-04-01,0,0,3,0,12,0,4,0,0,0,0,0,19
POSTRER VALLE,consultas prenatales,repetidas,2024-04-01,0,0,0,0,4,0,0,0,0,0,0,0,4
POTOSI,consultas prenatales,repetidas,2024-04-01,2,0,162,2,1319,13,269,11,29,0,0,0,1807
PRESTO,consultas prenatales,repetidas,2024-04-01,0,0,5,4,7,2,6,0,0,0,0,0,24
PUCARA,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,1,1,0,0,0,0,0,3
PUCARANI,consultas prenatales,repetidas,2024-04-01,1,0,21,0,97,1,11,0,0,0,0,0,131
PUERTO ACOSTA,consultas prenatales,repetidas,2024-04-01,0,0,5,2,19,2,5,0,0,0,0,0,33
PUERTO CARABUCO,consultas prenatales,repetidas,2024-04-01,0,0,3,0,27,2,3,1,0,0,0,0,36
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2024-04-01,0,0,10,0,21,0,2,0,0,0,0,0,33
PUERTO PEREZ,consultas prenatales,repetidas,2024-04-01,0,0,2,0,16,2,1,0,0,0,0,0,21
PUERTO QUIJARRO,consultas prenatales,repetidas,2024-04-01,1,0,7,0,32,0,7,0,0,0,0,0,47
PUERTO RICO,consultas prenatales,repetidas,2024-04-01,1,0,12,3,17,0,0,0,0,0,0,0,33
PUERTO SUAREZ,consultas prenatales,repetidas,2024-04-01,1,0,12,1,31,2,11,0,4,0,0,0,62
PUERTO VILLARROEL,consultas prenatales,repetidas,2024-04-01,3,0,88,0,410,3,63,0,0,0,0,0,567
PUNA,consultas prenatales,repetidas,2024-04-01,0,0,12,3,33,4,4,3,0,0,0,0,59
PUNATA,consultas prenatales,repetidas,2024-04-01,1,0,19,4,176,22,41,1,0,0,0,0,264
QUIABAYA,consultas prenatales,repetidas,2024-04-01,0,0,2,0,6,0,0,1,0,0,0,0,9
QUILLACOLLO,consultas prenatales,repetidas,2024-04-01,1,0,63,11,509,105,114,29,0,0,0,0,832
QUIME,consultas prenatales,repetidas,2024-04-01,0,0,2,0,17,7,8,0,0,0,0,0,34
QUIRUSILLAS,consultas prenatales,repetidas,2024-04-01,0,0,0,0,4,0,0,0,0,0,0,0,4
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2024-04-01,0,0,3,0,4,0,3,1,0,0,0,0,11
RAVELO,consultas prenatales,repetidas,2024-04-01,3,0,11,0,10,6,5,2,0,0,0,0,37
REYES,consultas prenatales,repetidas,2024-04-01,0,0,1,0,13,31,5,1,0,0,0,0,51
RIBERALTA,consultas prenatales,repetidas,2024-04-01,19,0,162,2,470,2,122,0,0,0,0,0,777
ROBORE,consultas prenatales,repetidas,2024-04-01,0,0,10,0,36,0,10,0,0,0,0,0,56
RURRENABAQUE,consultas prenatales,repetidas,2024-04-01,1,0,27,1,98,0,24,0,1,0,0,0,152
SABAYA,consultas prenatales,repetidas,2024-04-01,0,0,1,1,12,0,1,0,0,0,0,0,15
SACABA,consultas prenatales,repetidas,2024-04-01,5,0,72,7,656,48,146,11,1,0,0,0,946
SACABAMBA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,5,0,1,1,0,0,0,0,8
SACACA,consultas prenatales,repetidas,2024-04-01,0,0,10,2,25,8,11,3,0,0,0,0,59
SAIPINA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,19,1,2,0,0,0,0,0,23
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2024-04-01,0,0,0,0,19,2,2,1,0,0,0,0,24
SAMAIPATA,consultas prenatales,repetidas,2024-04-01,1,0,8,0,46,0,4,0,0,0,0,0,59
SAN AGUSTIN,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,repetidas,2024-04-01,2,0,8,0,32,0,8,0,0,0,0,0,50
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2024-04-01,0,0,3,0,8,2,3,2,0,0,0,0,18
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,0,2,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2024-04-01,0,0,3,1,6,3,4,0,0,0,0,0,17
SAN BENITO,consultas prenatales,repetidas,2024-04-01,0,0,3,0,32,0,5,0,0,0,0,0,40
SAN BORJA,consultas prenatales,repetidas,2024-04-01,2,0,35,7,122,9,24,3,1,0,0,0,203
SAN BUENA VENTURA,consultas prenatales,repetidas,2024-04-01,0,0,22,1,59,1,16,0,0,0,0,0,99
SAN CARLOS,consultas prenatales,repetidas,2024-04-01,0,0,11,0,45,0,15,0,3,0,0,0,74
SAN IGNACIO,consultas prenatales,repetidas,2024-04-01,1,0,21,0,48,3,25,0,5,0,0,0,103
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2024-04-01,5,0,58,2,245,4,23,1,0,0,0,0,338
SAN JAVIER(BNI),consultas prenatales,repetidas,2024-04-01,0,0,2,0,6,0,1,0,0,0,0,0,9
SAN JAVIER(STC),consultas prenatales,repetidas,2024-04-01,2,0,10,0,44,0,6,0,0,0,0,0,62
SAN JOAQUIN,consultas prenatales,repetidas,2024-04-01,0,2,3,2,9,3,0,1,0,0,0,0,20
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2024-04-01,0,0,9,0,28,0,6,0,0,0,1,0,44
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2024-04-01,0,0,2,0,14,0,5,0,0,0,0,0,21
SAN JULIAN,consultas prenatales,repetidas,2024-04-01,1,0,37,0,234,1,25,0,0,0,0,0,298
SAN LORENZO(PND),consultas prenatales,repetidas,2024-04-01,0,0,4,2,21,2,5,1,0,0,0,0,35
SAN LORENZO(TJA),consultas prenatales,repetidas,2024-04-01,4,0,16,2,73,4,12,0,0,0,0,0,111
SAN LUCAS,consultas prenatales,repetidas,2024-04-01,1,0,25,7,90,21,16,4,0,0,0,0,164
SAN MATIAS,consultas prenatales,repetidas,2024-04-01,0,0,13,0,52,1,9,0,0,0,0,0,75
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2024-04-01,2,0,8,1,34,2,15,1,0,0,0,0,63
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2024-04-01,0,0,2,0,4,0,0,0,0,0,0,0,6
SAN PEDRO,consultas prenatales,repetidas,2024-04-01,1,0,8,0,47,0,15,0,0,0,0,0,71
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2024-04-01,2,0,21,5,39,12,20,6,0,0,0,0,105
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,8,0,1,0,0,0,0,0,10
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2024-04-01,0,0,14,1,52,3,8,1,0,0,0,0,79
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2024-04-01,0,0,3,0,8,0,3,1,0,0,0,0,15
SAN PEDRO(PND),consultas prenatales,repetidas,2024-04-01,0,0,1,2,2,0,1,0,0,0,0,0,6
SAN RAFAEL,consultas prenatales,repetidas,2024-04-01,1,0,4,1,29,0,6,0,0,0,0,0,41
SAN RAMON BENI,consultas prenatales,repetidas,2024-04-01,0,0,2,0,13,0,0,0,0,0,0,0,15
SAN RAMON SCZ,consultas prenatales,repetidas,2024-04-01,0,0,0,0,24,1,4,0,0,0,1,0,30
SANTA ANA,consultas prenatales,repetidas,2024-04-01,3,0,23,0,72,0,9,0,0,0,0,0,107
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2024-04-01,20,4,670,7,5322,132,1694,5,266,5,2,0,8127
SANTA ROSA,consultas prenatales,repetidas,2024-04-01,0,0,11,0,30,0,4,0,0,1,0,0,46
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2024-04-01,8,0,29,0,30,0,0,0,0,0,1,0,68
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,5,0,1,1,0,0,0,0,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2024-04-01,0,0,3,1,10,1,3,0,0,0,0,0,18
SANTIAGO DE HUATA,consultas prenatales,repetidas,2024-04-01,0,0,2,0,8,0,3,0,0,0,0,0,13
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2024-04-01,0,0,3,0,8,0,3,0,0,0,0,0,14
SANTIVAÑES,consultas prenatales,repetidas,2024-04-01,0,0,2,0,17,0,6,1,0,0,0,0,26
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2024-04-01,0,0,2,0,5,3,1,0,0,0,0,0,11
SAPAHAQUI,consultas prenatales,repetidas,2024-04-01,0,0,5,1,20,1,2,0,0,0,0,0,29
SENA,consultas prenatales,repetidas,2024-04-01,3,0,14,0,32,0,6,0,0,0,0,0,55
SHINAOTA,consultas prenatales,repetidas,2024-04-01,0,0,27,0,175,3,32,0,0,0,0,0,237
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2024-04-01,0,0,19,0,35,0,13,0,0,0,0,0,67
SICAYA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,8,1,2,0,0,0,0,0,12
SIPE SIPE,consultas prenatales,repetidas,2024-04-01,0,0,56,0,326,4,38,0,0,0,0,0,424
SOPACHUY,consultas prenatales,repetidas,2024-04-01,0,0,4,1,9,1,1,0,0,0,0,0,16
SORACACHI,consultas prenatales,repetidas,2024-04-01,0,0,5,0,24,0,4,0,0,0,0,0,33
SORATA,consultas prenatales,repetidas,2024-04-01,0,0,13,1,55,5,4,0,0,0,0,0,78
SUCRE,consultas prenatales,repetidas,2024-04-01,7,0,161,0,1141,2,311,1,0,0,0,0,1623
TACACHI,consultas prenatales,repetidas,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TACACOMA,consultas prenatales,repetidas,2024-04-01,0,0,10,2,40,1,1,0,0,0,0,0,54
TACOBAMBA,consultas prenatales,repetidas,2024-04-01,0,0,3,2,16,7,3,3,0,0,0,0,34
TACOPAYA,consultas prenatales,repetidas,2024-04-01,0,0,3,0,7,0,3,2,0,0,0,0,15
TAHUA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,2,0,0,0,0,0,0,0,3
TAPACARI,consultas prenatales,repetidas,2024-04-01,0,0,14,1,45,4,16,0,0,0,0,0,80
TARABUCO,consultas prenatales,repetidas,2024-04-01,0,0,14,3,27,4,1,1,0,0,0,0,50
TARACO,consultas prenatales,repetidas,2024-04-01,0,0,3,0,13,0,4,0,0,0,0,0,20
TARATA,consultas prenatales,repetidas,2024-04-01,2,0,13,0,42,0,8,0,0,0,0,0,65
TARIJA,consultas prenatales,repetidas,2024-04-01,2,0,84,4,887,27,268,8,0,0,0,0,1280
TARVITA,consultas prenatales,repetidas,2024-04-01,0,0,11,8,21,4,8,2,0,0,0,0,54
TEOPONTE,consultas prenatales,repetidas,2024-04-01,0,0,9,0,24,2,4,0,0,0,0,0,39
TIAHUANACU,consultas prenatales,repetidas,2024-04-01,0,0,10,0,23,1,1,0,0,0,0,0,35
TINGUIPAYA,consultas prenatales,repetidas,2024-04-01,0,0,3,2,11,5,10,5,3,3,0,0,42
TIPUANI,consultas prenatales,repetidas,2024-04-01,0,0,5,0,29,0,4,0,0,0,0,0,38
TIQUIPAYA,consultas prenatales,repetidas,2024-04-01,0,0,36,2,227,23,42,5,0,0,0,0,335
TIRAQUE (CBBA),consultas prenatales,repetidas,2024-04-01,0,0,13,0,47,2,6,0,0,0,0,0,68
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2024-04-01,0,0,0,0,3,0,2,0,0,0,0,0,5
TOCO,consultas prenatales,repetidas,2024-04-01,0,0,2,0,19,0,3,0,0,0,0,0,24
TOLATA,consultas prenatales,repetidas,2024-04-01,2,0,14,0,15,0,1,0,0,0,0,0,32
TOLEDO,consultas prenatales,repetidas,2024-04-01,0,0,5,0,11,0,2,0,0,0,0,0,18
TOMAVE,consultas prenatales,repetidas,2024-04-01,0,0,5,0,7,9,1,1,0,0,0,0,23
TOMINA,consultas prenatales,repetidas,2024-04-01,0,0,2,1,20,0,4,0,0,0,0,0,27
TORO TORO,consultas prenatales,repetidas,2024-04-01,1,0,6,2,23,3,11,0,0,0,0,0,46
TOTORA(CBBA),consultas prenatales,repetidas,2024-04-01,2,0,23,0,61,1,9,1,0,0,0,0,97
TOTORA(ORR),consultas prenatales,repetidas,2024-04-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TRIGAL,consultas prenatales,repetidas,2024-04-01,0,0,0,2,2,0,1,0,0,0,0,0,5
TRINIDAD,consultas prenatales,repetidas,2024-04-01,3,0,61,0,489,1,138,0,12,0,0,0,704
TUPIZA,consultas prenatales,repetidas,2024-04-01,1,0,21,1,109,3,94,2,13,2,0,0,246
TURCO,consultas prenatales,repetidas,2024-04-01,0,0,2,0,7,1,1,0,0,0,0,0,11
UMALA,consultas prenatales,repetidas,2024-04-01,0,0,1,0,3,1,4,0,0,0,0,0,9
UNCIA,consultas prenatales,repetidas,2024-04-01,0,0,10,0,125,9,44,0,0,0,0,0,188
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2024-04-01,0,0,23,0,36,1,7,0,0,0,0,0,67
URUBICHA,consultas prenatales,repetidas,2024-04-01,0,0,7,0,3,0,8,0,1,0,0,0,19
UYUNI,consultas prenatales,repetidas,2024-04-01,2,0,34,1,180,2,48,2,2,0,0,0,271
VACAS,consultas prenatales,repetidas,2024-04-01,1,0,7,0,16,0,3,0,0,0,0,0,27
VALLEGRANDE,consultas prenatales,repetidas,2024-04-01,0,0,13,0,63,1,28,1,0,0,0,0,106
VIACHA,consultas prenatales,repetidas,2024-04-01,0,0,37,0,275,4,55,0,0,0,0,0,371
VILA VILA,consultas prenatales,repetidas,2024-04-01,1,1,0,0,3,0,5,1,0,0,0,0,11
VILLA CHARCAS,consultas prenatales,repetidas,2024-04-01,0,0,8,2,22,4,9,4,0,0,0,0,49
VILLA MONTES,consultas prenatales,repetidas,2024-04-01,3,0,34,2,154,3,34,1,0,0,0,0,231
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2024-04-01,1,1,4,1,6,0,1,0,0,0,0,0,14
VILLA RIVERO,consultas prenatales,repetidas,2024-04-01,1,0,7,0,22,0,2,0,0,0,0,0,32
VILLA SERRANO,consultas prenatales,repetidas,2024-04-01,1,0,2,2,20,4,3,3,0,0,0,0,35
VILLA TUNARI,consultas prenatales,repetidas,2024-04-01,1,0,78,0,477,2,120,1,0,0,0,0,679
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2024-04-01,1,0,4,0,22,0,9,1,0,0,0,0,37
VILLAZON,consultas prenatales,repetidas,2024-04-01,0,0,28,1,175,2,40,0,0,0,0,0,246
VINTO,consultas prenatales,repetidas,2024-04-01,1,0,59,6,289,37,55,6,0,0,0,0,453
VITICHI,consultas prenatales,repetidas,2024-04-01,0,0,7,0,15,3,1,0,0,0,0,0,26
WALDO BALLIVIAN,consultas prenatales,repetidas,2024-04-01,0,0,1,0,5,0,1,0,0,0,0,0,7
WARNES,consultas prenatales,repetidas,2024-04-01,3,2,90,3,442,19,89,2,1,0,0,0,651
YACO,consultas prenatales,repetidas,2024-04-01,0,0,7,1,19,0,1,1,0,0,0,0,29
YACUIBA,consultas prenatales,repetidas,2024-04-01,3,0,60,1,303,5,87,0,0,0,0,0,459
YAMPARAEZ,consultas prenatales,repetidas,2024-04-01,0,0,2,1,7,0,9,0,0,0,0,0,19
YANACACHI,consultas prenatales,repetidas,2024-04-01,0,0,1,0,8,0,3,0,0,0,0,0,12
YAPACANI,consultas prenatales,repetidas,2024-04-01,2,1,16,16,92,52,24,8,0,0,0,0,211
YOCALLA,consultas prenatales,repetidas,2024-04-01,2,0,8,0,2,0,8,0,4,1,1,0,26
YOTALA,consultas prenatales,repetidas,2024-04-01,0,0,4,0,24,0,5,0,0,0,0,0,33
