municipality,group,variable,month,DPT (1ra o 2da o 3ra o refuerzos),TOTAL
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,16,16
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,6,6
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,11,11
GUAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,9,9
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,26,26
HUARACAJE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
INQUISIVI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,20,20
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,8,8
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,217,217
LAJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,8,8
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,8,8
LURIBAY,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,9,9
MACHARETI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,13,13
MALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,9,9
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,44,44
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
OCURI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,11,11
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,81,81
PADILLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,21,21
PALCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,6,6
PALOS BLANCOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
PAZÑA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
PORCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
PORONGO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,13,13
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,27,27
PRESTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,11,11
PUERTO ACOSTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,9,9
PUERTO RICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,13,13
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,28,28
PUNATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
QUILLACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,23,23
QUIME,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
RAVELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,20,20
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,13,13
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,49,49
ROBORE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,9,9
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,10,10
SACABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
SAMAIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,18,18
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,24,24
SAN BUENA VENTURA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,10,10
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,59,59
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,10,10
SAN JAVIER(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,6,6
SAN JOAQUIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,5,5
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,20,20
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,6,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,841,841
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,15,15
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,16,16
SANTIAGO DE HUARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SANTIVAÑES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SAPAHAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,24,24
TACOBAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
TACOPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,7,7
TARATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,190,190
TIAWANACU,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,8,8
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,70,70
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,7,7
TOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
TOMINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,81,81
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
UNCIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,44,44
VIACHA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,4,4
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,3,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,7,7
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,80,80
VILLAZON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,1,1
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,8,8
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,67,67
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,49,49
YUNCHARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-05-01,2,2
AIQUILE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
ALCALA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,18,18
ARQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,52,52
ATOCHA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
BOLIVAR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,22,22
BOYUIBE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,2,2
BUENA VISTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,5,5
CAJUATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,2,2
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,5,5
CAPINOTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,20,20
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,6,6
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,26,26
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
CHAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,2,2
CHARAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,13,13
CHAYANTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
CHIMORE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,29,29
CLIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,60,60
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,318,318
COLCAPIRHUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
COLOMI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,58,58
COLQUECHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,6,6
CONCEPCION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,7,7
COPACABANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
CORIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,2,2
COTAGAITA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,8,8
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,10,10
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,2,2
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,214,214
EL CHORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,2,2
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
EL PUENTE(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,10,10
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,33,33
EL VILLAR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,67,67
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,9,9
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,42,42
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,6,6
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
GUANAY,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,5,5
GUAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,31,31
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,6,6
HUACHACALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,13,13
INGAVI (HUMAITA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,14,14
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,7,7
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,69,69
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,9,9
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,177,177
LAJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,29,29
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,31,31
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,4,4
MAPIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
MECAPACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,12,12
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,4,4
MOJOCOYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,9,9
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,65,65
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,7,7
OCURI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,26,26
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,210,210
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
PALCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,12,12
PATACAMAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,4,4
POOPO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
PORCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,1,1
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-06-01,3,3
