,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,11,11,11,11,22
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-04-01,11,7,11,7,18
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2009-04-01,75,23,75,23,98
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2009-04-01,74,4,74,4,78
LA PAZ,vacunaciones en menores de 1 ano,bcg,2009-04-01,1236,8,1236,8,1244
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,7,4,7,11
LAJA,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,19,5,19,24
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,3,4,3,7
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2009-04-01,30,50,30,50,80
LLICA,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,1,4,1,5
LORETO,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,2,3,2,5
LURIBAY,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,5,5,5,10
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2009-04-01,10,1,10,1,11
MACHARETI,vacunaciones en menores de 1 ano,bcg,2009-04-01,9,3,9,3,12
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2009-04-01,10,13,10,13,23
MAIRANA,vacunaciones en menores de 1 ano,bcg,2009-04-01,22,1,22,1,23
MALLA,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,3,1,3,4
MAPIRI,vacunaciones en menores de 1 ano,bcg,2009-04-01,12,7,12,7,19
MECAPACA,vacunaciones en menores de 1 ano,bcg,2009-04-01,16,16,16,16,32
MINEROS,vacunaciones en menores de 1 ano,bcg,2009-04-01,34,5,34,5,39
MIZQUE,vacunaciones en menores de 1 ano,bcg,2009-04-01,31,19,31,19,50
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,9,0,9,9
MOJINETE,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,3,1,3,4
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,10,2,10,12
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2009-04-01,31,7,31,7,38
MONTERO,vacunaciones en menores de 1 ano,bcg,2009-04-01,310,1,310,1,311
MORO MORO,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,9,69,9,69,78
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2009-04-01,2,2,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2009-04-01,0,2,0,2,2
OCURI,vacunaciones en menores de 1 ano,bcg,2009-04-01,11,33,11,33,44
OKINAWA,vacunaciones en menores de 1 ano,bcg,2009-04-01,19,0,19,0,19
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,9,0,9,9
ORURO,vacunaciones en menores de 1 ano,bcg,2009-04-01,573,51,573,51,624
PADCAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,10,9,10,9,19
PADILLA,vacunaciones en menores de 1 ano,bcg,2009-04-01,15,2,15,2,17
PAILON,vacunaciones en menores de 1 ano,bcg,2009-04-01,38,42,38,42,80
PALCA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,15,0,15,15
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2009-04-01,29,30,29,30,59
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,2,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2009-04-01,10,4,10,4,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,4,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,3,2,3,5
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,27,12,27,12,39
PAZÑA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,2,3,2,5
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,18,2,18,20
POCOATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,65,2,65,67
POCONA,vacunaciones en menores de 1 ano,bcg,2009-04-01,8,12,8,12,20
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2009-04-01,8,12,8,12,20
POOPO,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,1,5,1,6
PORCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,14,2,14,2,16
POROMA,vacunaciones en menores de 1 ano,bcg,2009-04-01,14,13,14,13,27
PORONGO,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,9,7,9,16
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2009-04-01,43,4,43,4,47
PORVENIR,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,0,4,0,4
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,2,1,2,3
POTOSI,vacunaciones en menores de 1 ano,bcg,2009-04-01,488,31,488,31,519
PRESTO,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,17,4,17,21
PUCARA,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,2,1,2,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2009-04-01,25,17,25,17,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2009-04-01,14,26,14,26,40
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,10,1,10,11
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,7,0,7,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,6,0,6,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2009-04-01,28,23,28,23,51
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,8,5,8,13
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2009-04-01,44,1,44,1,45
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2009-04-01,121,18,121,18,139
PUNA,vacunaciones en menores de 1 ano,bcg,2009-04-01,16,67,16,67,83
PUNATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,93,4,93,4,97
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,6,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2009-04-01,198,3,198,3,201
QUIME,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,14,1,14,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,39,4,39,43
REYES,vacunaciones en menores de 1 ano,bcg,2009-04-01,25,14,25,14,39
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2009-04-01,327,16,327,16,343
ROBORE,vacunaciones en menores de 1 ano,bcg,2009-04-01,14,20,14,20,34
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2009-04-01,33,5,33,5,38
SABAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,2,1,2,3
SACABA,vacunaciones en menores de 1 ano,bcg,2009-04-01,226,22,226,22,248
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,5,7,5,12
SACACA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,52,3,52,55
SAIPINA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,7,3,7,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,7,7,7,14
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,5,7,5,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2009-04-01,8,20,8,20,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,9,2,9,11
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,3,0,3,3
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2009-04-01,12,3,12,3,15
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2009-04-01,96,81,96,81,177
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2009-04-01,14,19,14,19,33
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2009-04-01,46,6,46,6,52
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2009-04-01,60,28,60,28,88
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,186,19,186,19,205
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2009-04-01,0,1,0,1,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2009-04-01,38,2,38,2,40
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,7,2,7,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2009-04-01,29,15,29,15,44
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-04-01,9,8,9,8,17
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2009-04-01,68,39,68,39,107
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2009-04-01,1,16,1,16,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2009-04-01,11,15,11,15,26
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,33,26,33,26,59
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,30,11,30,11,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,29,0,29,0,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,0,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2009-04-01,21,3,21,3,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-04-01,23,32,23,32,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,6,0,6,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,6,5,6,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2009-04-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2009-04-01,8,5,8,5,13
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-04-01,24,2,24,2,26
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,11,4,11,15
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2009-04-01,53,0,53,0,53
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3420,124,3420,124,3544
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2009-04-01,22,0,22,0,22
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2009-04-01,17,16,17,16,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,11,0,11,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,12,1,12,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,2,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,20,0,20,20
SENA,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,3,5,3,8
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2009-04-01,5,38,5,38,43
SICAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,4,3,4,7
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2009-04-01,38,1,38,1,39
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,5,0,5,5
SORACACHI,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,11,5,11,16
SORATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,22,21,22,21,43
SUCRE,vacunaciones en menores de 1 ano,bcg,2009-04-01,484,19,484,19,503
TACACOMA,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,4,4,4,8
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2009-04-01,11,40,11,40,51
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,9,13,9,13,22
TAPACARI,vacunaciones en menores de 1 ano,bcg,2009-04-01,24,45,24,45,69
TARABUCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,16,11,16,11,27
TARACO,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,5,0,5,5
TARATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,6,5,6,11
TARIJA,vacunaciones en menores de 1 ano,bcg,2009-04-01,372,2,372,2,374
TARVITA,vacunaciones en menores de 1 ano,bcg,2009-04-01,14,13,14,13,27
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2009-04-01,9,5,9,5,14
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,16,7,16,23
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,57,7,57,64
TIPUANI,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,2,5,2,7
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-04-01,81,9,81,9,90
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2009-04-01,79,15,79,15,94
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2009-04-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,4,5,4,9
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,0,2,0,2
TOLATA,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,5,2,5,7
TOLEDO,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,4,5,4,9
TOMAVE,vacunaciones en menores de 1 ano,bcg,2009-04-01,4,22,4,22,26
TOMINA,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,7,7,7,14
TORO TORO,vacunaciones en menores de 1 ano,bcg,2009-04-01,11,35,11,35,46
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2009-04-01,16,21,16,21,37
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2009-04-01,1,9,1,9,10
TRIGAL,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2009-04-01,274,7,274,7,281
TUPIZA,vacunaciones en menores de 1 ano,bcg,2009-04-01,53,22,53,22,75
TURCO,vacunaciones en menores de 1 ano,bcg,2009-04-01,1,4,1,4,5
UMALA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,13,0,13,13
UNCIA,vacunaciones en menores de 1 ano,bcg,2009-04-01,37,50,37,50,87
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2009-04-01,7,1,7,1,8
URUBICHA,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,21,3,21,24
UYUNI,vacunaciones en menores de 1 ano,bcg,2009-04-01,19,7,19,7,26
VACAS,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,17,3,17,20
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2009-04-01,37,0,37,0,37
VIACHA,vacunaciones en menores de 1 ano,bcg,2009-04-01,57,13,57,13,70
VILA VILA,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,5,0,5,5
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2009-04-01,74,1,74,1,75
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2009-04-01,7,7,7,7,14
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2009-04-01,12,9,12,9,21
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2009-04-01,162,33,162,33,195
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2009-04-01,8,7,8,7,15
VILLAZON,vacunaciones en menores de 1 ano,bcg,2009-04-01,59,5,59,5,64
VINTO,vacunaciones en menores de 1 ano,bcg,2009-04-01,103,2,103,2,105
VITICHI,vacunaciones en menores de 1 ano,bcg,2009-04-01,6,10,6,10,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2009-04-01,0,2,0,2,2
WARNES,vacunaciones en menores de 1 ano,bcg,2009-04-01,113,29,113,29,142
YACO,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,20,3,20,23
YACUIBA,vacunaciones en menores de 1 ano,bcg,2009-04-01,150,13,150,13,163
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2009-04-01,5,2,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,bcg,2009-04-01,3,1,3,1,4
YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-04-01,101,10,101,10,111
YOCALLA,vacunaciones en menores de 1 ano,bcg,2009-04-01,6,10,6,10,16
YOTALA,vacunaciones en menores de 1 ano,bcg,2009-04-01,11,2,11,2,13
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2009-04-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2009-04-01,8,4,8,4,12
ACACIO,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,5,0,5,5
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2009-05-01,85,89,85,89,174
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,21,8,21,29
AIQUILE,vacunaciones en menores de 1 ano,bcg,2009-05-01,51,9,51,9,60
ALALAY,vacunaciones en menores de 1 ano,bcg,2009-05-01,2,4,2,4,6
ALCALA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1,0,1,0,1
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,13,8,13,21
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-05-01,3,2,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2009-05-01,6,2,6,2,8
ANZALDO,vacunaciones en menores de 1 ano,bcg,2009-05-01,9,12,9,12,21
APOLO,vacunaciones en menores de 1 ano,bcg,2009-05-01,26,6,26,6,32
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2009-05-01,4,5,4,5,9
ARANI,vacunaciones en menores de 1 ano,bcg,2009-05-01,7,7,7,7,14
ARBIETO,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,18,8,18,26
ARQUE,vacunaciones en menores de 1 ano,bcg,2009-05-01,28,3,28,3,31
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2009-05-01,67,1,67,1,68
ATOCHA,vacunaciones en menores de 1 ano,bcg,2009-05-01,9,8,9,8,17
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1,20,1,20,21
AYATA,vacunaciones en menores de 1 ano,bcg,2009-05-01,4,17,4,17,21
AYO AYO,vacunaciones en menores de 1 ano,bcg,2009-05-01,7,6,7,6,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2009-05-01,50,48,50,48,98
AZURDUY,vacunaciones en menores de 1 ano,bcg,2009-05-01,10,8,10,8,18
BATALLAS,vacunaciones en menores de 1 ano,bcg,2009-05-01,27,10,27,10,37
BAURES,vacunaciones en menores de 1 ano,bcg,2009-05-01,12,1,12,1,13
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,6,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,bcg,2009-05-01,70,2,70,2,72
BETANZOS,vacunaciones en menores de 1 ano,bcg,2009-05-01,24,40,24,40,64
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2009-05-01,9,6,9,6,15
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,4,0,4,4
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-05-01,2,11,2,11,13
CABEZAS,vacunaciones en menores de 1 ano,bcg,2009-05-01,23,46,23,46,69
CAIROMA,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,8,8,8,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2009-05-01,0,15,0,15,15
CAJUATA,vacunaciones en menores de 1 ano,bcg,2009-05-01,17,4,17,4,21
CALACOTO,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,11,0,11,11
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2009-05-01,14,8,14,8,22
CAMARGO,vacunaciones en menores de 1 ano,bcg,2009-05-01,25,7,25,7,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2009-05-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2009-05-01,86,1,86,1,87
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2009-05-01,36,11,36,11,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,6,0,6,6
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2009-05-01,40,14,40,14,54
CARANAVI,vacunaciones en menores de 1 ano,bcg,2009-05-01,118,73,118,73,191
CARAPARI,vacunaciones en menores de 1 ano,bcg,2009-05-01,13,3,13,3,16
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2009-05-01,2,42,2,42,44
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,2,8,2,10
CATACORA,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,2,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2009-05-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2009-05-01,26,27,26,27,53
CHAQUI,vacunaciones en menores de 1 ano,bcg,2009-05-01,5,13,5,13,18
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2009-05-01,14,63,14,63,77
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,0,8,0,8
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1,11,1,11,12
CHIMORE,vacunaciones en menores de 1 ano,bcg,2009-05-01,17,13,17,13,30
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2009-05-01,8,0,8,0,8
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1,2,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2009-05-01,34,9,34,9,43
CHUMA,vacunaciones en menores de 1 ano,bcg,2009-05-01,6,22,6,22,28
CLIZA,vacunaciones en menores de 1 ano,bcg,2009-05-01,19,23,19,23,42
COBIJA,vacunaciones en menores de 1 ano,bcg,2009-05-01,100,3,100,3,103
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1288,39,1288,39,1327
COIPASA,vacunaciones en menores de 1 ano,bcg,2009-05-01,3,0,3,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2009-05-01,92,0,92,0,92
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2009-05-01,12,6,12,6,18
COLLANA,vacunaciones en menores de 1 ano,bcg,2009-05-01,2,3,2,3,5
COLOMI,vacunaciones en menores de 1 ano,bcg,2009-05-01,38,15,38,15,53
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2009-05-01,4,6,4,6,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2009-05-01,18,84,18,84,102
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,6,0,6,6
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2009-05-01,11,62,11,62,73
COMANCHE,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,3,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2009-05-01,32,8,32,8,40
COMBAYA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1,7,1,7,8
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2009-05-01,36,9,36,9,45
COPACABANA,vacunaciones en menores de 1 ano,bcg,2009-05-01,10,9,10,9,19
CORIPATA,vacunaciones en menores de 1 ano,bcg,2009-05-01,20,14,20,14,34
CORO CORO,vacunaciones en menores de 1 ano,bcg,2009-05-01,3,13,3,13,16
COROICO,vacunaciones en menores de 1 ano,bcg,2009-05-01,27,2,27,2,29
CORQUE,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,8,0,8,8
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2009-05-01,6,28,6,28,34
COTOCA,vacunaciones en menores de 1 ano,bcg,2009-05-01,108,5,108,5,113
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2009-05-01,21,26,21,26,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2009-05-01,2,0,2,0,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2009-05-01,4,4,4,4,8
CULPINA,vacunaciones en menores de 1 ano,bcg,2009-05-01,15,9,15,9,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,7,0,7,7
CURVA,vacunaciones en menores de 1 ano,bcg,2009-05-01,1,5,1,5,6
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2009-05-01,3,5,3,5,8
EL ALTO,vacunaciones en menores de 1 ano,bcg,2009-05-01,2025,20,2025,20,2045
EL CHORO,vacunaciones en menores de 1 ano,bcg,2009-05-01,5,3,5,3,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2009-05-01,8,6,8,6,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2009-05-01,6,4,6,4,10
EL TORNO,vacunaciones en menores de 1 ano,bcg,2009-05-01,92,1,92,1,93
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2009-05-01,5,1,5,1,6
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-05-01,43,8,43,8,51
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-05-01,13,15,13,15,28
ESCARA,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,1,0,1,1
ESMERALDA,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2009-05-01,6,4,6,4,10
EXALTACION,vacunaciones en menores de 1 ano,bcg,2009-05-01,0,4,0,4,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2009-05-01,19,1,19,1,20
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2009-05-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2009-05-01,16,2,16,2,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2009-05-01,19,16,19,16,35
GUANAY,vacunaciones en menores de 1 ano,bcg,2009-05-01,15,8,15,8,23
