,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,10,6,10,16
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,42,4,42,4,46
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,11,3,11,14
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,411,43,411,43,454
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,16,3,16,19
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,22,37,22,37,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,13,29,13,29,42
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,22,2,22,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,8,0,8,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,7,0,7,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,17,12,17,12,29
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,8,3,8,3,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,29,9,29,9,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,88,21,88,21,109
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,35,58,35,58,93
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,43,2,43,2,45
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,11,4,11,15
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,195,11,195,11,206
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,21,7,21,28
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,5,32,5,32,37
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,12,8,12,8,20
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,170,60,170,60,230
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,27,3,27,3,30
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,38,4,38,4,42
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,1,6,1,7
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,227,50,227,50,277
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,3,7,3,10
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,39,9,39,48
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,9,4,9,13
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,9,9,9,18
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,5,6,5,6,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,13,9,13,22
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,3,3,3,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,5,4,5,4,9
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,6,6,6,12
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,21,4,21,4,25
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,56,22,56,22,78
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,13,16,13,16,29
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,43,5,43,5,48
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,28,20,28,20,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,90,13,90,13,103
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,2,0,2,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,19,8,19,8,27
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,5,2,5,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,40,16,40,16,56
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,7,7,7,14
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,33,32,33,32,65
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,14,3,14,17
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,17,15,17,15,32
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,27,60,27,60,87
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,24,4,24,4,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,17,0,17,0,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,1,3,1,3,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,23,4,23,4,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,14,34,14,34,48
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,4,3,4,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,8,3,8,3,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,6,0,6,6
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,8,6,8,14
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,23,0,23,0,23
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,5,9,5,9,14
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,30,3,30,3,33
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2301,51,2301,51,2352
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,18,7,18,7,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,23,6,23,6,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,1,6,1,6,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,17,2,17,19
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,9,0,9,9
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,1,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,3,7,3,10
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,9,3,9,12
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,8,6,8,14
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,17,25,17,25,42
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,4,4,4,8
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,55,4,55,4,59
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,5,9,5,14
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,8,7,8,7,15
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,12,36,12,36,48
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,502,38,502,38,540
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,5,9,5,14
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,21,6,21,27
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,15,8,15,8,23
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,33,32,33,32,65
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,21,24,21,24,45
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,5,3,5,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,14,2,14,2,16
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,375,23,375,23,398
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,14,18,14,18,32
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,6,6,6,12
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,13,7,13,20
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,11,57,11,57,68
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,12,5,12,5,17
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,92,11,92,11,103
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,63,22,63,22,85
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,1,2,1,2,3
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,2,2,2,4
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,8,3,8,3,11
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,1,3,1,4
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,10,20,10,20,30
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,15,7,15,7,22
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,13,7,13,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,23,9,23,9,32
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,9,4,9,13
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,3,0,3,3
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,170,9,170,9,179
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,73,20,73,20,93
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,6,1,6,1,7
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,17,0,17,17
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,26,42,26,42,68
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,13,14,13,14,27
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,1,11,1,11,12
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,30,16,30,16,46
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,11,8,11,8,19
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,22,3,22,3,25
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,63,27,63,27,90
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,3,8,3,8,11
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,45,28,45,28,73
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,2,6,2,6,8
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,2,4,2,6
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,23,5,23,5,28
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,130,23,130,23,153
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,4,9,4,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,88,14,88,14,102
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,89,9,89,9,98
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,13,3,13,3,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,0,4,0,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,105,24,105,24,129
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,4,10,4,10,14
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,128,9,128,9,137
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,7,3,7,3,10
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,8,1,8,1,9
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,51,11,51,11,62
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,0,4,0,4,4
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,17,9,17,9,26
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,1,10,1,10,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-03-01,9,6,9,6,15
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,10,1,10,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,27,73,27,73,100
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,6,20,6,20,26
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,24,13,24,13,37
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,10,2,10,12
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,3,2,3,5
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,20,3,20,23
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,3,3,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,11,0,11,11
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,12,1,12,13
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,13,19,13,19,32
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,3,3,3,6
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,6,9,6,9,15
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,19,2,19,21
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,22,4,22,4,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,56,24,56,24,80
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,7,3,7,3,10
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,5,3,5,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,15,1,15,16
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,5,3,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,24,36,24,36,60
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,12,16,12,16,28
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,10,20,10,20,30
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,8,4,8,4,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,4,0,4,4
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,46,19,46,19,65
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,26,50,26,50,76
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,17,2,17,19
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,8,0,8,8
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,7,2,7,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,23,14,23,14,37
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,20,45,20,45,65
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,16,3,16,19
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,25,3,25,28
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,25,5,25,5,30
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,10,0,10,10
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,16,11,16,11,27
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,20,12,20,12,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,2,3,2,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,46,7,46,7,53
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,26,14,26,14,40
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,13,0,13,13
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,39,2,39,41
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,84,54,84,54,138
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,2,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,11,6,11,6,17
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,3,26,3,26,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,10,3,10,3,13
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,31,45,31,45,76
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,4,9,4,9,13
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,40,60,40,60,100
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,3,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,14,30,14,30,44
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,26,16,26,16,42
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,5,0,5,5
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,19,18,19,18,37
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,4,11,4,11,15
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,7,29,7,29,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,105,6,105,6,111
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1173,54,1173,54,1227
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,72,5,72,5,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,2,1,2,3
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,4,1,4,1,5
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,31,21,31,21,52
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,11,6,11,6,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,13,104,13,104,117
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,12,3,12,3,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,10,38,10,38,48
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,6,1,6,7
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,23,10,23,10,33
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,7,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,34,22,34,22,56
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,8,27,8,27,35
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,20,6,20,6,26
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,6,12,6,12,18
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,15,8,15,8,23
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,7,1,7,8
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,27,37,27,37,64
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,101,54,101,54,155
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,19,41,19,41,60
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,1,1,1,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,7,3,7,3,10
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,27,11,27,11,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,2,1,2,3
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,0,1,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,4,11,4,11,15
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1498,203,1498,203,1701
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,1,10,1,10,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,14,7,14,7,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,10,9,10,9,19
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,93,8,93,8,101
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,2,2,2,2,4
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-04-01,29,18,29,18,47
