,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,4,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,0,6,0,6,6
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,6,2,6,2,8
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,27,1,27,1,28
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,4,3,4,7
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,38,6,38,6,44
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2268,56,2268,56,2324
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,14,3,14,3,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,19,10,19,10,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,4,14,4,14,18
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2,16,2,16,18
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,0,8,0,8,8
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,6,4,6,4,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,5,3,5,8
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,5,12,5,12,17
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,10,4,10,4,14
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,13,27,13,27,40
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2,4,2,4,6
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,37,12,37,12,49
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,12,11,12,11,23
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,12,10,12,10,22
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,10,42,10,42,52
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,456,49,456,49,505
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,5,2,5,2,7
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,1,17,1,17,18
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,8,11,8,11,19
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,1,0,1,0,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,33,26,33,26,59
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,25,25,25,25,50
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,9,3,9,12
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,14,13,14,13,27
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,350,45,350,45,395
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,12,25,12,25,37
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,6,8,6,8,14
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,4,8,4,8,12
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,9,71,9,71,80
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,27,5,27,5,32
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,116,26,116,26,142
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,59,13,59,13,72
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,5,6,5,6,11
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,8,1,8,1,9
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,5,1,5,1,6
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,6,15,6,15,21
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,9,7,9,7,16
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,13,17,13,17,30
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,22,15,22,15,37
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,7,3,7,10
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,144,15,144,15,159
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,69,23,69,23,92
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,4,1,4,1,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,0,23,0,23,23
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,15,32,15,32,47
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,22,10,22,10,32
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,1,7,1,7,8
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,30,22,30,22,52
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,8,15,8,15,23
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,23,4,23,4,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,59,29,59,29,88
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,6,3,6,3,9
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,60,20,60,20,80
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2,11,2,11,13
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,5,2,5,2,7
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,13,3,13,3,16
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,115,40,115,40,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,9,5,9,5,14
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,66,17,66,17,83
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,68,13,68,13,81
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,9,10,9,10,19
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,3,2,3,2,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,86,39,86,39,125
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2,15,2,15,17
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,121,17,121,17,138
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,10,5,10,5,15
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,8,2,8,2,10
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,66,14,66,14,80
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,2,15,2,15,17
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,9,5,9,5,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,4,9,4,9,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-03-01,7,7,7,7,14
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,10,1,10,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,26,85,26,85,111
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,14,8,14,22
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,31,16,31,16,47
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,13,1,13,14
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,5,4,5,9
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,27,4,27,31
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,3,3,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,9,0,9,9
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,24,3,24,27
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,18,17,18,17,35
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,10,4,10,14
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,22,8,22,30
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,20,5,20,25
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,17,12,17,12,29
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,54,25,54,25,79
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,10,4,10,14
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,8,3,8,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,12,0,12,12
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,5,3,5,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,18,34,18,34,52
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,14,4,14,4,18
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,7,24,7,24,31
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,5,4,5,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,7,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,44,18,44,18,62
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,36,56,36,56,92
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,10,2,10,12
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,3,2,3,5
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,15,18,15,18,33
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,31,79,31,79,110
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,16,5,16,21
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,17,2,17,19
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,30,3,30,3,33
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,10,3,10,13
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,7,6,7,6,13
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,15,8,15,8,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,2,3,2,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,35,12,35,12,47
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,28,8,28,8,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,13,1,13,14
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,38,5,38,43
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,86,50,86,50,136
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,10,5,10,15
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,7,23,7,23,30
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,8,3,8,11
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,27,42,27,42,69
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,10,11,10,11,21
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,48,53,48,53,101
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,2,3,2,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,15,26,15,26,41
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,35,24,35,24,59
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,2,0,2,2
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,13,12,13,12,25
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,8,6,8,14
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,31,5,31,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,83,16,83,16,99
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1140,52,1140,52,1192
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,1,3,1,4
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,73,6,73,6,79
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,13,29,13,29,42
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,7,8,7,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,100,8,100,108
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,10,7,10,7,17
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,42,6,42,48
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,31,9,31,9,40
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,37,26,37,26,63
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,11,19,11,19,30
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,15,12,15,12,27
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,13,1,13,14
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,16,6,16,22
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,8,6,8,14
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,23,47,23,47,70
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,89,51,89,51,140
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,27,29,27,29,56
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,1,3,1,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,1,4,1,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,24,15,24,15,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,4,8,4,12
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,6,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,7,2,7,9
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1424,306,1424,306,1730
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,6,6,6,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,14,1,14,1,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,9,24,9,24,33
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,88,7,88,7,95
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,2,1,2,3
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,33,41,33,41,74
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,15,16,15,16,31
ESCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,9,5,9,5,14
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,4,0,4,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,16,5,16,5,21
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,24,15,24,15,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,15,3,15,18
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,19,10,19,10,29
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,9,0,9,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,65,28,65,28,93
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,27,19,27,19,46
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,5,4,5,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,6,0,6,6
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,3,1,3,4
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,35,29,35,29,64
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,6,4,6,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,6,5,6,11
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,14,5,14,19
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,9,6,9,15
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,38,31,38,31,69
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,4,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,31,4,31,35
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,15,20,15,20,35
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,16,7,16,7,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,12,11,12,11,23
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,60,27,60,27,87
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,109,15,109,15,124
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1169,93,1169,93,1262
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,0,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,5,5,5,10
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,10,13,10,13,23
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,3,2,3,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,2,1,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,35,79,35,79,114
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,0,1,0,1
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,8,3,8,11
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,9,6,9,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,8,1,8,9
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,5,8,5,13
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,16,8,16,8,24
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,16,6,16,6,22
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,13,15,13,15,28
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,6,10,6,10,16
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,32,6,32,6,38
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,30,40,30,40,70
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,11,1,11,12
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,4,6,4,6,10
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,33,12,33,12,45
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,175,34,175,34,209
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,1,3,1,3,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,21,82,21,82,103
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,3,8,3,8,11
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,0,5,0,5,5
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,14,35,14,35,49
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,17,12,17,12,29
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,5,15,5,15,20
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,398,248,398,248,646
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,13,32,13,32,45
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-04-01,8,7,8,7,15
