,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,11,7,11,7,18
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,7,5,7,5,12
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,6,20,6,20,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,27,9,27,9,36
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,4,5,4,5,9
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,285,7,285,7,292
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,62,18,62,18,80
TURCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,1,1,1,1,2
UMALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,0,14,0,14,14
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,22,37,22,37,59
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,19,9,19,9,28
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,0,11,0,11,11
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,39,0,39,0,39
VACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,11,5,11,5,16
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,24,5,24,5,29
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,75,15,75,15,90
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,1,13,1,13,14
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,58,8,58,8,66
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,3,1,3,1,4
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,6,1,6,1,7
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,23,14,23,14,37
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,127,12,127,12,139
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,10,5,10,5,15
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,82,8,82,8,90
VINTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,53,1,53,1,54
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,10,10,10,10,20
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,2,0,2,0,2
WARNES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,108,30,108,30,138
YACO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,5,13,5,13,18
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,139,6,139,6,145
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,10,7,10,7,17
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,9,2,9,2,11
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,61,5,61,5,66
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,2,14,2,14,16
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,9,6,9,6,15
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,5,5,5,5,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-03-01,17,7,17,7,24
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,10,2,10,12
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,34,62,34,62,96
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,10,6,10,16
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,38,15,38,15,53
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,8,0,8,8
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,0,3,0,3
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,14,3,14,17
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,3,3,3,6
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,2,1,2,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,17,1,17,18
APOLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,22,18,22,18,40
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,13,1,13,14
ARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,12,9,12,9,21
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,17,4,17,21
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,25,14,25,14,39
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,71,7,71,7,78
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,12,5,12,5,17
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,3,1,3,4
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,13,2,13,15
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,2,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,26,39,26,39,65
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,10,12,10,12,22
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,17,4,17,4,21
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,0,4,0,4
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,6,0,6,6
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,46,3,46,3,49
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,39,41,39,41,80
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,24,1,24,25
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,1,3,1,4
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,18,8,18,8,26
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,33,26,33,26,59
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,14,3,14,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,12,3,12,15
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,15,9,15,9,24
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,9,5,9,14
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,8,11,8,11,19
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,25,17,25,17,42
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,1,1,1,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,43,4,43,4,47
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,35,3,35,3,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,19,1,19,20
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,43,3,43,46
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,95,48,95,48,143
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,10,6,10,6,16
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,16,6,16,22
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,1,6,1,7
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,1,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,25,48,25,48,73
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,9,6,9,15
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,39,56,39,56,95
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,0,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,19,26,19,26,45
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,31,5,31,5,36
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,14,16,14,16,30
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,8,5,8,13
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,12,21,12,21,33
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,117,0,117,0,117
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1211,1,1211,1,1212
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,2,1,2,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,92,0,92,0,92
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,1,4,1,5
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,47,8,47,8,55
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,14,3,14,3,17
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,10,93,10,93,103
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,7,8,7,8,15
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,11,49,11,49,60
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,20,9,20,9,29
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,28,18,28,18,46
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,17,5,17,22
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,22,5,22,5,27
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,9,3,9,12
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,16,7,16,7,23
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,6,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,22,46,22,46,68
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,94,32,94,32,126
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,30,40,30,40,70
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,6,1,6,7
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,19,14,19,14,33
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,3,6,3,9
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,4,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,9,3,9,12
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1931,4,1931,4,1935
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,6,1,6,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,16,5,16,5,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,15,14,15,14,29
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,82,5,82,5,87
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,8,3,8,3,11
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,38,7,38,7,45
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,17,22,17,22,39
ESCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,2,0,2,2
ESMERALDA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,10,6,10,16
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,22,9,22,9,31
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,0,5,0,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,24,3,24,3,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,9,9,9,9,18
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,14,6,14,6,20
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,14,2,14,16
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,78,21,78,21,99
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,17,13,17,13,30
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,19,4,19,4,23
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,1,2,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,2,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,49,35,49,35,84
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,9,5,9,14
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,7,3,7,10
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,5,1,5,6
ICLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,8,16,8,16,24
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,25,36,25,36,61
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,5,0,5,5
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,7,31,7,31,38
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,7,11,7,11,18
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,15,3,15,3,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,13,11,13,11,24
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,64,17,64,17,81
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,86,1,86,1,87
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1401,3,1401,3,1404
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,13,4,13,17
LAJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,17,21,17,21,38
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,3,2,3,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,35,33,35,33,68
LLICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,0,5,0,5
LORETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,7,3,7,10
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,5,6,5,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,2,2,2,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,13,2,13,2,15
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,9,8,9,8,17
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,22,2,22,2,24
MALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,1,3,1,4
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,17,12,17,12,29
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,9,11,9,11,20
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,51,7,51,7,58
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,34,34,34,34,68
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,3,11,3,11,14
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,2,4,2,6
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,3,5,3,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,32,9,32,9,41
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,195,13,195,13,208
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,15,58,15,58,73
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,3,2,3,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,3,1,3,4
OCURI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,21,42,21,42,63
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,12,7,12,7,19
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,11,4,11,15
ORURO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,470,107,470,107,577
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,12,17,12,17,29
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,10,8,10,8,18
PAILON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,29,17,29,17,46
PALCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,14,4,14,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,22,15,22,15,37
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,3,4,3,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,16,3,16,3,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,0,1,0,1
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,2,1,2,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,25,6,25,6,31
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,4,4,4,8
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,9,2,9,11
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,46,4,46,50
POCONA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,14,16,14,16,30
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,16,4,16,4,20
POOPO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,11,8,11,8,19
PORCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,21,7,21,7,28
POROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,13,27,13,27,40
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,11,12,11,12,23
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,30,19,30,19,49
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,4,2,4,2,6
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,1,2,1,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,318,33,318,33,351
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,19,0,19,19
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,3,1,3,4
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,43,12,43,12,55
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,14,24,14,24,38
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,12,6,12,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,6,5,6,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,11,0,11,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,15,19,15,19,34
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,10,8,10,8,18
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,38,8,38,8,46
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,97,24,97,24,121
PUNA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,32,53,32,53,85
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,44,2,44,2,46
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,3,2,3,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,223,2,223,2,225
QUIME,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,7,10,7,10,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,1,0,1,1
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,5,27,5,27,32
REYES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,13,0,13,0,13
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,236,23,236,23,259
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,47,3,47,3,50
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,31,7,31,7,38
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,2,6,2,6,8
SACABA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,185,30,185,30,215
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,7,6,7,6,13
SACACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,6,45,6,45,51
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-04-01,0,7,0,7,7
