,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,2,4,2,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,1,12,1,12,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,0,6,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,0,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,3,4,3,7
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,5,2,5,7
SENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,11,13,11,13,24
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,2,2,2,4
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,17,0,17,0,17
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,7,4,7,11
SORACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,9,2,9,11
SORATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,3,10,3,10,13
SUCRE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,290,20,290,20,310
TACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,7,14,7,14,21
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,6,20,6,20,26
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,10,13,10,13,23
TAPACARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,16,35,16,35,51
TARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,16,15,16,15,31
TARACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,5,2,5,7
TARATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,11,4,11,4,15
TARIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,246,7,246,7,253
TARVITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,12,9,12,9,21
TEOPONTE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,0,9,0,9,9
TIAWANACU,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,13,17,13,17,30
TINGUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,6,38,6,38,44
TIPUANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,10,0,10,0,10
TIQUIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,62,0,62,0,62
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,55,10,55,10,65
TOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,7,1,7,1,8
TOLATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,6,4,6,4,10
TOLEDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,3,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,18,4,18,4,22
TOMINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,8,4,8,4,12
TORO TORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,5,15,5,15,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,14,6,14,6,20
TOTORA(ORR),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,4,2,4,6
TRIGAL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,125,13,125,13,138
TUPIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,42,14,42,14,56
TURCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,3,0,3,0,3
UMALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,0,10,0,10,10
UNCIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,16,19,16,19,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,15,4,15,4,19
URUBICHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,3,13,3,13,16
UYUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,2,0,2,0,2
VACAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,3,14,3,14,17
VALLEGRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,17,2,17,2,19
VIACHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,36,18,36,18,54
VILA VILA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,1,10,1,10,11
VILLA MONTES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,32,8,32,8,40
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,3,0,3,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,6,4,6,4,10
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,11,9,11,9,20
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,128,21,128,21,149
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,5,1,5,1,6
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,55,5,55,5,60
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,46,0,46,0,46
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,16,17,16,17,33
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,84,32,84,32,116
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,1,11,1,11,12
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,93,3,93,3,96
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,7,4,7,11
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,0,4,0,4
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,62,1,62,1,63
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,1,11,1,11,12
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,4,2,4,2,6
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,0,9,0,9,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-04-01,5,4,5,4,9
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,6,8,6,8,14
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,37,49,37,49,86
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,10,7,10,7,17
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,29,14,29,14,43
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,7,0,7,7
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,0,2,0,2
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,6,15,6,15,21
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,3,1,3,4
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,7,5,7,12
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,17,9,17,9,26
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,6,3,6,9
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,11,8,11,19
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,16,5,16,21
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,26,7,26,7,33
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,32,2,32,2,34
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,9,5,9,14
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,6,1,6,7
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,8,4,8,12
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,41,31,41,31,72
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,10,9,10,19
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,19,0,19,0,19
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,3,8,3,11
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,10,0,10,10
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,58,8,58,8,66
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,26,39,26,39,65
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,6,13,6,13,19
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,3,2,3,5
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,18,11,18,11,29
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,25,14,25,14,39
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,18,3,18,21
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,6,0,6,6
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,1,12,1,13
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,6,4,6,10
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,7,8,7,15
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,7,12,7,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,45,10,45,10,55
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,31,7,31,7,38
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,11,3,11,14
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,34,11,34,11,45
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,96,34,96,34,130
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,6,12,6,18
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,29,4,29,33
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,4,3,4,7
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,19,10,19,10,29
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,4,7,4,11
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,19,27,19,27,46
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,2,2,2,4
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,16,11,16,11,27
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,27,6,27,6,33
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,11,11,11,11,22
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,5,4,5,9
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,15,27,15,27,42
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,79,14,79,14,93
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1067,1,1067,1,1068
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,50,0,50,0,50
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,16,0,16,0,16
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,27,2,27,2,29
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,5,3,5,8
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,11,60,11,60,71
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,2,9,2,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,13,3,13,16
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,5,4,5,9
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,10,15,10,15,25
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,7,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,26,5,26,5,31
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,14,3,14,17
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,10,2,10,2,12
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,4,3,4,7
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,4,12,4,16
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,6,5,6,5,11
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,26,12,26,38
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,53,15,53,15,68
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,12,12,12,24
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,1,2,1,3
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,12,12,12,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,3,8,3,11
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,2,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,5,0,5,5
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1065,4,1065,4,1069
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,4,4,4,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,12,7,12,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,10,9,10,19
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,85,14,85,14,99
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,1,7,1,8
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,29,2,29,2,31
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,17,21,17,21,38
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,0,4,0,4
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,2,2,2,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,24,7,24,7,31
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,1,4,1,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,27,0,27,0,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,4,5,4,9
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,11,4,11,4,15
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,4,2,4,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,69,23,69,23,92
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,14,11,14,11,25
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,10,7,10,7,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,2,1,2,3
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,38,15,38,15,53
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,3,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,7,3,7,10
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,14,9,14,9,23
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,38,29,38,29,67
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,8,0,8,8
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,15,2,15,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,10,9,10,9,19
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,1,9,1,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,15,3,15,3,18
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,38,3,38,3,41
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,55,5,55,5,60
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1124,28,1124,28,1152
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,6,9,6,15
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,17,12,17,29
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,0,5,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,39,19,39,19,58
LLICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,2,3,2,5
LORETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,13,2,13,15
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,10,9,10,19
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,0,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,6,7,6,7,13
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,11,5,11,16
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,17,1,17,1,18
MALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,6,2,6,2,8
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,13,4,13,4,17
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,10,12,10,22
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,40,0,40,0,40
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,34,19,34,19,53
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,10,7,10,17
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,5,3,5,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,37,9,37,9,46
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,155,3,155,3,158
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,5,3,5,8
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,15,30,15,30,45
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,1,3,1,3,4
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,18,34,18,34,52
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,11,6,11,6,17
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,13,7,13,20
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,409,53,409,53,462
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,11,9,11,9,20
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,6,8,6,14
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,16,4,16,4,20
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,5,7,5,12
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,34,5,34,5,39
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,9,0,9,0,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,12,7,12,7,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,1,0,1,1
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,2,1,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,24,5,24,5,29
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,2,5,2,7
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,3,4,3,4,7
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,59,7,59,66
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,14,8,14,8,22
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,19,6,19,6,25
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,0,7,0,7
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,11,2,11,2,13
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,8,30,8,30,38
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,16,5,16,21
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,29,2,29,2,31
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,7,3,7,3,10
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,408,12,408,12,420
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-05-01,5,12,5,12,17
