,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2016-04-01,154,122,85,71,67,105,137,274,48,64,0,0,0,0,491,636,1127
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2016-04-01,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2016-04-01,1,0,0,2,0,1,5,6,1,3,0,0,0,0,7,12,19
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2016-04-01,1,1,2,1,0,8,11,10,7,3,0,0,0,0,21,23,44
SANTIVAÑES,atencion odontologica,endodoncia,2016-04-01,0,2,0,1,2,0,6,9,1,0,0,0,0,0,9,12,21
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2016-04-01,4,0,0,1,0,0,0,1,0,0,0,0,0,0,4,2,6
SAPAHAQUI,atencion odontologica,endodoncia,2016-04-01,0,0,1,0,0,4,2,3,1,2,0,0,0,0,4,9,13
SENA,atencion odontologica,endodoncia,2016-04-01,2,1,0,0,0,0,0,7,0,0,0,0,0,0,2,8,10
SHINAOTA,atencion odontologica,endodoncia,2016-04-01,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,4,5
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2016-04-01,0,2,0,1,0,1,2,2,0,0,0,0,0,0,2,6,8
SIPE SIPE,atencion odontologica,endodoncia,2016-04-01,15,18,13,15,0,3,4,11,9,4,0,0,0,0,41,51,92
SOPACHUY,atencion odontologica,endodoncia,2016-04-01,0,4,3,8,5,3,5,12,0,2,0,0,0,0,13,29,42
SORACACHI,atencion odontologica,endodoncia,2016-04-01,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,4,5
SORATA,atencion odontologica,endodoncia,2016-04-01,1,1,0,1,0,0,0,3,0,0,0,0,0,0,1,5,6
SUCRE,atencion odontologica,endodoncia,2016-04-01,197,190,151,138,52,54,101,236,23,18,0,0,0,0,524,636,1160
TACACOMA,atencion odontologica,endodoncia,2016-04-01,0,0,0,1,0,1,2,2,0,0,0,0,0,0,2,4,6
TACOPAYA,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
TAPACARI,atencion odontologica,endodoncia,2016-04-01,5,10,1,4,2,3,4,17,0,2,0,0,0,0,12,36,48
TARABUCO,atencion odontologica,endodoncia,2016-04-01,0,1,1,3,1,1,0,3,2,0,0,0,0,0,4,8,12
TARATA,atencion odontologica,endodoncia,2016-04-01,0,1,0,2,0,0,3,1,2,0,0,0,0,0,5,4,9
TARIJA,atencion odontologica,endodoncia,2016-04-01,22,18,80,57,48,69,153,231,65,12,0,0,0,0,368,387,755
TARVITA,atencion odontologica,endodoncia,2016-04-01,0,1,0,0,2,1,0,1,2,0,0,0,0,0,4,3,7
TEOPONTE,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
TIAWANACU,atencion odontologica,endodoncia,2016-04-01,0,0,1,1,0,8,1,5,1,2,0,0,0,0,3,16,19
TINGUIPAYA,atencion odontologica,endodoncia,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TIPUANI,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,2,1,4,0,1,0,0,0,0,1,7,8
TIQUIPAYA,atencion odontologica,endodoncia,2016-04-01,41,21,4,4,2,0,5,16,3,14,0,0,0,0,55,55,110
TIRAQUE (CBBA),atencion odontologica,endodoncia,2016-04-01,1,0,3,1,0,2,0,3,0,1,0,0,0,0,4,7,11
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2016-04-01,0,0,0,1,0,1,2,2,0,0,0,0,0,0,2,4,6
TOCO,atencion odontologica,endodoncia,2016-04-01,1,0,0,1,0,0,2,8,1,0,0,0,0,0,4,9,13
TOLATA,atencion odontologica,endodoncia,2016-04-01,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,3,4
TOLEDO,atencion odontologica,endodoncia,2016-04-01,1,0,0,0,0,3,2,7,1,1,0,0,0,0,4,11,15
TOMAVE,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,1,1,1,3,0,0,0,0,0,0,2,4,6
TOMINA,atencion odontologica,endodoncia,2016-04-01,5,3,1,1,1,1,0,12,1,0,0,0,0,0,8,17,25
TORO TORO,atencion odontologica,endodoncia,2016-04-01,0,0,0,1,0,1,1,6,0,1,0,0,0,0,1,9,10
TOTORA(CBBA),atencion odontologica,endodoncia,2016-04-01,1,2,0,4,0,2,0,1,0,0,0,0,0,0,1,9,10
TOTORA(ORR),atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,6,8
TRIGAL,atencion odontologica,endodoncia,2016-04-01,1,0,1,4,0,0,0,3,1,0,0,0,0,0,3,7,10
TRINIDAD,atencion odontologica,endodoncia,2016-04-01,10,3,14,3,12,18,44,16,6,8,0,0,0,0,86,48,134
TUPIZA,atencion odontologica,endodoncia,2016-04-01,5,13,12,17,3,12,16,34,8,10,0,0,0,0,44,86,130
TURCO,atencion odontologica,endodoncia,2016-04-01,1,0,1,1,0,0,0,4,0,2,0,0,0,0,2,7,9
UMALA,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,atencion odontologica,endodoncia,2016-04-01,10,7,2,0,1,1,1,4,0,3,0,0,0,0,14,15,29
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2016-04-01,1,1,1,4,3,4,3,12,0,1,0,0,0,0,8,22,30
UYUNI,atencion odontologica,endodoncia,2016-04-01,6,0,4,8,5,3,8,26,2,1,0,0,0,0,25,38,63
VACAS,atencion odontologica,endodoncia,2016-04-01,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,2,5
VALLEGRANDE,atencion odontologica,endodoncia,2016-04-01,7,0,1,5,0,13,6,21,0,1,0,0,0,0,14,40,54
VIACHA,atencion odontologica,endodoncia,2016-04-01,24,24,4,3,1,2,1,17,3,5,0,0,0,0,33,51,84
VILA VILA,atencion odontologica,endodoncia,2016-04-01,0,0,2,0,1,0,0,6,0,0,0,0,0,0,3,6,9
VILLA CHARCAS,atencion odontologica,endodoncia,2016-04-01,1,2,1,0,0,2,0,3,0,0,0,0,0,0,2,7,9
VILLA MONTES,atencion odontologica,endodoncia,2016-04-01,2,4,7,12,8,8,22,28,4,1,0,0,0,0,43,53,96
VILLA RIVERO,atencion odontologica,endodoncia,2016-04-01,2,5,0,0,0,0,3,4,1,4,0,0,0,0,6,13,19
VILLA SERRANO,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
VILLA TUNARI,atencion odontologica,endodoncia,2016-04-01,17,21,6,5,5,23,20,37,3,3,0,0,0,0,51,89,140
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2016-04-01,8,3,0,3,1,3,2,7,0,0,0,0,0,0,11,16,27
VILLAZON,atencion odontologica,endodoncia,2016-04-01,12,23,15,13,6,25,20,34,0,15,0,0,0,0,53,110,163
VINTO,atencion odontologica,endodoncia,2016-04-01,17,11,2,1,0,2,1,15,0,1,0,0,0,0,20,30,50
VITICHI,atencion odontologica,endodoncia,2016-04-01,1,0,1,1,0,1,0,4,0,0,0,0,0,0,2,6,8
WALDO BALLIVIAN,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
WARNES,atencion odontologica,endodoncia,2016-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
YACO,atencion odontologica,endodoncia,2016-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YACUIBA,atencion odontologica,endodoncia,2016-04-01,2,3,20,8,8,2,15,31,4,0,0,0,0,0,49,44,93
YAMPARAEZ,atencion odontologica,endodoncia,2016-04-01,2,1,1,2,3,2,2,5,1,0,0,0,0,0,9,10,19
YANACACHI,atencion odontologica,endodoncia,2016-04-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
YAPACANI,atencion odontologica,endodoncia,2016-04-01,9,17,2,1,1,17,0,24,5,3,0,0,0,0,17,62,79
YOCALLA,atencion odontologica,endodoncia,2016-04-01,4,0,0,0,2,0,0,5,0,0,0,0,0,0,6,5,11
YOTALA,atencion odontologica,endodoncia,2016-04-01,5,0,3,6,2,1,2,6,0,0,0,0,0,0,12,13,25
YUNCHARA,atencion odontologica,endodoncia,2016-04-01,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,4,5
ZUDAÑEZ,atencion odontologica,endodoncia,2016-04-01,1,0,1,0,0,1,0,5,0,0,0,0,0,0,2,6,8
ACACIO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,atencion odontologica,endodoncia,2016-05-01,5,8,1,1,1,3,4,2,7,0,0,0,0,0,18,14,32
ACHOCALLA,atencion odontologica,endodoncia,2016-05-01,2,1,1,1,0,1,2,5,0,0,0,0,0,0,5,8,13
AIQUILE,atencion odontologica,endodoncia,2016-05-01,5,2,7,6,1,2,8,13,7,21,0,0,0,0,28,44,72
ALCALA,atencion odontologica,endodoncia,2016-05-01,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,8,8
ALTO BENI,atencion odontologica,endodoncia,2016-05-01,4,1,1,0,0,2,1,4,3,0,0,0,0,0,9,7,16
ANDAMARCA,atencion odontologica,endodoncia,2016-05-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,4
ANTEQUERA,atencion odontologica,endodoncia,2016-05-01,2,1,1,1,0,0,0,1,0,0,0,0,0,0,3,3,6
ANZALDO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
APOLO,atencion odontologica,endodoncia,2016-05-01,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,3,5
ARAMPAMPA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ARANI,atencion odontologica,endodoncia,2016-05-01,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3,4,7
ARBIETO,atencion odontologica,endodoncia,2016-05-01,4,4,0,0,0,1,3,7,0,0,0,0,0,0,7,12,19
ARQUE,atencion odontologica,endodoncia,2016-05-01,1,0,1,1,0,0,1,5,0,0,0,0,0,0,3,6,9
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2016-05-01,3,8,0,3,4,3,1,8,2,0,0,0,0,0,10,22,32
ATOCHA,atencion odontologica,endodoncia,2016-05-01,8,6,23,19,5,7,78,65,21,15,0,0,0,0,135,112,247
AUCAPATA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
AYATA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYO AYO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2016-05-01,7,3,8,39,5,16,19,36,4,2,0,0,0,0,43,96,139
AZURDUY,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
BELEN DE URMIRI,atencion odontologica,endodoncia,2016-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BERMEJO,atencion odontologica,endodoncia,2016-05-01,0,1,5,7,8,8,13,24,0,0,0,0,0,0,26,40,66
BETANZOS,atencion odontologica,endodoncia,2016-05-01,3,3,7,4,5,6,7,24,0,0,0,0,0,0,22,37,59
BOLIVAR,atencion odontologica,endodoncia,2016-05-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
BUENA VISTA,atencion odontologica,endodoncia,2016-05-01,0,0,1,0,1,1,2,5,2,2,0,0,0,0,6,8,14
CABEZAS,atencion odontologica,endodoncia,2016-05-01,3,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,5
CAIROMA,atencion odontologica,endodoncia,2016-05-01,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,6
"CAIZA ""D""",atencion odontologica,endodoncia,2016-05-01,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,8,9
CAJUATA,atencion odontologica,endodoncia,2016-05-01,0,0,0,3,0,1,1,2,0,0,0,0,0,0,1,6,7
CALAMARCA,atencion odontologica,endodoncia,2016-05-01,2,0,0,1,1,0,0,5,0,1,0,0,0,0,3,7,10
CAMARGO,atencion odontologica,endodoncia,2016-05-01,4,6,0,1,0,0,1,5,1,2,0,0,0,0,6,14,20
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,atencion odontologica,endodoncia,2016-05-01,14,3,4,6,0,1,14,37,2,0,0,0,0,0,34,47,81
CAPINOTA,atencion odontologica,endodoncia,2016-05-01,3,2,2,3,2,0,2,4,2,3,0,0,0,0,11,12,23
CAQUIAVIRI,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,atencion odontologica,endodoncia,2016-05-01,10,4,2,4,4,5,2,10,0,2,0,0,0,0,18,25,43
CARANAVI,atencion odontologica,endodoncia,2016-05-01,0,8,1,2,1,7,3,4,1,0,0,0,0,0,6,21,27
CARAPARI,atencion odontologica,endodoncia,2016-05-01,0,1,2,2,8,10,11,14,0,0,0,0,0,0,21,27,48
CARIPUYO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CATACORA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,atencion odontologica,endodoncia,2016-05-01,11,20,5,0,0,4,3,18,2,1,0,0,0,0,21,43,64
CHAQUI,atencion odontologica,endodoncia,2016-05-01,1,0,3,1,0,3,0,3,2,1,0,0,0,0,6,8,14
CHARAGUA,atencion odontologica,endodoncia,2016-05-01,0,1,0,1,1,3,2,1,0,0,0,0,0,0,3,6,9
CHAYANTA,atencion odontologica,endodoncia,2016-05-01,4,4,0,6,2,3,5,1,1,0,0,0,0,0,12,14,26
CHIMORE,atencion odontologica,endodoncia,2016-05-01,3,3,1,0,0,3,3,3,1,1,0,0,0,0,8,10,18
CHIPAYA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
CHOQUE COTA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
CHUA COCANI,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,2,0,3,1,0,0,0,0,0,0,5,1,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2016-05-01,8,15,3,3,2,3,2,6,0,0,0,0,0,0,15,27,42
CHUMA,atencion odontologica,endodoncia,2016-05-01,0,0,2,2,1,8,5,19,1,0,0,0,0,0,9,29,38
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2016-05-01,1,1,0,0,0,0,0,4,2,2,0,0,0,0,3,7,10
CKOCHAS,atencion odontologica,endodoncia,2016-05-01,1,0,0,0,0,2,0,2,0,1,0,0,0,0,1,5,6
CLIZA,atencion odontologica,endodoncia,2016-05-01,1,3,2,3,0,1,3,6,2,1,0,0,0,0,8,14,22
COBIJA,atencion odontologica,endodoncia,2016-05-01,8,11,21,7,7,8,7,12,1,3,0,0,0,0,44,41,85
COCAPATA,atencion odontologica,endodoncia,2016-05-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
COCHABAMBA,atencion odontologica,endodoncia,2016-05-01,201,153,173,141,93,166,277,466,120,70,0,0,0,0,864,996,1860
COIPASA,atencion odontologica,endodoncia,2016-05-01,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,4
COLCAPIRHUA,atencion odontologica,endodoncia,2016-05-01,15,17,1,2,0,0,0,6,5,4,0,0,0,0,21,29,50
"COLCHA ""K""",atencion odontologica,endodoncia,2016-05-01,3,4,0,0,0,0,0,2,3,0,0,0,0,0,6,6,12
COLLANA,atencion odontologica,endodoncia,2016-05-01,2,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,5
COLOMI,atencion odontologica,endodoncia,2016-05-01,14,6,0,0,0,3,0,7,4,2,0,0,0,0,18,18,36
COLQUECHACA,atencion odontologica,endodoncia,2016-05-01,12,10,2,1,1,2,17,19,4,1,0,0,0,0,36,33,69
COLQUENCHA,atencion odontologica,endodoncia,2016-05-01,0,0,0,12,0,2,0,3,0,0,0,0,0,0,0,17,17
COLQUIRI,atencion odontologica,endodoncia,2016-05-01,1,2,1,1,3,2,14,10,1,1,0,0,0,0,20,16,36
COMANCHE,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
COMARAPA,atencion odontologica,endodoncia,2016-05-01,5,3,7,2,12,19,13,31,1,2,0,0,0,0,38,57,95
CONCEPCION,atencion odontologica,endodoncia,2016-05-01,7,0,0,0,1,1,0,1,0,0,0,0,0,0,8,2,10
COPACABANA,atencion odontologica,endodoncia,2016-05-01,4,0,0,0,0,1,1,1,0,1,0,0,0,0,5,3,8
CORIPATA,atencion odontologica,endodoncia,2016-05-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3
CORO CORO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COROICO,atencion odontologica,endodoncia,2016-05-01,2,6,5,8,6,7,5,22,0,1,0,0,0,0,18,44,62
CORQUE,atencion odontologica,endodoncia,2016-05-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
COTAGAITA,atencion odontologica,endodoncia,2016-05-01,0,1,12,21,22,18,12,52,5,3,0,0,0,0,51,95,146
COTOCA,atencion odontologica,endodoncia,2016-05-01,1,0,2,0,0,1,0,13,0,0,0,0,0,0,3,14,17
CUATRO CAÑADAS,atencion odontologica,endodoncia,2016-05-01,1,2,2,1,0,1,2,6,2,0,0,0,0,0,7,10,17
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2016-05-01,1,0,4,2,0,0,1,1,0,0,0,0,0,0,6,3,9
CUEVO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,1,0,2,6,0,0,0,0,0,0,3,6,9
CULPINA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,4,5
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2016-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CURVA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
DESAGUADERO,atencion odontologica,endodoncia,2016-05-01,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,3,5
EL ALTO,atencion odontologica,endodoncia,2016-05-01,206,181,214,196,47,118,103,231,39,37,0,0,0,0,609,763,1372
EL CHORO,atencion odontologica,endodoncia,2016-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL PUENTE(STC),atencion odontologica,endodoncia,2016-05-01,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,4
EL PUENTE(TJA),atencion odontologica,endodoncia,2016-05-01,0,0,3,3,1,5,4,13,0,1,0,0,0,0,8,22,30
EL TORNO,atencion odontologica,endodoncia,2016-05-01,4,8,3,4,6,12,3,9,11,5,0,0,0,0,27,38,65
EL VILLAR,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2016-05-01,0,0,2,6,8,7,9,20,5,1,0,0,0,0,24,34,58
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2016-05-01,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,8,9
ESCOMA,atencion odontologica,endodoncia,2016-05-01,0,0,5,4,0,2,3,3,0,1,0,0,0,0,8,10,18
EUCALIPTUS,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),atencion odontologica,endodoncia,2016-05-01,0,0,2,1,0,2,1,0,0,0,0,0,0,0,3,3,6
FERNANDEZ ALONSO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,3,5
FILADELFIA,atencion odontologica,endodoncia,2016-05-01,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2016-05-01,0,2,0,4,0,2,3,5,1,2,0,0,0,0,4,15,19
GUANAY,atencion odontologica,endodoncia,2016-05-01,3,3,1,4,1,1,4,3,5,1,0,0,0,0,14,12,26
GUAQUI,atencion odontologica,endodoncia,2016-05-01,0,1,1,0,1,2,7,9,0,0,0,0,0,0,9,12,21
GUAYARAMERIN,atencion odontologica,endodoncia,2016-05-01,5,6,2,3,2,1,3,7,4,1,0,0,0,0,16,18,34
GUTIERREZ,atencion odontologica,endodoncia,2016-05-01,1,1,3,3,2,2,4,8,0,0,0,0,0,0,10,14,24
HUACARETA,atencion odontologica,endodoncia,2016-05-01,0,3,1,0,0,3,3,7,5,0,0,0,0,0,9,13,22
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACHACALLA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
HUANUNI,atencion odontologica,endodoncia,2016-05-01,6,9,4,7,0,2,6,23,1,0,0,0,0,0,17,41,58
HUARACAJE,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUARINA,atencion odontologica,endodoncia,2016-05-01,1,9,0,1,3,1,0,2,3,2,0,0,0,0,7,15,22
HUATAJATA,atencion odontologica,endodoncia,2016-05-01,3,0,0,1,0,2,1,4,2,0,0,0,0,0,6,7,13
HUAYLLAMARCA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,2,1,4,1,0,0,0,0,0,2,6,8
HUMANATA,atencion odontologica,endodoncia,2016-05-01,3,3,0,0,0,0,0,0,2,3,0,0,0,0,5,6,11
ICHOCA,atencion odontologica,endodoncia,2016-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ICLA,atencion odontologica,endodoncia,2016-05-01,1,1,5,2,1,1,2,4,0,0,0,0,0,0,9,8,17
INCAHUASI,atencion odontologica,endodoncia,2016-05-01,1,3,1,1,0,4,0,1,0,0,0,0,0,0,2,9,11
INQUISIVI,atencion odontologica,endodoncia,2016-05-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncia,2016-05-01,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3
IXIAMAS,atencion odontologica,endodoncia,2016-05-01,0,0,0,1,0,3,0,4,0,0,0,0,0,0,0,8,8
JESUS DE MACHACA,atencion odontologica,endodoncia,2016-05-01,0,0,1,3,0,0,2,2,0,1,0,0,0,0,3,6,9
LA ASUNTA,atencion odontologica,endodoncia,2016-05-01,2,5,5,4,0,4,1,14,0,0,0,0,0,0,8,27,35
LA GUARDIA,atencion odontologica,endodoncia,2016-05-01,3,0,0,0,0,0,0,1,0,2,0,0,0,0,3,3,6
LA PAZ,atencion odontologica,endodoncia,2016-05-01,179,138,141,144,74,138,363,553,84,86,0,0,0,0,841,1059,1900
LAGUNILLAS,atencion odontologica,endodoncia,2016-05-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
LAJA,atencion odontologica,endodoncia,2016-05-01,2,5,0,1,0,0,0,8,1,2,0,0,0,0,3,16,19
LAS CARRERAS,atencion odontologica,endodoncia,2016-05-01,0,2,2,1,2,1,2,8,1,0,0,0,0,0,7,12,19
LICOMA PAMPA,atencion odontologica,endodoncia,2016-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
LLALLAGUA,atencion odontologica,endodoncia,2016-05-01,21,23,1,1,1,3,6,9,0,2,0,0,0,0,29,38,67
LLICA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LURIBAY,atencion odontologica,endodoncia,2016-05-01,0,0,0,1,1,2,3,2,0,0,0,0,0,0,4,5,9
MACHACAMARCA,atencion odontologica,endodoncia,2016-05-01,3,0,5,4,0,1,2,4,2,0,0,0,0,0,12,9,21
MAGDALENA,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
MAIRANA,atencion odontologica,endodoncia,2016-05-01,2,0,1,0,0,0,0,4,0,2,0,0,0,0,3,6,9
MAPIRI,atencion odontologica,endodoncia,2016-05-01,1,2,1,3,2,1,9,14,0,0,0,0,0,0,13,20,33
MECAPACA,atencion odontologica,endodoncia,2016-05-01,2,6,0,0,0,0,2,2,3,0,0,0,0,0,7,8,15
MINEROS,atencion odontologica,endodoncia,2016-05-01,0,1,0,0,0,4,0,6,0,0,0,0,0,0,0,11,11
MIZQUE,atencion odontologica,endodoncia,2016-05-01,2,0,2,0,0,2,0,6,1,0,0,0,0,0,5,8,13
MOCOMOCO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,2,4
MOJOCOYA,atencion odontologica,endodoncia,2016-05-01,2,0,1,2,2,5,2,5,0,0,0,0,0,0,7,12,19
MONTEAGUDO,atencion odontologica,endodoncia,2016-05-01,12,11,1,7,0,3,3,13,0,0,0,0,0,0,16,34,50
MONTERO,atencion odontologica,endodoncia,2016-05-01,0,4,0,1,0,0,1,3,0,0,0,0,0,0,1,8,9
MORO MORO,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MOROCHATA,atencion odontologica,endodoncia,2016-05-01,6,0,1,1,0,7,2,10,3,5,0,0,0,0,12,23,35
OCURI,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,8
OKINAWA,atencion odontologica,endodoncia,2016-05-01,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3
OMEREQUE,atencion odontologica,endodoncia,2016-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ORURO,atencion odontologica,endodoncia,2016-05-01,101,110,59,75,22,25,127,186,33,16,0,0,0,0,342,412,754
PADCAYA,atencion odontologica,endodoncia,2016-05-01,0,0,1,1,0,5,1,9,0,0,0,0,0,0,2,15,17
PADILLA,atencion odontologica,endodoncia,2016-05-01,4,2,0,1,1,4,2,13,0,0,0,0,0,0,7,20,27
