,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
INQUISIVI,atencion odontologica,aplicacion de fluor,2016-04-01,15,7,4,2,0,0,0,0,0,0,0,0,0,0,19,9,28
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2016-04-01,37,28,0,2,0,1,0,3,0,0,0,0,0,0,37,34,71
IXIAMAS,atencion odontologica,aplicacion de fluor,2016-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2016-04-01,1,3,1,1,0,1,0,0,0,0,0,0,0,0,2,5,7
LA ASUNTA,atencion odontologica,aplicacion de fluor,2016-04-01,31,29,7,10,0,1,0,0,0,0,0,0,0,0,38,40,78
LA GUARDIA,atencion odontologica,aplicacion de fluor,2016-04-01,69,65,0,0,0,0,1,4,0,2,0,0,0,0,70,71,141
LA PAZ,atencion odontologica,aplicacion de fluor,2016-04-01,768,786,798,698,83,66,90,257,16,32,0,0,0,0,1755,1839,3594
LAJA,atencion odontologica,aplicacion de fluor,2016-04-01,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2016-04-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
LLALLAGUA,atencion odontologica,aplicacion de fluor,2016-04-01,11,8,21,29,1,7,1,21,0,4,0,0,0,0,34,69,103
LURIBAY,atencion odontologica,aplicacion de fluor,2016-04-01,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,2,5
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
MACHARETI,atencion odontologica,aplicacion de fluor,2016-04-01,9,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
MAGDALENA,atencion odontologica,aplicacion de fluor,2016-04-01,4,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,6
MAIRANA,atencion odontologica,aplicacion de fluor,2016-04-01,164,271,7,7,5,4,6,12,0,0,0,0,0,0,182,294,476
MAPIRI,atencion odontologica,aplicacion de fluor,2016-04-01,26,28,31,52,0,0,0,1,0,3,0,0,0,0,57,84,141
MECAPACA,atencion odontologica,aplicacion de fluor,2016-04-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MIZQUE,atencion odontologica,aplicacion de fluor,2016-04-01,12,21,0,0,0,0,0,0,0,0,0,0,0,0,12,21,33
MOCOMOCO,atencion odontologica,aplicacion de fluor,2016-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
MOJOCOYA,atencion odontologica,aplicacion de fluor,2016-04-01,8,6,5,2,0,0,0,2,1,0,0,0,0,0,14,10,24
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2016-04-01,8,7,0,0,0,0,0,3,0,0,0,0,0,0,8,10,18
MONTERO,atencion odontologica,aplicacion de fluor,2016-04-01,46,41,149,157,9,16,1,24,16,24,0,0,0,0,221,262,483
MORO MORO,atencion odontologica,aplicacion de fluor,2016-04-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
MOROCHATA,atencion odontologica,aplicacion de fluor,2016-04-01,24,19,1,0,0,0,0,1,0,0,0,0,0,0,25,20,45
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2016-04-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
OCURI,atencion odontologica,aplicacion de fluor,2016-04-01,10,5,0,0,0,1,0,6,1,0,0,0,0,0,11,12,23
OKINAWA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OMEREQUE,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,atencion odontologica,aplicacion de fluor,2016-04-01,18,33,9,13,5,12,43,69,13,13,0,0,0,0,88,140,228
PADCAYA,atencion odontologica,aplicacion de fluor,2016-04-01,13,10,37,26,0,0,0,0,0,0,0,0,0,0,50,36,86
PADILLA,atencion odontologica,aplicacion de fluor,2016-04-01,4,7,0,2,0,0,0,4,0,0,0,0,0,0,4,13,17
PAILON,atencion odontologica,aplicacion de fluor,2016-04-01,6,1,3,3,1,0,3,0,0,0,0,0,0,0,13,4,17
PALCA,atencion odontologica,aplicacion de fluor,2016-04-01,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2016-04-01,26,30,3,2,0,0,2,1,0,0,0,0,0,0,31,33,64
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2016-04-01,25,29,61,57,0,2,0,3,0,0,0,0,0,0,86,91,177
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2016-04-01,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
PASORAPA,atencion odontologica,aplicacion de fluor,2016-04-01,2,2,74,45,2,1,0,0,0,0,0,0,0,0,78,48,126
PATACAMAYA,atencion odontologica,aplicacion de fluor,2016-04-01,5,10,0,0,0,0,0,8,0,0,0,0,0,0,5,18,23
PAZÑA,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POCOATA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POCONA,atencion odontologica,aplicacion de fluor,2016-04-01,3,5,17,14,2,0,0,1,0,0,0,0,0,0,22,20,42
POOPO,atencion odontologica,aplicacion de fluor,2016-04-01,1,3,1,3,1,2,0,2,0,0,0,0,0,0,3,10,13
PORCO,atencion odontologica,aplicacion de fluor,2016-04-01,7,5,1,0,0,1,0,2,0,0,0,0,0,0,8,8,16
POROMA,atencion odontologica,aplicacion de fluor,2016-04-01,6,7,23,34,2,1,0,0,0,0,0,0,0,0,31,42,73
PORONGO,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,7,16,0,0,0,0,0,0,0,0,0,0,7,16,23
PORTACHUELO,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PORVENIR,atencion odontologica,aplicacion de fluor,2016-04-01,24,40,10,13,0,0,0,0,0,0,0,0,0,0,34,53,87
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2016-04-01,9,11,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
POTOSI,atencion odontologica,aplicacion de fluor,2016-04-01,44,53,30,39,8,29,17,33,2,4,0,0,0,0,101,158,259
PRESTO,atencion odontologica,aplicacion de fluor,2016-04-01,49,47,2,1,1,3,0,11,0,1,0,0,0,0,52,63,115
PUCARA,atencion odontologica,aplicacion de fluor,2016-04-01,7,1,7,14,1,0,0,0,0,0,0,0,0,0,15,15,30
PUCARANI,atencion odontologica,aplicacion de fluor,2016-04-01,10,15,5,1,5,14,0,9,2,3,0,0,0,0,22,42,64
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2016-04-01,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2016-04-01,8,6,0,1,0,0,0,0,0,0,0,0,0,0,8,7,15
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2016-04-01,14,15,41,33,11,13,1,2,0,2,0,0,0,0,67,65,132
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2016-04-01,18,12,70,72,0,0,0,0,0,0,0,0,0,0,88,84,172
PUERTO RICO,atencion odontologica,aplicacion de fluor,2016-04-01,28,35,11,6,0,0,0,0,0,0,0,0,0,0,39,41,80
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2016-04-01,3,2,3,4,0,0,0,0,0,0,0,0,0,0,6,6,12
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2016-04-01,6,2,0,0,0,0,0,2,1,0,0,0,0,0,7,4,11
PUNA,atencion odontologica,aplicacion de fluor,2016-04-01,16,19,2,1,0,0,0,1,0,0,0,0,0,0,18,21,39
PUNATA,atencion odontologica,aplicacion de fluor,2016-04-01,1,5,4,2,1,1,1,2,1,0,0,0,0,0,8,10,18
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2016-04-01,111,110,35,37,30,28,35,52,28,18,0,0,0,0,239,245,484
QUIME,atencion odontologica,aplicacion de fluor,2016-04-01,7,14,2,1,3,1,0,0,0,0,0,0,0,0,12,16,28
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2016-04-01,4,1,20,9,0,0,0,0,0,0,0,0,0,0,24,10,34
RAVELO,atencion odontologica,aplicacion de fluor,2016-04-01,5,7,0,0,0,0,0,1,0,0,0,0,0,0,5,8,13
REYES,atencion odontologica,aplicacion de fluor,2016-04-01,4,7,53,35,1,0,0,0,0,0,0,0,0,0,58,42,100
RIBERALTA,atencion odontologica,aplicacion de fluor,2016-04-01,68,57,16,9,3,37,2,45,14,5,0,0,0,0,103,153,256
ROBORE,atencion odontologica,aplicacion de fluor,2016-04-01,62,63,86,77,0,1,0,0,0,0,0,0,0,0,148,141,289
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2016-04-01,25,29,28,27,15,14,21,19,6,4,0,0,0,0,95,93,188
SABAYA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,1,0,3,2,2,0,0,0,0,2,6,8
SACABA,atencion odontologica,aplicacion de fluor,2016-04-01,20,35,28,33,1,3,0,110,2,5,0,0,0,0,51,186,237
SACACA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2016-04-01,17,10,20,13,0,0,2,5,1,0,0,0,0,0,40,28,68
SAMAIPATA,atencion odontologica,aplicacion de fluor,2016-04-01,22,19,0,0,0,1,0,3,0,0,0,0,0,0,22,23,45
SAN AGUSTIN,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,atencion odontologica,aplicacion de fluor,2016-04-01,10,9,50,38,0,3,0,5,0,0,0,0,0,0,60,55,115
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2016-04-01,1,3,11,10,0,1,0,0,0,0,0,0,0,0,12,14,26
SAN ANTONIO DE LOMERIO,atencion odontologica,aplicacion de fluor,2016-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN BENITO,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,atencion odontologica,aplicacion de fluor,2016-04-01,10,18,10,7,1,0,0,0,2,1,0,0,0,0,23,26,49
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2016-04-01,5,4,33,40,3,0,5,1,0,0,0,0,0,0,46,45,91
SAN CARLOS,atencion odontologica,aplicacion de fluor,2016-04-01,6,3,308,337,0,1,0,3,0,0,0,0,0,0,314,344,658
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2016-04-01,4,5,33,17,0,4,12,8,0,0,0,0,0,0,49,34,83
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2016-04-01,29,28,2,0,0,1,0,0,0,0,0,0,0,0,31,29,60
SAN JAVIER(BNI),atencion odontologica,aplicacion de fluor,2016-04-01,33,33,194,155,19,16,0,0,0,0,0,0,0,0,246,204,450
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2016-04-01,58,51,55,54,0,0,0,1,1,0,0,0,0,0,114,106,220
SAN JOAQUIN,atencion odontologica,aplicacion de fluor,2016-04-01,20,0,14,2,5,0,0,22,0,0,0,0,0,0,39,24,63
SAN JOSE DE CHIQUITOS,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2016-04-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
SAN JULIAN,atencion odontologica,aplicacion de fluor,2016-04-01,87,99,265,254,0,0,1,2,0,0,0,0,0,0,353,355,708
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2016-04-01,14,3,22,21,0,2,0,0,0,0,0,0,0,0,36,26,62
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2016-04-01,3,3,9,6,0,0,0,0,0,0,0,0,0,0,12,9,21
SAN LUCAS,atencion odontologica,aplicacion de fluor,2016-04-01,33,36,8,5,0,0,0,3,0,0,0,0,0,0,41,44,85
SAN MATIAS,atencion odontologica,aplicacion de fluor,2016-04-01,0,2,1,3,1,1,2,2,0,0,0,0,0,0,4,8,12
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2016-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-04-01,13,10,0,1,0,1,0,2,4,7,0,0,0,0,17,21,38
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,3
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2016-04-01,20,16,0,0,0,0,0,5,0,0,0,0,0,0,20,21,41
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,13,10,0,0,0,0,0,0,0,0,0,0,13,10,23
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2016-04-01,28,39,0,0,0,0,0,0,0,0,0,0,0,0,28,39,67
SANTA ANA,atencion odontologica,aplicacion de fluor,2016-04-01,1,2,1,1,1,1,0,0,0,0,0,0,0,0,3,4,7
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2016-04-01,1652,1675,137,245,55,294,332,515,119,99,0,0,0,0,2295,2828,5123
SANTA ROSA,atencion odontologica,aplicacion de fluor,2016-04-01,14,15,1,1,0,0,0,2,0,0,0,0,0,0,15,18,33
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2016-04-01,20,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2016-04-01,12,13,20,12,0,1,18,16,1,0,0,0,0,0,51,42,93
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2016-04-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SANTIAGO DE MACHACA,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2016-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SENA,atencion odontologica,aplicacion de fluor,2016-04-01,20,19,34,31,1,5,1,1,0,0,0,0,0,0,56,56,112
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2016-04-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
SIPE SIPE,atencion odontologica,aplicacion de fluor,2016-04-01,5,15,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20
SOPACHUY,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SORACACHI,atencion odontologica,aplicacion de fluor,2016-04-01,3,4,30,17,0,0,1,4,0,0,0,0,0,0,34,25,59
SORATA,atencion odontologica,aplicacion de fluor,2016-04-01,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
SUCRE,atencion odontologica,aplicacion de fluor,2016-04-01,171,156,46,43,22,17,23,66,2,0,0,0,0,0,264,282,546
TACACOMA,atencion odontologica,aplicacion de fluor,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAHUA,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,atencion odontologica,aplicacion de fluor,2016-04-01,4,7,0,0,0,3,0,3,0,0,0,0,0,0,4,13,17
TARABUCO,atencion odontologica,aplicacion de fluor,2016-04-01,43,35,39,31,1,1,0,5,0,0,0,0,0,0,83,72,155
TARACO,atencion odontologica,aplicacion de fluor,2016-04-01,17,14,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
TARATA,atencion odontologica,aplicacion de fluor,2016-04-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5
TARIJA,atencion odontologica,aplicacion de fluor,2016-04-01,10,12,45,48,14,25,19,32,2,2,0,0,0,0,90,119,209
TARVITA,atencion odontologica,aplicacion de fluor,2016-04-01,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
TEOPONTE,atencion odontologica,aplicacion de fluor,2016-04-01,18,12,11,4,0,0,0,0,0,0,0,0,0,0,29,16,45
TIAWANACU,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,20,31,1,0,0,0,0,0,0,0,0,0,21,32,53
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2016-04-01,7,9,1,2,0,1,0,9,0,0,0,0,0,0,8,21,29
TIPUANI,atencion odontologica,aplicacion de fluor,2016-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2016-04-01,34,37,8,13,7,9,5,22,3,6,0,0,0,0,57,87,144
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2016-04-01,3,1,19,11,0,0,0,0,0,0,0,0,0,0,22,12,34
TOCO,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
TODOS SANTOS,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLATA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,9,9
TOLEDO,atencion odontologica,aplicacion de fluor,2016-04-01,4,1,16,37,2,0,0,0,0,0,0,0,0,0,22,38,60
TOMAVE,atencion odontologica,aplicacion de fluor,2016-04-01,12,10,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
TOMINA,atencion odontologica,aplicacion de fluor,2016-04-01,14,11,1,0,1,0,0,0,0,0,0,0,0,0,16,11,27
TORO TORO,atencion odontologica,aplicacion de fluor,2016-04-01,2,2,42,40,60,2,0,2,0,0,0,0,0,0,104,46,150
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2016-04-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
TOTORA(ORR),atencion odontologica,aplicacion de fluor,2016-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRIGAL,atencion odontologica,aplicacion de fluor,2016-04-01,16,13,32,36,2,1,0,0,0,0,0,0,0,0,50,50,100
TRINIDAD,atencion odontologica,aplicacion de fluor,2016-04-01,18,20,90,95,34,19,8,23,0,0,0,0,0,0,150,157,307
TUPIZA,atencion odontologica,aplicacion de fluor,2016-04-01,19,15,14,21,7,10,2,14,4,4,0,0,0,0,46,64,110
UMALA,atencion odontologica,aplicacion de fluor,2016-04-01,9,6,0,0,0,1,0,0,0,0,0,0,0,0,9,7,16
UNCIA,atencion odontologica,aplicacion de fluor,2016-04-01,3,5,2,2,0,0,0,0,0,0,0,0,0,0,5,7,12
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2016-04-01,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4
URUBICHA,atencion odontologica,aplicacion de fluor,2016-04-01,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
UYUNI,atencion odontologica,aplicacion de fluor,2016-04-01,6,2,1,3,0,0,2,2,0,0,0,0,0,0,9,7,16
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2016-04-01,99,72,3,4,2,6,0,1,0,0,0,0,0,0,104,83,187
VIACHA,atencion odontologica,aplicacion de fluor,2016-04-01,27,30,0,0,0,0,0,0,0,0,0,0,0,0,27,30,57
VILA VILA,atencion odontologica,aplicacion de fluor,2016-04-01,7,1,1,0,0,0,0,4,0,0,0,0,0,0,8,5,13
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2016-04-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
VILLA MONTES,atencion odontologica,aplicacion de fluor,2016-04-01,2,1,10,16,0,4,0,0,0,0,0,0,0,0,12,21,33
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2016-04-01,1,3,0,0,0,0,0,1,1,1,0,0,0,0,2,5,7
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2016-04-01,5,4,0,0,0,0,0,2,0,0,0,0,0,0,5,6,11
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2016-04-01,9,14,2,2,1,7,2,17,1,1,0,0,0,0,15,41,56
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2016-04-01,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,5
VILLAZON,atencion odontologica,aplicacion de fluor,2016-04-01,11,30,0,0,0,1,1,5,1,4,0,0,0,0,13,40,53
VINTO,atencion odontologica,aplicacion de fluor,2016-04-01,11,10,1,2,0,0,0,0,0,0,0,0,0,0,12,12,24
VITICHI,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,atencion odontologica,aplicacion de fluor,2016-04-01,55,41,5,5,1,2,0,0,2,1,0,0,0,0,63,49,112
YACO,atencion odontologica,aplicacion de fluor,2016-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,atencion odontologica,aplicacion de fluor,2016-04-01,5,4,2,1,0,1,2,7,0,0,0,0,0,0,9,13,22
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2016-04-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
YAPACANI,atencion odontologica,aplicacion de fluor,2016-04-01,103,75,0,0,0,9,1,13,7,12,0,0,0,0,111,109,220
YOCALLA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
YOTALA,atencion odontologica,aplicacion de fluor,2016-04-01,13,6,1,1,0,3,0,0,0,0,0,0,0,0,14,10,24
YUNCHARA,atencion odontologica,aplicacion de fluor,2016-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,atencion odontologica,aplicacion de fluor,2016-04-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ACACIO,atencion odontologica,aplicacion de fluor,2016-05-01,14,6,0,0,0,0,0,6,0,0,0,0,0,0,14,12,26
ACHACACHI,atencion odontologica,aplicacion de fluor,2016-05-01,19,13,0,0,0,0,0,1,0,0,0,0,0,0,19,14,33
ACHOCALLA,atencion odontologica,aplicacion de fluor,2016-05-01,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
AIQUILE,atencion odontologica,aplicacion de fluor,2016-05-01,9,7,3,4,0,0,0,2,0,1,0,0,0,0,12,14,26
ALALAY,atencion odontologica,aplicacion de fluor,2016-05-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
ALCALA,atencion odontologica,aplicacion de fluor,2016-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
ALTO BENI,atencion odontologica,aplicacion de fluor,2016-05-01,24,26,1,3,1,1,1,3,0,1,0,0,0,0,27,34,61
ANCORAIMES,atencion odontologica,aplicacion de fluor,2016-05-01,19,22,0,0,0,4,0,4,0,0,0,0,0,0,19,30,49
ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-05-01,1,1,0,1,0,0,0,3,1,1,0,0,0,0,2,6,8
ANZALDO,atencion odontologica,aplicacion de fluor,2016-05-01,44,23,5,8,25,7,1,0,0,14,0,0,0,0,75,52,127
APOLO,atencion odontologica,aplicacion de fluor,2016-05-01,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,4,7
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2016-05-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
ARANI,atencion odontologica,aplicacion de fluor,2016-05-01,5,1,0,1,0,0,0,1,0,3,0,0,0,0,5,6,11
ARBIETO,atencion odontologica,aplicacion de fluor,2016-05-01,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
ARQUE,atencion odontologica,aplicacion de fluor,2016-05-01,2,3,1,0,1,0,0,0,0,0,0,0,0,0,4,3,7
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2016-05-01,6,12,2,5,0,0,0,2,1,0,0,0,0,0,9,19,28
ATOCHA,atencion odontologica,aplicacion de fluor,2016-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2016-05-01,18,15,0,0,1,0,1,1,1,0,0,0,0,0,21,16,37
BATALLAS,atencion odontologica,aplicacion de fluor,2016-05-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2016-05-01,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,4
BELLA FLOR,atencion odontologica,aplicacion de fluor,2016-05-01,7,2,19,18,0,1,0,1,0,0,0,0,0,0,26,22,48
BERMEJO,atencion odontologica,aplicacion de fluor,2016-05-01,1,0,2,4,1,1,0,1,0,0,0,0,0,0,4,6,10
BETANZOS,atencion odontologica,aplicacion de fluor,2016-05-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
BOLIVAR,atencion odontologica,aplicacion de fluor,2016-05-01,0,0,7,4,0,0,0,0,0,0,0,0,0,0,7,4,11
BUENA VISTA,atencion odontologica,aplicacion de fluor,2016-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CABEZAS,atencion odontologica,aplicacion de fluor,2016-05-01,92,96,4,0,0,2,0,3,0,0,0,0,0,0,96,101,197
CAIROMA,atencion odontologica,aplicacion de fluor,2016-05-01,4,7,4,1,0,0,0,1,1,0,0,0,0,0,9,9,18
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2016-05-01,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,5
