,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
ARANI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARBIETO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,2,18,11,18,0,0,0,0,13,38,51
ARQUE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
ASCENCION DE GUARAYOS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
ATOCHA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,2,7,11,13,12,7,0,0,0,0,25,27,52
AUCAPATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
AYO AYO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncia,2016-04-01,0,0,3,4,2,2,16,20,4,4,0,0,0,0,25,30,55
AZURDUY,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BAURES,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,2,2,1,0,0,0,0,0,3,3,6
BELEN DE ANDAMARCA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,atencion odontologica,periodoncia,2016-04-01,0,0,3,6,2,9,21,41,5,1,0,0,0,0,31,57,88
BETANZOS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
BOLIVAR,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,1,1,3,3,0,0,0,0,4,6,10
CABEZAS,atencion odontologica,periodoncia,2016-04-01,0,0,1,1,0,0,0,4,1,2,0,0,0,0,2,7,9
CAIROMA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,1,2,13,2,0,0,0,0,0,4,15,19
CAJUATA,atencion odontologica,periodoncia,2016-04-01,0,0,2,0,8,1,1,4,0,3,0,0,0,0,11,8,19
CALACOTO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
CAMARGO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,4,6,10,1,2,0,0,0,0,8,16,24
CAPINOTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,8,5,16,9,20,0,0,0,0,14,45,59
CAQUIAVIRI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
CARACOLLO,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,1,1,7,0,1,0,0,0,0,1,10,11
CARANAVI,atencion odontologica,periodoncia,2016-04-01,0,0,0,2,1,3,4,18,7,8,0,0,0,0,12,31,43
CARAPARI,atencion odontologica,periodoncia,2016-04-01,0,0,6,1,0,7,12,10,0,0,0,0,0,0,18,18,36
CARIPUYO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,7,1,3,0,0,0,0,3,10,13
CHALLAPATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,2,13,6,2,0,0,0,0,9,15,24
CHAQUI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,1,2,2,5,0,0,0,0,3,9,12
CHARAGUA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,2,1,4,0,0,0,0,0,0,2,6,8
CHAYANTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CHIMORE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
CHIPAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUA COCANI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,1,12,0,0,0,0,0,0,1,13,14
CHUMA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,3,3,1,3,0,0,0,0,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CKOCHAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,5,1,0,0,0,0,0,1,6,7
CLIZA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,4,8,21,6,6,0,0,0,0,15,31,46
COBIJA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,3,5,5,19,5,0,0,0,0,0,13,24,37
COCAPATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,3,2,5,0,0,0,0,2,9,11
COCHABAMBA,atencion odontologica,periodoncia,2016-04-01,0,0,41,30,101,123,428,764,126,89,0,0,0,0,696,1006,1702
COIPASA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,1,2,5,1,0,0,0,0,0,4,6,10
COLCAPIRHUA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,16,10,12,0,0,0,0,10,29,39
"COLCHA ""K""",atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,0,3,1,0,0,0,0,0,1,5,6
COLOMI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,5,6,9,0,0,0,0,6,15,21
COLQUECHACA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,2,5,23,2,4,0,0,0,0,8,29,37
COLQUENCHA,atencion odontologica,periodoncia,2016-04-01,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,3,5
COLQUIRI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,9,2,1,0,0,0,0,0,10,2,12
COMARAPA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CORIPATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
CORO CORO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COROICO,atencion odontologica,periodoncia,2016-04-01,0,0,1,1,2,2,1,4,1,0,0,0,0,0,5,7,12
CORQUE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,5,6
COTAGAITA,atencion odontologica,periodoncia,2016-04-01,0,0,2,1,3,4,14,26,7,14,0,0,0,0,26,45,71
COTOCA,atencion odontologica,periodoncia,2016-04-01,0,0,3,0,1,3,8,1,0,0,0,0,0,0,12,4,16
CUATRO CAÑADAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,2,7,0,1,0,0,0,0,2,10,12
CUEVO,atencion odontologica,periodoncia,2016-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CULPINA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CURAHUARA DE CARANGAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
CURVA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL ALTO,atencion odontologica,periodoncia,2016-04-01,0,0,35,53,58,78,168,414,43,40,0,0,0,0,304,585,889
EL CHORO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,0,1,6,0,0,0,0,2,6,8
EL PUENTE(STC),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(TJA),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,6
EL TORNO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,12,5,11,22,5,12,0,0,0,0,28,39,67
EL VILLAR,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,6,0,1,0,0,0,0,2,7,9
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2016-04-01,0,0,2,2,0,0,2,4,0,2,0,0,0,0,4,8,12
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
ESCARA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EUCALIPTUS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,0,2,3,0,0,0,0,0,3,3,6
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,4,1,3,3,2,0,0,0,0,4,9,13
GUANAY,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,8,6,0,0,0,0,8,6,14
GUAQUI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncia,2016-04-01,0,0,1,0,2,7,2,7,1,4,0,0,0,0,6,18,24
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACHACALLA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,atencion odontologica,periodoncia,2016-04-01,0,0,0,2,0,4,13,20,0,1,0,0,0,0,13,27,40
HUARACAJE,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,2,1,2,0,0,0,0,3,4,7
HUATAJATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,1,4,0,0,0,0,1,6,7
HUMANATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,4,19,13,0,0,0,0,19,17,36
ICLA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
INCAHUASI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2016-04-01,0,0,1,0,0,2,1,1,1,1,0,0,0,0,3,4,7
JESUS DE MACHACA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,3,5
LA ASUNTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,3,7,0,0,0,0,0,0,3,8,11
LA GUARDIA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,7,6,2,0,0,0,0,7,9,16
LA PAZ,atencion odontologica,periodoncia,2016-04-01,0,0,25,31,70,120,354,724,101,117,0,0,0,0,550,992,1542
LAJA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
LICOMA PAMPA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
LLALLAGUA,atencion odontologica,periodoncia,2016-04-01,0,0,2,4,0,2,1,16,2,10,0,0,0,0,5,32,37
LURIBAY,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MACHACAMARCA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,5,2,4,1,0,0,0,0,9,3,12
MACHARETI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,1,0,16,1,1,0,0,0,0,2,18,20
MAGDALENA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,1,2,2,0,0,0,0,0,0,3,3,6
MAIRANA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
MAPIRI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MECAPACA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,1,4,0,2,0,0,0,0,1,7,8
MINEROS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
MIZQUE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,3,0,1,0,0,0,0,0,4,1,5
MOCOMOCO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MOJOCOYA,atencion odontologica,periodoncia,2016-04-01,0,0,2,2,1,4,0,9,2,1,0,0,0,0,5,16,21
MONTEAGUDO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,4,18,0,0,0,0,0,0,4,19,23
MONTERO,atencion odontologica,periodoncia,2016-04-01,0,0,1,4,4,7,9,16,1,0,0,0,0,0,15,27,42
MOROCHATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,4,0,20,9,14,0,0,0,0,9,38,47
OCURI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
OMEREQUE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ORURO,atencion odontologica,periodoncia,2016-04-01,0,0,3,4,10,44,181,345,42,94,0,0,0,0,236,487,723
PADCAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PADILLA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,1,3,2,1,0,0,0,0,3,5,8
PAILON,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,8,1,1,0,0,0,0,1,10,11
PALCA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
PALOS BLANCOS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,2,4,5,3,0,0,0,0,7,8,15
PAMPA AULLAGAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
PAMPA GRANDE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
PAPEL PAMPA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,4,1,0,0,0,0,4,2,6
PATACAMAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,14,2,1,0,0,0,0,2,15,17
PAZÑA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,1,3,0,0,0,0,0,0,0,3,2,5
PELECHUCO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POCOATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,0,7,2,3,0,0,0,0,2,12,14
POCONA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
POJO (CBBA),atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,3,6,0,0,0,0,0,0,3,7,10
POOPO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,12,0,3,8,0,0,0,0,16,8,24
PORCO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
POROMA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,3,5
PORTACHUELO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
PORVENIR,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
POSTRER VALLE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,atencion odontologica,periodoncia,2016-04-01,0,0,11,9,12,16,13,52,7,5,0,0,0,0,43,82,125
PRESTO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUCARA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
PUCARANI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,1,3,0,0,0,0,0,5,1,6
PUERTO ACOSTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,6,13,0,0,0,0,6,14,20
PUERTO CARABUCO,atencion odontologica,periodoncia,2016-04-01,0,0,1,1,0,0,2,1,0,0,0,0,0,0,3,2,5
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,4
PUERTO QUIJARRO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO RICO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PUERTO SUAREZ,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,6,1,1,1,0,0,0,0,7,2,9
PUERTO VILLARROEL,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,2,5,3,14,1,2,0,0,0,0,6,21,27
PUNA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,4,0,1,0,0,0,0,2,5,7
PUNATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,3,13,5,6,0,0,0,0,8,20,28
QUIABAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
QUILLACOLLO,atencion odontologica,periodoncia,2016-04-01,0,0,10,11,11,31,32,83,21,16,0,0,0,0,74,141,215
QUIME,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
QUIRUSILLAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
RAVELO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,1,5,0,1,0,0,0,0,2,6,8
REYES,atencion odontologica,periodoncia,2016-04-01,0,0,12,0,10,0,1,3,0,2,0,0,0,0,23,5,28
RIBERALTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,4,1,27,1,17,2,0,0,0,0,0,4,48,52
RURRENABAQUE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,3,5,2,5,4,0,0,0,0,11,9,20
SABAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,atencion odontologica,periodoncia,2016-04-01,0,0,14,15,13,27,33,40,13,11,0,0,0,0,73,93,166
SACABAMBA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
SACACA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,5,0,8,0,0,0,0,1,13,14
SAMAIPATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SAN AGUSTIN,atencion odontologica,periodoncia,2016-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANDRES,atencion odontologica,periodoncia,2016-04-01,0,0,1,1,0,4,2,8,0,0,0,0,0,0,3,13,16
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BENITO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,atencion odontologica,periodoncia,2016-04-01,0,0,1,0,0,3,2,26,2,0,0,0,0,0,5,29,34
SAN BUENA VENTURA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN CARLOS,atencion odontologica,periodoncia,2016-04-01,0,0,0,9,1,5,4,1,3,2,0,0,0,0,8,17,25
SAN IGNACIO,atencion odontologica,periodoncia,2016-04-01,0,0,13,14,20,1,4,9,0,1,0,0,0,0,37,25,62
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2016-04-01,0,0,2,0,0,0,1,1,3,0,0,0,0,0,6,1,7
SAN JAVIER(STC),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,1,4,0,1,1,0,0,0,0,5,3,8
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SAN JULIAN,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,0,7,12,5,0,0,0,0,12,13,25
SAN LORENZO(TJA),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,3,2,6,0,0,0,0,0,0,2,9,11
SAN LUCAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,3,2,16,0,2,0,0,0,0,2,21,23
SAN MATIAS,atencion odontologica,periodoncia,2016-04-01,0,0,1,0,0,2,2,3,1,1,0,0,0,0,4,6,10
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2016-04-01,0,0,2,0,1,1,2,1,1,1,0,0,0,0,6,3,9
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5,5
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAMON SCZ,atencion odontologica,periodoncia,2016-04-01,0,0,1,1,1,1,1,1,2,3,0,0,0,0,5,6,11
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2016-04-01,0,0,29,41,80,266,835,1435,155,151,0,0,0,0,1099,1893,2992
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,11,1,1,3,0,0,0,0,13,4,17
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,7,6,11,4,0,0,0,0,18,11,29
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTIVAÑES,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
SAPAHAQUI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SHINAOTA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,0,9,16,3,1,0,0,0,0,13,17,30
SICA SICA (VILLA AROMA),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SICAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,3,1,7,0,0,0,0,0,0,1,10,11
SIPE SIPE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,3,2,30,4,3,0,0,0,0,6,36,42
SOPACHUY,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,3,1,3,0,1,0,0,0,0,2,7,9
SORACACHI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
SORATA,atencion odontologica,periodoncia,2016-04-01,0,0,2,0,0,1,2,3,0,0,0,0,0,0,4,4,8
SUCRE,atencion odontologica,periodoncia,2016-04-01,0,0,11,9,32,60,187,200,14,15,0,0,0,0,244,284,528
TACOBAMBA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOPAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
TAPACARI,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,1,2,1,9,7,9,0,0,0,0,9,20,29
TARABUCO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,1,1,6,10,4,0,0,0,0,11,11,22
TARACO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,3,0,5,6,5,0,0,0,0,6,13,19
TARATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,3,5,3,3,0,0,0,0,6,8,14
TARIJA,atencion odontologica,periodoncia,2016-04-01,0,0,3,4,9,25,79,158,18,10,0,0,0,0,109,197,306
TARVITA,atencion odontologica,periodoncia,2016-04-01,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,5,5
TEOPONTE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,12
TIAWANACU,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TIQUIPAYA,atencion odontologica,periodoncia,2016-04-01,0,0,0,5,2,4,0,47,7,25,0,0,0,0,9,81,90
TIRAQUE (CBBA),atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,3,6,1,0,0,0,0,0,4,8,12
TOCO,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,2,2,11,0,3,0,0,0,0,2,16,18
TODOS SANTOS,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLATA,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,0,9,1,5,0,0,0,0,1,14,15
TOMAVE,atencion odontologica,periodoncia,2016-04-01,0,0,0,0,0,0,1,5,2,0,0,0,0,0,3,5,8
