,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
BAURES,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,5
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,2,0,0,0,2,6,3,1,0,0,0,0,8,7,15
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,3,0,1,3,3,0,1,0,0,0,0,4,8,12
BELLA FLOR,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BERMEJO,atencion odontologica,cirugia bucal menor,2016-03-01,7,5,53,59,21,35,71,140,11,11,0,0,0,0,163,250,413
BETANZOS,atencion odontologica,cirugia bucal menor,2016-03-01,5,4,15,16,4,8,14,33,17,21,0,0,0,0,55,82,137
BOLIVAR,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,2,2,5,2,2,8,12,7,0,0,0,0,22,19,41
BOYUIBE,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,4
BUENA VISTA,atencion odontologica,cirugia bucal menor,2016-03-01,6,0,1,1,1,1,5,10,0,0,0,0,0,0,13,12,25
CABEZAS,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,1,1,1,1,2,9,1,0,0,0,0,14,5,19
CAIROMA,atencion odontologica,cirugia bucal menor,2016-03-01,3,1,4,14,5,9,19,18,3,5,0,0,0,0,34,47,81
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2016-03-01,1,3,13,7,5,8,12,36,20,8,0,0,0,0,51,62,113
CAJUATA,atencion odontologica,cirugia bucal menor,2016-03-01,3,3,11,6,9,5,7,15,4,1,0,0,0,0,34,30,64
CALACOTO,atencion odontologica,cirugia bucal menor,2016-03-01,5,1,0,6,0,0,3,2,13,0,0,0,0,0,21,9,30
CALAMARCA,atencion odontologica,cirugia bucal menor,2016-03-01,2,4,23,13,13,26,22,35,36,19,0,0,0,0,96,97,193
CAMARGO,atencion odontologica,cirugia bucal menor,2016-03-01,1,2,4,0,0,0,3,12,10,8,0,0,0,0,18,22,40
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,4,5
CAMIRI,atencion odontologica,cirugia bucal menor,2016-03-01,4,7,1,2,1,11,17,23,5,3,0,0,0,0,28,46,74
CAPINOTA,atencion odontologica,cirugia bucal menor,2016-03-01,3,12,6,2,1,3,6,20,6,3,0,0,0,0,22,40,62
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2016-03-01,4,1,11,11,4,7,10,14,12,14,0,0,0,0,41,47,88
CARACOLLO,atencion odontologica,cirugia bucal menor,2016-03-01,9,4,23,21,4,23,15,44,10,8,0,0,0,0,61,100,161
CARANAVI,atencion odontologica,cirugia bucal menor,2016-03-01,5,1,3,4,1,9,4,17,15,5,0,0,0,0,28,36,64
CARAPARI,atencion odontologica,cirugia bucal menor,2016-03-01,3,3,12,21,4,4,29,20,6,0,0,0,0,0,54,48,102
CARIPUYO,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,52,71,3,4,4,11,5,4,0,0,0,0,66,91,157
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2016-03-01,1,3,9,10,0,3,4,35,3,16,0,0,0,0,17,67,84
CATACORA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,2,3,1,8,7,2,0,0,0,0,0,14,10,24
CHALLAPATA,atencion odontologica,cirugia bucal menor,2016-03-01,2,7,35,35,0,14,17,35,8,16,0,0,0,0,62,107,169
CHAQUI,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,3,3,1,1,4,4,7,0,0,0,0,11,15,26
CHARAGUA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,4,3,1,6,5,22,1,1,0,0,0,0,11,33,44
CHARAÑA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,1,1,1,2,2,4,1,0,0,0,0,0,6,7,13
CHAYANTA,atencion odontologica,cirugia bucal menor,2016-03-01,3,1,3,4,2,5,10,10,2,4,0,0,0,0,20,24,44
CHIMORE,atencion odontologica,cirugia bucal menor,2016-03-01,7,2,3,3,1,0,3,2,1,2,0,0,0,0,15,9,24
CHIPAYA,atencion odontologica,cirugia bucal menor,2016-03-01,0,3,1,0,2,3,1,0,0,0,0,0,0,0,4,6,10
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,6,1,2,0,2,3,0,4,0,0,0,0,12,8,20
CHUA COCANI,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,2,0,2,2,3,11,1,0,0,0,0,16,8,24
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2016-03-01,3,3,8,3,3,8,17,10,1,1,0,0,0,0,32,25,57
CHUMA,atencion odontologica,cirugia bucal menor,2016-03-01,5,1,10,8,6,17,26,54,44,43,0,0,0,0,91,123,214
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2016-03-01,6,1,1,4,0,2,0,12,0,1,0,0,0,0,7,20,27
CKOCHAS,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,2,1,2,9,5,19,5,5,0,0,0,0,15,34,49
CLIZA,atencion odontologica,cirugia bucal menor,2016-03-01,3,3,2,5,0,1,5,9,10,14,0,0,0,0,20,32,52
COBIJA,atencion odontologica,cirugia bucal menor,2016-03-01,3,1,12,10,7,5,19,23,1,0,0,0,0,0,42,39,81
COCAPATA,atencion odontologica,cirugia bucal menor,2016-03-01,5,4,0,0,0,1,0,11,2,2,0,0,0,0,7,18,25
COCHABAMBA,atencion odontologica,cirugia bucal menor,2016-03-01,91,69,127,110,35,66,82,223,88,64,0,0,0,0,423,532,955
COIPASA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,3,5,1,3,1,10,4,4,0,0,0,0,10,22,32
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2016-03-01,18,30,7,3,1,0,1,9,12,4,0,0,0,0,39,46,85
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2016-03-01,5,4,2,5,1,1,6,9,12,11,0,0,0,0,26,30,56
COLLANA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,9,0,0,3,9,3,6,0,0,0,0,9,24,33
COLOMI,atencion odontologica,cirugia bucal menor,2016-03-01,4,3,0,0,0,0,0,7,0,0,0,0,0,0,4,10,14
COLQUECHACA,atencion odontologica,cirugia bucal menor,2016-03-01,7,7,9,11,5,6,12,23,16,16,0,0,0,0,49,63,112
COLQUENCHA,atencion odontologica,cirugia bucal menor,2016-03-01,2,5,38,29,16,30,17,36,21,1,0,0,0,0,94,101,195
COLQUIRI,atencion odontologica,cirugia bucal menor,2016-03-01,8,6,8,9,3,10,17,45,10,26,0,0,0,0,46,96,142
COMANCHE,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,2,0,2,0,4,0,2,0,0,0,0,3,10,13
COMARAPA,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,1,0,0,0,3,2,0,0,0,0,0,0,4,4,8
CONCEPCION,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,4,3,0,4,7,4,3,14,0,0,0,0,14,27,41
COPACABANA,atencion odontologica,cirugia bucal menor,2016-03-01,3,7,4,8,0,9,13,29,13,19,0,0,0,0,33,72,105
CORIPATA,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,18,9,2,4,10,15,9,0,0,0,0,0,41,28,69
CORO CORO,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,7,2,4,0,6,1,1,0,0,0,0,6,18,24
COROICO,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,3,7,4,8,21,14,13,16,0,0,0,0,42,46,88
CORQUE,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,0,3,0,1,10,9,3,5,0,0,0,0,14,18,32
COTAGAITA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,6,6,3,3,12,27,24,36,0,0,0,0,45,73,118
COTOCA,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,6,4,0,0,1,5,3,1,0,0,0,0,10,10,20
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2016-03-01,0,4,2,0,1,1,1,5,1,6,0,0,0,0,5,16,21
CUEVO,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,3,0,1,3,5,0,1,0,0,0,0,6,10,16
CULPINA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,5,15,1,1,8,11,9,16,0,0,0,0,23,43,66
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2016-03-01,4,1,0,1,0,0,0,2,2,3,0,0,0,0,6,7,13
CURVA,atencion odontologica,cirugia bucal menor,2016-03-01,2,2,1,1,1,1,3,4,2,6,0,0,0,0,9,14,23
DESAGUADERO,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,0,2,1,0,4,7,1,0,0,0,0,0,7,10,17
EL ALTO,atencion odontologica,cirugia bucal menor,2016-03-01,194,175,543,615,116,210,134,299,112,102,0,0,0,0,1099,1401,2500
EL CHORO,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,5,2,0,0,2,4,6,4,0,0,0,0,14,11,25
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,1,0,1,0,5,5,1,0,0,0,0,5,8,13
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2016-03-01,3,0,18,14,7,7,21,54,8,12,0,0,0,0,57,87,144
EL TORNO,atencion odontologica,cirugia bucal menor,2016-03-01,1,4,8,10,10,5,6,22,7,10,0,0,0,0,32,51,83
EL VILLAR,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2016-03-01,6,5,16,24,4,15,23,49,9,2,0,0,0,0,58,95,153
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2016-03-01,5,14,4,2,0,2,0,7,0,5,0,0,0,0,9,30,39
ESCARA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
ESCOMA,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,18,16,10,14,10,19,11,24,0,0,0,0,51,73,124
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2016-03-01,5,2,5,3,4,0,10,20,9,3,0,0,0,0,33,28,61
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2016-03-01,2,2,9,4,1,2,0,10,4,9,0,0,0,0,16,27,43
FILADELFIA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,3,1,1,6,14,0,0,0,0,0,0,8,18,26
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2016-03-01,1,0,4,8,4,1,14,20,6,20,0,0,0,0,29,49,78
GUANAY,atencion odontologica,cirugia bucal menor,2016-03-01,1,2,1,0,0,0,7,12,10,7,0,0,0,0,19,21,40
GUAQUI,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,7,8,4,13,18,21,28,29,0,0,0,0,58,71,129
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2016-03-01,2,2,9,6,1,8,4,12,2,1,0,0,0,0,18,29,47
GUTIERREZ,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,1,1,1,1,7,2,0,0,0,0,0,0,9,5,14
HUACARETA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,3,1,5,0,10,5,9,0,0,0,0,6,27,33
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2016-03-01,1,1,7,8,2,1,3,12,4,0,0,0,0,0,17,22,39
HUACHACALLA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,0,0,0,0,0,2,2,0,0,0,0,5,2,7
HUANUNI,atencion odontologica,cirugia bucal menor,2016-03-01,7,15,24,20,5,12,13,33,10,9,0,0,0,0,59,89,148
HUARACAJE,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,2,0,1,4,1,1,2,1,0,0,0,0,6,6,12
HUARINA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,7,4,2,4,3,15,30,37,0,0,0,0,42,61,103
HUATAJATA,atencion odontologica,cirugia bucal menor,2016-03-01,3,2,5,2,0,6,2,5,12,1,0,0,0,0,22,16,38
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,3,5,0,3,2,3,6,1,0,0,0,0,11,13,24
HUMANATA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,0,0,2,1,5,16,12,0,0,0,0,18,19,37
ICHOCA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,0,4,0,0,0,5,6,12,0,0,0,0,7,21,28
ICLA,atencion odontologica,cirugia bucal menor,2016-03-01,4,0,7,9,4,5,4,23,1,33,0,0,0,0,20,70,90
INCAHUASI,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,3,2,4,5,15,1,0,0,0,0,0,11,22,33
INQUISIVI,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,10,8,7,8,12,13,20,8,0,0,0,0,51,37,88
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2016-03-01,11,16,16,14,7,14,21,36,25,16,0,0,0,0,80,96,176
IXIAMAS,atencion odontologica,cirugia bucal menor,2016-03-01,2,2,3,10,5,2,2,30,1,0,0,0,0,0,13,44,57
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,14,19,15,14,5,32,23,16,0,0,0,0,57,83,140
LA ASUNTA,atencion odontologica,cirugia bucal menor,2016-03-01,5,9,24,17,5,15,48,41,4,4,0,0,0,0,86,86,172
LA GUARDIA,atencion odontologica,cirugia bucal menor,2016-03-01,6,5,2,2,0,1,11,8,16,6,0,0,0,0,35,22,57
LA PAZ,atencion odontologica,cirugia bucal menor,2016-03-01,186,176,311,265,136,162,334,638,227,137,0,0,0,0,1194,1378,2572
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,3,2,0,5,10,1,1,0,0,0,0,9,14,23
LAJA,atencion odontologica,cirugia bucal menor,2016-03-01,14,11,12,18,10,23,23,38,11,6,0,0,0,0,70,96,166
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,7,4,0,1,3,14,11,22,0,0,0,0,21,41,62
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2016-03-01,1,3,0,0,0,4,1,7,6,1,0,0,0,0,8,15,23
LLALLAGUA,atencion odontologica,cirugia bucal menor,2016-03-01,21,18,9,14,7,8,6,30,5,22,0,0,0,0,48,92,140
LLICA,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,3,5,2,1,4,18,3,2,0,0,0,0,14,27,41
LURIBAY,atencion odontologica,cirugia bucal menor,2016-03-01,4,2,6,6,0,5,6,15,8,1,0,0,0,0,24,29,53
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2016-03-01,0,3,9,5,3,0,0,14,7,9,0,0,0,0,19,31,50
MACHARETI,atencion odontologica,cirugia bucal menor,2016-03-01,4,0,3,1,2,5,2,10,5,5,0,0,0,0,16,21,37
MAGDALENA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,1,0,0,4,6,5,4,0,0,0,0,0,12,9,21
MAIRANA,atencion odontologica,cirugia bucal menor,2016-03-01,1,2,0,0,0,0,0,2,1,0,0,0,0,0,2,4,6
MALLA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,1,0,1,2,2,5,2,0,0,0,0,7,6,13
MAPIRI,atencion odontologica,cirugia bucal menor,2016-03-01,3,2,6,6,6,3,11,22,0,4,0,0,0,0,26,37,63
MECAPACA,atencion odontologica,cirugia bucal menor,2016-03-01,0,3,4,5,1,11,5,16,4,7,0,0,0,0,14,42,56
MINEROS,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
MIZQUE,atencion odontologica,cirugia bucal menor,2016-03-01,4,5,7,8,1,7,6,18,16,16,0,0,0,0,34,54,88
MOCOMOCO,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,7,7,10,9,17,28,17,7,0,0,0,0,53,51,104
MOJOCOYA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,6,7,1,3,8,22,5,12,0,0,0,0,21,44,65
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2016-03-01,6,10,5,4,1,2,6,31,6,2,0,0,0,0,24,49,73
MONTERO,atencion odontologica,cirugia bucal menor,2016-03-01,9,10,73,92,7,39,47,129,28,14,0,0,0,0,164,284,448
MORO MORO,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,4,2,0,0,3,2,1,0,0,0,0,0,9,4,13
MOROCHATA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,3,0,0,1,6,6,12,4,0,0,0,0,21,11,32
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,5,6,0,0,0,1,13,0,0,0,0,0,18,7,25
OCURI,atencion odontologica,cirugia bucal menor,2016-03-01,3,2,4,5,4,5,13,34,4,1,0,0,0,0,28,47,75
OKINAWA,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,3,4,1,3,3,9,1,5,0,0,0,0,9,22,31
OMEREQUE,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,6,4,1,0,2,14,2,7,0,0,0,0,11,27,38
ORURO,atencion odontologica,cirugia bucal menor,2016-03-01,106,102,126,151,32,58,124,251,125,80,0,0,0,0,513,642,1155
PADCAYA,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,20,10,9,7,10,36,1,0,0,0,0,0,42,54,96
PADILLA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,4,4,3,4,16,24,17,2,0,0,0,0,40,34,74
PAILON,atencion odontologica,cirugia bucal menor,2016-03-01,5,2,2,2,1,0,0,7,0,0,0,0,0,0,8,11,19
PALCA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,4,5,4,14,10,16,5,2,0,0,0,0,23,37,60
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2016-03-01,4,0,4,14,3,3,12,16,17,9,0,0,0,0,40,42,82
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,3,1,0,1,5,2,2,1,0,0,0,0,12,5,17
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,3,0,2,0,11,0,8,0,0,0,0,1,24,25
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,7,0,0,1,1,4,0,0,0,0,0,0,8,5,13
PASORAPA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,7,5,1,1,14,18,11,24,0,0,0,0,33,48,81
PATACAMAYA,atencion odontologica,cirugia bucal menor,2016-03-01,2,3,5,2,0,2,1,3,2,8,0,0,0,0,10,18,28
PAZÑA,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,2,1,0,0,1,3,1,3,0,0,0,0,5,7,12
PELECHUCO,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,2,6,0,0,11,8,1,3,0,0,0,0,14,19,33
POCOATA,atencion odontologica,cirugia bucal menor,2016-03-01,3,4,0,1,4,1,2,4,2,3,0,0,0,0,11,13,24
POCONA,atencion odontologica,cirugia bucal menor,2016-03-01,3,0,1,2,0,2,2,4,0,1,0,0,0,0,6,9,15
POJO (CBBA),atencion odontologica,cirugia bucal menor,2016-03-01,5,1,8,11,5,3,14,21,3,18,0,0,0,0,35,54,89
POOPO,atencion odontologica,cirugia bucal menor,2016-03-01,2,2,12,6,2,1,6,9,3,1,0,0,0,0,25,19,44
PORCO,atencion odontologica,cirugia bucal menor,2016-03-01,3,0,4,5,0,2,2,15,0,0,0,0,0,0,9,22,31
POROMA,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,3,16,0,8,5,24,8,5,0,0,0,0,18,54,72
PORONGO,atencion odontologica,cirugia bucal menor,2016-03-01,1,2,0,0,0,0,0,3,1,0,0,0,0,0,2,5,7
PORTACHUELO,atencion odontologica,cirugia bucal menor,2016-03-01,2,2,3,9,4,4,7,0,14,7,0,0,0,0,30,22,52
PORVENIR,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,0,1,0,1,0,1,1,2,0,0,0,0,3,6,9
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,3,2,5
POTOSI,atencion odontologica,cirugia bucal menor,2016-03-01,54,69,61,68,73,84,121,147,13,18,0,0,0,0,322,386,708
PRESTO,atencion odontologica,cirugia bucal menor,2016-03-01,7,3,12,5,9,12,16,28,20,9,0,0,0,0,64,57,121
PUCARA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,2,2,0,0,0,17,4,2,0,0,0,0,6,22,28
PUCARANI,atencion odontologica,cirugia bucal menor,2016-03-01,5,9,28,21,14,34,26,63,55,41,0,0,0,0,128,168,296
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,6,3,5,8,6,21,9,12,0,0,0,0,26,45,71
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2016-03-01,0,1,12,4,10,11,26,42,21,8,0,0,0,0,69,66,135
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,5
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,0,0,0,0,0,2,0,1,0,0,0,0,2,3,5
PUERTO RICO,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,5,0,13,2,6,15,0,0,0,0,0,0,25,17,42
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,3,0,0,0,2,5,0,0,0,0,0,6,5,11
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2016-03-01,17,4,2,3,0,4,3,3,1,0,0,0,0,0,23,14,37
PUNA,atencion odontologica,cirugia bucal menor,2016-03-01,3,1,6,9,4,5,18,23,12,12,0,0,0,0,43,50,93
PUNATA,atencion odontologica,cirugia bucal menor,2016-03-01,4,4,13,3,1,3,10,7,10,6,0,0,0,0,38,23,61
QUIABAYA,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,4,4,0,1,4,12,4,2,0,0,0,0,13,20,33
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2016-03-01,79,60,9,7,2,8,4,29,6,17,0,0,0,0,100,121,221
QUIME,atencion odontologica,cirugia bucal menor,2016-03-01,7,6,5,15,3,4,17,10,10,7,0,0,0,0,42,42,84
RAVELO,atencion odontologica,cirugia bucal menor,2016-03-01,1,2,5,2,1,4,21,37,10,9,0,0,0,0,38,54,92
REYES,atencion odontologica,cirugia bucal menor,2016-03-01,3,1,5,2,3,3,14,17,3,3,0,0,0,0,28,26,54
RIBERALTA,atencion odontologica,cirugia bucal menor,2016-03-01,18,15,41,78,21,46,27,110,24,16,0,0,0,0,131,265,396
ROBORE,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,5,3,1,4,0,8,8,3,0,0,0,0,14,18,32
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2016-03-01,8,6,9,11,14,16,14,19,10,7,0,0,0,0,55,59,114
SABAYA,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,13,8,2,3,6,9,2,13,0,0,0,0,25,34,59
SACABA,atencion odontologica,cirugia bucal menor,2016-03-01,49,40,45,38,6,16,12,52,35,24,0,0,0,0,147,170,317
SACABAMBA,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,1,3,1,1,2,1,2,12,0,0,0,0,6,19,25
SACACA,atencion odontologica,cirugia bucal menor,2016-03-01,15,4,5,5,1,2,12,15,4,3,0,0,0,0,37,29,66
SAIPINA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2016-03-01,6,3,8,15,2,2,6,12,15,12,0,0,0,0,37,44,81
SAMAIPATA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,2,5,0,2,0,9,2,1,0,0,0,0,4,17,21
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,1,2,3,1,1,0,0,0,0,0,5,3,8
SAN ANDRES,atencion odontologica,cirugia bucal menor,2016-03-01,2,4,3,6,1,3,2,4,2,0,0,0,0,0,10,17,27
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,6,10,4,0,12,16,14,2,0,0,0,0,36,28,64
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,0,0,0,4,1,8,1,0,0,0,0,0,2,12,14
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,3,2,1,2,1,9,5,3,0,0,0,0,11,17,28
SAN BENITO,atencion odontologica,cirugia bucal menor,2016-03-01,1,0,3,6,0,1,0,4,2,13,0,0,0,0,6,24,30
SAN BORJA,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,7,8,2,6,3,16,4,3,0,0,0,0,18,34,52
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2016-03-01,0,0,1,0,0,1,5,11,2,5,0,0,0,0,8,17,25
SAN CARLOS,atencion odontologica,cirugia bucal menor,2016-03-01,2,1,0,0,0,1,4,0,0,0,0,0,0,0,6,2,8
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2016-03-01,3,4,19,9,5,7,7,32,9,1,0,0,0,0,43,53,96
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2016-03-01,12,20,7,4,0,8,0,4,32,14,0,0,0,0,51,50,101
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2016-03-01,0,2,1,5,2,1,5,8,11,4,0,0,0,0,19,20,39
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2016-03-01,2,0,3,3,5,4,1,1,1,0,0,0,0,0,12,8,20
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2016-03-01,1,1,1,3,0,0,2,1,0,0,0,0,0,0,4,5,9
SAN JULIAN,atencion odontologica,cirugia bucal menor,2016-03-01,0,5,3,0,0,4,0,11,11,12,0,0,0,0,14,32,46
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2016-03-01,1,1,0,0,0,0,0,3,1,0,0,0,0,0,2,4,6
