,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,atencion odontologica,primera consulta,2016-03-01,36,58,4,8,2,4,1,44,13,11,0,28,0,18,56,171,227
"COLCHA ""K""",atencion odontologica,primera consulta,2016-03-01,9,16,8,10,2,7,14,28,9,10,0,1,0,4,42,76,118
COLLANA,atencion odontologica,primera consulta,2016-03-01,1,0,3,4,0,1,1,2,1,2,0,0,0,1,6,10,16
COLOMI,atencion odontologica,primera consulta,2016-03-01,40,25,5,3,0,0,4,12,4,5,0,10,0,8,53,63,116
COLPA BELGICA,atencion odontologica,primera consulta,2016-03-01,0,0,0,0,0,2,0,8,0,0,0,3,0,4,0,17,17
COLQUECHACA,atencion odontologica,primera consulta,2016-03-01,52,49,25,22,13,26,49,86,42,41,0,34,0,21,181,279,460
COLQUENCHA,atencion odontologica,primera consulta,2016-03-01,12,14,27,31,20,31,19,41,5,1,0,5,0,1,83,124,207
COLQUIRI,atencion odontologica,primera consulta,2016-03-01,37,30,11,13,7,20,28,54,14,16,0,17,0,13,97,163,260
COMANCHE,atencion odontologica,primera consulta,2016-03-01,0,0,1,2,0,2,1,4,0,1,0,0,0,0,2,9,11
COMARAPA,atencion odontologica,primera consulta,2016-03-01,25,13,11,7,3,9,12,30,4,8,0,2,0,1,55,70,125
CONCEPCION,atencion odontologica,primera consulta,2016-03-01,88,110,69,88,1,17,12,28,3,14,0,9,0,2,173,268,441
COPACABANA,atencion odontologica,primera consulta,2016-03-01,22,16,5,6,2,7,12,25,6,9,0,2,0,4,47,69,116
CORIPATA,atencion odontologica,primera consulta,2016-03-01,26,17,20,15,3,5,11,25,7,0,0,1,0,0,67,63,130
CORO CORO,atencion odontologica,primera consulta,2016-03-01,1,3,0,4,2,4,2,8,0,1,0,1,0,3,5,24,29
CORQUE,atencion odontologica,primera consulta,2016-03-01,32,35,37,36,1,3,14,40,41,31,0,20,0,9,125,174,299
COTAGAITA,atencion odontologica,primera consulta,2016-03-01,14,8,15,13,16,16,32,70,27,39,0,3,0,3,104,152,256
COTOCA,atencion odontologica,primera consulta,2016-03-01,249,259,16,11,14,22,61,188,29,31,0,61,0,16,369,588,957
CUATRO CAÑADAS,atencion odontologica,primera consulta,2016-03-01,72,86,17,20,3,16,12,45,21,11,0,19,0,11,125,208,333
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2016-03-01,7,3,7,6,1,1,4,8,4,2,0,1,0,1,23,22,45
CUEVO,atencion odontologica,primera consulta,2016-03-01,5,2,6,6,4,9,14,28,2,1,0,4,0,2,31,52,83
CULPINA,atencion odontologica,primera consulta,2016-03-01,37,32,8,28,5,17,31,58,11,15,0,22,0,7,92,179,271
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2016-03-01,8,5,5,2,0,2,10,12,6,8,0,6,0,4,29,39,68
CURVA,atencion odontologica,primera consulta,2016-03-01,9,10,3,1,1,4,4,4,2,4,0,0,0,4,19,27,46
DESAGUADERO,atencion odontologica,primera consulta,2016-03-01,1,2,0,3,1,0,3,9,1,0,0,2,0,0,6,16,22
EL ALTO,atencion odontologica,primera consulta,2016-03-01,1268,1285,877,954,274,444,310,932,116,120,0,484,0,243,2845,4462,7307
EL CHORO,atencion odontologica,primera consulta,2016-03-01,14,14,15,8,0,5,5,12,5,6,0,4,0,4,39,53,92
EL PUENTE(STC),atencion odontologica,primera consulta,2016-03-01,37,34,45,54,19,1,9,17,13,3,0,17,0,4,123,130,253
EL PUENTE(TJA),atencion odontologica,primera consulta,2016-03-01,17,20,60,67,16,26,33,98,7,18,0,6,0,0,133,235,368
EL TORNO,atencion odontologica,primera consulta,2016-03-01,208,201,179,167,33,88,50,141,52,31,0,62,0,41,522,731,1253
EL VILLAR,atencion odontologica,primera consulta,2016-03-01,5,5,4,1,1,1,6,11,2,1,0,6,0,4,18,29,47
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2016-03-01,66,64,150,138,27,61,50,116,11,14,0,35,0,5,304,433,737
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2016-03-01,21,21,5,4,0,10,6,21,1,3,0,8,0,7,33,74,107
ESCARA,atencion odontologica,primera consulta,2016-03-01,0,1,0,0,0,1,0,4,1,4,0,3,0,1,1,14,15
ESCOMA,atencion odontologica,primera consulta,2016-03-01,11,4,32,22,17,16,13,23,8,18,0,3,0,4,81,90,171
EUCALIPTUS,atencion odontologica,primera consulta,2016-03-01,9,6,6,4,5,2,12,25,5,2,0,0,0,2,37,41,78
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2016-03-01,21,29,23,18,6,8,2,28,12,10,0,8,0,5,64,106,170
FILADELFIA,atencion odontologica,primera consulta,2016-03-01,6,4,8,15,0,2,8,7,0,0,0,5,0,3,22,36,58
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2016-03-01,30,29,1,5,2,11,0,20,2,6,0,4,0,14,35,89,124
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2016-03-01,4,4,5,5,3,1,9,19,12,14,0,2,0,2,33,47,80
GUANAY,atencion odontologica,primera consulta,2016-03-01,26,22,22,20,7,3,7,27,8,8,0,2,0,4,70,86,156
GUAQUI,atencion odontologica,primera consulta,2016-03-01,19,35,13,17,3,22,33,56,31,36,0,8,0,8,99,182,281
GUAYARAMERIN,atencion odontologica,primera consulta,2016-03-01,26,45,34,25,4,26,16,82,6,3,0,90,0,9,86,280,366
GUTIERREZ,atencion odontologica,primera consulta,2016-03-01,7,24,32,24,9,4,12,25,2,0,0,17,0,8,62,102,164
HUACARETA,atencion odontologica,primera consulta,2016-03-01,20,10,3,5,3,5,11,23,2,6,0,7,0,3,39,59,98
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2016-03-01,5,5,37,32,2,3,5,16,1,0,0,4,0,1,50,61,111
HUACHACALLA,atencion odontologica,primera consulta,2016-03-01,3,6,17,12,1,2,1,12,1,1,0,4,0,0,23,37,60
HUANUNI,atencion odontologica,primera consulta,2016-03-01,31,35,61,56,19,21,53,96,16,15,0,15,0,5,180,243,423
HUARACAJE,atencion odontologica,primera consulta,2016-03-01,0,1,0,0,2,2,3,3,1,0,0,4,0,0,6,10,16
HUARINA,atencion odontologica,primera consulta,2016-03-01,15,16,5,9,3,6,8,22,22,24,0,4,0,2,53,83,136
HUATAJATA,atencion odontologica,primera consulta,2016-03-01,21,18,5,6,0,4,5,12,7,2,0,0,0,2,38,44,82
HUAYLLAMARCA,atencion odontologica,primera consulta,2016-03-01,2,5,16,23,8,15,11,8,6,6,0,2,0,1,43,60,103
HUMANATA,atencion odontologica,primera consulta,2016-03-01,20,18,1,0,0,2,1,5,36,24,0,3,0,11,58,63,121
ICHOCA,atencion odontologica,primera consulta,2016-03-01,4,7,2,3,2,0,0,7,5,6,0,1,0,0,13,24,37
ICLA,atencion odontologica,primera consulta,2016-03-01,45,41,11,15,8,21,9,44,4,10,0,16,0,8,77,155,232
INCAHUASI,atencion odontologica,primera consulta,2016-03-01,57,53,3,4,1,12,14,33,1,0,0,19,0,9,76,130,206
INQUISIVI,atencion odontologica,primera consulta,2016-03-01,16,8,10,13,11,18,15,25,15,6,0,7,0,3,67,80,147
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2016-03-01,37,37,13,16,8,10,18,36,9,7,0,4,0,5,85,115,200
IXIAMAS,atencion odontologica,primera consulta,2016-03-01,7,11,8,9,6,4,11,28,2,2,0,1,0,4,34,59,93
JESUS DE MACHACA,atencion odontologica,primera consulta,2016-03-01,14,21,13,24,22,24,8,48,13,29,0,10,0,3,70,159,229
LA ASUNTA,atencion odontologica,primera consulta,2016-03-01,39,35,29,27,18,26,46,99,6,3,0,44,0,10,138,244,382
LA GUARDIA,atencion odontologica,primera consulta,2016-03-01,154,120,7,2,1,16,8,41,30,5,0,37,0,25,200,246,446
LA PAZ,atencion odontologica,primera consulta,2016-03-01,1766,1653,824,777,248,474,559,1449,332,333,0,497,0,235,3729,5418,9147
LAGUNILLAS,atencion odontologica,primera consulta,2016-03-01,0,0,4,5,1,5,14,19,1,1,0,2,0,5,20,37,57
LAJA,atencion odontologica,primera consulta,2016-03-01,32,22,10,10,7,25,20,42,10,3,0,20,0,6,79,128,207
LAS CARRERAS,atencion odontologica,primera consulta,2016-03-01,6,22,4,3,1,8,10,28,2,2,0,11,0,2,23,76,99
LICOMA PAMPA,atencion odontologica,primera consulta,2016-03-01,7,8,0,0,0,2,3,9,3,1,0,0,0,1,13,21,34
LLALLAGUA,atencion odontologica,primera consulta,2016-03-01,91,72,20,17,7,20,9,79,17,27,0,21,0,35,144,271,415
LLICA,atencion odontologica,primera consulta,2016-03-01,2,7,4,5,2,2,6,13,0,3,0,1,0,1,14,32,46
LURIBAY,atencion odontologica,primera consulta,2016-03-01,16,11,9,8,6,10,16,41,8,1,0,3,0,7,55,81,136
MACHACAMARCA,atencion odontologica,primera consulta,2016-03-01,20,20,8,5,5,6,7,29,15,13,0,8,0,2,55,83,138
MACHARETI,atencion odontologica,primera consulta,2016-03-01,29,36,3,4,5,10,14,28,4,2,0,21,0,5,55,106,161
MAGDALENA,atencion odontologica,primera consulta,2016-03-01,4,0,3,4,5,21,11,23,5,3,0,5,0,1,28,57,85
MAIRANA,atencion odontologica,primera consulta,2016-03-01,9,22,6,5,2,3,8,6,3,0,0,3,0,39,28,78,106
MAPIRI,atencion odontologica,primera consulta,2016-03-01,23,27,80,64,8,10,13,33,17,6,0,6,0,8,141,154,295
MECAPACA,atencion odontologica,primera consulta,2016-03-01,25,23,7,6,3,4,6,14,12,10,0,3,0,2,53,62,115
MINEROS,atencion odontologica,primera consulta,2016-03-01,27,44,12,7,0,11,1,20,4,2,0,7,0,14,44,105,149
MIZQUE,atencion odontologica,primera consulta,2016-03-01,44,40,11,15,2,10,11,28,13,10,0,7,0,9,81,119,200
MOCOMOCO,atencion odontologica,primera consulta,2016-03-01,3,3,16,20,9,16,24,28,15,2,0,2,0,4,67,75,142
MOJOCOYA,atencion odontologica,primera consulta,2016-03-01,35,24,28,22,20,28,13,45,3,9,0,17,0,5,99,150,249
MONTEAGUDO,atencion odontologica,primera consulta,2016-03-01,132,122,13,26,9,18,25,115,6,4,0,65,0,18,185,368,553
MONTERO,atencion odontologica,primera consulta,2016-03-01,271,275,239,238,32,83,149,261,30,26,0,79,0,25,721,987,1708
MORO MORO,atencion odontologica,primera consulta,2016-03-01,2,6,5,3,0,3,6,6,2,1,0,1,0,0,15,20,35
MOROCHATA,atencion odontologica,primera consulta,2016-03-01,43,39,5,0,3,10,7,27,22,31,0,16,0,17,80,140,220
NAZACARA DE PACAJES,atencion odontologica,primera consulta,2016-03-01,3,3,5,5,0,0,0,4,8,1,0,1,0,0,16,14,30
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2016-03-01,15,6,1,4,0,0,1,2,1,0,0,2,0,0,18,14,32
OCURI,atencion odontologica,primera consulta,2016-03-01,43,29,8,10,7,8,27,59,16,16,0,15,0,8,101,145,246
OKINAWA,atencion odontologica,primera consulta,2016-03-01,7,8,3,9,1,4,4,16,1,3,0,2,0,1,16,43,59
OMEREQUE,atencion odontologica,primera consulta,2016-03-01,6,3,3,5,1,1,4,23,1,3,0,1,0,3,15,39,54
ORURO,atencion odontologica,primera consulta,2016-03-01,655,467,317,349,128,221,365,825,117,118,0,262,0,104,1582,2346,3928
PADCAYA,atencion odontologica,primera consulta,2016-03-01,18,26,36,28,18,27,29,94,6,2,0,5,0,3,107,185,292
PADILLA,atencion odontologica,primera consulta,2016-03-01,31,32,12,8,10,13,24,42,10,6,0,19,0,9,87,129,216
PAILON,atencion odontologica,primera consulta,2016-03-01,15,17,86,115,36,62,106,242,16,9,0,4,0,8,259,457,716
PALCA,atencion odontologica,primera consulta,2016-03-01,56,58,4,7,6,13,10,13,21,7,0,2,0,24,97,124,221
PALOS BLANCOS,atencion odontologica,primera consulta,2016-03-01,71,75,25,32,6,22,25,80,17,11,0,12,0,29,144,261,405
PAMPA AULLAGAS,atencion odontologica,primera consulta,2016-03-01,7,3,44,31,21,26,7,9,2,1,0,12,0,0,81,82,163
PAMPA GRANDE,atencion odontologica,primera consulta,2016-03-01,16,11,1,2,0,2,0,16,3,7,0,9,0,6,20,53,73
PAPEL PAMPA,atencion odontologica,primera consulta,2016-03-01,3,5,6,3,0,2,3,9,5,1,0,2,0,1,17,23,40
PASORAPA,atencion odontologica,primera consulta,2016-03-01,28,17,82,89,7,13,10,30,11,9,0,0,0,2,138,160,298
PATACAMAYA,atencion odontologica,primera consulta,2016-03-01,21,27,16,8,3,5,4,33,2,7,0,2,0,10,46,92,138
PAZÑA,atencion odontologica,primera consulta,2016-03-01,9,7,6,4,2,4,7,17,3,4,0,2,0,3,27,41,68
PELECHUCO,atencion odontologica,primera consulta,2016-03-01,22,24,1,5,0,0,9,13,0,1,0,1,0,3,32,47,79
POCOATA,atencion odontologica,primera consulta,2016-03-01,35,41,10,9,8,2,12,20,21,16,0,8,0,8,86,104,190
POCONA,atencion odontologica,primera consulta,2016-03-01,38,55,29,24,7,14,33,33,13,4,0,0,0,8,120,138,258
POJO (CBBA),atencion odontologica,primera consulta,2016-03-01,14,12,17,19,8,8,20,28,2,7,0,2,0,1,61,77,138
POOPO,atencion odontologica,primera consulta,2016-03-01,12,22,23,21,5,5,13,25,2,2,0,7,0,0,55,82,137
PORCO,atencion odontologica,primera consulta,2016-03-01,21,13,7,7,0,7,7,46,0,1,0,11,0,5,35,90,125
POROMA,atencion odontologica,primera consulta,2016-03-01,67,59,54,62,18,35,8,44,5,5,0,35,0,10,152,250,402
PORONGO,atencion odontologica,primera consulta,2016-03-01,36,35,77,56,1,5,0,7,12,9,0,11,0,9,126,132,258
PORTACHUELO,atencion odontologica,primera consulta,2016-03-01,4,6,2,5,2,4,5,12,4,4,0,7,0,2,17,40,57
PORVENIR,atencion odontologica,primera consulta,2016-03-01,23,47,7,10,6,11,15,24,3,4,0,3,0,4,54,103,157
POSTRER VALLE,atencion odontologica,primera consulta,2016-03-01,5,3,1,0,0,2,6,3,5,2,0,2,0,1,17,13,30
POTOSI,atencion odontologica,primera consulta,2016-03-01,232,257,117,105,128,194,197,339,33,46,0,132,0,112,707,1185,1892
PRESTO,atencion odontologica,primera consulta,2016-03-01,55,50,23,21,19,17,20,49,11,4,0,17,0,7,128,165,293
PUCARA,atencion odontologica,primera consulta,2016-03-01,1,4,1,1,0,0,0,5,2,2,0,1,0,0,4,13,17
PUCARANI,atencion odontologica,primera consulta,2016-03-01,27,27,45,39,13,30,23,72,19,18,0,9,0,13,127,208,335
PUERTO ACOSTA,atencion odontologica,primera consulta,2016-03-01,28,23,13,9,9,25,14,45,20,22,0,8,0,1,84,133,217
PUERTO CARABUCO,atencion odontologica,primera consulta,2016-03-01,38,12,18,5,15,17,33,37,20,7,0,1,0,1,124,80,204
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2016-03-01,31,21,46,46,27,24,10,21,3,3,0,6,0,3,117,124,241
PUERTO QUIJARRO,atencion odontologica,primera consulta,2016-03-01,34,25,0,1,0,0,12,19,0,2,0,5,0,2,46,54,100
PUERTO RICO,atencion odontologica,primera consulta,2016-03-01,14,11,20,16,19,17,11,25,0,2,0,21,0,5,64,97,161
PUERTO SUAREZ,atencion odontologica,primera consulta,2016-03-01,28,27,25,18,3,3,4,27,5,2,0,11,0,8,65,96,161
PUERTO VILLARROEL,atencion odontologica,primera consulta,2016-03-01,42,38,16,16,2,18,14,57,18,10,0,12,0,31,92,182,274
PUNA,atencion odontologica,primera consulta,2016-03-01,28,18,15,15,7,15,19,48,12,11,0,11,0,10,81,128,209
PUNATA,atencion odontologica,primera consulta,2016-03-01,17,21,8,10,5,13,11,37,11,6,0,9,0,26,52,122,174
QUIABAYA,atencion odontologica,primera consulta,2016-03-01,3,4,4,4,2,1,6,13,2,1,0,0,0,1,17,24,41
QUILLACOLLO,atencion odontologica,primera consulta,2016-03-01,187,172,60,68,52,76,55,160,27,18,0,44,0,74,381,612,993
QUIME,atencion odontologica,primera consulta,2016-03-01,29,35,6,11,6,10,14,24,11,12,0,6,0,0,66,98,164
QUIRUSILLAS,atencion odontologica,primera consulta,2016-03-01,3,1,0,1,0,0,2,2,1,0,0,1,0,0,6,5,11
RAVELO,atencion odontologica,primera consulta,2016-03-01,89,73,3,8,3,20,25,63,40,40,0,29,0,26,160,259,419
REYES,atencion odontologica,primera consulta,2016-03-01,9,5,40,46,19,15,13,20,2,2,0,5,0,0,83,93,176
RIBERALTA,atencion odontologica,primera consulta,2016-03-01,123,119,44,63,51,123,91,263,31,25,0,130,0,43,340,766,1106
ROBORE,atencion odontologica,primera consulta,2016-03-01,50,43,21,19,11,13,7,45,7,4,0,11,0,7,96,142,238
RURRENABAQUE,atencion odontologica,primera consulta,2016-03-01,14,9,10,12,18,16,30,17,8,5,0,16,0,9,80,84,164
SABAYA,atencion odontologica,primera consulta,2016-03-01,17,12,11,10,5,6,18,31,7,12,0,14,0,3,58,88,146
SACABA,atencion odontologica,primera consulta,2016-03-01,106,102,108,104,20,46,46,123,47,45,0,25,0,79,327,524,851
SACABAMBA,atencion odontologica,primera consulta,2016-03-01,0,1,0,4,4,7,4,4,1,4,0,1,0,0,9,21,30
SACACA,atencion odontologica,primera consulta,2016-03-01,16,4,8,6,5,6,16,40,7,9,0,8,0,5,52,78,130
SAIPINA,atencion odontologica,primera consulta,2016-03-01,16,12,9,12,1,3,9,14,5,2,0,2,0,3,40,48,88
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2016-03-01,63,54,75,94,22,22,20,24,47,44,0,17,0,9,227,264,491
SAMAIPATA,atencion odontologica,primera consulta,2016-03-01,20,32,0,9,0,3,1,17,5,2,0,7,0,2,26,72,98
SAN AGUSTIN,atencion odontologica,primera consulta,2016-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
SAN ANDRES,atencion odontologica,primera consulta,2016-03-01,11,10,81,56,14,15,11,28,2,0,0,0,0,0,119,109,228
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2016-03-01,8,8,10,12,6,10,17,19,45,32,0,7,0,5,86,93,179
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2016-03-01,4,2,0,1,0,4,1,4,0,0,0,0,0,0,5,11,16
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2016-03-01,17,19,6,3,1,2,3,9,5,3,0,7,0,4,32,47,79
SAN BENITO,atencion odontologica,primera consulta,2016-03-01,12,16,3,6,0,2,1,13,4,12,0,1,0,7,20,57,77
SAN BORJA,atencion odontologica,primera consulta,2016-03-01,189,163,19,19,11,41,45,112,16,16,0,7,0,14,280,372,652
SAN BUENA VENTURA,atencion odontologica,primera consulta,2016-03-01,11,12,7,4,1,2,7,22,2,4,0,9,0,2,28,55,83
SAN CARLOS,atencion odontologica,primera consulta,2016-03-01,22,21,7,7,5,16,15,14,6,7,0,12,0,8,55,85,140
SAN IGNACIO,atencion odontologica,primera consulta,2016-03-01,48,66,36,30,27,25,23,73,7,7,0,20,0,22,141,243,384
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2016-03-01,3,7,2,1,4,6,1,2,2,1,0,0,0,0,12,17,29
SAN JAVIER(BNI),atencion odontologica,primera consulta,2016-03-01,1,1,4,9,1,0,3,2,1,0,0,1,0,0,10,13,23
SAN JAVIER(STC),atencion odontologica,primera consulta,2016-03-01,61,102,231,200,3,6,11,26,13,14,0,7,0,0,319,355,674
SAN JOAQUIN,atencion odontologica,primera consulta,2016-03-01,5,4,1,0,1,3,4,5,2,2,0,2,0,3,13,19,32
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2016-03-01,28,15,6,7,29,24,35,46,7,4,0,9,0,0,105,105,210
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2016-03-01,14,8,2,3,0,3,4,19,1,1,0,8,0,6,21,48,69
SAN JULIAN,atencion odontologica,primera consulta,2016-03-01,197,148,158,131,4,10,12,35,27,22,0,17,0,28,398,391,789
SAN LORENZO(PND),atencion odontologica,primera consulta,2016-03-01,2,0,2,1,0,4,1,5,1,0,0,4,0,3,6,17,23
SAN LORENZO(TJA),atencion odontologica,primera consulta,2016-03-01,26,18,62,76,30,46,54,152,12,7,0,6,0,1,184,306,490
SAN LUCAS,atencion odontologica,primera consulta,2016-03-01,168,172,19,15,14,39,26,100,15,9,0,49,0,20,242,404,646
SAN MATIAS,atencion odontologica,primera consulta,2016-03-01,3,6,3,3,0,3,5,10,5,1,0,0,0,0,16,23,39
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2016-03-01,7,12,2,4,1,5,8,17,7,5,0,1,0,1,25,45,70
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2016-03-01,17,10,5,1,1,2,1,7,2,0,0,1,0,4,26,25,51
SAN PEDRO,atencion odontologica,primera consulta,2016-03-01,41,53,70,52,26,27,16,64,12,9,0,22,0,12,165,239,404
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2016-03-01,20,23,13,11,8,12,19,70,13,15,0,32,0,12,73,175,248
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2016-03-01,1,1,4,2,1,5,5,10,2,3,0,1,0,1,13,23,36
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2016-03-01,3,1,6,7,0,1,5,6,1,1,0,1,0,1,15,18,33
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2016-03-01,16,7,5,3,3,2,8,14,19,25,0,0,0,1,51,52,103
SAN RAFAEL,atencion odontologica,primera consulta,2016-03-01,14,7,1,3,0,1,4,13,3,1,0,6,0,0,22,31,53
SAN RAMON BENI,atencion odontologica,primera consulta,2016-03-01,2,3,5,4,2,4,5,17,0,0,0,0,0,0,14,28,42
SAN RAMON SCZ,atencion odontologica,primera consulta,2016-03-01,98,107,12,14,9,6,15,32,2,2,0,12,0,6,136,179,315
SANTA ANA,atencion odontologica,primera consulta,2016-03-01,8,12,41,28,4,13,13,26,4,3,0,0,0,0,70,82,152
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2016-03-01,2670,2441,377,412,223,705,487,2301,462,470,0,1916,0,508,4219,8753,12972
SANTA ROSA,atencion odontologica,primera consulta,2016-03-01,1,4,4,3,3,2,6,18,0,1,0,4,0,0,14,32,46
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2016-03-01,19,14,5,10,1,6,16,24,11,5,0,12,0,6,52,77,129
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2016-03-01,2,3,5,9,3,6,3,4,4,3,0,0,0,0,17,25,42
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2016-03-01,31,23,48,36,7,7,23,65,15,14,0,6,0,6,124,157,281
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2016-03-01,11,11,22,19,3,5,8,15,7,13,0,3,0,3,51,69,120
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2016-03-01,5,1,2,4,2,2,10,7,5,5,0,0,0,0,24,19,43
SANTIVAÑES,atencion odontologica,primera consulta,2016-03-01,22,12,62,62,6,6,13,30,4,5,0,6,0,9,107,130,237
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2016-03-01,3,0,2,0,0,0,2,2,5,5,0,3,0,1,12,11,23
SAPAHAQUI,atencion odontologica,primera consulta,2016-03-01,9,13,2,1,3,4,11,14,15,12,0,2,0,3,40,49,89
SENA,atencion odontologica,primera consulta,2016-03-01,25,22,0,0,1,6,0,21,1,0,0,21,0,8,27,78,105
SHINAOTA,atencion odontologica,primera consulta,2016-03-01,13,12,4,1,1,6,1,15,3,5,0,21,0,65,22,125,147
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2016-03-01,10,5,8,11,6,9,9,15,12,8,0,3,0,2,45,53,98
SICAYA,atencion odontologica,primera consulta,2016-03-01,6,6,4,3,1,6,0,22,2,5,0,3,0,5,13,50,63
SIPE SIPE,atencion odontologica,primera consulta,2016-03-01,67,61,38,44,15,36,39,118,35,57,0,23,0,37,194,376,570
SOPACHUY,atencion odontologica,primera consulta,2016-03-01,39,54,9,14,3,6,9,22,4,1,0,7,0,8,64,112,176
SORACACHI,atencion odontologica,primera consulta,2016-03-01,24,31,28,43,21,23,5,42,20,11,0,15,0,14,98,179,277
SORATA,atencion odontologica,primera consulta,2016-03-01,16,15,6,5,5,10,14,21,7,7,0,6,0,6,48,70,118
SUCRE,atencion odontologica,primera consulta,2016-03-01,1154,1066,285,336,124,300,531,1342,112,110,0,800,0,203,2206,4157,6363
TACACHI,atencion odontologica,primera consulta,2016-03-01,1,3,1,1,0,0,0,2,0,3,0,0,0,0,2,9,11
TACACOMA,atencion odontologica,primera consulta,2016-03-01,2,1,6,4,6,4,17,28,4,1,0,1,0,2,35,41,76
TACOBAMBA,atencion odontologica,primera consulta,2016-03-01,1,1,10,3,0,3,1,15,0,2,0,2,0,3,12,29,41
TACOPAYA,atencion odontologica,primera consulta,2016-03-01,7,9,3,5,3,8,11,21,10,11,0,5,0,3,34,62,96
TAHUA,atencion odontologica,primera consulta,2016-03-01,1,0,1,1,0,0,0,5,2,0,0,0,0,0,4,6,10
TAPACARI,atencion odontologica,primera consulta,2016-03-01,28,24,17,16,5,19,16,53,21,37,0,13,0,8,87,170,257
TARABUCO,atencion odontologica,primera consulta,2016-03-01,53,52,9,9,4,20,23,66,19,30,0,40,0,11,108,228,336
TARACO,atencion odontologica,primera consulta,2016-03-01,19,12,8,10,3,5,1,7,14,13,0,2,0,1,45,50,95
TARATA,atencion odontologica,primera consulta,2016-03-01,8,8,7,7,5,7,15,29,10,7,0,1,0,8,45,67,112
TARIJA,atencion odontologica,primera consulta,2016-03-01,399,383,517,552,161,274,407,953,75,72,0,183,0,33,1559,2450,4009
TARVITA,atencion odontologica,primera consulta,2016-03-01,62,53,21,15,7,11,21,32,5,8,0,22,0,9,116,150,266
TEOPONTE,atencion odontologica,primera consulta,2016-03-01,18,15,5,13,7,20,17,53,9,5,0,25,0,16,56,147,203
TIAWANACU,atencion odontologica,primera consulta,2016-03-01,8,9,9,11,8,9,13,26,10,16,0,14,0,14,48,99,147
TINGUIPAYA,atencion odontologica,primera consulta,2016-03-01,24,18,2,11,4,12,13,42,13,15,0,7,0,15,56,120,176
TIPUANI,atencion odontologica,primera consulta,2016-03-01,5,8,4,6,3,5,8,16,3,0,0,7,0,12,23,54,77
TIQUIPAYA,atencion odontologica,primera consulta,2016-03-01,81,99,62,70,21,18,15,81,15,16,0,23,0,23,194,330,524
TIRAQUE (CBBA),atencion odontologica,primera consulta,2016-03-01,15,18,30,26,6,13,6,31,9,8,0,6,0,10,66,112,178
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2016-03-01,0,5,9,4,4,4,3,8,0,3,0,1,0,2,16,27,43
TOCO,atencion odontologica,primera consulta,2016-03-01,5,13,5,4,3,4,4,23,6,3,0,10,0,5,23,62,85
TODOS SANTOS,atencion odontologica,primera consulta,2016-03-01,0,5,6,4,12,3,6,11,1,2,0,0,0,1,25,26,51
