,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2016-04-01,80,49,132,107,5,32,25,67,18,25,0,15,0,39,260,334,594
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2016-04-01,6,11,9,33,10,9,11,17,1,2,0,2,0,1,37,75,112
TOCO,atencion odontologica,consulta nueva,2016-04-01,63,27,22,9,0,49,20,105,22,36,0,56,0,55,127,337,464
TODOS SANTOS,atencion odontologica,consulta nueva,2016-04-01,8,4,0,1,2,0,1,0,5,4,0,0,0,5,16,14,30
TOLATA,atencion odontologica,consulta nueva,2016-04-01,53,48,14,51,1,3,9,103,23,39,0,20,0,36,100,300,400
TOLEDO,atencion odontologica,consulta nueva,2016-04-01,14,4,38,82,5,14,4,36,9,14,0,4,0,3,70,157,227
TOMAVE,atencion odontologica,consulta nueva,2016-04-01,86,85,8,14,10,19,24,60,34,35,0,8,0,18,162,239,401
TOMINA,atencion odontologica,consulta nueva,2016-04-01,60,56,16,13,13,18,18,69,6,10,0,33,0,17,113,216,329
TORO TORO,atencion odontologica,consulta nueva,2016-04-01,20,6,15,9,1,15,9,49,7,3,0,13,0,33,52,128,180
TOTORA(CBBA),atencion odontologica,consulta nueva,2016-04-01,31,20,125,149,5,22,21,82,5,10,0,12,0,29,187,324,511
TOTORA(ORR),atencion odontologica,consulta nueva,2016-04-01,50,26,21,7,9,5,16,39,17,17,0,22,0,22,113,138,251
TRIGAL,atencion odontologica,consulta nueva,2016-04-01,30,25,47,64,9,8,18,50,25,19,0,0,0,24,129,190,319
TRINIDAD,atencion odontologica,consulta nueva,2016-04-01,98,84,290,267,86,100,186,381,38,29,0,99,0,26,698,986,1684
TUPIZA,atencion odontologica,consulta nueva,2016-04-01,59,69,95,83,47,55,102,177,37,42,0,24,0,9,340,459,799
TURCO,atencion odontologica,consulta nueva,2016-04-01,23,14,11,18,13,5,20,55,26,19,0,3,0,4,93,118,211
UMALA,atencion odontologica,consulta nueva,2016-04-01,38,17,9,26,2,7,14,20,8,5,0,5,0,9,71,89,160
UNCIA,atencion odontologica,consulta nueva,2016-04-01,83,70,18,15,11,26,11,57,14,18,0,20,0,39,137,245,382
URIONDO (A. CONCEPCION),atencion odontologica,consulta nueva,2016-04-01,61,48,66,116,78,127,70,281,13,4,0,12,0,6,288,594,882
URUBICHA,atencion odontologica,consulta nueva,2016-04-01,2,1,0,1,0,3,0,0,2,1,0,1,0,0,4,7,11
UYUNI,atencion odontologica,consulta nueva,2016-04-01,44,66,25,36,8,17,31,96,19,17,0,10,0,19,127,261,388
VACAS,atencion odontologica,consulta nueva,2016-04-01,36,53,57,29,51,31,20,46,14,30,0,0,0,17,178,206,384
VALLEGRANDE,atencion odontologica,consulta nueva,2016-04-01,212,147,31,24,9,48,55,195,34,38,0,31,0,84,341,567,908
VIACHA,atencion odontologica,consulta nueva,2016-04-01,388,330,59,50,16,51,43,220,89,136,0,50,0,111,595,948,1543
VILA VILA,atencion odontologica,consulta nueva,2016-04-01,13,6,2,14,1,0,2,23,2,2,0,4,0,10,20,59,79
VILLA CHARCAS,atencion odontologica,consulta nueva,2016-04-01,67,59,10,13,1,22,10,72,8,5,0,50,0,13,96,234,330
VILLA MONTES,atencion odontologica,consulta nueva,2016-04-01,56,54,263,293,116,133,262,490,23,7,0,22,0,7,720,1006,1726
VILLA RIVERO,atencion odontologica,consulta nueva,2016-04-01,39,76,14,9,9,25,24,107,42,39,0,25,0,52,128,333,461
VILLA SERRANO,atencion odontologica,consulta nueva,2016-04-01,209,181,14,18,7,18,12,62,3,8,0,55,0,54,245,396,641
VILLA TUNARI,atencion odontologica,consulta nueva,2016-04-01,311,328,72,79,28,151,108,468,49,31,0,103,0,239,568,1399,1967
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta nueva,2016-04-01,334,217,58,60,9,55,86,144,37,9,0,52,0,69,524,606,1130
VILLAZON,atencion odontologica,consulta nueva,2016-04-01,186,226,40,118,21,60,54,266,46,70,0,80,0,62,347,882,1229
VINTO,atencion odontologica,consulta nueva,2016-04-01,250,218,8,12,1,20,6,147,44,53,0,33,0,158,309,641,950
VITICHI,atencion odontologica,consulta nueva,2016-04-01,19,21,20,7,9,10,29,70,24,30,0,23,0,2,101,163,264
WALDO BALLIVIAN,atencion odontologica,consulta nueva,2016-04-01,3,9,5,5,10,13,12,22,3,2,0,0,0,3,33,54,87
WARNES,atencion odontologica,consulta nueva,2016-04-01,192,100,88,64,12,45,18,91,20,26,0,28,0,36,330,390,720
YACO,atencion odontologica,consulta nueva,2016-04-01,4,10,0,4,2,2,9,20,13,2,0,15,0,0,28,53,81
YACUIBA,atencion odontologica,consulta nueva,2016-04-01,40,65,171,156,128,156,264,621,66,24,0,13,0,3,669,1038,1707
YAMPARAEZ,atencion odontologica,consulta nueva,2016-04-01,117,85,6,5,7,36,14,74,11,3,0,40,0,8,155,251,406
YANACACHI,atencion odontologica,consulta nueva,2016-04-01,28,41,34,21,4,19,61,78,3,0,0,14,0,15,130,188,318
YAPACANI,atencion odontologica,consulta nueva,2016-04-01,262,324,21,21,15,84,22,177,56,81,0,72,0,141,376,900,1276
YOCALLA,atencion odontologica,consulta nueva,2016-04-01,13,9,6,0,0,11,20,48,9,20,0,17,0,14,48,119,167
YOTALA,atencion odontologica,consulta nueva,2016-04-01,87,74,54,60,6,42,14,80,4,4,0,36,0,26,165,322,487
YUNCHARA,atencion odontologica,consulta nueva,2016-04-01,20,16,121,131,19,36,24,57,3,2,0,3,0,1,187,246,433
ZUDAÑEZ,atencion odontologica,consulta nueva,2016-04-01,59,56,8,13,10,23,15,66,3,6,0,35,0,14,95,213,308
ACACIO,atencion odontologica,consulta nueva,2016-05-01,12,23,8,4,0,4,8,20,0,2,0,10,0,10,28,73,101
ACHACACHI,atencion odontologica,consulta nueva,2016-05-01,178,194,42,41,9,45,53,164,134,117,0,41,0,54,416,656,1072
ACHOCALLA,atencion odontologica,consulta nueva,2016-05-01,122,132,9,10,0,11,6,31,2,0,0,20,0,8,139,212,351
AIQUILE,atencion odontologica,consulta nueva,2016-05-01,356,195,46,58,10,34,47,87,51,68,0,61,0,81,510,584,1094
ALALAY,atencion odontologica,consulta nueva,2016-05-01,10,13,13,18,8,1,8,11,0,1,0,1,0,7,39,52,91
ALCALA,atencion odontologica,consulta nueva,2016-05-01,72,73,11,34,7,28,7,55,8,3,0,5,0,9,105,207,312
ALTO BENI,atencion odontologica,consulta nueva,2016-05-01,59,51,6,17,3,17,14,50,26,14,0,14,0,13,108,176,284
ANCORAIMES,atencion odontologica,consulta nueva,2016-05-01,24,26,1,4,3,8,11,27,35,29,0,5,0,9,74,108,182
ANDAMARCA,atencion odontologica,consulta nueva,2016-05-01,19,11,53,65,5,6,7,43,11,13,0,22,0,19,95,179,274
ANTEQUERA,atencion odontologica,consulta nueva,2016-05-01,4,4,7,14,2,3,10,23,0,0,0,4,0,0,23,48,71
ANZALDO,atencion odontologica,consulta nueva,2016-05-01,79,37,102,201,45,87,15,26,35,51,0,0,0,12,276,414,690
APOLO,atencion odontologica,consulta nueva,2016-05-01,74,72,30,24,2,21,15,51,5,7,0,15,0,32,126,222,348
ARAMPAMPA,atencion odontologica,consulta nueva,2016-05-01,18,24,12,1,2,0,14,21,12,2,0,7,0,8,58,63,121
ARANI,atencion odontologica,consulta nueva,2016-05-01,64,40,21,39,5,10,19,37,4,3,0,4,0,24,113,157,270
ARBIETO,atencion odontologica,consulta nueva,2016-05-01,116,203,26,39,9,43,21,119,68,84,0,50,0,46,240,584,824
ARQUE,atencion odontologica,consulta nueva,2016-05-01,56,54,25,40,13,29,31,96,17,17,0,24,0,30,142,290,432
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2016-05-01,23,51,8,8,1,9,2,19,14,17,0,43,0,7,48,154,202
ATOCHA,atencion odontologica,consulta nueva,2016-05-01,34,55,81,84,60,71,110,146,18,21,0,18,0,8,303,403,706
AUCAPATA,atencion odontologica,consulta nueva,2016-05-01,6,5,6,19,14,17,17,64,9,13,0,10,0,16,52,144,196
AYATA,atencion odontologica,consulta nueva,2016-05-01,0,0,2,8,2,6,25,27,3,5,0,0,0,7,32,53,85
AYO AYO,atencion odontologica,consulta nueva,2016-05-01,4,7,12,10,5,3,11,35,3,2,0,5,0,6,35,68,103
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2016-05-01,33,41,36,59,18,57,64,173,35,40,0,13,0,74,186,457,643
AZURDUY,atencion odontologica,consulta nueva,2016-05-01,75,31,5,9,3,18,20,110,3,12,0,57,0,24,106,261,367
BATALLAS,atencion odontologica,consulta nueva,2016-05-01,43,47,12,29,9,17,23,52,20,16,0,14,0,13,107,188,295
BAURES,atencion odontologica,consulta nueva,2016-05-01,2,2,5,11,4,3,21,17,5,6,0,0,0,1,37,40,77
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2016-05-01,17,12,13,13,0,1,2,13,7,8,0,9,0,3,39,59,98
BELEN DE URMIRI,atencion odontologica,consulta nueva,2016-05-01,0,3,0,0,0,3,2,4,2,2,0,0,0,0,4,12,16
BELLA FLOR,atencion odontologica,consulta nueva,2016-05-01,16,4,35,35,0,2,0,13,0,0,0,0,0,0,51,54,105
BERMEJO,atencion odontologica,consulta nueva,2016-05-01,45,49,106,171,144,144,212,428,28,31,0,69,0,43,535,935,1470
BETANZOS,atencion odontologica,consulta nueva,2016-05-01,68,73,26,26,11,40,42,110,46,21,0,20,0,25,193,315,508
BOLIVAR,atencion odontologica,consulta nueva,2016-05-01,6,10,13,7,4,10,8,35,5,6,0,4,0,16,36,88,124
BOYUIBE,atencion odontologica,consulta nueva,2016-05-01,0,1,1,5,0,0,1,11,4,1,0,1,0,1,6,20,26
BUENA VISTA,atencion odontologica,consulta nueva,2016-05-01,132,128,17,8,3,23,13,43,18,9,0,12,0,22,183,245,428
CABEZAS,atencion odontologica,consulta nueva,2016-05-01,109,104,10,13,12,24,36,84,30,33,0,53,0,15,197,326,523
CAIROMA,atencion odontologica,consulta nueva,2016-05-01,12,10,20,19,8,8,10,30,4,4,0,5,0,0,54,76,130
"CAIZA ""D""",atencion odontologica,consulta nueva,2016-05-01,107,99,16,21,8,21,28,82,23,26,0,21,0,37,182,307,489
CAJUATA,atencion odontologica,consulta nueva,2016-05-01,65,83,39,59,13,32,57,114,42,34,0,36,0,22,216,380,596
CALACOTO,atencion odontologica,consulta nueva,2016-05-01,19,14,6,0,4,5,7,4,7,12,0,0,0,4,43,39,82
CALAMARCA,atencion odontologica,consulta nueva,2016-05-01,73,79,147,116,10,19,19,75,12,15,0,9,0,17,261,330,591
CAMARGO,atencion odontologica,consulta nueva,2016-05-01,136,136,14,13,0,29,23,117,12,16,0,63,0,45,185,419,604
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2016-05-01,37,39,2,5,1,15,6,26,0,5,0,13,0,13,46,116,162
CAMIRI,atencion odontologica,consulta nueva,2016-05-01,142,106,318,309,51,90,75,260,44,24,0,179,0,26,630,994,1624
CAPINOTA,atencion odontologica,consulta nueva,2016-05-01,207,169,60,55,23,81,76,116,55,82,0,13,0,98,421,614,1035
CAQUIAVIRI,atencion odontologica,consulta nueva,2016-05-01,10,29,10,9,6,20,14,38,12,4,0,5,0,13,52,118,170
CARACOLLO,atencion odontologica,consulta nueva,2016-05-01,31,48,31,64,9,18,39,97,14,34,0,21,0,14,124,296,420
CARANAVI,atencion odontologica,consulta nueva,2016-05-01,171,165,33,39,13,41,30,129,65,26,0,29,0,35,312,464,776
CARAPARI,atencion odontologica,consulta nueva,2016-05-01,5,6,45,36,16,20,59,66,8,0,0,1,0,0,133,129,262
CARIPUYO,atencion odontologica,consulta nueva,2016-05-01,23,12,73,73,5,7,18,34,14,8,0,8,0,8,133,150,283
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2016-05-01,120,150,0,0,0,0,3,80,15,20,0,24,0,44,138,318,456
CATACORA,atencion odontologica,consulta nueva,2016-05-01,0,3,2,2,4,1,9,9,0,3,0,0,0,2,15,20,35
CHALLAPATA,atencion odontologica,consulta nueva,2016-05-01,179,261,431,418,21,36,110,294,60,55,0,58,0,82,801,1204,2005
CHAQUI,atencion odontologica,consulta nueva,2016-05-01,28,31,16,13,11,28,10,57,37,46,0,14,0,11,102,200,302
CHARAGUA,atencion odontologica,consulta nueva,2016-05-01,49,24,12,13,17,29,39,66,15,4,0,9,0,10,132,155,287
CHARAÑA,atencion odontologica,consulta nueva,2016-05-01,2,7,2,0,0,1,4,6,3,0,0,0,0,3,11,17,28
CHAYANTA,atencion odontologica,consulta nueva,2016-05-01,55,48,6,14,7,48,17,94,6,19,0,12,0,56,91,291,382
CHIMORE,atencion odontologica,consulta nueva,2016-05-01,113,113,34,45,20,62,21,107,19,8,0,20,0,90,207,445,652
CHIPAYA,atencion odontologica,consulta nueva,2016-05-01,17,2,8,10,1,0,0,9,1,0,0,3,0,6,27,30,57
CHOQUE COTA,atencion odontologica,consulta nueva,2016-05-01,0,3,21,14,2,2,0,8,1,4,0,3,0,1,24,35,59
CHUA COCANI,atencion odontologica,consulta nueva,2016-05-01,10,6,7,10,5,9,18,35,16,15,0,13,0,0,56,88,144
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2016-05-01,2,134,68,62,15,27,32,113,12,8,0,15,0,52,129,411,540
CHUMA,atencion odontologica,consulta nueva,2016-05-01,70,44,56,66,27,70,77,178,68,47,0,29,0,16,298,450,748
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2016-05-01,14,11,3,2,0,8,2,20,3,9,0,12,0,36,22,98,120
CKOCHAS,atencion odontologica,consulta nueva,2016-05-01,20,15,1,5,2,14,11,46,16,29,0,18,0,15,50,142,192
CLIZA,atencion odontologica,consulta nueva,2016-05-01,134,156,31,73,13,42,48,164,44,100,0,82,0,39,270,656,926
COBIJA,atencion odontologica,consulta nueva,2016-05-01,342,268,114,127,52,205,188,394,40,29,0,116,0,86,736,1225,1961
COCAPATA,atencion odontologica,consulta nueva,2016-05-01,138,108,0,0,0,41,0,49,43,48,0,38,0,51,181,335,516
COCHABAMBA,atencion odontologica,consulta nueva,2016-05-01,1898,1941,2001,2162,568,1076,1756,3361,541,461,0,975,0,667,6764,10643,17407
COIPASA,atencion odontologica,consulta nueva,2016-05-01,5,4,11,18,6,3,5,8,9,10,0,2,0,11,36,56,92
COLCAPIRHUA,atencion odontologica,consulta nueva,2016-05-01,490,524,29,47,1,65,28,485,173,174,0,179,0,182,721,1656,2377
"COLCHA ""K""",atencion odontologica,consulta nueva,2016-05-01,61,40,11,15,4,5,10,33,20,17,0,7,0,7,106,124,230
COLLANA,atencion odontologica,consulta nueva,2016-05-01,6,4,3,3,3,11,14,29,2,19,0,5,0,9,28,80,108
COLOMI,atencion odontologica,consulta nueva,2016-05-01,86,107,0,2,0,21,0,39,13,4,0,30,0,35,99,238,337
COLPA BELGICA,atencion odontologica,consulta nueva,2016-05-01,2,0,170,145,0,0,0,3,0,2,0,1,0,2,172,153,325
COLQUECHACA,atencion odontologica,consulta nueva,2016-05-01,123,120,26,12,27,47,58,157,63,81,0,55,0,46,297,518,815
COLQUENCHA,atencion odontologica,consulta nueva,2016-05-01,7,13,85,65,15,34,18,35,11,8,0,8,0,4,136,167,303
COLQUIRI,atencion odontologica,consulta nueva,2016-05-01,102,75,34,39,19,27,36,109,13,27,0,25,0,22,204,324,528
COMANCHE,atencion odontologica,consulta nueva,2016-05-01,13,11,12,19,12,18,11,24,10,1,0,1,0,2,58,76,134
COMARAPA,atencion odontologica,consulta nueva,2016-05-01,99,97,24,23,9,50,30,120,28,16,0,13,0,59,190,378,568
CONCEPCION,atencion odontologica,consulta nueva,2016-05-01,5,9,2,8,6,4,10,9,0,0,0,0,0,0,23,30,53
COPACABANA,atencion odontologica,consulta nueva,2016-05-01,53,27,9,11,4,5,12,29,9,16,0,2,0,6,87,96,183
CORIPATA,atencion odontologica,consulta nueva,2016-05-01,46,53,20,18,6,10,19,46,7,0,0,6,0,12,98,145,243
CORO CORO,atencion odontologica,consulta nueva,2016-05-01,6,7,3,10,5,4,6,11,2,1,0,1,0,3,22,37,59
COROICO,atencion odontologica,consulta nueva,2016-05-01,57,75,49,43,22,38,58,143,22,22,0,0,0,37,208,358,566
CORQUE,atencion odontologica,consulta nueva,2016-05-01,48,57,27,23,4,6,18,42,18,24,0,7,0,13,115,172,287
COTAGAITA,atencion odontologica,consulta nueva,2016-05-01,94,79,39,41,22,54,55,133,41,64,0,27,0,59,251,457,708
COTOCA,atencion odontologica,consulta nueva,2016-05-01,558,536,26,20,7,74,27,305,112,140,0,103,0,2,730,1180,1910
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2016-05-01,129,110,13,21,4,14,13,75,15,5,0,19,0,37,174,281,455
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2016-05-01,12,5,8,8,1,1,5,9,2,10,0,0,0,0,28,33,61
CUEVO,atencion odontologica,consulta nueva,2016-05-01,8,4,24,35,10,17,27,66,3,0,0,1,0,4,72,127,199
CULPINA,atencion odontologica,consulta nueva,2016-05-01,108,95,23,31,3,24,32,118,15,43,0,36,0,25,181,372,553
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2016-05-01,29,53,0,2,1,7,4,21,19,32,0,7,0,5,53,127,180
CURVA,atencion odontologica,consulta nueva,2016-05-01,33,49,3,2,1,3,3,21,0,5,0,5,0,9,40,94,134
DESAGUADERO,atencion odontologica,consulta nueva,2016-05-01,0,4,2,1,0,1,3,1,0,0,0,0,0,0,5,7,12
EL ALTO,atencion odontologica,consulta nueva,2016-05-01,2679,2802,3704,4016,582,1217,546,2104,233,228,0,709,0,666,7744,11742,19486
EL CHORO,atencion odontologica,consulta nueva,2016-05-01,39,39,8,10,25,12,10,25,14,10,0,26,0,5,96,127,223
EL PUENTE(STC),atencion odontologica,consulta nueva,2016-05-01,33,32,4,3,1,1,7,39,11,6,0,15,0,30,56,126,182
EL PUENTE(TJA),atencion odontologica,consulta nueva,2016-05-01,35,31,78,71,18,63,85,238,23,33,0,2,0,1,239,439,678
EL TORNO,atencion odontologica,consulta nueva,2016-05-01,381,378,387,472,44,156,41,297,100,71,0,86,0,46,953,1506,2459
EL VILLAR,atencion odontologica,consulta nueva,2016-05-01,11,22,7,6,4,8,21,36,0,2,0,11,0,3,43,88,131
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2016-05-01,65,83,130,160,71,84,107,248,36,32,0,10,0,6,409,623,1032
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2016-05-01,44,42,5,4,0,4,5,46,1,0,0,12,0,32,55,140,195
ESCARA,atencion odontologica,consulta nueva,2016-05-01,6,9,0,0,0,0,2,10,3,4,0,5,0,5,11,33,44
ESCOMA,atencion odontologica,consulta nueva,2016-05-01,5,9,28,44,5,11,14,26,15,11,0,0,0,4,67,105,172
ESMERALDA,atencion odontologica,consulta nueva,2016-05-01,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,3,5
EUCALIPTUS,atencion odontologica,consulta nueva,2016-05-01,11,12,9,0,0,9,15,28,16,10,0,5,0,15,51,79,130
EUREKA (SANTOS MERCADO),atencion odontologica,consulta nueva,2016-05-01,0,0,3,6,2,4,2,1,0,0,0,6,0,0,7,17,24
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2016-05-01,34,41,40,80,27,25,6,31,21,21,0,19,0,10,128,227,355
FILADELFIA,atencion odontologica,consulta nueva,2016-05-01,75,73,104,102,9,9,10,20,14,12,0,12,0,8,212,236,448
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2016-05-01,19,25,35,32,4,34,5,23,11,5,0,35,0,3,74,157,231
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2016-05-01,27,30,16,18,3,15,40,61,19,37,0,5,0,11,105,177,282
GUANAY,atencion odontologica,consulta nueva,2016-05-01,81,70,23,28,10,10,28,22,31,22,0,32,0,13,173,197,370
GUAQUI,atencion odontologica,consulta nueva,2016-05-01,32,39,9,14,12,16,36,65,34,38,0,11,0,9,123,192,315
GUAYARAMERIN,atencion odontologica,consulta nueva,2016-05-01,41,56,54,47,37,111,143,191,40,17,0,114,0,32,315,568,883
GUTIERREZ,atencion odontologica,consulta nueva,2016-05-01,22,15,26,29,17,14,19,38,2,2,0,24,0,10,86,132,218
HUACARETA,atencion odontologica,consulta nueva,2016-05-01,25,16,3,2,2,13,11,51,11,17,0,25,0,14,52,138,190
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2016-05-01,23,17,14,21,1,8,7,33,0,0,0,18,0,6,45,103,148
HUACHACALLA,atencion odontologica,consulta nueva,2016-05-01,0,1,0,1,4,2,12,6,13,1,0,0,0,0,29,11,40
HUANUNI,atencion odontologica,consulta nueva,2016-05-01,85,110,95,175,20,31,84,193,68,39,0,15,0,17,352,580,932
HUARACAJE,atencion odontologica,consulta nueva,2016-05-01,2,2,4,1,0,3,9,24,1,1,0,0,0,2,16,33,49
HUARINA,atencion odontologica,consulta nueva,2016-05-01,64,47,9,8,4,11,7,27,35,37,0,2,0,14,119,146,265
HUATAJATA,atencion odontologica,consulta nueva,2016-05-01,31,19,4,12,1,4,16,57,37,30,0,0,0,15,89,137,226
HUAYLLAMARCA,atencion odontologica,consulta nueva,2016-05-01,11,20,31,31,4,38,25,26,19,28,0,3,0,1,90,147,237
HUMANATA,atencion odontologica,consulta nueva,2016-05-01,9,13,1,0,0,2,0,2,33,44,0,3,0,7,43,71,114
ICHOCA,atencion odontologica,consulta nueva,2016-05-01,14,19,5,1,2,14,2,13,45,28,0,0,0,15,68,90,158
ICLA,atencion odontologica,consulta nueva,2016-05-01,186,158,23,33,26,27,12,54,5,10,0,27,0,6,252,315,567
INCAHUASI,atencion odontologica,consulta nueva,2016-05-01,63,52,5,8,3,20,8,88,5,6,0,27,0,32,84,233,317
INQUISIVI,atencion odontologica,consulta nueva,2016-05-01,150,173,28,21,9,68,52,140,164,111,0,55,0,72,403,640,1043
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2016-05-01,157,150,52,70,16,23,33,135,39,19,0,9,0,27,297,433,730
IXIAMAS,atencion odontologica,consulta nueva,2016-05-01,24,21,31,27,13,13,24,38,1,0,0,1,0,16,93,116,209
JESUS DE MACHACA,atencion odontologica,consulta nueva,2016-05-01,75,81,16,30,12,28,22,63,28,28,0,3,0,12,153,245,398
LA ASUNTA,atencion odontologica,consulta nueva,2016-05-01,81,73,80,69,19,53,50,272,20,7,0,19,0,75,250,568,818
LA GUARDIA,atencion odontologica,consulta nueva,2016-05-01,247,191,27,19,22,18,7,59,77,58,0,32,0,46,380,423,803
LA PAZ,atencion odontologica,consulta nueva,2016-05-01,3984,3728,1474,1548,566,986,2421,4865,995,836,0,1254,0,636,9440,13853,23293
LAGUNILLAS,atencion odontologica,consulta nueva,2016-05-01,3,7,9,2,10,8,15,51,0,0,0,5,0,3,37,76,113
LAJA,atencion odontologica,consulta nueva,2016-05-01,55,73,17,10,8,43,11,89,33,31,0,21,0,33,124,300,424
LAS CARRERAS,atencion odontologica,consulta nueva,2016-05-01,17,16,9,15,7,10,22,56,2,20,0,15,0,15,57,147,204
LICOMA PAMPA,atencion odontologica,consulta nueva,2016-05-01,45,26,13,18,2,16,6,24,5,10,0,4,0,18,71,116,187
LLALLAGUA,atencion odontologica,consulta nueva,2016-05-01,346,310,20,41,17,21,36,219,14,37,0,87,0,96,433,811,1244
LLICA,atencion odontologica,consulta nueva,2016-05-01,15,7,14,25,7,11,27,40,10,8,0,2,0,0,73,93,166
LURIBAY,atencion odontologica,consulta nueva,2016-05-01,11,12,3,6,5,18,10,28,5,3,0,1,0,2,34,70,104
MACHACAMARCA,atencion odontologica,consulta nueva,2016-05-01,26,19,35,26,3,9,19,77,36,42,0,9,0,20,119,202,321
MACHARETI,atencion odontologica,consulta nueva,2016-05-01,49,71,6,4,0,21,8,75,6,5,0,43,0,8,69,227,296
MAGDALENA,atencion odontologica,consulta nueva,2016-05-01,9,8,10,21,10,12,9,43,5,0,0,16,0,3,43,103,146
MAIRANA,atencion odontologica,consulta nueva,2016-05-01,62,67,23,41,6,18,6,122,21,15,0,47,0,68,118,378,496
MALLA,atencion odontologica,consulta nueva,2016-05-01,0,1,1,0,0,1,0,8,2,11,0,0,0,6,3,27,30
MAPIRI,atencion odontologica,consulta nueva,2016-05-01,36,55,48,52,11,19,33,105,13,11,0,42,0,21,141,305,446
MECAPACA,atencion odontologica,consulta nueva,2016-05-01,60,85,15,37,7,18,21,45,18,10,0,7,0,7,121,209,330
MINEROS,atencion odontologica,consulta nueva,2016-05-01,33,23,1,6,4,3,10,46,6,1,0,22,0,36,54,137,191
MIZQUE,atencion odontologica,consulta nueva,2016-05-01,175,245,43,40,8,36,17,102,25,23,0,23,0,41,268,510,778
MOCOMOCO,atencion odontologica,consulta nueva,2016-05-01,15,7,21,24,18,26,22,47,43,38,0,4,0,7,119,153,272
MOJINETE,atencion odontologica,consulta nueva,2016-05-01,4,2,2,3,0,2,6,8,2,0,0,0,0,3,14,18,32
MOJOCOYA,atencion odontologica,consulta nueva,2016-05-01,72,44,89,111,21,54,40,87,9,5,0,19,0,19,231,339,570
MONTEAGUDO,atencion odontologica,consulta nueva,2016-05-01,150,152,18,57,10,59,81,262,23,26,0,69,0,85,282,710,992
MONTERO,atencion odontologica,consulta nueva,2016-05-01,113,194,139,201,50,153,116,413,75,36,0,68,0,23,493,1088,1581
MORO MORO,atencion odontologica,consulta nueva,2016-05-01,14,9,3,13,1,4,10,19,2,4,0,1,0,1,30,51,81
MOROCHATA,atencion odontologica,consulta nueva,2016-05-01,83,103,59,66,4,68,21,88,55,57,0,27,0,53,222,462,684
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consulta nueva,2016-05-01,11,11,11,13,0,1,0,2,0,0,0,1,0,0,22,28,50
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2016-05-01,0,8,0,1,4,0,0,6,1,0,0,0,0,0,5,15,20
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2016-05-01,4,5,0,2,0,1,4,4,0,2,0,2,0,3,8,19,27
OCURI,atencion odontologica,consulta nueva,2016-05-01,43,44,4,7,4,10,14,96,30,33,0,38,0,14,95,242,337
OKINAWA,atencion odontologica,consulta nueva,2016-05-01,6,3,0,0,0,0,0,5,0,2,0,2,0,1,6,13,19
OMEREQUE,atencion odontologica,consulta nueva,2016-05-01,18,20,4,12,4,6,9,48,11,15,0,5,0,24,46,130,176
ORURO,atencion odontologica,consulta nueva,2016-05-01,1115,1163,460,561,242,455,1056,2005,386,277,0,505,0,405,3259,5371,8630
PADCAYA,atencion odontologica,consulta nueva,2016-05-01,2,1,33,33,7,27,18,41,5,1,0,4,0,1,65,108,173
PADILLA,atencion odontologica,consulta nueva,2016-05-01,27,42,18,36,6,26,37,108,15,7,0,26,0,15,103,260,363
