,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
INCAHUASI,atencion odontologica,exodoncia,2016-04-01,0,0,6,6,2,4,7,26,0,1,0,0,0,0,15,37,52
INQUISIVI,atencion odontologica,exodoncia,2016-04-01,0,0,11,10,7,13,11,40,36,30,0,0,0,0,65,93,158
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2016-04-01,0,0,7,9,7,4,10,22,18,10,0,0,0,0,42,45,87
IXIAMAS,atencion odontologica,exodoncia,2016-04-01,2,1,4,5,3,7,2,15,1,2,0,0,0,0,12,30,42
JESUS DE MACHACA,atencion odontologica,exodoncia,2016-04-01,3,0,7,10,5,7,13,27,6,10,0,0,0,0,34,54,88
LA ASUNTA,atencion odontologica,exodoncia,2016-04-01,5,1,42,40,8,16,38,48,5,3,0,0,0,0,98,108,206
LA GUARDIA,atencion odontologica,exodoncia,2016-04-01,3,2,5,0,1,2,1,16,9,1,0,0,0,0,19,21,40
LA PAZ,atencion odontologica,exodoncia,2016-04-01,19,19,180,185,59,99,219,427,169,90,0,0,0,0,646,820,1466
LAGUNILLAS,atencion odontologica,exodoncia,2016-04-01,0,0,3,0,0,0,5,19,0,0,0,0,0,0,8,19,27
LAJA,atencion odontologica,exodoncia,2016-04-01,5,0,8,7,10,17,11,43,17,13,0,0,0,0,51,80,131
LAS CARRERAS,atencion odontologica,exodoncia,2016-04-01,0,0,1,7,0,0,4,7,8,2,0,0,0,0,13,16,29
LICOMA PAMPA,atencion odontologica,exodoncia,2016-04-01,0,0,0,2,0,0,2,4,0,1,0,0,0,0,2,7,9
LLALLAGUA,atencion odontologica,exodoncia,2016-04-01,0,0,3,7,2,4,6,19,5,4,0,0,0,0,16,34,50
LLICA,atencion odontologica,exodoncia,2016-04-01,0,0,11,8,2,2,8,5,2,2,0,0,0,0,23,17,40
LURIBAY,atencion odontologica,exodoncia,2016-04-01,0,0,3,1,1,1,3,6,3,5,0,0,0,0,10,13,23
MACHACAMARCA,atencion odontologica,exodoncia,2016-04-01,0,0,4,6,2,0,2,2,6,5,0,0,0,0,14,13,27
MACHARETI,atencion odontologica,exodoncia,2016-04-01,1,0,2,4,2,1,4,8,8,0,0,0,0,0,17,13,30
MAGDALENA,atencion odontologica,exodoncia,2016-04-01,1,0,3,5,2,2,8,22,0,0,0,0,0,0,14,29,43
MAIRANA,atencion odontologica,exodoncia,2016-04-01,0,0,5,6,0,0,2,6,3,10,0,0,0,0,10,22,32
MALLA,atencion odontologica,exodoncia,2016-04-01,1,1,1,2,0,0,0,3,1,8,0,0,0,0,3,14,17
MAPIRI,atencion odontologica,exodoncia,2016-04-01,0,0,6,3,3,7,9,12,0,4,0,0,0,0,18,26,44
MECAPACA,atencion odontologica,exodoncia,2016-04-01,0,1,5,10,0,9,4,12,2,3,0,0,0,0,11,35,46
MINEROS,atencion odontologica,exodoncia,2016-04-01,0,0,0,1,0,1,1,3,13,7,0,0,0,0,14,12,26
MIZQUE,atencion odontologica,exodoncia,2016-04-01,0,0,7,9,3,9,9,21,28,28,0,0,0,0,47,67,114
MOCOMOCO,atencion odontologica,exodoncia,2016-04-01,1,1,7,9,6,11,20,26,30,21,0,0,0,0,64,68,132
MOJOCOYA,atencion odontologica,exodoncia,2016-04-01,0,0,11,9,5,1,12,22,18,0,0,0,0,0,46,32,78
MONTEAGUDO,atencion odontologica,exodoncia,2016-04-01,0,0,10,14,0,1,9,24,13,4,0,0,0,0,32,43,75
MONTERO,atencion odontologica,exodoncia,2016-04-01,1,3,48,51,6,18,18,63,37,12,0,0,0,0,110,147,257
MORO MORO,atencion odontologica,exodoncia,2016-04-01,0,1,3,5,3,6,5,4,3,2,0,0,0,0,14,18,32
MOROCHATA,atencion odontologica,exodoncia,2016-04-01,1,0,7,2,0,2,5,17,4,12,0,0,0,0,17,33,50
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
NAZACARA DE PACAJES,atencion odontologica,exodoncia,2016-04-01,0,0,2,0,1,0,0,1,2,1,0,0,0,0,5,2,7
OCURI,atencion odontologica,exodoncia,2016-04-01,0,2,0,2,6,4,6,33,9,11,0,0,0,0,21,52,73
OKINAWA,atencion odontologica,exodoncia,2016-04-01,0,0,2,0,0,2,2,4,2,2,0,0,0,0,6,8,14
OMEREQUE,atencion odontologica,exodoncia,2016-04-01,0,1,5,3,1,2,1,8,13,0,0,0,0,0,20,14,34
ORURO,atencion odontologica,exodoncia,2016-04-01,19,14,115,105,26,63,159,267,83,91,0,0,0,0,402,540,942
PADCAYA,atencion odontologica,exodoncia,2016-04-01,0,0,1,3,2,3,6,27,2,2,0,0,0,0,11,35,46
PADILLA,atencion odontologica,exodoncia,2016-04-01,0,1,4,5,1,6,16,27,8,8,0,0,0,0,29,47,76
PAILON,atencion odontologica,exodoncia,2016-04-01,1,1,10,14,9,4,37,19,13,4,0,0,0,0,70,42,112
PALCA,atencion odontologica,exodoncia,2016-04-01,1,2,10,1,9,5,12,13,8,2,0,0,0,0,40,23,63
PALOS BLANCOS,atencion odontologica,exodoncia,2016-04-01,0,0,7,4,2,5,4,16,9,2,0,0,0,0,22,27,49
PAMPA AULLAGAS,atencion odontologica,exodoncia,2016-04-01,0,0,3,0,0,0,0,5,3,0,0,0,0,0,6,5,11
PAMPA GRANDE,atencion odontologica,exodoncia,2016-04-01,0,0,4,1,0,0,0,2,0,0,0,0,0,0,4,3,7
PAPEL PAMPA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,3,4,5,9,0,0,0,0,8,13,21
PASORAPA,atencion odontologica,exodoncia,2016-04-01,0,0,1,5,0,0,2,4,0,7,0,0,0,0,3,16,19
PATACAMAYA,atencion odontologica,exodoncia,2016-04-01,0,0,1,1,2,3,3,13,10,7,0,0,0,0,16,24,40
PAZÑA,atencion odontologica,exodoncia,2016-04-01,1,0,6,2,2,0,1,8,3,0,0,0,0,0,13,10,23
PELECHUCO,atencion odontologica,exodoncia,2016-04-01,0,0,4,3,1,1,3,5,1,0,0,0,0,0,9,9,18
POCOATA,atencion odontologica,exodoncia,2016-04-01,0,1,1,3,0,1,2,7,4,8,0,0,0,0,7,20,27
POCONA,atencion odontologica,exodoncia,2016-04-01,0,0,36,47,2,1,5,12,8,12,0,0,0,0,51,72,123
POJO (CBBA),atencion odontologica,exodoncia,2016-04-01,0,0,11,12,0,2,3,14,0,9,0,0,0,0,14,37,51
POOPO,atencion odontologica,exodoncia,2016-04-01,1,0,6,13,2,2,5,10,1,3,0,0,0,0,15,28,43
PORCO,atencion odontologica,exodoncia,2016-04-01,1,0,5,6,0,4,3,9,0,1,0,0,0,0,9,20,29
POROMA,atencion odontologica,exodoncia,2016-04-01,0,0,15,10,3,11,4,30,10,14,0,0,0,0,32,65,97
PORONGO,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PORTACHUELO,atencion odontologica,exodoncia,2016-04-01,1,0,1,7,2,3,0,2,2,2,0,0,0,0,6,14,20
PORVENIR,atencion odontologica,exodoncia,2016-04-01,0,0,3,3,2,3,6,15,2,8,0,0,0,0,13,29,42
POSTRER VALLE,atencion odontologica,exodoncia,2016-04-01,1,0,1,2,0,1,10,1,2,0,0,0,0,0,14,4,18
POTOSI,atencion odontologica,exodoncia,2016-04-01,6,5,60,76,79,115,163,244,47,59,0,0,0,0,355,499,854
PRESTO,atencion odontologica,exodoncia,2016-04-01,0,1,18,10,5,3,8,39,18,12,0,0,0,0,49,65,114
PUCARA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,1,3,8,4,0,0,0,0,0,7,9,16
PUCARANI,atencion odontologica,exodoncia,2016-04-01,2,5,19,17,11,11,25,48,62,27,0,0,0,0,119,108,227
PUERTO ACOSTA,atencion odontologica,exodoncia,2016-04-01,0,1,6,1,4,8,8,10,19,20,0,0,0,0,37,40,77
PUERTO CARABUCO,atencion odontologica,exodoncia,2016-04-01,2,0,8,2,4,9,9,20,18,6,0,0,0,0,41,37,78
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2016-04-01,0,0,3,3,1,4,5,2,0,0,0,0,0,0,9,9,18
PUERTO PEREZ,atencion odontologica,exodoncia,2016-04-01,0,0,0,2,0,1,2,5,3,2,0,0,0,0,5,10,15
PUERTO QUIJARRO,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PUERTO RICO,atencion odontologica,exodoncia,2016-04-01,0,0,5,13,7,5,11,17,0,0,0,0,0,0,23,35,58
PUERTO SUAREZ,atencion odontologica,exodoncia,2016-04-01,1,0,4,1,1,0,0,7,5,0,0,0,0,0,11,8,19
PUERTO VILLARROEL,atencion odontologica,exodoncia,2016-04-01,0,1,5,6,3,7,5,28,11,10,0,0,0,0,24,52,76
PUNA,atencion odontologica,exodoncia,2016-04-01,2,1,9,14,4,4,6,53,13,10,0,0,0,0,34,82,116
PUNATA,atencion odontologica,exodoncia,2016-04-01,2,0,17,18,3,1,3,13,22,12,0,0,0,0,47,44,91
QUIABAYA,atencion odontologica,exodoncia,2016-04-01,0,0,4,5,1,3,12,14,5,0,0,0,0,0,22,22,44
QUILLACOLLO,atencion odontologica,exodoncia,2016-04-01,39,39,41,57,84,59,46,61,65,58,0,0,0,0,275,274,549
QUIME,atencion odontologica,exodoncia,2016-04-01,3,2,2,11,2,2,8,9,7,1,0,0,0,0,22,25,47
QUIRUSILLAS,atencion odontologica,exodoncia,2016-04-01,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,4
RAVELO,atencion odontologica,exodoncia,2016-04-01,0,0,2,1,2,6,6,36,5,19,0,0,0,0,15,62,77
REYES,atencion odontologica,exodoncia,2016-04-01,0,1,10,7,1,10,4,14,1,5,0,0,0,0,16,37,53
RIBERALTA,atencion odontologica,exodoncia,2016-04-01,3,3,25,22,8,16,12,56,11,4,0,0,0,0,59,101,160
ROBORE,atencion odontologica,exodoncia,2016-04-01,0,0,3,1,0,0,2,2,2,4,0,0,0,0,7,7,14
RURRENABAQUE,atencion odontologica,exodoncia,2016-04-01,8,10,15,12,14,16,29,41,8,6,0,0,0,0,74,85,159
SABAYA,atencion odontologica,exodoncia,2016-04-01,0,0,10,11,1,3,4,5,6,3,0,0,0,0,21,22,43
SACABA,atencion odontologica,exodoncia,2016-04-01,0,2,120,134,9,12,20,19,12,6,0,0,0,0,161,173,334
SACABAMBA,atencion odontologica,exodoncia,2016-04-01,0,0,1,2,0,0,2,3,3,2,0,0,0,0,6,7,13
SACACA,atencion odontologica,exodoncia,2016-04-01,2,2,6,4,4,5,8,28,2,9,0,0,0,0,22,48,70
SAIPINA,atencion odontologica,exodoncia,2016-04-01,0,0,7,8,0,0,1,4,1,3,0,0,0,0,9,15,24
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2016-04-01,0,0,18,15,3,3,5,14,16,8,0,0,0,0,42,40,82
SAMAIPATA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,4,6
SAN AGUSTIN,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,1,2,3,1,0,0,0,0,0,0,4,3,7
SAN ANDRES,atencion odontologica,exodoncia,2016-04-01,2,0,21,26,2,5,9,10,2,0,0,0,0,0,36,41,77
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2016-04-01,0,1,19,13,1,0,4,6,2,1,0,0,0,0,26,21,47
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2016-04-01,0,0,4,0,0,3,2,3,2,6,0,0,0,0,8,12,20
SAN BENITO,atencion odontologica,exodoncia,2016-04-01,1,0,1,0,0,0,0,3,0,1,0,0,0,0,2,4,6
SAN BORJA,atencion odontologica,exodoncia,2016-04-01,10,17,9,8,3,7,16,39,12,13,0,0,0,0,50,84,134
SAN BUENA VENTURA,atencion odontologica,exodoncia,2016-04-01,1,2,14,13,10,8,10,33,7,8,0,0,0,0,42,64,106
SAN CARLOS,atencion odontologica,exodoncia,2016-04-01,2,9,8,6,5,3,3,9,6,7,0,0,0,0,24,34,58
SAN IGNACIO,atencion odontologica,exodoncia,2016-04-01,0,1,20,9,5,6,19,61,4,7,0,0,0,0,48,84,132
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2016-04-01,16,12,5,0,3,6,8,54,102,113,0,0,0,0,134,185,319
SAN JAVIER(BNI),atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JAVIER(STC),atencion odontologica,exodoncia,2016-04-01,2,0,7,11,10,15,4,14,12,3,0,0,0,0,35,43,78
SAN JOAQUIN,atencion odontologica,exodoncia,2016-04-01,1,6,27,14,5,4,0,22,6,0,0,0,0,0,39,46,85
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2016-04-01,0,1,8,8,2,0,2,6,4,2,0,0,0,0,16,17,33
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2016-04-01,0,0,0,3,2,0,0,8,1,0,0,0,0,0,3,11,14
SAN JULIAN,atencion odontologica,exodoncia,2016-04-01,0,0,3,3,1,2,0,7,20,6,0,0,0,0,24,18,42
SAN LORENZO(PND),atencion odontologica,exodoncia,2016-04-01,0,0,1,0,0,1,3,2,1,0,0,0,0,0,5,3,8
SAN LORENZO(TJA),atencion odontologica,exodoncia,2016-04-01,1,1,22,43,9,4,10,50,6,1,0,0,0,0,48,99,147
SAN LUCAS,atencion odontologica,exodoncia,2016-04-01,0,1,6,10,3,7,13,21,15,12,0,0,0,0,37,51,88
SAN MATIAS,atencion odontologica,exodoncia,2016-04-01,1,3,3,3,1,1,4,8,9,11,0,0,0,0,18,26,44
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2016-04-01,0,0,2,7,0,1,0,20,24,16,0,0,0,0,26,44,70
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2016-04-01,0,0,3,4,0,1,4,3,0,0,0,0,0,0,7,8,15
SAN PEDRO,atencion odontologica,exodoncia,2016-04-01,0,0,16,16,9,13,7,18,5,0,0,0,0,0,37,47,84
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2016-04-01,1,0,2,4,4,4,7,14,16,17,0,0,0,0,30,39,69
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2016-04-01,0,0,0,4,6,3,6,12,1,2,0,0,0,0,13,21,34
SAN RAFAEL,atencion odontologica,exodoncia,2016-04-01,0,1,3,4,0,0,3,3,11,1,0,0,0,0,17,9,26
SAN RAMON SCZ,atencion odontologica,exodoncia,2016-04-01,0,0,3,3,2,1,1,1,2,3,0,0,0,0,8,8,16
SANTA ANA,atencion odontologica,exodoncia,2016-04-01,0,0,31,29,13,22,15,49,7,11,0,0,0,0,66,111,177
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2016-04-01,32,21,60,83,27,48,104,232,187,109,0,0,0,0,410,493,903
SANTA ROSA,atencion odontologica,exodoncia,2016-04-01,0,0,3,6,1,2,5,9,0,0,0,0,0,0,9,17,26
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2016-04-01,0,2,0,0,1,1,1,5,2,3,0,0,0,0,4,11,15
SANTIAGO DE CALLAPA,atencion odontologica,exodoncia,2016-04-01,0,0,0,1,0,1,1,7,9,2,0,0,0,0,10,11,21
SANTIAGO DE HUARI,atencion odontologica,exodoncia,2016-04-01,2,0,21,11,1,3,3,5,5,3,0,0,0,0,32,22,54
SANTIAGO DE HUATA,atencion odontologica,exodoncia,2016-04-01,0,0,3,1,2,3,5,12,13,17,0,0,0,0,23,33,56
SANTIAGO DE MACHACA,atencion odontologica,exodoncia,2016-04-01,2,0,4,0,1,3,4,2,5,7,0,0,0,0,16,12,28
SANTIVAÑES,atencion odontologica,exodoncia,2016-04-01,0,0,1,4,0,0,6,4,0,2,0,0,0,0,7,10,17
SANTUARIO DE QUILLACAS,atencion odontologica,exodoncia,2016-04-01,0,0,1,3,1,1,2,5,4,3,0,0,0,0,8,12,20
SAPAHAQUI,atencion odontologica,exodoncia,2016-04-01,0,0,3,4,2,5,8,16,4,4,0,0,0,0,17,29,46
SENA,atencion odontologica,exodoncia,2016-04-01,5,6,6,8,4,11,6,17,2,0,0,0,0,0,23,42,65
SHINAOTA,atencion odontologica,exodoncia,2016-04-01,0,2,16,9,0,0,1,9,0,12,0,0,0,0,17,32,49
SICA SICA (VILLA AROMA),atencion odontologica,exodoncia,2016-04-01,1,1,11,5,7,8,14,27,10,30,0,0,0,0,43,71,114
SICAYA,atencion odontologica,exodoncia,2016-04-01,1,0,0,0,1,2,0,4,3,2,0,0,0,0,5,8,13
SIPE SIPE,atencion odontologica,exodoncia,2016-04-01,0,4,7,8,4,2,1,11,4,8,0,0,0,0,16,33,49
SOPACHUY,atencion odontologica,exodoncia,2016-04-01,0,0,11,8,1,5,7,10,5,5,0,0,0,0,24,28,52
SORACACHI,atencion odontologica,exodoncia,2016-04-01,0,0,50,34,2,1,9,16,11,5,0,0,0,0,72,56,128
SORATA,atencion odontologica,exodoncia,2016-04-01,2,0,5,9,1,3,16,19,17,20,0,0,0,0,41,51,92
SUCRE,atencion odontologica,exodoncia,2016-04-01,7,4,136,177,37,37,86,189,63,95,0,0,0,0,329,502,831
TACACOMA,atencion odontologica,exodoncia,2016-04-01,0,1,7,2,3,3,6,9,4,0,0,0,0,0,20,15,35
TACOBAMBA,atencion odontologica,exodoncia,2016-04-01,0,0,1,4,5,3,2,13,0,1,0,0,0,0,8,21,29
TACOPAYA,atencion odontologica,exodoncia,2016-04-01,0,0,3,2,1,4,1,10,8,4,0,0,0,0,13,20,33
TAHUA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7,7
TAPACARI,atencion odontologica,exodoncia,2016-04-01,0,1,6,2,3,1,9,40,14,50,0,0,0,0,32,94,126
TARABUCO,atencion odontologica,exodoncia,2016-04-01,0,0,1,0,2,2,3,19,2,12,0,0,0,0,8,33,41
TARACO,atencion odontologica,exodoncia,2016-04-01,0,0,8,2,1,0,4,7,15,18,0,0,0,0,28,27,55
TARATA,atencion odontologica,exodoncia,2016-04-01,0,0,0,3,1,0,6,17,13,11,0,0,0,0,20,31,51
TARIJA,atencion odontologica,exodoncia,2016-04-01,4,0,93,83,28,50,127,260,41,49,0,0,0,0,293,442,735
TARVITA,atencion odontologica,exodoncia,2016-04-01,0,1,4,5,4,10,3,27,3,14,0,0,0,0,14,57,71
TEOPONTE,atencion odontologica,exodoncia,2016-04-01,0,0,5,4,7,2,3,11,7,3,0,0,0,0,22,20,42
TIAWANACU,atencion odontologica,exodoncia,2016-04-01,0,0,2,3,1,5,5,11,2,4,0,0,0,0,10,23,33
TINGUIPAYA,atencion odontologica,exodoncia,2016-04-01,0,0,0,2,3,7,7,37,13,16,0,0,0,0,23,62,85
TIPUANI,atencion odontologica,exodoncia,2016-04-01,0,3,2,5,0,3,0,2,4,0,0,0,0,0,6,13,19
TIQUIPAYA,atencion odontologica,exodoncia,2016-04-01,5,2,28,30,3,3,2,26,29,13,0,0,0,0,67,74,141
TIRAQUE (CBBA),atencion odontologica,exodoncia,2016-04-01,0,0,2,10,0,3,1,6,1,4,0,0,0,0,4,23,27
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,exodoncia,2016-04-01,0,1,5,6,6,3,5,6,1,0,0,0,0,0,17,16,33
TOCO,atencion odontologica,exodoncia,2016-04-01,1,0,0,2,0,0,0,6,0,10,0,0,0,0,1,18,19
TODOS SANTOS,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
TOLATA,atencion odontologica,exodoncia,2016-04-01,1,0,1,1,0,0,1,1,3,6,0,0,0,0,6,8,14
TOLEDO,atencion odontologica,exodoncia,2016-04-01,0,0,1,4,1,5,3,7,4,6,0,0,0,0,9,22,31
TOMAVE,atencion odontologica,exodoncia,2016-04-01,1,0,5,6,6,9,16,20,17,9,0,0,0,0,45,44,89
TOMINA,atencion odontologica,exodoncia,2016-04-01,0,0,4,2,1,1,5,33,3,7,0,0,0,0,13,43,56
TORO TORO,atencion odontologica,exodoncia,2016-04-01,0,0,3,1,1,1,4,14,3,0,0,0,0,0,11,16,27
TOTORA(CBBA),atencion odontologica,exodoncia,2016-04-01,0,0,3,4,0,1,5,7,3,4,0,0,0,0,11,16,27
TOTORA(ORR),atencion odontologica,exodoncia,2016-04-01,0,1,6,6,2,1,3,13,3,10,0,0,0,0,14,31,45
TRIGAL,atencion odontologica,exodoncia,2016-04-01,0,0,3,12,0,0,3,4,0,2,0,0,0,0,6,18,24
TRINIDAD,atencion odontologica,exodoncia,2016-04-01,0,0,46,39,14,19,42,108,17,24,0,0,0,0,119,190,309
TUPIZA,atencion odontologica,exodoncia,2016-04-01,0,2,21,25,6,11,28,42,14,19,0,0,0,0,69,99,168
TURCO,atencion odontologica,exodoncia,2016-04-01,0,0,2,6,3,3,6,10,8,2,0,0,0,0,19,21,40
UMALA,atencion odontologica,exodoncia,2016-04-01,0,0,1,1,0,0,1,0,3,2,0,0,0,0,5,3,8
UNCIA,atencion odontologica,exodoncia,2016-04-01,0,0,5,4,3,3,1,8,10,6,0,0,0,0,19,21,40
URIONDO (A. CONCEPCION),atencion odontologica,exodoncia,2016-04-01,0,1,7,14,5,5,5,26,7,0,0,0,0,0,24,46,70
URUBICHA,atencion odontologica,exodoncia,2016-04-01,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,4,5
UYUNI,atencion odontologica,exodoncia,2016-04-01,2,1,4,4,0,5,7,22,5,8,0,0,0,0,18,40,58
VACAS,atencion odontologica,exodoncia,2016-04-01,0,0,7,5,2,3,1,5,4,14,0,0,0,0,14,27,41
VALLEGRANDE,atencion odontologica,exodoncia,2016-04-01,0,0,6,3,0,2,2,27,21,18,0,0,0,0,29,50,79
VIACHA,atencion odontologica,exodoncia,2016-04-01,10,9,21,21,4,16,11,40,20,52,0,0,0,0,66,138,204
VILA VILA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3
VILLA CHARCAS,atencion odontologica,exodoncia,2016-04-01,0,0,2,3,0,0,1,8,6,2,0,0,0,0,9,13,22
VILLA MONTES,atencion odontologica,exodoncia,2016-04-01,0,0,39,52,13,13,62,72,7,3,0,0,0,0,121,140,261
VILLA RIVERO,atencion odontologica,exodoncia,2016-04-01,0,1,1,3,2,1,4,9,7,8,0,0,0,0,14,22,36
VILLA SERRANO,atencion odontologica,exodoncia,2016-04-01,0,0,5,1,0,1,5,13,2,7,0,0,0,0,12,22,34
VILLA TUNARI,atencion odontologica,exodoncia,2016-04-01,3,0,25,16,5,11,8,48,14,13,0,0,0,0,55,88,143
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,exodoncia,2016-04-01,1,0,1,4,0,1,20,22,18,6,0,0,0,0,40,33,73
VILLAZON,atencion odontologica,exodoncia,2016-04-01,2,1,10,19,8,12,7,36,28,31,0,0,0,0,55,99,154
VINTO,atencion odontologica,exodoncia,2016-04-01,4,1,5,7,1,1,0,36,5,8,0,0,0,0,15,53,68
VITICHI,atencion odontologica,exodoncia,2016-04-01,1,0,4,0,2,3,3,16,10,12,0,0,0,0,20,31,51
WALDO BALLIVIAN,atencion odontologica,exodoncia,2016-04-01,0,0,4,3,6,6,6,10,2,1,0,0,0,0,18,20,38
WARNES,atencion odontologica,exodoncia,2016-04-01,1,1,10,11,0,6,2,8,12,22,0,0,0,0,25,48,73
YACO,atencion odontologica,exodoncia,2016-04-01,1,0,0,2,1,1,5,6,12,1,0,0,0,0,19,10,29
YACUIBA,atencion odontologica,exodoncia,2016-04-01,0,1,43,31,18,23,47,93,33,7,0,0,0,0,141,155,296
YAMPARAEZ,atencion odontologica,exodoncia,2016-04-01,1,0,1,1,1,0,4,22,7,1,0,0,0,0,14,24,38
YANACACHI,atencion odontologica,exodoncia,2016-04-01,0,0,2,4,0,1,1,3,0,0,0,0,0,0,3,8,11
YAPACANI,atencion odontologica,exodoncia,2016-04-01,1,3,6,6,3,7,6,16,21,11,0,0,0,0,37,43,80
YOCALLA,atencion odontologica,exodoncia,2016-04-01,0,0,0,0,0,0,5,1,3,12,0,0,0,0,8,13,21
YOTALA,atencion odontologica,exodoncia,2016-04-01,0,0,19,13,0,3,4,12,2,3,0,0,0,0,25,31,56
YUNCHARA,atencion odontologica,exodoncia,2016-04-01,0,0,4,7,1,3,8,12,2,0,0,0,0,0,15,22,37
ZUDAÑEZ,atencion odontologica,exodoncia,2016-04-01,0,0,4,6,0,5,2,24,3,2,0,0,0,0,9,37,46
ACACIO,atencion odontologica,exodoncia,2016-05-01,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,6,6
ACHACACHI,atencion odontologica,exodoncia,2016-05-01,3,3,13,12,2,10,18,35,47,39,0,0,0,0,83,99,182
ACHOCALLA,atencion odontologica,exodoncia,2016-05-01,1,0,6,13,1,6,4,28,0,1,0,0,0,0,12,48,60
AIQUILE,atencion odontologica,exodoncia,2016-05-01,2,0,5,13,0,1,1,5,13,4,0,0,0,0,21,23,44
ALCALA,atencion odontologica,exodoncia,2016-05-01,0,0,2,2,2,2,1,7,2,0,0,0,0,0,7,11,18
ALTO BENI,atencion odontologica,exodoncia,2016-05-01,2,1,1,4,1,6,6,21,10,6,0,0,0,0,20,38,58
ANCORAIMES,atencion odontologica,exodoncia,2016-05-01,0,1,0,2,1,1,4,13,15,19,0,0,0,0,20,36,56
ANDAMARCA,atencion odontologica,exodoncia,2016-05-01,0,0,2,10,2,0,1,1,0,4,0,0,0,0,5,15,20
ANTEQUERA,atencion odontologica,exodoncia,2016-05-01,0,0,1,2,1,0,1,4,0,0,0,0,0,0,3,6,9
ANZALDO,atencion odontologica,exodoncia,2016-05-01,1,0,2,12,2,0,6,4,23,6,0,0,0,0,34,22,56
APOLO,atencion odontologica,exodoncia,2016-05-01,1,3,12,14,0,1,1,9,4,6,0,0,0,0,18,33,51
ARAMPAMPA,atencion odontologica,exodoncia,2016-05-01,4,1,4,0,0,0,1,0,7,0,0,0,0,0,16,1,17
ARANI,atencion odontologica,exodoncia,2016-05-01,0,0,2,6,1,1,1,2,3,0,0,0,0,0,7,9,16
ARBIETO,atencion odontologica,exodoncia,2016-05-01,0,0,4,7,0,1,0,4,5,14,0,0,0,0,9,26,35
ARQUE,atencion odontologica,exodoncia,2016-05-01,2,0,9,11,2,2,5,33,8,8,0,0,0,0,26,54,80
ASCENCION DE GUARAYOS,atencion odontologica,exodoncia,2016-05-01,0,0,6,3,0,3,2,7,3,9,0,0,0,0,11,22,33
ATOCHA,atencion odontologica,exodoncia,2016-05-01,6,1,20,15,10,17,29,31,6,16,0,0,0,0,71,80,151
