,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
HUATAJATA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
HUAYLLAMARCA,atencion odontologica,consulta repetida,2016-04-01,2,1,3,8,0,4,5,6,0,1,0,0,0,0,10,20,30
HUMANATA,atencion odontologica,consulta repetida,2016-04-01,3,2,0,0,0,0,1,1,13,3,0,0,0,0,17,6,23
ICLA,atencion odontologica,consulta repetida,2016-04-01,0,1,0,0,1,6,0,5,0,0,0,0,0,4,1,16,17
INCAHUASI,atencion odontologica,consulta repetida,2016-04-01,1,4,0,2,3,0,2,11,0,0,0,1,0,5,6,23,29
INQUISIVI,atencion odontologica,consulta repetida,2016-04-01,0,1,0,1,0,0,2,1,0,0,0,0,0,1,2,4,6
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2016-04-01,3,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,5
IXIAMAS,atencion odontologica,consulta repetida,2016-04-01,0,0,4,0,2,0,4,8,3,0,0,2,0,0,13,10,23
JESUS DE MACHACA,atencion odontologica,consulta repetida,2016-04-01,3,0,4,3,13,0,5,7,1,2,0,0,0,1,26,13,39
LA ASUNTA,atencion odontologica,consulta repetida,2016-04-01,5,5,14,13,2,6,15,62,0,0,0,3,0,23,36,112,148
LA GUARDIA,atencion odontologica,consulta repetida,2016-04-01,8,6,0,0,0,2,1,7,1,0,0,0,0,7,10,22,32
LA PAZ,atencion odontologica,consulta repetida,2016-04-01,518,599,614,633,267,391,1216,1828,323,266,0,146,0,77,2938,3940,6878
LAJA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
LAS CARRERAS,atencion odontologica,consulta repetida,2016-04-01,1,5,0,0,0,0,10,8,4,0,0,0,0,1,15,14,29
LLALLAGUA,atencion odontologica,consulta repetida,2016-04-01,49,43,20,35,13,27,30,115,19,14,0,28,0,22,131,284,415
LLICA,atencion odontologica,consulta repetida,2016-04-01,0,4,6,0,0,3,12,14,0,1,0,0,0,2,18,24,42
MACHACAMARCA,atencion odontologica,consulta repetida,2016-04-01,6,0,8,29,1,6,8,21,18,5,0,0,0,6,41,67,108
MACHARETI,atencion odontologica,consulta repetida,2016-04-01,0,1,1,0,0,1,1,9,0,0,0,2,0,0,2,13,15
MAGDALENA,atencion odontologica,consulta repetida,2016-04-01,0,0,4,2,5,17,4,9,3,1,0,0,0,0,16,29,45
MAIRANA,atencion odontologica,consulta repetida,2016-04-01,28,7,2,3,7,3,20,46,4,6,0,12,0,13,61,90,151
MAPIRI,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
MECAPACA,atencion odontologica,consulta repetida,2016-04-01,4,1,0,0,1,0,1,2,0,0,0,0,0,0,6,3,9
MIZQUE,atencion odontologica,consulta repetida,2016-04-01,12,15,10,7,0,5,5,17,0,1,0,6,0,11,27,62,89
MOCOMOCO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MOJOCOYA,atencion odontologica,consulta repetida,2016-04-01,6,0,9,7,3,14,5,35,3,9,0,6,0,2,26,73,99
MONTEAGUDO,atencion odontologica,consulta repetida,2016-04-01,31,18,2,1,6,15,14,65,7,0,0,11,0,20,60,130,190
MONTERO,atencion odontologica,consulta repetida,2016-04-01,7,14,19,6,3,10,11,18,1,3,0,4,0,2,41,57,98
MORO MORO,atencion odontologica,consulta repetida,2016-04-01,1,0,1,1,0,3,10,25,0,0,0,0,0,2,12,31,43
MOROCHATA,atencion odontologica,consulta repetida,2016-04-01,1,0,2,0,0,0,2,1,0,1,0,0,0,0,5,2,7
OCURI,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
OKINAWA,atencion odontologica,consulta repetida,2016-04-01,6,5,0,0,0,0,0,4,2,1,0,0,0,2,8,12,20
OMEREQUE,atencion odontologica,consulta repetida,2016-04-01,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,6,7
ORURO,atencion odontologica,consulta repetida,2016-04-01,178,238,212,230,58,126,442,748,148,98,0,46,0,125,1038,1611,2649
PADCAYA,atencion odontologica,consulta repetida,2016-04-01,0,0,5,3,3,2,3,26,0,0,0,0,0,0,11,31,42
PADILLA,atencion odontologica,consulta repetida,2016-04-01,8,4,4,5,3,21,13,54,3,4,0,2,0,19,31,109,140
PAILON,atencion odontologica,consulta repetida,2016-04-01,3,2,0,0,0,1,1,5,0,0,0,0,0,5,4,13,17
PALCA,atencion odontologica,consulta repetida,2016-04-01,2,4,1,1,1,0,0,10,0,1,0,3,0,9,4,28,32
PALOS BLANCOS,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2016-04-01,1,2,20,4,0,12,2,18,0,0,0,6,0,2,23,44,67
PAMPA GRANDE,atencion odontologica,consulta repetida,2016-04-01,1,2,0,0,0,0,0,5,0,1,0,2,0,2,1,12,13
PAPEL PAMPA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,3
PATACAMAYA,atencion odontologica,consulta repetida,2016-04-01,20,62,6,11,1,1,6,44,2,7,0,2,0,1,35,128,163
PAZÑA,atencion odontologica,consulta repetida,2016-04-01,2,6,4,0,0,1,18,31,1,2,0,1,0,0,25,41,66
POCOATA,atencion odontologica,consulta repetida,2016-04-01,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7
POCONA,atencion odontologica,consulta repetida,2016-04-01,2,2,0,1,6,7,4,14,0,0,0,0,0,6,12,30,42
POJO (CBBA),atencion odontologica,consulta repetida,2016-04-01,4,6,10,13,6,13,15,6,6,0,0,1,0,1,41,40,81
POOPO,atencion odontologica,consulta repetida,2016-04-01,4,10,8,14,2,4,8,22,5,11,0,5,0,0,27,66,93
PORCO,atencion odontologica,consulta repetida,2016-04-01,3,1,2,1,0,2,2,3,0,0,0,0,0,0,7,7,14
POROMA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
PORVENIR,atencion odontologica,consulta repetida,2016-04-01,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3
POSTRER VALLE,atencion odontologica,consulta repetida,2016-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,atencion odontologica,consulta repetida,2016-04-01,287,291,259,286,185,342,416,857,74,61,0,93,0,124,1221,2054,3275
PRESTO,atencion odontologica,consulta repetida,2016-04-01,0,0,5,4,10,5,7,5,0,7,0,0,0,4,22,25,47
PUCARA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,2,4,0,0,0,0,0,3,2,7,9
PUCARANI,atencion odontologica,consulta repetida,2016-04-01,0,1,0,2,0,2,3,1,0,0,0,0,0,0,3,6,9
PUERTO ACOSTA,atencion odontologica,consulta repetida,2016-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO CARABUCO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,0,4,2,1,0,0,0,0,2,5,7
PUERTO PEREZ,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2016-04-01,1,0,0,0,0,0,0,4,0,0,0,4,0,1,1,9,10
PUERTO RICO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
PUERTO SUAREZ,atencion odontologica,consulta repetida,2016-04-01,2,4,0,5,0,0,0,7,3,1,0,6,0,6,5,29,34
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2016-04-01,33,41,16,3,0,20,20,44,17,5,0,2,0,24,86,139,225
PUNA,atencion odontologica,consulta repetida,2016-04-01,5,10,9,0,1,2,8,46,0,1,0,1,0,34,23,94,117
PUNATA,atencion odontologica,consulta repetida,2016-04-01,22,36,10,14,12,23,17,78,4,15,0,2,0,24,65,192,257
QUIABAYA,atencion odontologica,consulta repetida,2016-04-01,0,3,0,0,0,2,1,1,0,0,0,0,0,0,1,6,7
QUILLACOLLO,atencion odontologica,consulta repetida,2016-04-01,87,91,51,34,38,42,41,117,31,13,0,4,0,15,248,316,564
RAVELO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,4
REYES,atencion odontologica,consulta repetida,2016-04-01,0,0,26,10,27,11,5,47,0,10,0,1,0,0,58,79,137
RIBERALTA,atencion odontologica,consulta repetida,2016-04-01,17,30,25,89,95,122,86,140,12,8,0,22,0,5,235,416,651
RURRENABAQUE,atencion odontologica,consulta repetida,2016-04-01,4,6,2,3,0,2,1,1,1,0,0,2,0,0,8,14,22
SABAYA,atencion odontologica,consulta repetida,2016-04-01,3,4,0,2,0,0,2,3,0,2,0,0,0,2,5,13,18
SACABA,atencion odontologica,consulta repetida,2016-04-01,24,12,77,125,21,36,17,99,17,15,0,2,0,8,156,297,453
SACABAMBA,atencion odontologica,consulta repetida,2016-04-01,0,2,0,0,1,1,4,1,0,0,0,0,0,0,5,4,9
SACACA,atencion odontologica,consulta repetida,2016-04-01,10,8,0,0,0,3,0,2,0,4,0,1,0,1,10,19,29
SAIPINA,atencion odontologica,consulta repetida,2016-04-01,3,4,1,0,0,2,7,11,4,3,0,0,0,8,15,28,43
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2016-04-01,0,8,5,14,0,1,0,10,1,0,0,0,0,8,6,41,47
SAMAIPATA,atencion odontologica,consulta repetida,2016-04-01,1,3,8,15,2,8,2,20,4,0,0,3,0,8,17,57,74
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2016-04-01,0,2,1,0,1,3,2,6,0,2,0,1,0,0,4,14,18
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2016-04-01,35,42,0,0,0,0,0,2,0,0,0,0,0,0,35,44,79
SAN BENITO,atencion odontologica,consulta repetida,2016-04-01,22,25,5,5,7,10,6,16,4,1,0,3,0,22,44,82,126
SAN BORJA,atencion odontologica,consulta repetida,2016-04-01,7,2,9,27,0,11,4,58,3,0,0,2,0,13,23,113,136
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2016-04-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4
SAN CARLOS,atencion odontologica,consulta repetida,2016-04-01,4,0,1,2,0,0,0,0,0,0,0,0,0,0,5,2,7
SAN IGNACIO,atencion odontologica,consulta repetida,2016-04-01,5,2,3,2,8,9,2,7,1,0,0,4,0,0,19,24,43
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2016-04-01,2,0,44,6,9,3,39,83,6,2,0,0,0,0,100,94,194
SAN JAVIER(STC),atencion odontologica,consulta repetida,2016-04-01,1,0,0,0,0,0,0,3,0,0,0,0,0,2,1,5,6
SAN JOAQUIN,atencion odontologica,consulta repetida,2016-04-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2016-04-01,0,1,0,9,0,8,0,12,0,0,0,0,0,0,0,30,30
SAN JULIAN,atencion odontologica,consulta repetida,2016-04-01,0,0,0,1,0,0,3,13,6,3,0,5,0,8,9,30,39
SAN LORENZO(PND),atencion odontologica,consulta repetida,2016-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2016-04-01,9,12,22,29,21,38,56,150,6,2,0,1,0,0,114,232,346
SAN LUCAS,atencion odontologica,consulta repetida,2016-04-01,18,8,9,2,1,3,8,24,0,2,0,1,0,0,36,40,76
SAN MATIAS,atencion odontologica,consulta repetida,2016-04-01,19,19,1,4,9,11,4,2,5,10,0,4,0,0,38,50,88
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2016-04-01,0,21,9,6,2,4,5,38,1,1,0,5,0,21,17,96,113
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2016-04-01,0,1,0,0,0,0,1,2,0,0,0,0,0,2,1,5,6
SAN PEDRO,atencion odontologica,consulta repetida,2016-04-01,0,0,3,1,0,2,1,3,0,0,0,0,0,0,4,6,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2016-04-01,1,0,0,0,3,4,5,5,0,3,0,0,0,2,9,14,23
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta repetida,2016-04-01,0,0,2,0,1,2,0,6,2,2,0,2,0,2,5,14,19
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,3,4
SAN RAFAEL,atencion odontologica,consulta repetida,2016-04-01,19,10,0,0,0,1,2,9,0,0,0,0,0,0,21,20,41
SAN RAMON SCZ,atencion odontologica,consulta repetida,2016-04-01,2,1,1,3,1,2,3,1,1,2,0,5,0,6,8,20,28
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2016-04-01,503,416,292,277,187,282,1022,1723,247,215,0,95,0,131,2251,3139,5390
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2016-04-01,2,0,0,0,0,1,0,1,0,0,0,3,0,1,2,6,8
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2016-04-01,1,3,5,3,0,0,22,28,10,10,0,1,0,1,38,46,84
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2016-04-01,1,0,1,0,5,9,3,12,1,2,0,0,0,0,11,23,34
SANTIVAÑES,atencion odontologica,consulta repetida,2016-04-01,0,1,0,1,1,0,11,4,5,4,0,0,0,0,17,10,27
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2016-04-01,6,0,0,2,0,1,0,0,0,2,0,0,0,0,6,5,11
SAPAHAQUI,atencion odontologica,consulta repetida,2016-04-01,6,3,0,0,0,2,0,0,4,0,0,0,0,2,10,7,17
SENA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,1,0,0,14,0,0,0,8,0,6,1,28,29
SHINAOTA,atencion odontologica,consulta repetida,2016-04-01,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4,4
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2016-04-01,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,4,4
SICAYA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,2,1,1,11,0,0,0,0,0,1,3,13,16
SIPE SIPE,atencion odontologica,consulta repetida,2016-04-01,20,19,7,8,2,3,7,38,10,6,0,4,0,13,46,91,137
SOPACHUY,atencion odontologica,consulta repetida,2016-04-01,1,6,7,11,5,8,18,20,0,1,0,2,0,5,31,53,84
SORACACHI,atencion odontologica,consulta repetida,2016-04-01,0,8,1,3,0,0,1,2,3,0,0,1,0,0,5,14,19
SORATA,atencion odontologica,consulta repetida,2016-04-01,9,3,1,1,0,0,3,15,0,0,0,4,0,7,13,30,43
SUCRE,atencion odontologica,consulta repetida,2016-04-01,290,253,278,285,158,302,589,1065,78,80,0,93,0,60,1393,2138,3531
TACACOMA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
TACOBAMBA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
TACOPAYA,atencion odontologica,consulta repetida,2016-04-01,4,5,0,2,0,4,1,18,3,6,0,6,0,2,8,43,51
TAPACARI,atencion odontologica,consulta repetida,2016-04-01,3,6,0,4,2,1,0,13,1,2,0,0,0,3,6,29,35
TARABUCO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,3,1,0,0,6,2,0,0,0,0,2,3,11,14
TARATA,atencion odontologica,consulta repetida,2016-04-01,0,2,0,1,0,3,4,9,8,1,0,2,0,2,12,20,32
TARIJA,atencion odontologica,consulta repetida,2016-04-01,56,57,246,282,157,204,484,835,151,46,0,8,0,3,1094,1435,2529
TARVITA,atencion odontologica,consulta repetida,2016-04-01,4,1,4,0,5,2,1,8,5,1,0,3,0,7,19,22,41
TIAWANACU,atencion odontologica,consulta repetida,2016-04-01,1,0,1,1,3,20,8,29,5,2,0,7,0,1,18,60,78
TINGUIPAYA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,6,1,1,1,0,0,0,1,7,3,10
TIPUANI,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
TIQUIPAYA,atencion odontologica,consulta repetida,2016-04-01,74,55,9,21,5,3,5,51,1,4,0,17,0,13,94,164,258
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2016-04-01,3,2,5,2,2,7,3,16,1,1,0,1,0,8,14,37,51
TOCO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,0,5,5,2,0,0,1,0,0,7,6,13
TOLATA,atencion odontologica,consulta repetida,2016-04-01,0,3,0,1,0,0,0,4,1,1,0,1,0,3,1,13,14
TOLEDO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,2,2,7,0,1,0,0,0,1,2,11,13
TOMAVE,atencion odontologica,consulta repetida,2016-04-01,0,0,0,1,2,5,2,1,0,0,0,0,0,3,4,10,14
TOMINA,atencion odontologica,consulta repetida,2016-04-01,18,14,4,3,4,4,2,24,0,0,0,3,0,2,28,50,78
TORO TORO,atencion odontologica,consulta repetida,2016-04-01,1,2,0,0,0,2,1,4,0,1,0,3,0,2,2,14,16
TOTORA(CBBA),atencion odontologica,consulta repetida,2016-04-01,12,7,1,11,1,4,7,5,1,0,0,0,0,5,22,32,54
TRIGAL,atencion odontologica,consulta repetida,2016-04-01,3,0,4,6,7,6,5,17,4,7,0,1,0,9,23,46,69
TRINIDAD,atencion odontologica,consulta repetida,2016-04-01,34,34,48,49,28,33,76,112,61,33,0,16,0,2,247,279,526
TUPIZA,atencion odontologica,consulta repetida,2016-04-01,27,22,36,22,13,35,41,100,25,27,0,12,0,8,142,226,368
TURCO,atencion odontologica,consulta repetida,2016-04-01,0,0,0,5,0,2,8,14,2,3,0,1,0,2,10,27,37
UMALA,atencion odontologica,consulta repetida,2016-04-01,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,2,4
UNCIA,atencion odontologica,consulta repetida,2016-04-01,54,19,11,16,2,12,25,27,17,17,0,3,0,7,109,101,210
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2016-04-01,3,6,17,38,13,44,32,120,0,5,0,0,0,2,65,215,280
URUBICHA,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
UYUNI,atencion odontologica,consulta repetida,2016-04-01,2,4,4,3,1,2,1,8,0,2,0,3,0,6,8,28,36
VACAS,atencion odontologica,consulta repetida,2016-04-01,0,12,10,1,2,7,3,13,2,2,0,1,0,1,17,37,54
VALLEGRANDE,atencion odontologica,consulta repetida,2016-04-01,8,2,4,4,0,9,7,38,2,5,0,0,0,5,21,63,84
VIACHA,atencion odontologica,consulta repetida,2016-04-01,94,113,2,17,4,16,8,48,17,14,0,7,0,22,125,237,362
VILA VILA,atencion odontologica,consulta repetida,2016-04-01,0,0,5,0,2,0,0,4,0,0,0,0,0,4,7,8,15
VILLA CHARCAS,atencion odontologica,consulta repetida,2016-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
VILLA MONTES,atencion odontologica,consulta repetida,2016-04-01,6,5,7,6,2,26,34,61,5,0,0,0,0,1,54,99,153
VILLA RIVERO,atencion odontologica,consulta repetida,2016-04-01,2,10,1,2,4,2,7,15,3,0,0,2,0,2,17,33,50
VILLA SERRANO,atencion odontologica,consulta repetida,2016-04-01,13,8,0,0,0,2,0,1,0,0,0,2,0,4,13,17,30
VILLA TUNARI,atencion odontologica,consulta repetida,2016-04-01,8,8,5,7,3,18,24,26,7,2,0,1,0,9,47,71,118
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2016-04-01,16,2,4,6,4,5,4,8,1,0,0,5,0,3,29,29,58
VILLAZON,atencion odontologica,consulta repetida,2016-04-01,26,55,55,41,17,44,80,123,5,56,0,16,0,11,183,346,529
VINTO,atencion odontologica,consulta repetida,2016-04-01,6,27,0,0,1,0,0,0,0,0,0,0,0,0,7,27,34
VITICHI,atencion odontologica,consulta repetida,2016-04-01,0,8,3,1,0,3,5,21,1,3,0,11,0,0,9,47,56
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2016-04-01,0,0,0,0,3,2,1,0,0,1,0,0,0,0,4,3,7
WARNES,atencion odontologica,consulta repetida,2016-04-01,27,7,2,2,0,3,2,5,0,0,0,1,0,3,31,21,52
YACUIBA,atencion odontologica,consulta repetida,2016-04-01,11,19,42,28,23,34,84,150,16,2,0,0,0,0,176,233,409
YAMPARAEZ,atencion odontologica,consulta repetida,2016-04-01,33,22,3,0,1,19,9,17,2,0,0,11,0,6,48,75,123
YANACACHI,atencion odontologica,consulta repetida,2016-04-01,0,2,0,0,0,3,1,10,0,1,0,2,0,2,1,20,21
YAPACANI,atencion odontologica,consulta repetida,2016-04-01,15,27,0,3,3,12,13,14,3,6,0,0,0,4,34,66,100
YOCALLA,atencion odontologica,consulta repetida,2016-04-01,1,1,1,0,1,9,3,15,0,0,0,3,0,1,6,29,35
YOTALA,atencion odontologica,consulta repetida,2016-04-01,7,3,8,15,3,7,0,19,0,6,0,5,0,2,18,57,75
YUNCHARA,atencion odontologica,consulta repetida,2016-04-01,0,0,1,1,0,0,2,6,0,0,0,0,0,0,3,7,10
ZUDAÑEZ,atencion odontologica,consulta repetida,2016-04-01,3,2,1,6,0,4,3,9,0,2,0,4,0,0,7,27,34
ACHACACHI,atencion odontologica,consulta repetida,2016-05-01,21,38,7,3,1,8,13,33,25,5,0,0,0,11,67,98,165
ACHOCALLA,atencion odontologica,consulta repetida,2016-05-01,2,0,0,1,2,1,2,5,2,0,0,3,0,3,8,13,21
AIQUILE,atencion odontologica,consulta repetida,2016-05-01,25,24,13,8,3,8,16,32,4,24,0,10,0,4,61,110,171
ALALAY,atencion odontologica,consulta repetida,2016-05-01,0,6,1,0,2,1,2,0,0,0,0,0,0,0,5,7,12
ALCALA,atencion odontologica,consulta repetida,2016-05-01,0,2,3,17,5,27,21,33,1,0,0,0,0,5,30,84,114
ALTO BENI,atencion odontologica,consulta repetida,2016-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANCORAIMES,atencion odontologica,consulta repetida,2016-05-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
ANDAMARCA,atencion odontologica,consulta repetida,2016-05-01,0,0,1,11,2,2,2,4,1,1,0,1,0,2,6,21,27
ANTEQUERA,atencion odontologica,consulta repetida,2016-05-01,5,3,5,3,0,0,1,9,1,0,0,1,0,0,12,16,28
ANZALDO,atencion odontologica,consulta repetida,2016-05-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,1,4
APOLO,atencion odontologica,consulta repetida,2016-05-01,0,0,0,0,0,3,0,3,1,0,0,0,0,1,1,7,8
ARAMPAMPA,atencion odontologica,consulta repetida,2016-05-01,0,2,0,0,0,0,4,2,0,0,0,0,0,1,4,5,9
ARANI,atencion odontologica,consulta repetida,2016-05-01,12,6,0,3,0,0,3,10,0,6,0,2,0,1,15,28,43
ARBIETO,atencion odontologica,consulta repetida,2016-05-01,5,1,0,0,0,4,5,3,4,0,0,0,0,2,14,10,24
ARQUE,atencion odontologica,consulta repetida,2016-05-01,1,0,2,1,4,2,5,3,2,4,0,0,0,1,14,11,25
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2016-05-01,0,2,0,0,3,8,0,13,0,0,0,1,0,14,3,38,41
ATOCHA,atencion odontologica,consulta repetida,2016-05-01,15,28,75,63,27,85,199,198,31,34,0,1,0,2,347,411,758
AUCAPATA,atencion odontologica,consulta repetida,2016-05-01,0,0,0,0,0,0,0,5,2,0,0,0,0,1,2,6,8
AYO AYO,atencion odontologica,consulta repetida,2016-05-01,0,0,0,0,3,1,2,9,2,0,0,3,0,3,7,16,23
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2016-05-01,13,4,6,19,6,10,23,30,1,3,0,0,0,5,49,71,120
AZURDUY,atencion odontologica,consulta repetida,2016-05-01,2,1,0,6,2,0,6,36,0,6,0,3,0,19,10,71,81
BAURES,atencion odontologica,consulta repetida,2016-05-01,0,0,0,3,1,0,4,4,0,0,0,0,0,1,5,8,13
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2016-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELEN DE URMIRI,atencion odontologica,consulta repetida,2016-05-01,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
BERMEJO,atencion odontologica,consulta repetida,2016-05-01,11,5,30,46,66,70,67,165,25,36,0,29,0,29,199,380,579
BETANZOS,atencion odontologica,consulta repetida,2016-05-01,4,6,13,8,2,9,13,28,0,1,0,2,0,4,32,58,90
BOYUIBE,atencion odontologica,consulta repetida,2016-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,atencion odontologica,consulta repetida,2016-05-01,11,4,0,3,3,3,5,4,4,3,0,0,0,3,23,20,43
CABEZAS,atencion odontologica,consulta repetida,2016-05-01,5,2,2,3,2,6,6,13,1,0,0,5,0,3,16,32,48
CAIROMA,atencion odontologica,consulta repetida,2016-05-01,0,0,6,4,0,3,6,9,0,0,0,0,0,0,12,16,28
"CAIZA ""D""",atencion odontologica,consulta repetida,2016-05-01,2,1,5,9,6,7,9,11,0,0,0,0,0,0,22,28,50
CAJUATA,atencion odontologica,consulta repetida,2016-05-01,0,0,1,8,0,0,1,3,1,0,0,0,0,1,3,12,15
CALAMARCA,atencion odontologica,consulta repetida,2016-05-01,0,0,2,3,1,0,5,10,0,1,0,0,0,0,8,14,22
CAMARGO,atencion odontologica,consulta repetida,2016-05-01,18,9,0,1,0,2,8,13,6,5,0,5,0,4,32,39,71
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2016-05-01,8,4,0,1,0,6,1,17,0,0,0,2,0,1,9,31,40
CAMIRI,atencion odontologica,consulta repetida,2016-05-01,16,7,3,35,15,15,48,68,3,1,0,11,0,8,85,145,230
CAPINOTA,atencion odontologica,consulta repetida,2016-05-01,9,8,3,6,1,5,7,18,1,7,0,1,0,9,21,54,75
CAQUIAVIRI,atencion odontologica,consulta repetida,2016-05-01,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,4,4
CARACOLLO,atencion odontologica,consulta repetida,2016-05-01,30,26,10,13,5,19,16,58,1,12,0,6,0,4,62,138,200
CARANAVI,atencion odontologica,consulta repetida,2016-05-01,33,31,11,18,10,18,13,23,10,6,0,2,0,3,77,101,178
