,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
SHINAOTA,atencion odontologica,medidas preventivas,2016-03-01,70,60,15,23,0,3,2,5,0,2,0,0,0,0,87,93,180
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2016-03-01,8,3,0,1,0,0,2,3,0,0,0,0,0,0,10,7,17
SICAYA,atencion odontologica,medidas preventivas,2016-03-01,3,2,1,0,0,1,0,4,0,0,0,0,0,0,4,7,11
SIPE SIPE,atencion odontologica,medidas preventivas,2016-03-01,54,62,11,26,3,3,1,20,4,3,0,0,0,0,73,114,187
SOPACHUY,atencion odontologica,medidas preventivas,2016-03-01,9,2,21,15,3,10,1,1,0,0,0,0,0,0,34,28,62
SORACACHI,atencion odontologica,medidas preventivas,2016-03-01,30,33,26,30,3,18,0,3,0,0,0,0,0,0,59,84,143
SORATA,atencion odontologica,medidas preventivas,2016-03-01,23,31,0,0,0,3,0,12,5,7,0,0,0,0,28,53,81
SUCRE,atencion odontologica,medidas preventivas,2016-03-01,1005,874,237,275,99,128,160,582,24,8,0,0,0,0,1525,1867,3392
TACACHI,atencion odontologica,medidas preventivas,2016-03-01,2,6,1,1,0,0,0,1,0,3,0,0,0,0,3,11,14
TACACOMA,atencion odontologica,medidas preventivas,2016-03-01,2,2,0,6,0,0,1,3,0,0,0,0,0,0,3,11,14
TACOBAMBA,atencion odontologica,medidas preventivas,2016-03-01,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,7,7
TACOPAYA,atencion odontologica,medidas preventivas,2016-03-01,7,10,0,1,0,0,0,3,0,0,0,0,0,0,7,14,21
TAPACARI,atencion odontologica,medidas preventivas,2016-03-01,48,40,7,16,6,22,6,33,9,14,0,0,0,0,76,125,201
TARABUCO,atencion odontologica,medidas preventivas,2016-03-01,64,65,1,4,2,3,1,16,0,0,0,0,0,0,68,88,156
TARACO,atencion odontologica,medidas preventivas,2016-03-01,34,22,4,2,0,0,0,0,0,0,0,0,0,0,38,24,62
TARATA,atencion odontologica,medidas preventivas,2016-03-01,0,0,6,3,1,1,1,7,1,2,0,0,0,0,9,13,22
TARIJA,atencion odontologica,medidas preventivas,2016-03-01,176,171,348,375,133,233,255,539,26,18,0,0,0,0,938,1336,2274
TARVITA,atencion odontologica,medidas preventivas,2016-03-01,88,53,0,0,0,16,0,10,0,0,0,0,0,0,88,79,167
TEOPONTE,atencion odontologica,medidas preventivas,2016-03-01,20,20,2,5,1,9,0,26,2,0,0,0,0,0,25,60,85
TIAWANACU,atencion odontologica,medidas preventivas,2016-03-01,10,8,0,0,0,3,0,4,7,10,0,0,0,0,17,25,42
TINGUIPAYA,atencion odontologica,medidas preventivas,2016-03-01,25,11,0,0,0,1,0,6,0,0,0,0,0,0,25,18,43
TIPUANI,atencion odontologica,medidas preventivas,2016-03-01,1,8,0,0,1,0,2,4,0,0,0,0,0,0,4,12,16
TIQUIPAYA,atencion odontologica,medidas preventivas,2016-03-01,229,293,61,75,23,24,23,65,9,11,0,0,0,0,345,468,813
TIRAQUE (CBBA),atencion odontologica,medidas preventivas,2016-03-01,51,39,35,30,10,21,0,3,0,3,0,0,0,0,96,96,192
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,medidas preventivas,2016-03-01,1,4,5,4,4,0,0,0,0,1,0,0,0,0,10,9,19
TOCO,atencion odontologica,medidas preventivas,2016-03-01,5,55,3,3,2,4,6,18,4,2,0,0,0,0,20,82,102
TOLATA,atencion odontologica,medidas preventivas,2016-03-01,78,83,7,16,1,5,2,27,2,18,0,0,0,0,90,149,239
TOLEDO,atencion odontologica,medidas preventivas,2016-03-01,4,4,20,67,12,13,0,2,0,0,0,0,0,0,36,86,122
TOMAVE,atencion odontologica,medidas preventivas,2016-03-01,13,47,0,0,0,0,0,0,0,0,0,0,0,0,13,47,60
TOMINA,atencion odontologica,medidas preventivas,2016-03-01,14,39,0,0,0,0,0,0,0,0,0,0,0,0,14,39,53
TORO TORO,atencion odontologica,medidas preventivas,2016-03-01,7,4,0,6,0,0,0,2,0,0,0,0,0,0,7,12,19
TOTORA(CBBA),atencion odontologica,medidas preventivas,2016-03-01,3,0,0,2,0,4,0,0,0,0,0,0,0,0,3,6,9
TOTORA(ORR),atencion odontologica,medidas preventivas,2016-03-01,24,40,1,5,0,5,1,3,0,0,0,0,0,0,26,53,79
TRIGAL,atencion odontologica,medidas preventivas,2016-03-01,10,13,13,22,0,0,0,0,0,0,0,0,0,0,23,35,58
TRINIDAD,atencion odontologica,medidas preventivas,2016-03-01,43,57,93,170,9,24,26,85,3,3,0,0,0,0,174,339,513
TUPIZA,atencion odontologica,medidas preventivas,2016-03-01,35,32,105,73,21,41,47,60,16,30,0,0,0,0,224,236,460
TURCO,atencion odontologica,medidas preventivas,2016-03-01,15,6,0,3,0,0,0,5,0,0,0,0,0,0,15,14,29
UMALA,atencion odontologica,medidas preventivas,2016-03-01,8,24,1,2,0,2,2,2,2,4,0,0,0,0,13,34,47
UNCIA,atencion odontologica,medidas preventivas,2016-03-01,29,38,1,1,1,2,0,0,0,0,0,0,0,0,31,41,72
URIONDO (A. CONCEPCION),atencion odontologica,medidas preventivas,2016-03-01,9,8,24,24,5,37,12,12,0,0,0,0,0,0,50,81,131
URUBICHA,atencion odontologica,medidas preventivas,2016-03-01,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,4,5
UYUNI,atencion odontologica,medidas preventivas,2016-03-01,28,21,3,10,3,6,15,12,2,6,0,0,0,0,51,55,106
VACAS,atencion odontologica,medidas preventivas,2016-03-01,18,22,3,3,3,3,12,22,3,0,0,0,0,0,39,50,89
VALLEGRANDE,atencion odontologica,medidas preventivas,2016-03-01,65,67,21,29,8,30,45,80,9,8,0,0,0,0,148,214,362
VIACHA,atencion odontologica,medidas preventivas,2016-03-01,96,95,2,4,3,0,1,8,2,3,0,0,0,0,104,110,214
VILA VILA,atencion odontologica,medidas preventivas,2016-03-01,6,13,4,3,2,1,0,14,6,0,0,0,0,0,18,31,49
VILLA CHARCAS,atencion odontologica,medidas preventivas,2016-03-01,8,12,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
VILLA MONTES,atencion odontologica,medidas preventivas,2016-03-01,11,20,87,72,21,22,42,66,5,1,0,0,0,0,166,181,347
VILLA NUEVA (LOMA ALTA),atencion odontologica,medidas preventivas,2016-03-01,20,21,93,85,5,17,1,2,0,0,0,0,0,0,119,125,244
VILLA RIVERO,atencion odontologica,medidas preventivas,2016-03-01,16,21,5,1,3,5,3,40,1,6,0,0,0,0,28,73,101
VILLA SERRANO,atencion odontologica,medidas preventivas,2016-03-01,54,33,0,1,0,0,0,0,0,0,0,0,0,0,54,34,88
VILLA TUNARI,atencion odontologica,medidas preventivas,2016-03-01,116,84,248,207,8,33,49,131,10,3,0,0,0,0,431,458,889
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2016-03-01,81,43,3,0,0,6,2,9,1,2,0,0,0,0,87,60,147
VILLAZON,atencion odontologica,medidas preventivas,2016-03-01,68,84,9,5,1,3,7,6,10,13,0,0,0,0,95,111,206
VINTO,atencion odontologica,medidas preventivas,2016-03-01,87,152,3,10,2,10,2,20,0,1,0,0,0,0,94,193,287
VITICHI,atencion odontologica,medidas preventivas,2016-03-01,4,0,0,5,0,1,0,0,0,0,0,0,0,0,4,6,10
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2016-03-01,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,4
WARNES,atencion odontologica,medidas preventivas,2016-03-01,66,57,8,9,1,10,1,28,1,2,0,0,0,0,77,106,183
YACO,atencion odontologica,medidas preventivas,2016-03-01,9,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
YACUIBA,atencion odontologica,medidas preventivas,2016-03-01,13,63,126,78,16,53,43,78,10,2,0,0,0,0,208,274,482
YAMPARAEZ,atencion odontologica,medidas preventivas,2016-03-01,92,56,0,0,0,0,2,1,0,0,0,0,0,0,94,57,151
YANACACHI,atencion odontologica,medidas preventivas,2016-03-01,2,0,3,3,0,0,1,0,0,0,0,0,0,0,6,3,9
YAPACANI,atencion odontologica,medidas preventivas,2016-03-01,123,115,0,5,2,0,0,7,7,0,0,0,0,0,132,127,259
YOCALLA,atencion odontologica,medidas preventivas,2016-03-01,5,8,1,0,0,1,2,3,0,0,0,0,0,0,8,12,20
YOTALA,atencion odontologica,medidas preventivas,2016-03-01,22,26,1,0,0,4,0,9,0,0,0,0,0,0,23,39,62
YUNCHARA,atencion odontologica,medidas preventivas,2016-03-01,5,11,35,26,0,15,5,8,0,1,0,0,0,0,45,61,106
ZUDAÑEZ,atencion odontologica,medidas preventivas,2016-03-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
ACACIO,atencion odontologica,medidas preventivas,2016-04-01,12,12,0,0,0,2,0,9,0,0,0,0,0,0,12,23,35
ACHACACHI,atencion odontologica,medidas preventivas,2016-04-01,31,31,5,4,0,2,2,6,0,2,0,0,0,0,38,45,83
ACHOCALLA,atencion odontologica,medidas preventivas,2016-04-01,32,45,5,1,0,2,0,3,0,0,0,0,0,0,37,51,88
AIQUILE,atencion odontologica,medidas preventivas,2016-04-01,171,238,24,25,1,9,6,26,10,8,0,0,0,0,212,306,518
ALALAY,atencion odontologica,medidas preventivas,2016-04-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
ALCALA,atencion odontologica,medidas preventivas,2016-04-01,59,42,2,1,1,3,1,3,0,0,0,0,0,0,63,49,112
ALTO BENI,atencion odontologica,medidas preventivas,2016-04-01,9,10,2,3,0,1,3,4,0,0,0,0,0,0,14,18,32
ANCORAIMES,atencion odontologica,medidas preventivas,2016-04-01,11,12,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
ANDAMARCA,atencion odontologica,medidas preventivas,2016-04-01,2,4,14,25,0,1,1,12,8,10,0,0,0,0,25,52,77
ANTEQUERA,atencion odontologica,medidas preventivas,2016-04-01,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,1,4
ANZALDO,atencion odontologica,medidas preventivas,2016-04-01,0,1,195,174,23,17,0,1,0,2,0,0,0,0,218,195,413
APOLO,atencion odontologica,medidas preventivas,2016-04-01,17,39,3,1,2,2,1,3,0,0,0,0,0,0,23,45,68
ARAMPAMPA,atencion odontologica,medidas preventivas,2016-04-01,17,30,0,0,0,1,1,2,2,0,0,0,0,0,20,33,53
ARANI,atencion odontologica,medidas preventivas,2016-04-01,13,21,23,55,1,12,2,15,1,4,0,0,0,0,40,107,147
ARBIETO,atencion odontologica,medidas preventivas,2016-04-01,20,39,1,4,0,3,0,4,0,2,0,0,0,0,21,52,73
ARQUE,atencion odontologica,medidas preventivas,2016-04-01,25,4,0,0,0,22,3,6,2,3,0,0,0,0,30,35,65
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2016-04-01,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,6
ATOCHA,atencion odontologica,medidas preventivas,2016-04-01,24,29,54,58,41,52,33,51,0,1,0,0,0,0,152,191,343
AUCAPATA,atencion odontologica,medidas preventivas,2016-04-01,6,4,0,0,1,1,0,0,0,0,0,0,0,0,7,5,12
AYATA,atencion odontologica,medidas preventivas,2016-04-01,8,11,11,6,1,2,3,5,2,0,0,0,0,0,25,24,49
AYO AYO,atencion odontologica,medidas preventivas,2016-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2016-04-01,61,39,26,79,13,29,58,72,46,42,0,0,0,0,204,261,465
BATALLAS,atencion odontologica,medidas preventivas,2016-04-01,67,55,0,0,0,0,0,0,0,0,0,0,0,0,67,55,122
BAURES,atencion odontologica,medidas preventivas,2016-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2016-04-01,8,11,43,37,4,4,0,0,0,0,0,0,0,0,55,52,107
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2016-04-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
BELLA FLOR,atencion odontologica,medidas preventivas,2016-04-01,6,1,33,28,4,2,1,0,0,0,0,0,0,0,44,31,75
BERMEJO,atencion odontologica,medidas preventivas,2016-04-01,23,19,35,45,5,31,20,51,0,2,0,0,0,0,83,148,231
BETANZOS,atencion odontologica,medidas preventivas,2016-04-01,45,50,0,0,0,1,4,2,0,0,0,0,0,0,49,53,102
BOLIVAR,atencion odontologica,medidas preventivas,2016-04-01,0,0,8,12,0,1,0,0,0,0,0,0,0,0,8,13,21
BUENA VISTA,atencion odontologica,medidas preventivas,2016-04-01,79,139,2,1,2,4,0,2,0,0,0,0,0,0,83,146,229
CABEZAS,atencion odontologica,medidas preventivas,2016-04-01,82,110,0,0,0,0,1,5,0,0,0,0,0,0,83,115,198
CAIROMA,atencion odontologica,medidas preventivas,2016-04-01,11,8,4,18,0,8,5,15,2,2,0,0,0,0,22,51,73
"CAIZA ""D""",atencion odontologica,medidas preventivas,2016-04-01,7,0,0,0,0,0,1,1,0,0,0,0,0,0,8,1,9
CAJUATA,atencion odontologica,medidas preventivas,2016-04-01,10,14,0,2,3,0,0,0,0,0,0,0,0,0,13,16,29
CALACOTO,atencion odontologica,medidas preventivas,2016-04-01,8,11,0,0,0,0,0,1,0,0,0,0,0,0,8,12,20
CALAMARCA,atencion odontologica,medidas preventivas,2016-04-01,26,27,79,76,3,12,0,7,0,1,0,0,0,0,108,123,231
CAMARGO,atencion odontologica,medidas preventivas,2016-04-01,26,28,0,2,0,0,0,1,0,0,0,0,0,0,26,31,57
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2016-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,atencion odontologica,medidas preventivas,2016-04-01,55,45,11,57,63,24,29,95,10,10,0,0,0,0,168,231,399
CAPINOTA,atencion odontologica,medidas preventivas,2016-04-01,148,162,82,81,15,41,74,123,8,36,0,0,0,0,327,443,770
CAQUIAVIRI,atencion odontologica,medidas preventivas,2016-04-01,46,32,24,16,0,7,0,2,8,3,0,0,0,0,78,60,138
CARACOLLO,atencion odontologica,medidas preventivas,2016-04-01,37,64,17,18,0,8,6,39,0,2,0,0,0,0,60,131,191
CARANAVI,atencion odontologica,medidas preventivas,2016-04-01,59,62,11,15,2,10,0,11,2,2,0,0,0,0,74,100,174
CARAPARI,atencion odontologica,medidas preventivas,2016-04-01,3,3,5,17,0,2,5,16,0,0,0,0,0,0,13,38,51
CARIPUYO,atencion odontologica,medidas preventivas,2016-04-01,7,26,23,31,0,1,2,4,1,2,0,0,0,0,33,64,97
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2016-04-01,27,39,0,0,0,0,1,2,0,0,0,0,0,0,28,41,69
CATACORA,atencion odontologica,medidas preventivas,2016-04-01,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,5,6
CHALLAPATA,atencion odontologica,medidas preventivas,2016-04-01,79,96,221,238,5,1,11,36,11,15,0,0,0,0,327,386,713
CHAQUI,atencion odontologica,medidas preventivas,2016-04-01,8,10,0,0,0,0,1,0,4,7,0,0,0,0,13,17,30
CHARAGUA,atencion odontologica,medidas preventivas,2016-04-01,21,15,2,1,0,3,0,0,0,0,0,0,0,0,23,19,42
CHARAÑA,atencion odontologica,medidas preventivas,2016-04-01,10,7,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
CHAYANTA,atencion odontologica,medidas preventivas,2016-04-01,7,32,6,6,1,9,10,23,5,2,0,0,0,0,29,72,101
CHIMORE,atencion odontologica,medidas preventivas,2016-04-01,27,28,4,4,3,3,0,3,0,0,0,0,0,0,34,38,72
CHOQUE COTA,atencion odontologica,medidas preventivas,2016-04-01,0,8,19,14,0,1,1,1,4,3,0,0,0,0,24,27,51
CHUA COCANI,atencion odontologica,medidas preventivas,2016-04-01,1,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2016-04-01,58,87,52,47,12,8,2,18,0,1,0,0,0,0,124,161,285
CHUMA,atencion odontologica,medidas preventivas,2016-04-01,22,20,4,5,2,11,8,22,9,6,0,0,0,0,45,64,109
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2016-04-01,62,22,0,0,0,0,0,1,1,1,0,0,0,0,63,24,87
CKOCHAS,atencion odontologica,medidas preventivas,2016-04-01,2,8,2,0,0,2,0,5,1,0,0,0,0,0,5,15,20
CLIZA,atencion odontologica,medidas preventivas,2016-04-01,33,33,6,12,2,1,0,18,0,1,0,0,0,0,41,65,106
COBIJA,atencion odontologica,medidas preventivas,2016-04-01,244,184,67,76,8,19,2,11,3,1,0,0,0,0,324,291,615
COCAPATA,atencion odontologica,medidas preventivas,2016-04-01,147,92,0,0,0,17,0,40,38,31,0,0,0,0,185,180,365
COCHABAMBA,atencion odontologica,medidas preventivas,2016-04-01,1612,1540,1484,1691,563,859,1601,2619,307,230,0,0,0,0,5567,6939,12506
COIPASA,atencion odontologica,medidas preventivas,2016-04-01,2,7,4,6,0,0,0,0,0,0,0,0,0,0,6,13,19
COLCAPIRHUA,atencion odontologica,medidas preventivas,2016-04-01,152,97,5,11,1,4,3,34,10,15,0,0,0,0,171,161,332
"COLCHA ""K""",atencion odontologica,medidas preventivas,2016-04-01,19,23,0,0,0,3,0,6,1,1,0,0,0,0,20,33,53
COLLANA,atencion odontologica,medidas preventivas,2016-04-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
COLOMI,atencion odontologica,medidas preventivas,2016-04-01,65,68,0,2,0,5,0,12,9,7,0,0,0,0,74,94,168
COLPA BELGICA,atencion odontologica,medidas preventivas,2016-04-01,40,42,132,160,0,0,0,0,0,0,0,0,0,0,172,202,374
COLQUECHACA,atencion odontologica,medidas preventivas,2016-04-01,63,17,1,1,3,3,0,15,7,3,0,0,0,0,74,39,113
COLQUENCHA,atencion odontologica,medidas preventivas,2016-04-01,7,5,2,4,0,2,0,5,0,0,0,0,0,0,9,16,25
COLQUIRI,atencion odontologica,medidas preventivas,2016-04-01,50,20,18,7,3,7,33,21,4,1,0,0,0,0,108,56,164
COMANCHE,atencion odontologica,medidas preventivas,2016-04-01,3,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,6
COMARAPA,atencion odontologica,medidas preventivas,2016-04-01,45,31,1,1,0,0,0,14,0,0,0,0,0,0,46,46,92
COPACABANA,atencion odontologica,medidas preventivas,2016-04-01,41,30,0,0,0,0,0,2,0,0,0,0,0,0,41,32,73
CORIPATA,atencion odontologica,medidas preventivas,2016-04-01,31,24,1,1,1,0,0,2,0,0,0,0,0,0,33,27,60
CORO CORO,atencion odontologica,medidas preventivas,2016-04-01,5,2,0,0,0,0,0,3,0,0,0,0,0,0,5,5,10
COROICO,atencion odontologica,medidas preventivas,2016-04-01,4,5,0,4,0,0,0,1,0,0,0,0,0,0,4,10,14
CORQUE,atencion odontologica,medidas preventivas,2016-04-01,17,16,52,65,4,0,0,0,0,0,0,0,0,0,73,81,154
COTAGAITA,atencion odontologica,medidas preventivas,2016-04-01,50,51,17,53,3,11,16,22,6,7,0,0,0,0,92,144,236
COTOCA,atencion odontologica,medidas preventivas,2016-04-01,140,195,4,0,1,5,2,5,0,2,0,0,0,0,147,207,354
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2016-04-01,41,48,2,0,0,1,0,2,0,1,0,0,0,0,43,52,95
CUEVO,atencion odontologica,medidas preventivas,2016-04-01,26,44,0,2,0,2,0,2,0,0,0,0,0,0,26,50,76
CULPINA,atencion odontologica,medidas preventivas,2016-04-01,56,53,2,0,0,0,0,2,0,2,0,0,0,0,58,57,115
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2016-04-01,16,18,5,0,0,2,0,6,0,1,0,0,0,0,21,27,48
CURVA,atencion odontologica,medidas preventivas,2016-04-01,16,17,2,0,0,0,0,4,1,1,0,0,0,0,19,22,41
EL ALTO,atencion odontologica,medidas preventivas,2016-04-01,1349,1279,1153,1320,310,412,330,685,128,72,0,0,0,0,3270,3768,7038
EL CHORO,atencion odontologica,medidas preventivas,2016-04-01,37,40,7,9,0,8,0,6,23,36,0,0,0,0,67,99,166
EL PUENTE(STC),atencion odontologica,medidas preventivas,2016-04-01,30,24,32,33,0,3,0,9,0,0,0,0,0,0,62,69,131
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2016-04-01,2,0,23,4,9,3,0,3,0,0,0,0,0,0,34,10,44
EL TORNO,atencion odontologica,medidas preventivas,2016-04-01,111,119,1009,1025,2,7,4,8,1,3,0,0,0,0,1127,1162,2289
EL VILLAR,atencion odontologica,medidas preventivas,2016-04-01,13,13,0,1,0,0,0,0,0,0,0,0,0,0,13,14,27
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2016-04-01,21,33,28,33,9,5,3,14,0,1,0,0,0,0,61,86,147
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2016-04-01,19,13,8,5,0,8,0,4,0,0,0,0,0,0,27,30,57
ESCARA,atencion odontologica,medidas preventivas,2016-04-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
ESCOMA,atencion odontologica,medidas preventivas,2016-04-01,6,0,13,6,0,0,0,0,0,0,0,0,0,0,19,6,25
ESMERALDA,atencion odontologica,medidas preventivas,2016-04-01,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,4,6
EUCALIPTUS,atencion odontologica,medidas preventivas,2016-04-01,1,5,0,0,0,2,0,10,8,5,0,0,0,0,9,22,31
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2016-04-01,12,20,17,13,1,2,0,5,0,2,0,0,0,0,30,42,72
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2016-04-01,17,25,35,32,4,7,0,5,1,1,0,0,0,0,57,70,127
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2016-04-01,53,42,2,4,0,2,2,17,7,8,0,0,0,0,64,73,137
GUANAY,atencion odontologica,medidas preventivas,2016-04-01,36,25,0,0,0,0,0,0,0,0,0,0,0,0,36,25,61
GUAQUI,atencion odontologica,medidas preventivas,2016-04-01,17,16,5,7,3,9,7,30,23,21,0,0,0,0,55,83,138
GUAYARAMERIN,atencion odontologica,medidas preventivas,2016-04-01,18,17,14,21,10,23,4,18,0,0,0,0,0,0,46,79,125
GUTIERREZ,atencion odontologica,medidas preventivas,2016-04-01,5,8,1,1,1,1,2,5,1,1,0,0,0,0,10,16,26
HUACARETA,atencion odontologica,medidas preventivas,2016-04-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2016-04-01,16,21,12,9,0,1,0,7,0,0,0,0,0,0,28,38,66
HUACHACALLA,atencion odontologica,medidas preventivas,2016-04-01,2,10,25,32,22,16,1,0,0,0,0,0,0,0,50,58,108
HUANUNI,atencion odontologica,medidas preventivas,2016-04-01,40,70,47,75,12,14,58,55,2,6,0,0,0,0,159,220,379
HUARINA,atencion odontologica,medidas preventivas,2016-04-01,35,17,1,0,0,0,0,2,9,3,0,0,0,0,45,22,67
HUATAJATA,atencion odontologica,medidas preventivas,2016-04-01,24,13,0,0,0,0,0,9,11,9,0,0,0,0,35,31,66
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2016-04-01,16,12,12,13,0,7,0,3,0,0,0,0,0,0,28,35,63
HUMANATA,atencion odontologica,medidas preventivas,2016-04-01,19,29,0,0,0,0,0,0,0,0,0,0,0,0,19,29,48
ICHOCA,atencion odontologica,medidas preventivas,2016-04-01,6,25,0,0,0,2,2,2,0,0,0,0,0,0,8,29,37
ICLA,atencion odontologica,medidas preventivas,2016-04-01,125,111,0,0,0,9,0,17,0,0,0,0,0,0,125,137,262
INCAHUASI,atencion odontologica,medidas preventivas,2016-04-01,19,7,0,2,0,1,1,3,0,0,0,0,0,0,20,13,33
INQUISIVI,atencion odontologica,medidas preventivas,2016-04-01,33,15,14,4,0,2,0,0,0,1,0,0,0,0,47,22,69
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2016-04-01,95,71,4,4,1,3,1,7,4,3,0,0,0,0,105,88,193
IXIAMAS,atencion odontologica,medidas preventivas,2016-04-01,6,1,4,0,0,1,1,4,2,0,0,0,0,0,13,6,19
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2016-04-01,5,11,1,5,0,1,0,2,1,1,0,0,0,0,7,20,27
LA ASUNTA,atencion odontologica,medidas preventivas,2016-04-01,42,48,4,3,0,4,1,12,0,0,0,0,0,0,47,67,114
LA GUARDIA,atencion odontologica,medidas preventivas,2016-04-01,124,109,1,0,0,2,6,11,1,3,0,0,0,0,132,125,257
LA PAZ,atencion odontologica,medidas preventivas,2016-04-01,1593,1677,1099,1009,159,189,457,801,153,132,0,0,0,0,3461,3808,7269
LAJA,atencion odontologica,medidas preventivas,2016-04-01,25,30,0,0,0,8,1,15,0,0,0,0,0,0,26,53,79
LAS CARRERAS,atencion odontologica,medidas preventivas,2016-04-01,7,6,2,0,1,0,0,8,0,0,0,0,0,0,10,14,24
LICOMA PAMPA,atencion odontologica,medidas preventivas,2016-04-01,14,11,0,3,0,0,0,1,0,2,0,0,0,0,14,17,31
LLALLAGUA,atencion odontologica,medidas preventivas,2016-04-01,70,78,41,63,13,23,35,71,12,15,0,0,0,0,171,250,421
LLICA,atencion odontologica,medidas preventivas,2016-04-01,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,8,8
LURIBAY,atencion odontologica,medidas preventivas,2016-04-01,8,12,2,0,0,0,2,6,0,0,0,0,0,0,12,18,30
MACHACAMARCA,atencion odontologica,medidas preventivas,2016-04-01,24,21,1,7,1,0,1,7,4,10,0,0,0,0,31,45,76
MACHARETI,atencion odontologica,medidas preventivas,2016-04-01,32,33,0,0,0,3,0,14,2,1,0,0,0,0,34,51,85
MAGDALENA,atencion odontologica,medidas preventivas,2016-04-01,5,0,3,0,4,6,6,10,1,0,0,0,0,0,19,16,35
MAIRANA,atencion odontologica,medidas preventivas,2016-04-01,39,26,7,4,4,10,3,12,0,0,0,0,0,0,53,52,105
MALLA,atencion odontologica,medidas preventivas,2016-04-01,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2,3,5
MAPIRI,atencion odontologica,medidas preventivas,2016-04-01,42,34,40,52,0,1,1,4,0,3,0,0,0,0,83,94,177
MECAPACA,atencion odontologica,medidas preventivas,2016-04-01,17,10,1,5,0,0,1,1,2,2,0,0,0,0,21,18,39
MINEROS,atencion odontologica,medidas preventivas,2016-04-01,31,26,0,0,0,3,0,18,0,0,0,0,0,0,31,47,78
MIZQUE,atencion odontologica,medidas preventivas,2016-04-01,95,154,0,0,0,0,0,0,0,0,0,0,0,0,95,154,249
