,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
ANZALDO,atencion odontologica,restauraciones,2016-04-01,5,2,16,24,2,11,1,3,4,14,0,0,0,0,28,54,82
APOLO,atencion odontologica,restauraciones,2016-04-01,7,14,4,0,0,8,1,21,1,1,0,0,0,0,13,44,57
ARAMPAMPA,atencion odontologica,restauraciones,2016-04-01,19,16,3,6,4,5,2,20,3,0,0,0,0,0,31,47,78
ARANI,atencion odontologica,restauraciones,2016-04-01,26,20,8,12,4,4,1,21,0,1,0,0,0,0,39,58,97
ARBIETO,atencion odontologica,restauraciones,2016-04-01,91,127,13,8,4,13,1,70,21,30,0,0,0,0,130,248,378
ARQUE,atencion odontologica,restauraciones,2016-04-01,9,6,1,4,6,9,6,22,2,2,0,0,0,0,24,43,67
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2016-04-01,14,15,0,2,0,13,0,21,1,0,0,0,0,0,15,51,66
ATOCHA,atencion odontologica,restauraciones,2016-04-01,19,30,46,47,23,36,103,138,4,11,0,0,0,0,195,262,457
AUCAPATA,atencion odontologica,restauraciones,2016-04-01,0,4,0,0,0,0,5,5,0,0,0,0,0,0,5,9,14
AYATA,atencion odontologica,restauraciones,2016-04-01,4,0,0,0,1,6,3,11,0,0,0,0,0,0,8,17,25
AYO AYO,atencion odontologica,restauraciones,2016-04-01,13,14,0,0,1,0,2,5,2,0,0,0,0,0,18,19,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2016-04-01,43,22,16,29,7,28,25,79,8,6,0,0,0,0,99,164,263
AZURDUY,atencion odontologica,restauraciones,2016-04-01,8,15,0,0,0,18,5,40,0,2,0,0,0,0,13,75,88
BATALLAS,atencion odontologica,restauraciones,2016-04-01,14,15,0,1,0,9,1,10,2,0,0,0,0,0,17,35,52
BAURES,atencion odontologica,restauraciones,2016-04-01,0,0,2,1,1,2,5,9,4,1,0,0,0,0,12,13,25
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2016-04-01,0,2,3,0,0,2,0,1,2,0,0,0,0,0,5,5,10
BELEN DE URMIRI,atencion odontologica,restauraciones,2016-04-01,1,3,0,0,0,1,2,1,0,1,0,0,0,0,3,6,9
BELLA FLOR,atencion odontologica,restauraciones,2016-04-01,0,5,5,13,1,0,2,1,0,0,0,0,0,0,8,19,27
BERMEJO,atencion odontologica,restauraciones,2016-04-01,19,22,55,62,75,137,185,252,29,34,0,0,0,0,363,507,870
BETANZOS,atencion odontologica,restauraciones,2016-04-01,33,34,28,30,3,17,27,60,6,3,0,0,0,0,97,144,241
BOLIVAR,atencion odontologica,restauraciones,2016-04-01,4,2,3,2,1,1,0,5,0,6,0,0,0,0,8,16,24
BOYUIBE,atencion odontologica,restauraciones,2016-04-01,1,1,0,1,1,1,0,9,0,2,0,0,0,0,2,14,16
BUENA VISTA,atencion odontologica,restauraciones,2016-04-01,44,36,9,10,14,22,4,26,3,2,0,0,0,0,74,96,170
CABEZAS,atencion odontologica,restauraciones,2016-04-01,36,29,2,4,4,5,7,7,2,23,0,0,0,0,51,68,119
CAIROMA,atencion odontologica,restauraciones,2016-04-01,16,14,7,9,2,16,14,33,1,3,0,0,0,0,40,75,115
"CAIZA ""D""",atencion odontologica,restauraciones,2016-04-01,18,3,1,2,2,6,8,12,2,0,0,0,0,0,31,23,54
CAJUATA,atencion odontologica,restauraciones,2016-04-01,18,5,4,13,6,19,11,9,1,1,0,0,0,0,40,47,87
CALACOTO,atencion odontologica,restauraciones,2016-04-01,5,7,0,0,0,0,1,3,3,1,0,0,0,0,9,11,20
CALAMARCA,atencion odontologica,restauraciones,2016-04-01,16,28,3,8,1,9,7,26,3,2,0,0,0,0,30,73,103
CAMARGO,atencion odontologica,restauraciones,2016-04-01,11,32,1,3,0,4,18,31,11,3,0,0,0,0,41,73,114
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2016-04-01,3,0,5,0,0,5,16,26,3,1,0,0,0,0,27,32,59
CAMIRI,atencion odontologica,restauraciones,2016-04-01,32,28,9,13,10,22,70,143,12,12,0,0,0,0,133,218,351
CAPINOTA,atencion odontologica,restauraciones,2016-04-01,50,88,54,60,9,30,46,78,23,17,0,0,0,0,182,273,455
CAQUIAVIRI,atencion odontologica,restauraciones,2016-04-01,10,4,9,13,5,29,5,12,1,3,0,0,0,0,30,61,91
CARACOLLO,atencion odontologica,restauraciones,2016-04-01,17,34,29,23,10,13,27,206,6,58,0,0,0,0,89,334,423
CARANAVI,atencion odontologica,restauraciones,2016-04-01,17,40,9,6,6,12,13,32,8,4,0,0,0,0,53,94,147
CARAPARI,atencion odontologica,restauraciones,2016-04-01,2,4,27,29,12,53,38,112,1,1,0,0,0,0,80,199,279
CARIPUYO,atencion odontologica,restauraciones,2016-04-01,10,11,33,48,1,2,3,8,0,2,0,0,0,0,47,71,118
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2016-04-01,7,9,0,0,0,0,2,4,0,1,0,0,0,0,9,14,23
CATACORA,atencion odontologica,restauraciones,2016-04-01,0,0,0,1,2,0,6,8,0,0,0,0,0,0,8,9,17
CHALLAPATA,atencion odontologica,restauraciones,2016-04-01,107,105,176,199,9,18,27,79,23,15,0,0,0,0,342,416,758
CHAQUI,atencion odontologica,restauraciones,2016-04-01,11,7,3,1,5,4,10,14,2,1,0,0,0,0,31,27,58
CHARAGUA,atencion odontologica,restauraciones,2016-04-01,7,17,13,8,9,6,11,13,0,2,0,0,0,0,40,46,86
CHARAÑA,atencion odontologica,restauraciones,2016-04-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CHAYANTA,atencion odontologica,restauraciones,2016-04-01,24,15,1,5,4,3,8,34,1,3,0,0,0,0,38,60,98
CHIMORE,atencion odontologica,restauraciones,2016-04-01,39,34,17,9,5,41,16,88,2,0,0,0,0,0,79,172,251
CHIPAYA,atencion odontologica,restauraciones,2016-04-01,2,0,0,5,0,0,6,1,0,0,0,0,0,0,8,6,14
CHOQUE COTA,atencion odontologica,restauraciones,2016-04-01,6,0,15,9,1,1,0,1,6,1,0,0,0,0,28,12,40
CHUA COCANI,atencion odontologica,restauraciones,2016-04-01,1,3,0,0,3,4,0,8,1,0,0,0,0,0,5,15,20
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2016-04-01,52,109,42,52,10,8,12,53,1,5,0,0,0,0,117,227,344
CHUMA,atencion odontologica,restauraciones,2016-04-01,23,16,3,11,7,26,19,41,5,1,0,0,0,0,57,95,152
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2016-04-01,26,31,1,0,0,0,0,5,0,0,0,0,0,0,27,36,63
CKOCHAS,atencion odontologica,restauraciones,2016-04-01,3,6,1,0,0,1,5,8,1,1,0,0,0,0,10,16,26
CLIZA,atencion odontologica,restauraciones,2016-04-01,30,38,22,14,4,3,10,45,19,32,0,0,0,0,85,132,217
COBIJA,atencion odontologica,restauraciones,2016-04-01,71,31,50,49,65,81,69,160,4,3,0,0,0,0,259,324,583
COCAPATA,atencion odontologica,restauraciones,2016-04-01,49,58,0,0,0,11,0,27,1,3,0,0,0,0,50,99,149
COCHABAMBA,atencion odontologica,restauraciones,2016-04-01,1068,1116,957,1007,477,790,1252,2902,472,403,0,0,0,0,4226,6218,10444
COIPASA,atencion odontologica,restauraciones,2016-04-01,2,2,2,6,2,9,10,19,7,2,0,0,0,0,23,38,61
COLCAPIRHUA,atencion odontologica,restauraciones,2016-04-01,156,133,1,4,0,10,4,112,22,59,0,0,0,0,183,318,501
"COLCHA ""K""",atencion odontologica,restauraciones,2016-04-01,9,14,0,0,0,9,0,4,7,1,0,0,0,0,16,28,44
COLLANA,atencion odontologica,restauraciones,2016-04-01,8,6,1,0,0,2,2,9,0,6,0,0,0,0,11,23,34
COLOMI,atencion odontologica,restauraciones,2016-04-01,41,38,0,0,0,9,0,23,1,2,0,0,0,0,42,72,114
COLPA BELGICA,atencion odontologica,restauraciones,2016-04-01,15,4,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19
COLQUECHACA,atencion odontologica,restauraciones,2016-04-01,42,39,11,18,3,21,48,68,9,7,0,0,0,0,113,153,266
COLQUENCHA,atencion odontologica,restauraciones,2016-04-01,3,3,61,44,4,48,10,21,2,0,0,0,0,0,80,116,196
COLQUIRI,atencion odontologica,restauraciones,2016-04-01,40,39,9,8,5,16,39,55,16,10,0,0,0,0,109,128,237
COMANCHE,atencion odontologica,restauraciones,2016-04-01,7,6,2,0,0,0,0,0,0,0,0,0,0,0,9,6,15
COMARAPA,atencion odontologica,restauraciones,2016-04-01,28,30,25,1,10,24,24,59,3,3,0,0,0,0,90,117,207
COPACABANA,atencion odontologica,restauraciones,2016-04-01,1,12,0,3,0,0,0,6,0,1,0,0,0,0,1,22,23
CORIPATA,atencion odontologica,restauraciones,2016-04-01,12,22,15,13,4,14,5,18,0,0,0,0,0,0,36,67,103
CORO CORO,atencion odontologica,restauraciones,2016-04-01,5,3,2,1,7,2,4,2,1,0,0,0,0,0,19,8,27
COROICO,atencion odontologica,restauraciones,2016-04-01,5,23,17,19,4,21,20,82,3,5,0,0,0,0,49,150,199
CORQUE,atencion odontologica,restauraciones,2016-04-01,20,14,4,5,1,5,3,29,4,13,0,0,0,0,32,66,98
COTAGAITA,atencion odontologica,restauraciones,2016-04-01,18,44,20,52,5,23,87,137,16,15,0,0,0,0,146,271,417
COTOCA,atencion odontologica,restauraciones,2016-04-01,17,13,2,0,1,4,6,41,0,0,0,0,0,0,26,58,84
CUATRO CAÑADAS,atencion odontologica,restauraciones,2016-04-01,25,19,9,4,1,9,1,60,3,5,0,0,0,0,39,97,136
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2016-04-01,0,0,3,5,3,1,2,12,0,1,0,0,0,0,8,19,27
CUEVO,atencion odontologica,restauraciones,2016-04-01,2,0,2,13,3,9,11,23,7,0,0,0,0,0,25,45,70
CULPINA,atencion odontologica,restauraciones,2016-04-01,33,36,0,10,2,18,6,41,7,5,0,0,0,0,48,110,158
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2016-04-01,10,11,0,0,1,2,0,15,50,10,0,0,0,0,61,38,99
CURVA,atencion odontologica,restauraciones,2016-04-01,6,4,0,0,1,1,0,8,0,0,0,0,0,0,7,13,20
DESAGUADERO,atencion odontologica,restauraciones,2016-04-01,1,1,0,1,0,4,0,8,0,0,0,0,0,0,1,14,15
EL ALTO,atencion odontologica,restauraciones,2016-04-01,1371,1397,1307,1566,671,940,727,1550,194,211,0,0,0,0,4270,5664,9934
EL CHORO,atencion odontologica,restauraciones,2016-04-01,8,9,0,1,0,1,3,1,1,3,0,0,0,0,12,15,27
EL PUENTE(STC),atencion odontologica,restauraciones,2016-04-01,3,7,0,3,0,2,3,7,0,0,0,0,0,0,6,19,25
EL PUENTE(TJA),atencion odontologica,restauraciones,2016-04-01,7,0,14,8,17,7,41,81,2,0,0,0,0,0,81,96,177
EL TORNO,atencion odontologica,restauraciones,2016-04-01,41,36,125,33,14,22,21,61,5,8,0,0,0,0,206,160,366
EL VILLAR,atencion odontologica,restauraciones,2016-04-01,9,9,1,6,2,6,8,14,0,2,0,0,0,0,20,37,57
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2016-04-01,1,2,20,22,18,41,25,103,3,0,0,0,0,0,67,168,235
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2016-04-01,28,27,4,4,0,6,0,37,2,1,0,0,0,0,34,75,109
ESCARA,atencion odontologica,restauraciones,2016-04-01,3,2,0,0,0,2,0,7,3,2,0,0,0,0,6,13,19
ESCOMA,atencion odontologica,restauraciones,2016-04-01,17,10,4,2,2,2,1,8,1,2,0,0,0,0,25,24,49
ESMERALDA,atencion odontologica,restauraciones,2016-04-01,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,8,10
EUCALIPTUS,atencion odontologica,restauraciones,2016-04-01,6,7,0,11,0,1,1,22,2,3,0,0,0,0,9,44,53
EUREKA (SANTOS MERCADO),atencion odontologica,restauraciones,2016-04-01,1,2,6,2,0,4,4,12,0,0,0,0,0,0,11,20,31
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2016-04-01,14,15,73,53,15,21,2,30,2,0,0,0,0,0,106,119,225
FILADELFIA,atencion odontologica,restauraciones,2016-04-01,2,3,0,1,0,0,0,7,0,0,0,0,0,0,2,11,13
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2016-04-01,14,12,1,2,0,5,0,11,1,3,0,0,0,0,16,33,49
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2016-04-01,8,9,0,1,0,8,11,39,9,7,0,0,0,0,28,64,92
GUANAY,atencion odontologica,restauraciones,2016-04-01,4,3,4,6,3,4,8,7,3,4,0,0,0,0,22,24,46
GUAQUI,atencion odontologica,restauraciones,2016-04-01,8,4,5,2,3,2,13,21,7,6,0,0,0,0,36,35,71
GUAYARAMERIN,atencion odontologica,restauraciones,2016-04-01,27,14,33,43,92,176,234,270,47,64,0,0,0,0,433,567,1000
GUTIERREZ,atencion odontologica,restauraciones,2016-04-01,2,3,1,2,0,2,1,3,1,0,0,0,0,0,5,10,15
HUACARETA,atencion odontologica,restauraciones,2016-04-01,9,12,2,0,1,18,18,11,1,0,0,0,0,0,31,41,72
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2016-04-01,3,3,17,14,1,0,2,2,0,0,0,0,0,0,23,19,42
HUACHACALLA,atencion odontologica,restauraciones,2016-04-01,2,3,0,0,0,0,4,7,4,0,0,0,0,0,10,10,20
HUANUNI,atencion odontologica,restauraciones,2016-04-01,56,72,30,85,44,37,127,157,23,13,0,0,0,0,280,364,644
HUARINA,atencion odontologica,restauraciones,2016-04-01,9,9,15,7,1,1,5,7,1,7,0,0,0,0,31,31,62
HUATAJATA,atencion odontologica,restauraciones,2016-04-01,1,3,1,1,0,2,3,22,6,1,0,0,0,0,11,29,40
HUAYLLAMARCA,atencion odontologica,restauraciones,2016-04-01,4,3,15,17,1,9,15,10,1,2,0,0,0,0,36,41,77
HUMANATA,atencion odontologica,restauraciones,2016-04-01,8,12,0,0,0,0,0,0,21,1,0,0,0,0,29,13,42
ICHOCA,atencion odontologica,restauraciones,2016-04-01,18,11,0,0,1,1,1,4,1,0,0,0,0,0,21,16,37
ICLA,atencion odontologica,restauraciones,2016-04-01,22,16,7,5,15,20,2,47,3,1,0,0,0,0,49,89,138
INCAHUASI,atencion odontologica,restauraciones,2016-04-01,23,14,3,6,2,8,4,18,0,0,0,0,0,0,32,46,78
INQUISIVI,atencion odontologica,restauraciones,2016-04-01,17,2,0,3,3,9,2,10,3,0,0,0,0,0,25,24,49
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2016-04-01,60,97,9,15,7,16,3,20,10,3,0,0,0,0,89,151,240
IXIAMAS,atencion odontologica,restauraciones,2016-04-01,2,3,5,4,2,0,8,19,2,0,0,0,0,0,19,26,45
JESUS DE MACHACA,atencion odontologica,restauraciones,2016-04-01,7,4,4,8,8,8,2,26,7,5,0,0,0,0,28,51,79
LA ASUNTA,atencion odontologica,restauraciones,2016-04-01,38,35,15,20,4,29,16,70,0,0,0,0,0,0,73,154,227
LA GUARDIA,atencion odontologica,restauraciones,2016-04-01,48,57,0,2,0,1,2,39,8,2,0,0,0,0,58,101,159
LA PAZ,atencion odontologica,restauraciones,2016-04-01,1629,1757,775,893,390,564,1308,3285,492,461,0,0,0,0,4594,6960,11554
LAGUNILLAS,atencion odontologica,restauraciones,2016-04-01,0,0,2,4,11,10,21,33,0,0,0,0,0,0,34,47,81
LAJA,atencion odontologica,restauraciones,2016-04-01,7,11,1,1,1,3,5,22,2,0,0,0,0,0,16,37,53
LAS CARRERAS,atencion odontologica,restauraciones,2016-04-01,4,4,0,4,1,1,0,12,3,4,0,0,0,0,8,25,33
LICOMA PAMPA,atencion odontologica,restauraciones,2016-04-01,1,5,3,0,0,5,1,11,0,1,0,0,0,0,5,22,27
LLALLAGUA,atencion odontologica,restauraciones,2016-04-01,51,64,2,5,0,4,1,54,4,4,0,0,0,0,58,131,189
LLICA,atencion odontologica,restauraciones,2016-04-01,0,4,6,0,0,3,12,14,0,1,0,0,0,0,18,22,40
LURIBAY,atencion odontologica,restauraciones,2016-04-01,2,8,2,0,2,6,4,19,0,1,0,0,0,0,10,34,44
MACHACAMARCA,atencion odontologica,restauraciones,2016-04-01,13,8,12,22,8,3,18,18,34,18,0,0,0,0,85,69,154
MACHARETI,atencion odontologica,restauraciones,2016-04-01,21,31,1,0,4,2,7,13,13,0,0,0,0,0,46,46,92
MAGDALENA,atencion odontologica,restauraciones,2016-04-01,4,3,5,5,6,26,25,37,6,2,0,0,0,0,46,73,119
MAIRANA,atencion odontologica,restauraciones,2016-04-01,23,33,4,3,5,10,3,60,2,2,0,0,0,0,37,108,145
MALLA,atencion odontologica,restauraciones,2016-04-01,2,0,0,0,0,0,1,0,0,2,0,0,0,0,3,2,5
MAPIRI,atencion odontologica,restauraciones,2016-04-01,17,12,2,3,3,3,11,20,1,2,0,0,0,0,34,40,74
MECAPACA,atencion odontologica,restauraciones,2016-04-01,15,26,2,2,0,3,1,6,1,2,0,0,0,0,19,39,58
MINEROS,atencion odontologica,restauraciones,2016-04-01,12,25,0,3,0,7,0,48,0,0,0,0,0,0,12,83,95
MIZQUE,atencion odontologica,restauraciones,2016-04-01,43,37,7,12,0,8,4,9,0,3,0,0,0,0,54,69,123
MOCOMOCO,atencion odontologica,restauraciones,2016-04-01,7,8,1,0,1,0,9,7,3,0,0,0,0,0,21,15,36
MOJOCOYA,atencion odontologica,restauraciones,2016-04-01,8,5,44,51,12,15,4,32,3,3,0,0,0,0,71,106,177
MONTEAGUDO,atencion odontologica,restauraciones,2016-04-01,87,72,9,26,4,64,36,158,3,1,0,0,0,0,139,321,460
MONTERO,atencion odontologica,restauraciones,2016-04-01,26,47,56,73,31,62,68,155,12,5,0,0,0,0,193,342,535
MORO MORO,atencion odontologica,restauraciones,2016-04-01,11,6,0,2,0,4,19,8,0,1,0,0,0,0,30,21,51
MOROCHATA,atencion odontologica,restauraciones,2016-04-01,15,34,4,0,0,4,10,42,7,9,0,0,0,0,36,89,125
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2016-04-01,0,6,7,1,2,2,0,3,4,0,0,0,0,0,13,12,25
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,restauraciones,2016-04-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
OCURI,atencion odontologica,restauraciones,2016-04-01,0,6,0,0,2,0,2,21,0,3,0,0,0,0,4,30,34
OKINAWA,atencion odontologica,restauraciones,2016-04-01,10,6,0,0,0,2,0,3,1,0,0,0,0,0,11,11,22
OMEREQUE,atencion odontologica,restauraciones,2016-04-01,2,6,0,0,0,1,2,14,0,0,0,0,0,0,4,21,25
ORURO,atencion odontologica,restauraciones,2016-04-01,495,539,258,220,121,190,751,1295,219,139,0,0,0,0,1844,2383,4227
PADCAYA,atencion odontologica,restauraciones,2016-04-01,1,2,7,1,4,2,7,16,1,0,0,0,0,0,20,21,41
PADILLA,atencion odontologica,restauraciones,2016-04-01,19,21,3,17,2,31,23,113,6,3,0,0,0,0,53,185,238
PAILON,atencion odontologica,restauraciones,2016-04-01,23,16,5,8,3,20,21,62,5,1,0,0,0,0,57,107,164
PALCA,atencion odontologica,restauraciones,2016-04-01,20,8,2,0,0,6,0,12,0,0,0,0,0,0,22,26,48
PALOS BLANCOS,atencion odontologica,restauraciones,2016-04-01,32,19,9,4,2,36,12,54,13,10,0,0,0,0,68,123,191
PAMPA AULLAGAS,atencion odontologica,restauraciones,2016-04-01,3,7,15,7,0,4,1,6,2,3,0,0,0,0,21,27,48
PAMPA GRANDE,atencion odontologica,restauraciones,2016-04-01,3,4,0,0,0,1,0,4,0,5,0,0,0,0,3,14,17
PAPEL PAMPA,atencion odontologica,restauraciones,2016-04-01,1,5,2,1,1,3,4,14,11,9,0,0,0,0,19,32,51
PASORAPA,atencion odontologica,restauraciones,2016-04-01,3,14,0,15,4,6,16,8,2,8,0,0,0,0,25,51,76
PATACAMAYA,atencion odontologica,restauraciones,2016-04-01,26,38,6,8,0,1,6,31,0,0,0,0,0,0,38,78,116
PAZÑA,atencion odontologica,restauraciones,2016-04-01,9,43,6,6,2,15,24,96,9,2,0,0,0,0,50,162,212
PELECHUCO,atencion odontologica,restauraciones,2016-04-01,18,1,1,0,0,0,0,7,0,0,0,0,0,0,19,8,27
POCOATA,atencion odontologica,restauraciones,2016-04-01,6,21,0,1,0,6,0,20,1,0,0,0,0,0,7,48,55
POCONA,atencion odontologica,restauraciones,2016-04-01,29,28,79,46,12,21,6,21,0,0,0,0,0,0,126,116,242
POJO (CBBA),atencion odontologica,restauraciones,2016-04-01,28,35,16,29,5,15,12,20,0,1,0,0,0,0,61,100,161
POOPO,atencion odontologica,restauraciones,2016-04-01,16,28,45,39,19,5,16,47,4,18,0,0,0,0,100,137,237
PORCO,atencion odontologica,restauraciones,2016-04-01,8,0,1,3,0,3,0,21,0,1,0,0,0,0,9,28,37
POROMA,atencion odontologica,restauraciones,2016-04-01,5,14,6,21,1,3,3,15,3,2,0,0,0,0,18,55,73
PORTACHUELO,atencion odontologica,restauraciones,2016-04-01,5,1,0,8,12,2,8,42,0,3,0,0,0,0,25,56,81
PORVENIR,atencion odontologica,restauraciones,2016-04-01,8,7,7,4,1,8,3,5,0,0,0,0,0,0,19,24,43
POSTRER VALLE,atencion odontologica,restauraciones,2016-04-01,1,15,1,1,0,3,1,4,1,0,0,0,0,0,4,23,27
POTOSI,atencion odontologica,restauraciones,2016-04-01,264,255,114,114,88,177,264,682,95,71,0,0,0,0,825,1299,2124
PRESTO,atencion odontologica,restauraciones,2016-04-01,10,5,41,42,23,30,9,50,0,4,0,0,0,0,83,131,214
PUCARA,atencion odontologica,restauraciones,2016-04-01,0,0,5,0,0,2,9,18,0,0,0,0,0,0,14,20,34
PUCARANI,atencion odontologica,restauraciones,2016-04-01,25,17,0,7,6,6,10,15,10,4,0,0,0,0,51,49,100
PUERTO ACOSTA,atencion odontologica,restauraciones,2016-04-01,2,4,1,0,0,4,1,5,17,13,0,0,0,0,21,26,47
PUERTO CARABUCO,atencion odontologica,restauraciones,2016-04-01,6,0,9,4,3,3,12,13,0,0,0,0,0,0,30,20,50
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2016-04-01,2,3,7,7,10,21,2,9,0,2,0,0,0,0,21,42,63
PUERTO PEREZ,atencion odontologica,restauraciones,2016-04-01,4,1,0,0,0,3,0,1,1,0,0,0,0,0,5,5,10
PUERTO QUIJARRO,atencion odontologica,restauraciones,2016-04-01,12,5,0,0,0,2,24,23,14,0,0,0,0,0,50,30,80
PUERTO RICO,atencion odontologica,restauraciones,2016-04-01,8,18,0,0,0,1,0,2,0,0,0,0,0,0,8,21,29
PUERTO SUAREZ,atencion odontologica,restauraciones,2016-04-01,8,7,0,3,0,4,0,25,5,2,0,0,0,0,13,41,54
PUERTO VILLARROEL,atencion odontologica,restauraciones,2016-04-01,80,72,16,7,1,30,65,157,15,3,0,0,0,0,177,269,446
PUNA,atencion odontologica,restauraciones,2016-04-01,29,23,9,12,4,11,9,74,5,4,0,0,0,0,56,124,180
PUNATA,atencion odontologica,restauraciones,2016-04-01,41,52,43,49,8,26,23,87,13,8,0,0,0,0,128,222,350
QUIABAYA,atencion odontologica,restauraciones,2016-04-01,13,5,0,2,0,4,5,9,0,0,0,0,0,0,18,20,38
QUILLACOLLO,atencion odontologica,restauraciones,2016-04-01,502,478,125,170,135,237,238,636,203,133,0,0,0,0,1203,1654,2857
QUIME,atencion odontologica,restauraciones,2016-04-01,102,90,9,2,3,19,15,24,11,19,0,0,0,0,140,154,294
QUIRUSILLAS,atencion odontologica,restauraciones,2016-04-01,0,0,2,2,0,0,0,1,0,1,0,0,0,0,2,4,6
RAVELO,atencion odontologica,restauraciones,2016-04-01,24,22,2,1,3,12,9,25,2,3,0,0,0,0,40,63,103
REYES,atencion odontologica,restauraciones,2016-04-01,2,1,7,10,10,5,7,29,0,7,0,0,0,0,26,52,78
RIBERALTA,atencion odontologica,restauraciones,2016-04-01,24,50,20,30,14,59,29,116,0,0,0,0,0,0,87,255,342
ROBORE,atencion odontologica,restauraciones,2016-04-01,1,2,1,0,0,3,3,6,2,0,0,0,0,0,7,11,18
RURRENABAQUE,atencion odontologica,restauraciones,2016-04-01,20,18,35,37,31,42,46,49,12,7,0,0,0,0,144,153,297
SABAYA,atencion odontologica,restauraciones,2016-04-01,2,3,30,36,0,10,3,17,19,12,0,0,0,0,54,78,132
SACABA,atencion odontologica,restauraciones,2016-04-01,312,346,563,789,159,307,210,317,57,82,0,0,0,0,1301,1841,3142
SACABAMBA,atencion odontologica,restauraciones,2016-04-01,0,0,0,1,3,4,5,3,0,2,0,0,0,0,8,10,18
SACACA,atencion odontologica,restauraciones,2016-04-01,7,10,2,1,2,5,5,10,0,0,0,0,0,0,16,26,42
SAIPINA,atencion odontologica,restauraciones,2016-04-01,2,11,4,11,1,4,8,20,8,5,0,0,0,0,23,51,74
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2016-04-01,31,31,48,67,4,6,10,33,17,7,0,0,0,0,110,144,254
SAMAIPATA,atencion odontologica,restauraciones,2016-04-01,3,9,6,10,1,11,3,10,2,0,0,0,0,0,15,40,55
SAN AGUSTIN,atencion odontologica,restauraciones,2016-04-01,3,0,0,1,1,2,3,0,0,0,0,0,0,0,7,3,10
SAN ANDRES,atencion odontologica,restauraciones,2016-04-01,21,6,2,15,0,7,6,33,0,0,0,0,0,0,29,61,90
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2016-04-01,2,22,36,33,9,3,12,13,9,5,0,0,0,0,68,76,144
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2016-04-01,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2016-04-01,0,1,0,0,1,1,2,8,1,0,0,0,0,0,4,10,14
SAN BENITO,atencion odontologica,restauraciones,2016-04-01,28,24,10,1,1,7,3,11,3,1,0,0,0,0,45,44,89
SAN BORJA,atencion odontologica,restauraciones,2016-04-01,20,21,12,22,4,16,10,72,7,1,0,0,0,0,53,132,185
SAN BUENA VENTURA,atencion odontologica,restauraciones,2016-04-01,12,5,3,3,3,11,7,23,2,0,0,0,0,0,27,42,69
SAN CARLOS,atencion odontologica,restauraciones,2016-04-01,21,13,4,3,4,4,11,42,12,6,0,0,0,0,52,68,120
SAN IGNACIO,atencion odontologica,restauraciones,2016-04-01,23,31,62,72,27,54,39,93,12,8,0,0,0,0,163,258,421
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2016-04-01,18,6,24,6,8,9,38,60,15,3,0,0,0,0,103,84,187
SAN JAVIER(BNI),atencion odontologica,restauraciones,2016-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(STC),atencion odontologica,restauraciones,2016-04-01,8,12,5,7,2,1,10,22,16,3,0,0,0,0,41,45,86
