municipality,group,variable,month,Exodoncias,TOTAL
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-05-01,84,84
IXIAMAS,atenciones odontologicas,exodoncias,2009-05-01,69,69
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-05-01,68,68
LA ASUNTA,atenciones odontologicas,exodoncias,2009-05-01,71,71
LA GUARDIA,atenciones odontologicas,exodoncias,2009-05-01,136,136
LA PAZ,atenciones odontologicas,exodoncias,2009-05-01,2141,2141
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-05-01,219,219
LAJA,atenciones odontologicas,exodoncias,2009-05-01,125,125
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-05-01,18,18
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-05-01,40,40
LLALLAGUA,atenciones odontologicas,exodoncias,2009-05-01,92,92
LLICA,atenciones odontologicas,exodoncias,2009-05-01,30,30
LORETO,atenciones odontologicas,exodoncias,2009-05-01,4,4
LURIBAY,atenciones odontologicas,exodoncias,2009-05-01,21,21
MACHACAMARCA,atenciones odontologicas,exodoncias,2009-05-01,33,33
MACHARETI,atenciones odontologicas,exodoncias,2009-05-01,20,20
MAGDALENA,atenciones odontologicas,exodoncias,2009-05-01,39,39
MAIRANA,atenciones odontologicas,exodoncias,2009-05-01,30,30
MALLA,atenciones odontologicas,exodoncias,2009-05-01,13,13
MAPIRI,atenciones odontologicas,exodoncias,2009-05-01,82,82
MECAPACA,atenciones odontologicas,exodoncias,2009-05-01,35,35
MINEROS,atenciones odontologicas,exodoncias,2009-05-01,30,30
MIZQUE,atenciones odontologicas,exodoncias,2009-05-01,15,15
MOCOMOCO,atenciones odontologicas,exodoncias,2009-05-01,103,103
MOJOCOYA,atenciones odontologicas,exodoncias,2009-05-01,41,41
MONTEAGUDO,atenciones odontologicas,exodoncias,2009-05-01,50,50
MONTERO,atenciones odontologicas,exodoncias,2009-05-01,155,155
MORO MORO,atenciones odontologicas,exodoncias,2009-05-01,16,16
MOROCHATA,atenciones odontologicas,exodoncias,2009-05-01,71,71
OCURI,atenciones odontologicas,exodoncias,2009-05-01,51,51
OKINAWA,atenciones odontologicas,exodoncias,2009-05-01,25,25
OMEREQUE,atenciones odontologicas,exodoncias,2009-05-01,34,34
ORURO,atenciones odontologicas,exodoncias,2009-05-01,1002,1002
PADCAYA,atenciones odontologicas,exodoncias,2009-05-01,130,130
PADILLA,atenciones odontologicas,exodoncias,2009-05-01,35,35
PAILON,atenciones odontologicas,exodoncias,2009-05-01,74,74
PALCA,atenciones odontologicas,exodoncias,2009-05-01,45,45
PALOS BLANCOS,atenciones odontologicas,exodoncias,2009-05-01,84,84
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2009-05-01,35,35
PAMPA GRANDE,atenciones odontologicas,exodoncias,2009-05-01,19,19
PAPEL PAMPA,atenciones odontologicas,exodoncias,2009-05-01,24,24
PASORAPA,atenciones odontologicas,exodoncias,2009-05-01,32,32
PATACAMAYA,atenciones odontologicas,exodoncias,2009-05-01,52,52
PAZÑA,atenciones odontologicas,exodoncias,2009-05-01,30,30
PELECHUCO,atenciones odontologicas,exodoncias,2009-05-01,30,30
POCOATA,atenciones odontologicas,exodoncias,2009-05-01,12,12
POCONA,atenciones odontologicas,exodoncias,2009-05-01,99,99
POJO (CBBA),atenciones odontologicas,exodoncias,2009-05-01,17,17
POOPO,atenciones odontologicas,exodoncias,2009-05-01,33,33
PORCO,atenciones odontologicas,exodoncias,2009-05-01,19,19
POROMA,atenciones odontologicas,exodoncias,2009-05-01,10,10
PORONGO,atenciones odontologicas,exodoncias,2009-05-01,72,72
PORTACHUELO,atenciones odontologicas,exodoncias,2009-05-01,56,56
PORVENIR,atenciones odontologicas,exodoncias,2009-05-01,65,65
POSTRER VALLE,atenciones odontologicas,exodoncias,2009-05-01,33,33
POTOSI,atenciones odontologicas,exodoncias,2009-05-01,596,596
PRESTO,atenciones odontologicas,exodoncias,2009-05-01,292,292
PUCARA,atenciones odontologicas,exodoncias,2009-05-01,10,10
PUCARANI,atenciones odontologicas,exodoncias,2009-05-01,134,134
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2009-05-01,201,201
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2009-05-01,111,111
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2009-05-01,17,17
PUERTO PEREZ,atenciones odontologicas,exodoncias,2009-05-01,14,14
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2009-05-01,51,51
PUERTO RICO,atenciones odontologicas,exodoncias,2009-05-01,57,57
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2009-05-01,56,56
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2009-05-01,89,89
PUNA,atenciones odontologicas,exodoncias,2009-05-01,56,56
PUNATA,atenciones odontologicas,exodoncias,2009-05-01,73,73
QUIABAYA,atenciones odontologicas,exodoncias,2009-05-01,55,55
QUILLACOLLO,atenciones odontologicas,exodoncias,2009-05-01,170,170
QUIME,atenciones odontologicas,exodoncias,2009-05-01,165,165
QUIRUSILLAS,atenciones odontologicas,exodoncias,2009-05-01,5,5
RAVELO,atenciones odontologicas,exodoncias,2009-05-01,47,47
REYES,atenciones odontologicas,exodoncias,2009-05-01,59,59
RIBERALTA,atenciones odontologicas,exodoncias,2009-05-01,424,424
ROBORE,atenciones odontologicas,exodoncias,2009-05-01,42,42
RURRENABAQUE,atenciones odontologicas,exodoncias,2009-05-01,57,57
SABAYA,atenciones odontologicas,exodoncias,2009-05-01,6,6
SACABA,atenciones odontologicas,exodoncias,2009-05-01,165,165
SACABAMBA,atenciones odontologicas,exodoncias,2009-05-01,6,6
SACACA,atenciones odontologicas,exodoncias,2009-05-01,23,23
SAIPINA,atenciones odontologicas,exodoncias,2009-05-01,31,31
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2009-05-01,41,41
SAMAIPATA,atenciones odontologicas,exodoncias,2009-05-01,21,21
SAN AGUSTIN,atenciones odontologicas,exodoncias,2009-05-01,7,7
SAN ANDRES,atenciones odontologicas,exodoncias,2009-05-01,41,41
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2009-05-01,111,111
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2009-05-01,39,39
SAN BENITO,atenciones odontologicas,exodoncias,2009-05-01,30,30
SAN BORJA,atenciones odontologicas,exodoncias,2009-05-01,580,580
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2009-05-01,70,70
SAN CARLOS,atenciones odontologicas,exodoncias,2009-05-01,43,43
SAN IGNACIO,atenciones odontologicas,exodoncias,2009-05-01,191,191
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2009-05-01,159,159
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2009-05-01,63,63
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2009-05-01,16,16
SAN JOAQUIN,atenciones odontologicas,exodoncias,2009-05-01,3,3
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2009-05-01,229,229
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2009-05-01,22,22
SAN JULIAN,atenciones odontologicas,exodoncias,2009-05-01,24,24
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2009-05-01,2,2
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2009-05-01,257,257
SAN LUCAS,atenciones odontologicas,exodoncias,2009-05-01,43,43
SAN MATIAS,atenciones odontologicas,exodoncias,2009-05-01,126,126
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2009-05-01,135,135
SAN PEDRO,atenciones odontologicas,exodoncias,2009-05-01,7,7
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2009-05-01,67,67
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2009-05-01,23,23
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2009-05-01,34,34
SAN RAFAEL,atenciones odontologicas,exodoncias,2009-05-01,26,26
SAN RAMON,atenciones odontologicas,exodoncias,2009-05-01,11,11
SAN RAMON,atenciones odontologicas,exodoncias,2009-05-01,23,23
SANTA ANA,atenciones odontologicas,exodoncias,2009-05-01,100,100
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2009-05-01,2073,2073
SANTA ROSA,atenciones odontologicas,exodoncias,2009-05-01,104,104
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2009-05-01,49,49
SANTIAGO DE CALLAPA,atenciones odontologicas,exodoncias,2009-05-01,4,4
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2009-05-01,62,62
SANTIVAÑES,atenciones odontologicas,exodoncias,2009-05-01,28,28
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2009-05-01,5,5
SAPAHAQUI,atenciones odontologicas,exodoncias,2009-05-01,28,28
SENA,atenciones odontologicas,exodoncias,2009-05-01,14,14
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2009-05-01,81,81
SICAYA,atenciones odontologicas,exodoncias,2009-05-01,11,11
SIPE SIPE,atenciones odontologicas,exodoncias,2009-05-01,47,47
SOPACHUY,atenciones odontologicas,exodoncias,2009-05-01,35,35
SORACACHI,atenciones odontologicas,exodoncias,2009-05-01,30,30
SORATA,atenciones odontologicas,exodoncias,2009-05-01,84,84
SUCRE,atenciones odontologicas,exodoncias,2009-05-01,871,871
TACACOMA,atenciones odontologicas,exodoncias,2009-05-01,83,83
TACOPAYA,atenciones odontologicas,exodoncias,2009-05-01,12,12
TAHUA,atenciones odontologicas,exodoncias,2009-05-01,13,13
TAPACARI,atenciones odontologicas,exodoncias,2009-05-01,64,64
TARABUCO,atenciones odontologicas,exodoncias,2009-05-01,69,69
TARACO,atenciones odontologicas,exodoncias,2009-05-01,32,32
TARATA,atenciones odontologicas,exodoncias,2009-05-01,16,16
TARIJA,atenciones odontologicas,exodoncias,2009-05-01,845,845
TARVITA,atenciones odontologicas,exodoncias,2009-05-01,38,38
TEOPONTE,atenciones odontologicas,exodoncias,2009-05-01,19,19
TIAWANACU,atenciones odontologicas,exodoncias,2009-05-01,78,78
TINGUIPAYA,atenciones odontologicas,exodoncias,2009-05-01,27,27
TIPUANI,atenciones odontologicas,exodoncias,2009-05-01,19,19
TIQUIPAYA,atenciones odontologicas,exodoncias,2009-05-01,110,110
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2009-05-01,97,97
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2009-05-01,18,18
TOCO,atenciones odontologicas,exodoncias,2009-05-01,21,21
TOLATA,atenciones odontologicas,exodoncias,2009-05-01,12,12
TOLEDO,atenciones odontologicas,exodoncias,2009-05-01,26,26
TOMAVE,atenciones odontologicas,exodoncias,2009-05-01,33,33
TOMINA,atenciones odontologicas,exodoncias,2009-05-01,34,34
TORO TORO,atenciones odontologicas,exodoncias,2009-05-01,32,32
TOTORA(CBBA),atenciones odontologicas,exodoncias,2009-05-01,18,18
TOTORA(ORR),atenciones odontologicas,exodoncias,2009-05-01,1,1
TRIGAL,atenciones odontologicas,exodoncias,2009-05-01,16,16
TRINIDAD,atenciones odontologicas,exodoncias,2009-05-01,534,534
TUPIZA,atenciones odontologicas,exodoncias,2009-05-01,104,104
TURCO,atenciones odontologicas,exodoncias,2009-05-01,28,28
UMALA,atenciones odontologicas,exodoncias,2009-05-01,17,17
UNCIA,atenciones odontologicas,exodoncias,2009-05-01,111,111
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2009-05-01,111,111
URUBICHA,atenciones odontologicas,exodoncias,2009-05-01,45,45
UYUNI,atenciones odontologicas,exodoncias,2009-05-01,104,104
VACAS,atenciones odontologicas,exodoncias,2009-05-01,18,18
VALLEGRANDE,atenciones odontologicas,exodoncias,2009-05-01,64,64
VIACHA,atenciones odontologicas,exodoncias,2009-05-01,102,102
VILA VILA,atenciones odontologicas,exodoncias,2009-05-01,10,10
VILLA MONTES,atenciones odontologicas,exodoncias,2009-05-01,212,212
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,exodoncias,2009-05-01,19,19
VILLA RIVERO,atenciones odontologicas,exodoncias,2009-05-01,9,9
VILLA SERRANO,atenciones odontologicas,exodoncias,2009-05-01,40,40
VILLA TUNARI,atenciones odontologicas,exodoncias,2009-05-01,147,147
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2009-05-01,39,39
VILLAZON,atenciones odontologicas,exodoncias,2009-05-01,111,111
VINTO,atenciones odontologicas,exodoncias,2009-05-01,5,5
VITICHI,atenciones odontologicas,exodoncias,2009-05-01,8,8
WALDO BALLIVIAN,atenciones odontologicas,exodoncias,2009-05-01,10,10
WARNES,atenciones odontologicas,exodoncias,2009-05-01,125,125
YACO,atenciones odontologicas,exodoncias,2009-05-01,19,19
YACUIBA,atenciones odontologicas,exodoncias,2009-05-01,309,309
YAMPARAEZ,atenciones odontologicas,exodoncias,2009-05-01,27,27
YANACACHI,atenciones odontologicas,exodoncias,2009-05-01,30,30
YAPACANI,atenciones odontologicas,exodoncias,2009-05-01,42,42
YOCALLA,atenciones odontologicas,exodoncias,2009-05-01,10,10
YOTALA,atenciones odontologicas,exodoncias,2009-05-01,23,23
YUNCHARA,atenciones odontologicas,exodoncias,2009-05-01,78,78
ZUDAÑEZ,atenciones odontologicas,exodoncias,2009-05-01,36,36
ACACIO,atenciones odontologicas,exodoncias,2009-06-01,10,10
ACHACACHI,atenciones odontologicas,exodoncias,2009-06-01,2266,2266
ACHOCALLA,atenciones odontologicas,exodoncias,2009-06-01,81,81
AIQUILE,atenciones odontologicas,exodoncias,2009-06-01,13,13
ALALAY,atenciones odontologicas,exodoncias,2009-06-01,1,1
ALCALA,atenciones odontologicas,exodoncias,2009-06-01,3,3
ANCORAIMES,atenciones odontologicas,exodoncias,2009-06-01,55,55
ANDAMARCA,atenciones odontologicas,exodoncias,2009-06-01,33,33
ANTEQUERA,atenciones odontologicas,exodoncias,2009-06-01,22,22
ANZALDO,atenciones odontologicas,exodoncias,2009-06-01,59,59
APOLO,atenciones odontologicas,exodoncias,2009-06-01,44,44
ARAMPAMPA,atenciones odontologicas,exodoncias,2009-06-01,9,9
ARANI,atenciones odontologicas,exodoncias,2009-06-01,30,30
ARBIETO,atenciones odontologicas,exodoncias,2009-06-01,25,25
ARQUE,atenciones odontologicas,exodoncias,2009-06-01,14,14
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2009-06-01,98,98
AYATA,atenciones odontologicas,exodoncias,2009-06-01,46,46
AYO AYO,atenciones odontologicas,exodoncias,2009-06-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2009-06-01,73,73
AZURDUY,atenciones odontologicas,exodoncias,2009-06-01,36,36
BATALLAS,atenciones odontologicas,exodoncias,2009-06-01,48,48
BAURES,atenciones odontologicas,exodoncias,2009-06-01,120,120
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2009-06-01,17,17
BERMEJO,atenciones odontologicas,exodoncias,2009-06-01,259,259
BETANZOS,atenciones odontologicas,exodoncias,2009-06-01,78,78
BOLIVAR,atenciones odontologicas,exodoncias,2009-06-01,18,18
BOLPEBRA,atenciones odontologicas,exodoncias,2009-06-01,25,25
BOYUIBE,atenciones odontologicas,exodoncias,2009-06-01,29,29
BUENA VISTA,atenciones odontologicas,exodoncias,2009-06-01,45,45
CABEZAS,atenciones odontologicas,exodoncias,2009-06-01,102,102
CAIROMA,atenciones odontologicas,exodoncias,2009-06-01,49,49
"CAIZA ""D""",atenciones odontologicas,exodoncias,2009-06-01,23,23
CAJUATA,atenciones odontologicas,exodoncias,2009-06-01,24,24
CALACOTO,atenciones odontologicas,exodoncias,2009-06-01,85,85
CALAMARCA,atenciones odontologicas,exodoncias,2009-06-01,41,41
CAMARGO,atenciones odontologicas,exodoncias,2009-06-01,56,56
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2009-06-01,26,26
CAMIRI,atenciones odontologicas,exodoncias,2009-06-01,199,199
CAPINOTA,atenciones odontologicas,exodoncias,2009-06-01,25,25
CAQUIAVIRI,atenciones odontologicas,exodoncias,2009-06-01,40,40
CARACOLLO,atenciones odontologicas,exodoncias,2009-06-01,88,88
CARANAVI,atenciones odontologicas,exodoncias,2009-06-01,149,149
CARAPARI,atenciones odontologicas,exodoncias,2009-06-01,187,187
CARIPUYO,atenciones odontologicas,exodoncias,2009-06-01,34,34
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2009-06-01,65,65
CATACORA,atenciones odontologicas,exodoncias,2009-06-01,99,99
CHALLAPATA,atenciones odontologicas,exodoncias,2009-06-01,149,149
CHAQUI,atenciones odontologicas,exodoncias,2009-06-01,6,6
CHARAGUA,atenciones odontologicas,exodoncias,2009-06-01,168,168
CHARAÑA,atenciones odontologicas,exodoncias,2009-06-01,55,55
CHAYANTA,atenciones odontologicas,exodoncias,2009-06-01,35,35
CHIMORE,atenciones odontologicas,exodoncias,2009-06-01,19,19
CHOQUE COTA,atenciones odontologicas,exodoncias,2009-06-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2009-06-01,65,65
CHUMA,atenciones odontologicas,exodoncias,2009-06-01,168,168
CLIZA,atenciones odontologicas,exodoncias,2009-06-01,45,45
COBIJA,atenciones odontologicas,exodoncias,2009-06-01,155,155
COCHABAMBA,atenciones odontologicas,exodoncias,2009-06-01,2366,2366
COIPASA,atenciones odontologicas,exodoncias,2009-06-01,8,8
COLCAPIRHUA,atenciones odontologicas,exodoncias,2009-06-01,81,81
"COLCHA ""K""",atenciones odontologicas,exodoncias,2009-06-01,49,49
COLLANA,atenciones odontologicas,exodoncias,2009-06-01,2,2
COLOMI,atenciones odontologicas,exodoncias,2009-06-01,15,15
COLPA BELGICA,atenciones odontologicas,exodoncias,2009-06-01,17,17
COLQUECHACA,atenciones odontologicas,exodoncias,2009-06-01,52,52
COLQUENCHA,atenciones odontologicas,exodoncias,2009-06-01,25,25
COLQUIRI,atenciones odontologicas,exodoncias,2009-06-01,47,47
COMANCHE,atenciones odontologicas,exodoncias,2009-06-01,130,130
COMARAPA,atenciones odontologicas,exodoncias,2009-06-01,37,37
COMBAYA,atenciones odontologicas,exodoncias,2009-06-01,8,8
CONCEPCION,atenciones odontologicas,exodoncias,2009-06-01,41,41
COPACABANA,atenciones odontologicas,exodoncias,2009-06-01,34,34
CORIPATA,atenciones odontologicas,exodoncias,2009-06-01,75,75
CORO CORO,atenciones odontologicas,exodoncias,2009-06-01,34,34
COROICO,atenciones odontologicas,exodoncias,2009-06-01,123,123
CORQUE,atenciones odontologicas,exodoncias,2009-06-01,13,13
COTAGAITA,atenciones odontologicas,exodoncias,2009-06-01,45,45
COTOCA,atenciones odontologicas,exodoncias,2009-06-01,55,55
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2009-06-01,50,50
CUEVO,atenciones odontologicas,exodoncias,2009-06-01,16,16
CULPINA,atenciones odontologicas,exodoncias,2009-06-01,62,62
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2009-06-01,38,38
CURVA,atenciones odontologicas,exodoncias,2009-06-01,5,5
DESAGUADERO,atenciones odontologicas,exodoncias,2009-06-01,61,61
EL ALTO,atenciones odontologicas,exodoncias,2009-06-01,2596,2596
EL CHORO,atenciones odontologicas,exodoncias,2009-06-01,7,7
EL PUENTE(STC),atenciones odontologicas,exodoncias,2009-06-01,52,52
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2009-06-01,131,131
EL TORNO,atenciones odontologicas,exodoncias,2009-06-01,113,113
EL VILLAR,atenciones odontologicas,exodoncias,2009-06-01,18,18
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-06-01,9,9
ENTRE RIOS,atenciones odontologicas,exodoncias,2009-06-01,209,209
EUCALIPTUS,atenciones odontologicas,exodoncias,2009-06-01,43,43
EXALTACION,atenciones odontologicas,exodoncias,2009-06-01,34,34
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2009-06-01,42,42
FILADELFIA,atenciones odontologicas,exodoncias,2009-06-01,48,48
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2009-06-01,62,62
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2009-06-01,34,34
GUANAY,atenciones odontologicas,exodoncias,2009-06-01,94,94
GUAQUI,atenciones odontologicas,exodoncias,2009-06-01,61,61
GUAYARAMERIN,atenciones odontologicas,exodoncias,2009-06-01,141,141
GUTIERREZ,atenciones odontologicas,exodoncias,2009-06-01,224,224
HUACARETA,atenciones odontologicas,exodoncias,2009-06-01,5,5
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2009-06-01,27,27
HUACHACALLA,atenciones odontologicas,exodoncias,2009-06-01,11,11
HUANUNI,atenciones odontologicas,exodoncias,2009-06-01,76,76
HUARACAJE,atenciones odontologicas,exodoncias,2009-06-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2009-06-01,20,20
ICHOCA,atenciones odontologicas,exodoncias,2009-06-01,20,20
ICLA,atenciones odontologicas,exodoncias,2009-06-01,37,37
INCAHUASI,atenciones odontologicas,exodoncias,2009-06-01,43,43
INGAVI (HUMAITA),atenciones odontologicas,exodoncias,2009-06-01,10,10
INQUISIVI,atenciones odontologicas,exodoncias,2009-06-01,117,117
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2009-06-01,57,57
IXIAMAS,atenciones odontologicas,exodoncias,2009-06-01,27,27
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2009-06-01,80,80
LA ASUNTA,atenciones odontologicas,exodoncias,2009-06-01,47,47
LA GUARDIA,atenciones odontologicas,exodoncias,2009-06-01,153,153
LA PAZ,atenciones odontologicas,exodoncias,2009-06-01,2609,2609
LAGUNILLAS,atenciones odontologicas,exodoncias,2009-06-01,29,29
LAJA,atenciones odontologicas,exodoncias,2009-06-01,128,128
LAS CARRERAS,atenciones odontologicas,exodoncias,2009-06-01,11,11
LICOMA PAMPA,atenciones odontologicas,exodoncias,2009-06-01,34,34
LLALLAGUA,atenciones odontologicas,exodoncias,2009-06-01,69,69
LLICA,atenciones odontologicas,exodoncias,2009-06-01,31,31
LURIBAY,atenciones odontologicas,exodoncias,2009-06-01,10,10
