municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
COROICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,35,35
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,769,769
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
EL PUENTE(STC),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,27,27
EL TORNO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,72,72
EUCALIPTUS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,287,287
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
HUARACAJE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,14,14
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,13,13
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
IRUPANA (VILLA DE LANZA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,226,226
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,19,19
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,13,13
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2048,2048
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
LICOMA PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,92,92
LURIBAY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,18,18
MACHACAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,187,187
MALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,47,47
MINEROS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,126,126
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
MORO MORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,13,13
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,16,16
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2642,2642
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,16,16
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,22,22
PAMPA AULLAGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
PAPEL PAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,67,67
PASORAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
PATACAMAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,17,17
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
POJO (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
POOPO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,42,42
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
PORTACHUELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,995,995
PORVENIR,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
POSTRER VALLE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
POTOSI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,53,53
PRESTO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
PUCARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
PUCARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,16,16
PUERTO ACOSTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,17,17
PUERTO CARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,31,31
PUERTO GONZALO MORENO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
PUERTO PEREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,25,25
PUERTO QUIJARRO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
PUERTO RICO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
PUERTO VILLARROEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
PUNA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,22,22
PUNATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
QUIABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
QUILLACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,214,214
QUIME,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,30,30
QUIRUSILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
RAVELO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
RIBERALTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
SABAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
SACABA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,52,52
SACACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
SAIPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,10,10
SALINAS DE GARCI MENDOZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,62,62
SAMAIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
SAN AGUSTIN,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
SAN ANDRES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
SAN ANDRES DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,16,16
SAN BORJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,340,340
SAN BUENA VENTURA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
SAN CARLOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
SAN IGNACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
SAN IGNACIO DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,194,194
SAN JOSE DE CHIQUITOS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
SAN JUAN DE YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
SAN LORENZO(PND),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
SAN LORENZO(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,28,28
SAN LUCAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,254,254
SAN MATIAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,15,15
SAN MIGUEL DE VELASCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,32,32
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
SAN PEDRO DE CURAHUARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
SAN PEDRO DE TIQUINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,18,18
SAN RAFAEL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
SAN RAMON,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,3,3
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,351,351
SANTA ROSA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,100,100
SANTA ROSA DEL SARA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
SANTIAGO DE CALLAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
SANTIAGO DE HUARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,38,38
SANTIVAÑES,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
SANTUARIO DE QUILLACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
SAPAHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,24,24
SICA SICA (VILLA AROMA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,14,14
SICAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,1,1
SIPE SIPE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
SOPACHUY,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
SORACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,12,12
SORATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,30,30
SUCRE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,131,131
TACACOMA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,15,15
TACOPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,30,30
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,91,91
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,13,13
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,7,7
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,5,5
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,13,13
TIPUANI,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,154,154
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,15,15
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,39,39
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,11,11
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,6,6
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,4,4
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,8,8
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,2,2
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,78,78
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2009-05-01,9,9
