municipality,group,variable,month,l 3.13 Nº de actividades de educación en Salud Oral,TOTAL
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,9,9
HUACHACALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
HUANUNI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
HUAYLLAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,9,9
HUMANATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
ICHOCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,9,9
ICLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,20,20
INCAHUASI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,9,9
INQUISIVI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,3,3
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,10,10
IXIAMAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,10,10
JESUS DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,26,26
LA ASUNTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,29,29
LA GUARDIA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,9,9
LA PAZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,215,215
LAGUNILLAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,6,6
LAJA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,8,8
LAS CARRERAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,7,7
LICOMA PAMPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,27,27
LLALLAGUA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,13,13
LURIBAY,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,17,17
MACHACAMARCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
MACHARETI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,13,13
MAGDALENA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,40,40
MAIRANA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,13,13
MALLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
MAPIRI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,3,3
MECAPACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
MINEROS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
MIZQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,8,8
MOCOMOCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,17,17
MOJOCOYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,76,76
MONTEAGUDO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,77,77
MONTERO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,10,10
MORO MORO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,17,17
MOROCHATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,32,32
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,3,3
OCURI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
OMEREQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,17,17
ORURO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,34,34
PADCAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,24,24
PADILLA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,20,20
PAILON,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
PALCA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,11,11
PALOS BLANCOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,10,10
PAMPA AULLAGAS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,6,6
PAMPA GRANDE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
PASORAPA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
PATACAMAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
PAZÑA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,14,14
PELECHUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,6,6
POCOATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,32,32
POCONA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,23,23
POOPO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,3,3
PORCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,8,8
POROMA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,21,21
PORONGO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
PORTACHUELO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
PORVENIR,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
POSTRER VALLE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,14,14
POTOSI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,315,315
PRESTO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,35,35
PUCARA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
PUCARANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,43,43
PUERTO ACOSTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
PUERTO CARABUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,43,43
PUERTO GONZALO MORENO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
PUERTO PEREZ,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
PUERTO QUIJARRO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
PUERTO RICO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,18,18
PUERTO VILLARROEL,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,44,44
PUNA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
PUNATA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,27,27
QUIABAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,4,4
QUILLACOLLO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,26,26
QUIME,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,15,15
RAVELO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
REYES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,56,56
RIBERALTA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,3,3
ROBORE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,41,41
RURRENABAQUE,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
SABAYA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,16,16
SACABA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,51,51
SACABAMBA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
SACACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
SAIPINA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,20,20
SAN ANDRES,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,2,2
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,8,8
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,3,3
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
SAN BENITO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,289,289
SAN BUENA VENTURA,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,34,34
SAN CARLOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,39,39
SAN IGNACIO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,29,29
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,101,101
SAN JAVIER(STC),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,28,28
SAN JOAQUIN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,41,41
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,7,7
SAN JULIAN,atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,5,5
SAN LORENZO(PND),atencion odontologica no de actividades,l 3.13       no de actividades de educacion en salud oral,2012-05-01,1,1
