municipality,group,variable,month,Partos atendidos por personal de salud,TOTAL
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TODOS SANTOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TOLATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
TOMAVE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
TOMINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
TORO TORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,6,6
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,15,15
TURCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
UMALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
UNCIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
UYUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
VACAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,7,7
VIACHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
VILA VILA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
VILLA MONTES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
VILLA NUEVA (LOMA ALTA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
VILLAZON,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,4,4
VINTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
WARNES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,8,8
YACUIBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
YAMPARAEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,1,1
YANACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
YAPACANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
YOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,5,5
ZUDAÑEZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-04-01,3,3
ACACIO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
ACHACACHI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,27,27
ACHOCALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
AIQUILE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
ALALAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
ALCALA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
ANCORAIMES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
ANDAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
ANZALDO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
APOLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,7,7
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,5,5
ARQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,12,12
AUCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
AYATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,7,7
AZURDUY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,8,8
BATALLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,13,13
BELLA FLOR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,17,17
BOLIVAR,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,13,13
BOYUIBE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CAIROMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,8,8
CAJUATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
CALACOTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
CALAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
CAMARGO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
CAQUIAVIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
CARACOLLO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
CARANAVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,12,12
CARAPARI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,10,10
CATACORA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,8,8
CHAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
CHARAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
CHARAÑA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
CHAYANTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,14,14
CHIMORE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
CHUMA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,14,14
CLIZA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,19,19
COCHABAMBA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,33,33
COLQUENCHA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,10,10
COLQUIRI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,17,17
COMBAYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
COPACABANA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,10,10
CORIPATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CORO CORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
CORQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
COTAGAITA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,16,16
CUATRO CAÑADAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
CULPINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
CURVA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
DESAGUADERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
EL PUENTE(STC),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
EUREKA (SANTOS MERCADO),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
FERNANDEZ ALONSO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,8,8
FILADELFIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,15,15
GUANAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
GUAQUI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,5,5
GUTIERREZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
HUACARETA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
HUANUNI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
HUMANATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
ICHOCA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
ICLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
INCAHUASI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,6,6
INQUISIVI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,5,5
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,7,7
LA ASUNTA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,9,9
LA GUARDIA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,5,5
LAS CARRERAS,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
LLICA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
MACHARETI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
MALLA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
MECAPACA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
MIZQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,7,7
MOCOMOCO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,10,10
MOJOCOYA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,7,7
MONTERO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,16,16
OMEREQUE,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por personal de salud,2010-05-01,1,1
