,group,variable,month,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS < A 6 MESES,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS < A 6 MESES,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 60 A MAS,NRO DE TELEINTERCONSULTAS DE RESPUESTA EFECTIVIZADAS 60 A MAS,TOTALES,TOTALES,TOTALES
CARACOLLO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,2,0,1,5,1,5,4,21,5,7,3,6,23,38,40,82,122
CARANAVI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,2,3,1,1,2,2,1,5,1,9,8,33,4,7,6,8,6,9,31,77,108
CHALLAPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,1,0,0,0,0,5,3,47,3,8,3,6,13,10,23,76,99
CLIZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,1,0,1,0,2,1,4,9,2,5,2,3,5,10,17,28,45
COBIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,1,0,1,0,0,1,7,13,4,2,3,1,7,6,24,23,47
COCHABAMBA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,1,0,2,0,0,3,1,4,3,4,4,25,4,0,4,4,4,2,23,42,65
COIPASA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,1,6,7
COLQUIRI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,2,0,0,0,0,0,0,0,0,0,2,3,6,6,0,0,0,0,0,0,10,9,19
COMANCHE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,2,3,6,9
COROICO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,1,1,2,0,1,5,12,0,0,0,6,5,27,4,5,5,6,13,11,33,71,104
CORQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,2,1,0,5,4,9,10,19
CUCHUMUELA (V. G. VILLARROEL),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,7
CULPINA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,1,7,8
EL ALTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,3,1,1,2,0,2,1,2,2,2,1,5,9,3,7,0,6,16,1,33,31,64
EL TORNO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,1,0,0,1,0,1,2,11,0,6,0,6,3,14,6,39,45
ESCOMA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,7,12,3,3,0,2,0,16,0,2,1,3,4,1,16,39,55
GUANAY,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,7,0,0,4,4,5,30,35
HUANUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,2,1,0,0,1,2,0,6,6,21,2,6,0,2,9,16,20,54,74
ICHOCA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0,3,0,13,13
LA GUARDIA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,7,7
LA PAZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,2,3,1,1,3,2,4,1,2,0,3,8,7,50,3,8,4,7,28,21,57,101,158
LLALLAGUA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,1,1,0,1,0,11,4,37,1,9,0,3,4,11,11,73,84
MAIRANA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,1,0,10,10
MIZQUE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,4,4,8
MOJINETE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,6,5,7,12
ORURO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,0,0,0,3,1,0,5,12,0,4,3,5,5,12,15,36,51
PADILLA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,0,15,21,7,2,0,0,0,0,22,24,46
PATACAMAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,1,8,2,25,2,11,1,12,8,10,14,66,80
PORTACHUELO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,10,0,5,0,1,0,40,40
POTOSI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,1,0,3,2,2,2,4,8,5,0,0,2,28,1,14,5,6,9,4,29,67,96
PUERTO SUAREZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,2,4,5,10,15
PUNA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,3,1,2,7,10,11,21,32
PUNATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,3,1,0,0,3,3,7,18,15,33,6,11,10,10,5,5,49,81,130
RIBERALTA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,9,0,15,0,0,0,1,4,0,4,26,30
SACABA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,3,5,0,0,0,0,0,0,0,2,0,1,0,0,3,5,6,13,19
SALINAS DE GARCI MENDOZA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3
SAMAIPATA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,1,0,0,0,2,1,0,2,2,14,2,5,0,3,2,1,9,26,35
SAN BORJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,2,2,5,3,0,0,2,1,0,16,1,32,2,2,0,1,0,0,12,57,69
SAN JULIAN,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,1,0,0,0,2,2,1,0,0,1,0,12,1,22,4,11,1,3,17,11,27,62,89
SAN PEDRO DE CURAHUARA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0,0,4,0,13,13
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,3,2,1,2,2,3,0,4,0,9,1,3,5,1,4,5,16,29,45
SIPE SIPE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,1,1,6,5,11
SUCRE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,1,0,0,1,0,0,3,5,1,10,3,48,0,18,2,13,13,29,23,124,147
TARABUCO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,6,20,1,3,6,2,5,2,18,27,45
TARIJA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,4,0,0,17,15,2,2,1,4,2,19,2,64,3,11,4,6,10,10,41,135,176
TARVITA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,1,0,0,1,6,4,10
TIQUIPAYA,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,6,6
TOTORA(CBBA),telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,7,6,13
TRINIDAD,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,1,3,2,0,0,0,0,0,0,4,0,7,0,14,0,1,0,0,0,0,3,29,32
UYUNI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,1,1,0,0,1,0,1,1,0,1,6,7,7,22,2,9,3,7,7,11,28,59,87
VALLEGRANDE,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
VILLA MONTES,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,4,5,0,2,0,0,0,0,2,3,1,4,1,2,1,3,9,19,28
VILLA TUNARI,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,1,2,2,3,3,10,8,18
VILLAZON,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,1,0,0,1,3,0,1,0,1,3,3,1,12,0,3,2,12,3,6,10,42,52
VINTO,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,0,0,0,0,0,0,2,0,2,1,7,3,0,1,2,4,8,9,21,30
ZUDAÑEZ,telesalud,nro de teleinterconsultas de respuesta efectivizadas,2024-12-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
