,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS N 60 A MAS,TOTALES,TOTALES,TOTALES
MOJINETE,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,3,5
MOROCHATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,13,13
NACEBE (SANTA ROSA DEL ABUNA),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,0,4,4,8
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,3
OCURI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,2,0,1,0,0,1,1,0,1,3,1,0,0,4,2,2,8,10,18
OMEREQUE,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,3,8,11
ORURO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,5,2,2,0,0,0,0,1,0,6,0,7,1,4,12,10,20,30,50
PADILLA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,8,5,5,7,0,0,3,7,0,2,0,2,2,0,1,1,0,0,2,4,21,28,49
PAILON,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,8,6,2,1,4,8,5,9,6,7,25,31,56
PAMPA AULLAGAS,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
PAPEL PAMPA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,4,6,10
PATACAMAYA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PELECHUCO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1,0,0,0,1,0,6,6,12
POCOATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,2,0,12,0,1,0,0,1,1,1,17,18
POOPO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,3,0,0,2,3,11,14
PORCO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,4
POROMA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,8,2,0,0,0,2,0,0,4,3,0,0,2,0,6,0,20,7,27
PORTACHUELO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,4,2,6,7,13
PUCARANI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,7,3,10
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,1,0,1,1,2,2,10,12
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,2,4,6
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,3,1,5,2,10,9,19
PUERTO PEREZ,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,4,1,0,1,5,8,13
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,2,1,1,1,1,0,1,1,2,18,0,4,1,3,9,5,17,33,50
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,2,0,0,1,0,5,5,10
PUNA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,4,0,7,6,12,7,27,34
PUNATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,10,0,13,13
QUIABAYA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,1,4,9,8,3,4,0,2,0,7,0,0,0,0,0,0,13,25,38
QUIME,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,4,3,0,0,12,10,0,0,5,13,2,4,0,0,0,0,0,0,23,30,53
QUIRUSILLAS,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,4,4,5,10,11,21
RAVELO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,2,0,21,0,38,0,59,1,30,0,33,1,183,184
RIBERALTA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ROBORE,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,1,0,1,3,0,5,6,11
SACABA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,3,8,6,14
SACABAMBA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,5,10,5,15,20
SAMAIPATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,4,2,1,5,8,13
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,2,5,1,0,2,0,0,0,0,0,0,5,5,10
SAN ANDRES,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,2,0,0,1,1,1,14,15
SAN BENITO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,10,10,1,2,0,0,1,1,0,1,1,1,0,0,0,1,13,16,29
SAN BORJA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,4,2,6
SAN IGNACIO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,3,6,5,11
SAN IGNACIO DE VELASCO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN JAVIER(BNI),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,3,0,2,0,0,1,1,2,0,3,0,2,0,1,0,0,6,9,15
SAN JAVIER(STC),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,4,0,8,2,1,0,1,3,5,5,19,24
SAN JUAN DE YAPACANI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
SAN LUCAS,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,0,1,1,3,1,5,8,13
SAN MIGUEL DE VELASCO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,1,0,2,2,0,1,2,1,4,1,3,1,12,6,18
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,4,0,6,4,10
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,2,3,5,8
SAN RAFAEL,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,1,1,1,0,4,1,4,0,12,1,1,1,2,3,4,7,29,36
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,2,9,4,2,0,2,2,1,0,15,8,23
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,6,7,5,3,2,3,0,0,0,3,0,0,0,0,2,0,15,16,31
SANTIAGO DE HUARI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,1,0,0,1,0,0,0,2,1,10,0,3,1,2,0,4,3,22,25
SANTIAGO DE MACHACA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,2,0,3,4,7,11
SANTUARIO DE QUILLACAS,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,4,5
SAPAHAQUI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,1,0,19,18,23,18,0,0,0,0,0,0,0,0,0,0,43,36,79
SIPE SIPE,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
SOPACHUY,telesalud,nro de teleinterconsultas generadas n,2024-05-01,4,2,1,2,7,14,1,0,0,0,0,0,1,2,0,3,1,1,0,2,15,26,41
SORACACHI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,1,0,1,0,0,0,0,0,1,1,3,1,1,0,2,2,1,4,10,14
SORATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,4,7,8,12,7,19,2,0,0,1,0,1,0,1,0,0,0,0,0,0,21,41,62
TACACHI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,1,1,10,11
TACACOMA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,2,4,12,13,3,1,0,0,0,0,0,0,2,0,0,1,19,19,38
TACOBAMBA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,3,1,1,3,5,8,17,25
TAHUA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,4,6,6,12
TARATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,1,3,0,2,2,1,1,2,5,8,10,18
TARIJA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,5,1,1,4,0,2,4,3,10,12,22
TARVITA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,2,2,2,3,7,3,0,0,0,0,0,0,0,0,2,3,0,4,3,5,16,20,36
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,4,5
TOCO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,3,2,3,10,10,18,28
TOLATA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,0,0,0,7,6,14,20
TOMINA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TORO TORO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,1,2,6,0,2,0,1,0,0,2,11,13
TRINIDAD,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,4,2,6
TUPIZA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1,3,2,10,12
UMALA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,3,0,9,4,2,4,0,0,0,8,0,0,0,2,1,2,15,20,35
UNCIA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,1,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,3,5,8
URIONDO (A. CONCEPCION),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,2,4,0,6,4,20,24
VACAS,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,2,1,18,0,1,0,0,1,0,2,21,23
VALLEGRANDE,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,2,3,0,0,0,10,0,3,0,4,2,5,4,25,29
VILA VILA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas n,2024-05-01,1,0,0,0,10,2,0,13,0,1,0,1,0,0,1,0,1,0,2,3,15,20,35
VILLA MONTES,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,1,1,0,0,0,0,0,2,2,12,0,1,0,0,0,0,3,16,19
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,4,1,6,10,0,0,0,0,0,0,3,0,0,0,0,3,3,2,16,16,32
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,2,2,2,2,2,9,1,4,0,6,8,9,15,32,47
VINTO,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,2,2,6,8,14,22
VITICHI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,6,15,15,20,24,44
WALDO BALLIVIAN,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,4,6
YAMPARAEZ,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,4,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17
YANACACHI,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,5,6,0,0,1,0,0,4,0,2,1,0,2,4,9,16,25
YOTALA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,2,0,2,5,7,13,20
YUNCHARA,telesalud,nro de teleinterconsultas generadas n,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas n,2024-05-01,1,1,2,0,3,1,0,0,0,0,1,2,3,6,0,2,2,2,1,4,13,18,31
ACHOCALLA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,4,5,0,0,0,0,0,0,0,0,0,2,0,27,2,3,1,2,1,2,8,41,49
AIQUILE,telesalud,nro de teleinterconsultas generadas n,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,2,1,8,3,13,10,23
ANCORAIMES,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,2,1,2,0,4,8,12
ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,0,0,0,2,3,9,6,15
ANZALDO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,4,0,0,0,20,20
APOLO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,7,0,25,0,6,0,1,0,0,0,39,39
ARAMPAMPA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,3,4
ARANI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
ARQUE,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,1,1,0,1,0,0,0,3,2,2,0,1,2,0,1,1,6,9,15
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,2,2,1,0,1,0,2,0,3,0,0,1,0,2,0,5,9,14
ATOCHA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,1,0,0,0,0,0,0,1,0,0,1,17,1,1,0,1,1,2,4,22,26
AUCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,1,6,7
AYATA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,1,1,0,5,1,3,0,0,0,4,3,0,5,13,18
AZURDUY,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,1,1,3,5,8
BATALLAS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,9,0,33,1,2,0,0,1,2,3,46,49
BAURES,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,0,2,0,3,0,6,6,12
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,1,0,1,1,0,0,0,0,1,0,1,1,2,0,2,0,0,4,3,6,11,17
BELLA FLOR,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,1,0,0,1,1,4,7,11
BERMEJO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BETANZOS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,3,3,11,2,3,0,8,11,8,16,33,49
BOLPEBRA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
BOYUIBE,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,1,3,6,5,8,15,23
CABEZAS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,1,1,38,0,15,0,8,1,2,4,64,68
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,1,1,3,0,0,1,2,0,3,0,0,5,4,7,13,20
CALAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,2,1,2,7,5,28,0,0,0,0,0,0,9,36,45
CAMARGO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,3
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,3,1,5,0,2,0,0,1,4,3,14,17
CAMIRI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,2,4
CARACOLLO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3
CARANAVI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CARAPARI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,2,4,5,9
CARIPUYO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,2,0,2,2,1,2,1,3,0,0,1,3,2,2,9,12,21
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,6
CHACARILLA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CHAQUI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3,6,9,6,18,24
CHIPAYA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,4,3,7
CHOQUE COTA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,4
CHULUMANI (V. DE LA LIBERTAD),telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3
CHUMA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,4,0,4,12,16
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,5,0,3,0,1,1,21,22
CKOCHAS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,5,0,2,0,4,0,25,25
CLIZA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCAPATA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
COCHABAMBA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,6,3,5,7,15,21,36
"COLCHA ""K""",telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,4,2,3,9,4,13,13,26
COLLANA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,2,0,0,1,3,2,0,0,0,2,1,0,1,19,1,2,2,4,1,5,11,35,46
COLOMI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,1,2,5,6,10,16
COLPA BELGICA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
COLQUECHACA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,2,2,0,0,0,0,1,3,2,11,0,1,0,0,2,0,7,17,24
COLQUENCHA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,1,0,1,1,0,0,0,0,0,4,0,29,0,0,0,6,1,9,3,49,52
COLQUIRI,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,2,0,0,0,0,4,0,0,0,0,7,0,32,0,4,0,2,0,0,4,47,51
CONCEPCION,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,3,1,3,3,0,0,0,0,0,0,0,2,0,0,0,0,2,2,8,8,16
CORIPATA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,1,1,14,0,2,0,1,2,7,3,26,29
CORO CORO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,1,1,0,0,11,0,29,0,10,0,0,1,1,2,52,54
CORQUE,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,2,1,4,2,4,5,0,3,0,5,0,0,0,0,1,0,11,16,27
COTOCA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CRUZ DE MACHACAMARCA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,3,0,2,0,2,3,16,19
CULPINA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,3,0,10,0,1,1,0,1,0,3,14,17
CURAHUARA DE CARANGAS,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,0,3,0,5,3,14,17
CURVA,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,9,6,3,3,0,2,0,5,0,1,0,0,0,0,12,17,29
EL ALTO,telesalud,nro de teleinterconsultas generadas n,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,1,2,22,2,1,0,3,5,3,10,30,40
