,group,variable,month,TELEDISPOSITIVOS ELECTROCARDIOGRAFO < A 6 MESES,TELEDISPOSITIVOS ELECTROCARDIOGRAFO < A 6 MESES,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 6 MESES < 1 AÑO,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 6 MESES < 1 AÑO,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 1 A 4 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 1 A 4 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 5 A 9 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 5 A 9 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 10 A 14 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 10 A 14 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 15 A 19 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 15 A 19 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 20 A 39 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 20 A 39 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 40 A 49 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 40 A 49 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 50 A 59 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 50 A 59 AÑOS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 60 A MAS,TELEDISPOSITIVOS ELECTROCARDIOGRAFO 60 A MAS,TOTALES,TOTALES,TOTALES
TOTORA(CBBA),telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,2,4
TRINIDAD,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,5,5
TURCO,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,1,4
UNCIA,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,4,4,8
URIONDO (A. CONCEPCION),telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,2,4,0,2,6,13,19
UYUNI,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,3,5,2,6,12,18
VACAS,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,2,2,15,9,1,3,0,1,0,0,0,0,1,1,19,16,35
VALLEGRANDE,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
VIACHA,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,9,4,11,8,19
VILA VILA,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA CHARCAS,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,3,5
VILLA SERRANO,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,5,9,5,14
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,3,0,4,4,4,8,12,20
VILLAZON,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
VINTO,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,1,0,1,0,0,0,2,13,3,7,7,7,8,8,22,35,57
WARNES,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,3,5,6,6,0,4,2,9,14,25,25,50
YANACACHI,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,3,1,4,6,10
ZUDAÑEZ,telesalud,teledispositivos electrocardiografo,2024-07-01,0,0,0,0,0,0,0,0,0,0,4,1,2,5,3,5,6,1,4,4,19,16,35
ACACIO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,1,1,1,1,1,4,9,13
ACHOCALLA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,2,0,2,0,0,0,3,1,3,1,0,1,1,4,11,15
AIQUILE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,1,0,1,2,0,0,7,4,5,6,2,6,2,5,10,23,28,46,74
ALALAY,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,4,1,5
ALCALA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
ANCORAIMES,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,2,1,14,3,20,9,29
ANDAMARCA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,3,4,8,12
ANZALDO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,1,0,0,2,1,4,9,1,1,1,2,8,13,16,27,43
ARAMPAMPA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,3,5,7,12
ATOCHA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
BATALLAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,1,1,0,2,9,11
BERMEJO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,5,6,11,15,10,14,13,10,6,45,45,90
BETANZOS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2,2,4,5,9,8,17
BOYUIBE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,4,4,1,4,6,12,18,30
"CAIZA ""D""",telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
CAJUATA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,8,4,1,0,5,0,2,0,0,3,2,7,18,25
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,4,5
CAQUIAVIRI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,5,2,8,10
CARACOLLO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARANAVI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,1,0,0,0,1,0,8,1,1,2,1,1,0,0,2,2,14,6,20
CATACORA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,2,6,8
CHACARILLA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3
CHOQUE COTA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3,5
COBIJA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
COCAPATA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,4,13,6,20,26
COCHABAMBA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,4,7,5,4,1,7,18,15,29,33,62
COLCAPIRHUA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,1,1,0,2,1,3,13,0,1,0,3,1,3,7,22,29
"COLCHA ""K""",telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,4,2,3,3,12,15
COLOMI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,5,7,11,0,4,1,1,1,4,9,26,35
COLQUECHACA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CONCEPCION,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,2,0,1,1,1,6,4,0,1,1,2,9,5,17,16,33
CORQUE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4,4
COTOCA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,2,1,2,2,6,2,3,1,7,0,3,6,23,29
CRUZ DE MACHACAMARCA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
CUATRO CAÑADAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,2,1,1,4,3,14,1,5,3,4,5,5,15,33,48
CULPINA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,2,3,5,10,15
CURAHUARA DE CARANGAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CURVA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,4
EL CHORO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,3,5
EL PUENTE(TJA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
EL TORNO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,1,4,4,8,12
ENTRE RIOS CBBA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,3,3,5,8,3,0,2,6,5,12,19,29,48
ESCOMA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
ESMERALDA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,3,6,9
FERNANDEZ ALONSO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,2,5
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1,0,1,0,4,8,12
GUAQUI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
HUACARETA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,1,0,2,0,0,1,5,1,3,3,2,5,3,10,16,26
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,5,3,8
HUANUNI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5,4,5,9
HUARINA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3,1,4
HUATAJATA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,3
ICHOCA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,6,2,8
ICLA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5
INCAHUASI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,1,3,4,7
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,2,2,0,1,0,2,0,1,2,2,2,2,3,3,6,10,15,23,38
JESUS DE MACHACA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA ASUNTA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,7,4,2,1,2,1,2,8,14,22
LA GUARDIA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,5,4,7,11,15,20,35,55
LA RIVERA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LAGUNILLAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
LICOMA PAMPA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,2,0,0,3,3,6,8,14
LLALLAGUA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,1,2,4,4,0,0,2,4,3,11,10,21
LLICA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
LORETO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
LURIBAY,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,6,2,8
MACHARETI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,5,2,8,10
MAIRANA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,1,2,4,8,2,3,2,7,12,14,21,35,56
MIZQUE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,1,3,1,5,3,6,7,15,16,9,19,23,27,61,74,135
MOCOMOCO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,4,6
MOJINETE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
MOJOCOYA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,5,4,2,7,13,20
MONTEAGUDO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,4,6
NACEBE (SANTA ROSA DEL ABUNA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,1,3,4,2,2,0,0,0,1,7,8,15
NAZACARA DE PACAJES,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,4,0,2,1,3,1,17,18
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,4,3,3,3,2,5,7,3,2,1,0,0,0,15,18,33
OCURI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
OKINAWA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,6,1,7
OMEREQUE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,2,5,7
ORURO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
PAILON,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,4,3,2,5,4,5,6,7,9,5,25,25,50
PALCA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,2,5,7
PAMPA GRANDE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,1,1,1,7,8
PAPEL PAMPA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,2,6,8
PATACAMAYA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
PELECHUCO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,12
POCOATA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2
PORCO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POROMA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
POTOSI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO ACOSTA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,3,7
PUERTO CARABUCO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,6,6
PUERTO GONZALO MORENO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUERTO RICO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,3,0,9,0,9
PUERTO SUAREZ,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,1,0,1,0,2,4,3,7,9,8,7,6,5,12,16,37,44,81
PUERTO VILLARROEL,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,1,4,1,4,13,6,5,6,11,13,4,34,35,69
PUNA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,3,4,7,11
QUIABAYA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
QUILLACOLLO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,0,2,4,4,6,14,20
QUIME,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,2,0,8,3,11
QUIRUSILLAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,2,2,4,7,11
RAVELO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,4,5,8,11,2,5,6,7,6,4,26,32,58
ROBORE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,4,2,2,2,1,10,15,25
SACABA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,1,2,5,3,7,11,18
SACABAMBA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN AGUSTIN,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BENITO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,2,1,1,1,2,8,9,17
SAN BORJA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,1,1,4,1,0,3,1,3,5,1,12,9,21
SAN CARLOS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,3,0,0,4,5,9
SAN JAVIER(BNI),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,1,3,1,6,9,15
SAN JAVIER(STC),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,2,0,2,0,0,0,2,2,3,1,1,1,2,5,12,17
SAN JULIAN,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,2,1,6,7
SAN LORENZO(PND),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,8,6,8,14
SAN LUCAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,6,8,8,16
SAN PABLO DE LIPEZ,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
SAN RAMON BENI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,2,0,0,2,0,0,6,4,0,2,2,2,4,2,14,12,26
SANTIAGO DE HUARI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SENA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,2,4,6
SIPE SIPE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,1,1,3,5,1,6,8,2,3,4,6,7,13,25,35,60
SORACACHI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,4,2,6,7,13
SUCRE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,1,3,21,5,13,3,10,4,16,17,61,78
TACACOMA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
TAHUA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARATA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,5,5,4,17,1,5,1,3,6,12,17,42,59
TARIJA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,3
TARVITA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,3,0,1,3,1,6,8,14
TIAHUANACU,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
TOCO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,2,2,2,7,9
TOLATA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,3,3,16,16,0,2,0,2,0,3,0,3,19,29,48
TOTORA(CBBA),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
UNCIA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,2,0,3,0,10,1,11
URIONDO (A. CONCEPCION),telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,1,0,0,3,0,0,1,0,4,0,1,1,1,0,1,4,9,13
UYUNI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,1,0,2,0,1,4,5,1,2,3,1,3,12,11,23
VACAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,1,0,1,1,7,4,14,21,2,11,2,5,2,1,6,4,35,47,82
VALLEGRANDE,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3
VILA VILA,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,4,3,7
VILLA CHARCAS,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,0,1,0,0,3,10,13
VILLA MONTES,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,3,2,0,1,2,1,0,1,5,7,12
VILLA SERRANO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,3,10,13
VINTO,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,7,1,0,2,5,9,14,23
VITICHI,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,2,4,5,10,15
YAMPARAEZ,telesalud,teledispositivos electrocardiografo,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,2,7,0,0,1,0,0,2,4,10,14
