,group,variable,month,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N < A 6 MESES,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 6 MESES < 1 AÑO,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 1 A 4 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 5 A 9 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 10 A 14 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 15 A 19 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 20 A 39 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 40 A 49 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 50 A 59 AÑOS,NRO DE TELECONSULTAS N 60 A MAS,NRO DE TELECONSULTAS N 60 A MAS,TOTALES,TOTALES,TOTALES
SAN JULIAN,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,2,4,6
SAN LUCAS,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,2,4,3,7
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,4,1,5
SAN RAFAEL,telesalud,nro de teleconsultas n,2024-10-01,9,4,4,3,11,12,3,5,8,2,1,11,10,47,9,13,8,9,13,23,76,129,205
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,3,0,3,6,9
SANTA ROSA DEL SARA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,1,4,2,6,4,3,8,8,5,13,6,14,16,33,42,81,123
SANTIAGO DE CALLAPA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
SANTIAGO DE HUARI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,1,0,1,0,1,1,0,14,1,0,1,1,3,3,8,20,28
SOPACHUY,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,3,1,8,9
SORACACHI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,2,1,7,8
SORATA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
TACACOMA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,5,4,9
TAHUA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TARACO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,8
TARIJA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
TARVITA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TODOS SANTOS,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,telesalud,nro de teleconsultas n,2024-10-01,0,4,0,1,5,6,0,8,4,7,0,9,0,0,1,2,0,0,0,0,10,37,47
TUPIZA,telesalud,nro de teleconsultas n,2024-10-01,1,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,8
UMALA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
UNCIA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,4,5
URUBICHA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
VALLEGRANDE,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA SERRANO,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,1,10,0,0,1,1,1,1,3,17,20
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,4
YAMPARAEZ,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YANACACHI,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,4
YOTALA,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,1,2,5,0,3,0,0,1,3,3,13,16
ZUDAÑEZ,telesalud,nro de teleconsultas n,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,5,4,6,10
ALCALA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,2,4
ANCORAIMES,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,1,1,1,0,3,1,4,3,1,1,0,1,3,4,13,11,24
ANDAMARCA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,2,0,1,2,6,3,18,21
ANZALDO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,2,1,1,1,0,1,0,2,0,6,0,0,0,0,2,1,5,12,17
ARAMPAMPA,telesalud,nro de teleconsultas n,2024-11-01,0,0,1,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,1,0,8,5,13
ARQUE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
ASCENCION DE GUARAYOS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,4
ATOCHA,telesalud,nro de teleconsultas n,2024-11-01,1,1,0,0,1,0,1,1,0,1,0,1,0,6,0,0,0,3,1,1,4,14,18
AYO AYO,telesalud,nro de teleconsultas n,2024-11-01,1,0,0,0,0,1,0,0,0,0,0,2,3,7,0,2,1,1,4,0,9,13,22
BATALLAS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
BERMEJO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,1,1,7,8
CABEZAS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"CAIZA ""D""",telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAJUATA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CALAMARCA,telesalud,nro de teleconsultas n,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,3,2,5
CAMARGO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,8,0,0,0,4,0,24,24
CARAPARI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,2,5,4,9
CARIPUYO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,1,3,1,0,1,4,0,0,0,0,0,0,3,7,10
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,2,3,5
CHACARILLA,telesalud,nro de teleconsultas n,2024-11-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,0,0,9,9
CKOCHAS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,3,2,0,10,3,25,28
COBIJA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
"COLCHA ""K""",telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,5,0,1,2,12,14
COLLANA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLOMI,telesalud,nro de teleconsultas n,2024-11-01,1,1,0,1,2,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,10,13
COLQUECHACA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,5,5
COLQUIRI,telesalud,nro de teleconsultas n,2024-11-01,1,2,0,0,2,1,0,0,0,0,0,0,9,4,1,5,2,0,0,0,15,12,27
CONCEPCION,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,4,4
COROICO,telesalud,nro de teleconsultas n,2024-11-01,0,3,1,6,1,1,0,0,2,0,2,4,8,17,2,5,7,7,11,17,34,60,94
CORQUE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,1,2,1,3,9,12
CULPINA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3
CURAHUARA DE CARANGAS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,2,0,1,0,0,1,1,16,0,3,0,2,0,3,4,25,29
EL ALTO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,9,9
EL CHORO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,4,8
EL VILLAR,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,1,0,1,1,2,18,20
ENTRE RIOS CBBA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,3,4,7
ESMERALDA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,3,0,0,0,23,23
EUREKA (SANTOS MERCADO),telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
FERNANDEZ ALONSO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,2,3,6,9
GAIOC JATUN AYLLU YURA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
HUACARETA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,3,0,0,0,0,3,4,7
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
HUACHACALLA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ICLA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
INCAHUASI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,2,25,27
LA PAZ,telesalud,nro de teleconsultas n,2024-11-01,6,1,0,0,7,6,12,7,12,9,0,1,2,6,0,6,9,7,254,287,302,330,632
LAJA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,3,5
LICOMA PAMPA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,4
LLICA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,1,0,2,5,7
MACHACAMARCA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,3,3,6
MACHARETI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,4
MIZQUE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,5,2,7
MOCOMOCO,telesalud,nro de teleconsultas n,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,2,5,7
MOJINETE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,6,6
OCURI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,5,5
OKINAWA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
PAILON,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,1,1,1,2,1,4,1,2,3,4,1,2,8,15,23
PAPEL PAMPA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,3
POCOATA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,2,0,0,0,2,13,15
POOPO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,2,2,2,3,15,18
POROMA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,5,6
PUERTO CARABUCO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3
PUERTO GONZALO MORENO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,3,1,2,4,9,7,16
PUNA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
QUIABAYA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,2,4,6
QUIRUSILLAS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,2,1,2,2,8,10
RAVELO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,4
ROBORE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACABA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,5,7
SACABAMBA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,1,0,0,2,5,0,1,1,6,0,0,0,0,0,0,3,13,16
SACACA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,3,0,1,0,3,3,11,14
SAN AGUSTIN,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,1,0,0,2,5,7
SAN ANDRES DE MACHACA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,1,0,0,1,3,2,10,12
SAN ANTONIO DE LOMERIO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,3,4
SAN BENITO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN CARLOS,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,6,4,10
SAN JUAN DE YAPACANI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN PABLO DE LIPEZ,telesalud,nro de teleconsultas n,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,3,3,6
SAN PEDRO DE QUEMES,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAFAEL,telesalud,nro de teleconsultas n,2024-11-01,0,0,2,1,1,0,1,0,0,2,0,6,2,17,1,0,1,5,4,4,12,35,47
SANTA CRUZ DE LA SIERRA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,2,10,0,1,0,2,0,2,2,16,18
SANTIAGO DE CALLAPA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,1,0,0,0,0,1,4,0,21,0,5,0,2,0,0,1,33,34
SENA,telesalud,nro de teleconsultas n,2024-11-01,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,4,4,8
SIPE SIPE,telesalud,nro de teleconsultas n,2024-11-01,6,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,9,18
SOPACHUY,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,8,8
SORACACHI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
SUCRE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,3,3,6
TACACOMA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TAHUA,telesalud,nro de teleconsultas n,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
TARIJA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,4,0,0,0,4,0,20,20
TOCO,telesalud,nro de teleconsultas n,2024-11-01,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,6
TOLATA,telesalud,nro de teleconsultas n,2024-11-01,1,0,0,0,9,3,11,9,3,2,0,0,1,0,0,0,0,0,0,2,25,16,41
TOMINA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,7,1,6,11,21,17,26,11,6,1,66,41,107
TRINIDAD,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TUPIZA,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,2,0,2,1,1,0,0,0,1,0,3,0,2,0,0,0,0,1,11,12
TURCO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
UNCIA,telesalud,nro de teleconsultas n,2024-11-01,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,3,6
VALLEGRANDE,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,4,1,5
VILLA NUEVA (LOMA ALTA),telesalud,nro de teleconsultas n,2024-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,4
VILLA SERRANO,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6,6,8,8,16
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,3,5
WALDO BALLIVIAN,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YANACACHI,telesalud,nro de teleconsultas n,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,3,6,3,12,15
ZUDAÑEZ,telesalud,nro de teleconsultas n,2024-11-01,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,7
ALALAY,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,6,6,10,8,18
ANCORAIMES,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,2,2,1,7,8,11,15,26
ANDAMARCA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,9,9
ANZALDO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,1,2,2,1,3,2,3,4,0,4,0,3,9,16,25
ARQUE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2
ASCENCION DE GUARAYOS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,3,4
ATOCHA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYO AYO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,1,0,0,1,2,1,3,0,1,0,2,2,0,4,9,13
BATALLAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELEN DE ANDAMARCA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,3,4
BELEN DE URMIRI,telesalud,nro de teleconsultas n,2024-12-01,1,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,1,2,5,3,9,9,18
BERMEJO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,4
"CAIZA ""D""",telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,3,4
CALACOTO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CALAMARCA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,1,0,1,0,0,7,5,12
CAMARGO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10
CARACOLLO,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,2,4,6
CARAPARI,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3
CARMEN RIVERO TORREZ,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,4
CHACARILLA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHIMORE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,5,2,7
CHIPAYA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CKOCHAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,5,0,0,0,0,0,0,3,2,6,9,3,0,0,0,12,16,28
COBIJA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCAPATA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,2,1,0,2,2,1,0,0,0,2,3,6,7,12,19
"COLCHA ""K""",telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,4
COLLANA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLQUECHACA,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,2,2,7,9
COLQUIRI,telesalud,nro de teleconsultas n,2024-12-01,1,2,0,0,0,0,0,0,0,0,0,0,2,3,0,2,5,3,0,0,8,10,18
CORQUE,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,2,4,6
CURAHUARA DE CARANGAS,telesalud,nro de teleconsultas n,2024-12-01,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,1,7,8
