,group,variable,month,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S < A 6 MESES,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 6 MESES < 1 AÑO,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 1 A 4 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 5 A 9 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 10 A 14 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 15 A 19 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 20 A 39 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 40 A 49 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 50 A 59 AÑOS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,NRO DE TELEINTERCONSULTAS GENERADAS S 60 A MAS,TOTALES,TOTALES,TOTALES
POTOSI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,4,5
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3
PUERTO GONZALO MORENO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
PUERTO RICO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,16,16
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,2,2,1,5,6,11
PUNA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
QUIABAYA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
RAVELO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,2,0,0,0,0,1,1,2,4,0,0,0,0,0,0,3,7,10
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,7,7,7,14
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,3,2,5
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,4
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
SAN BENITO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,1,1,1,1,7,9,16
SAN IGNACIO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SAN JOSE DE CHIQUITOS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,3
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,3,1,4
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
SAN PEDRO DE QUEMES,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,8
SOPACHUY,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,3
TAHUA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,4,0,0,0,19,19
TARATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,1,0,5,4,9
TARIJA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,4
TARVITA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
TITO YUPANQUI (PARQUIPUJIO),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,4
TOCO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,6,3,9,12
TOLATA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,6,2,1,1,0,0,0,0,7,5,12
TRINIDAD,telesalud,nro de teleinterconsultas generadas s,2024-09-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4
TUPIZA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TURCO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VACAS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,2,9,11
VILA VILA,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,4,3,7,10
VILLA SERRANO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,1,2,4,10,14
VILLA TUNARI,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VILLAZON,telesalud,nro de teleinterconsultas generadas s,2024-09-01,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
VINTO,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4
ZUDAÑEZ,telesalud,nro de teleinterconsultas generadas s,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ACHOCALLA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,7,8
AIQUILE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,2,3,5
ALCALA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ANCORAIMES,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,3,4
ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,3,4,7
ANZALDO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,5,5
APOLO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,5,5
ARQUE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
ASCENCION DE GUARAYOS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
ATOCHA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,7,7
AUCAPATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
AYO AYO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,5
BATALLAS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,1,1,2,2,10,12
BELEN DE ANDAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BELEN DE URMIRI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BERMEJO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOLPEBRA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3
CABEZAS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"CAIZA ""D""",telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,4
CAJUATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,3
CALAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,4,0,4
CAMARGO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
CAMATAQUI (C. VILLA ABECIA),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,8,8
CARAPARI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CARMEN RIVERO TORREZ,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,4
CHACARILLA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
CHIPAYA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
COBIJA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,5,3,8
COLOMI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
COLQUECHACA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLQUIRI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,3
COMBAYA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,1,0,0,0,0,2,7,9
CONCEPCION,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,3,1,2,0,9,1,3,0,2,4,2,6,21,27
CORO CORO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CORQUE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
COTOCA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CULPINA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURVA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
EL ALTO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0,1,0,0,3,6,9
EL CHORO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
EL PUENTE(TJA),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL VILLAR,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ESMERALDA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
EUREKA (SANTOS MERCADO),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
FERNANDEZ ALONSO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
GAIOC JATUN AYLLU YURA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
GENERAL SAAVEDRA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,8
HUACARETA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,10
HUACHACALLA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUARINA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,4
HUATAJATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,6,7
HUMANATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,6,6
ICLA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INCAHUASI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INQUISIVI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,1,1,1,1,2,3,12,15
IRUPANA (VILLA DE LANZA),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
JESUS DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,3,4
LAS CARRERAS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,2,1,4,6,10
LICOMA PAMPA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLICA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
MACHACAMARCA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,2,4
MACHARETI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,5
MAIRANA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,3
MOCOMOCO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,3,3,6
MOJINETE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
MONTEAGUDO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
OMEREQUE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,4,6
ORURO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,9,10,9,18,27
PADCAYA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,3,3,6
PAILON,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
PALCA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAMPA GRANDE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PELECHUCO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,4
POCOATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,12,12
POOPO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,1,0,4,1,12,13
PORCO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POROMA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
POTOSI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PUERTO ACOSTA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUERTO CARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,3,4,7
PUERTO SUAREZ,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,2,1,3,3,9,12
PUERTO VILLARROEL,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
PUNA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PUNATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUIABAYA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,5,5
RAVELO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,2,6,0,0,1,0,2,0,4,8,0,1,1,1,0,0,10,16,26
ROBORE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SACABA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,1,6,7
SACABAMBA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAMAIPATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
SAN AGUSTIN,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,7,3,10,13
SAN ANDRES DE MACHACA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
SAN ANTONIO DE LOMERIO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BUENA VENTURA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN JAVIER(BNI),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SAN JUAN DE YAPACANI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN LUCAS,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,3,5
SAN PABLO DE LIPEZ,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,1,4
SAN PEDRO(PND),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAMON BENI,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,3,5,8
SANTIAGO DE CALLAPA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SHINAOTA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,4,5
SIPE SIPE,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,1,3,3,8,11
SOPACHUY,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,1,4,5
SORATA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TARABUCO,telesalud,nro de teleinterconsultas generadas s,2024-10-01,0,0,0,0,2,0,1,1,1,1,0,19,1,47,0,15,1,1,11,8,17,92,109
