,group,variable,month,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES < A 6 MESES,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 6 MESES < 1 AÑO,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 1 A 4 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 5 A 9 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 10 A 14 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 15 A 19 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 20 A 39 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 40 A 49 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 50 A 59 AÑOS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TELEDISPOSITIVOS MONITOR DE SIGNOS VITALES 60 A MAS,TOTALES,TOTALES,TOTALES
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,2,0,12,0,8,0,4,0,5,0,33,33
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,1,0,0,1,4,6,4,2,1,1,2,10,6,61,4,7,0,10,0,2,22,100,122
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,2,0,1,1,0,0,1,2,0,1,1,4,0,3,1,6,4,2,10,19,29
PUERTO CARABUCO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,1,2,0,4,5,9
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,4,3,3,2,0,0,0,3,0,0,0,0,1,0,8,8,16
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,3,0,2,9,0,8,1,0,5,0,11,17,28
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,2,4,6,4,5,8,9,9,8,12,8,7,9,14,12,58,59,117
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,3
QUILLACOLLO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,0,3,3,6,6,16,22
QUIRUSILLAS,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,4,1,4,2,6,4,21,25
RAVELO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,2,2,8,16,10,14,2,4,2,4,3,9,27,49,76
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,3,1,1,7,10,5,3,6,9,10,12,30,38,68
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,2,1,1,4,9,6,21,7,12,19,25,38,70,108
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,1,1,2,1,1,3,5,9,2,5,8,1,7,6,26,26,52
SAN BENITO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,5,10,21,12,11,13,6,4,4,40,47,87
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,1,3,0,1,0,3,2,13,2,6,0,4,4,7,9,37,46
SAN LORENZO(PND),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,4,1,5
SAN PABLO DE LIPEZ,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,1,3,0,1,1,0,4,2,3,2,1,0,2,1,3,9,15,24
SAN RAMON BENI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,2,4
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,1,1,3,6,9
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,1,4,1,7,5,12
SOPACHUY,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,2,0,2,0,0,0,6,3,5,2,3,7,4,5,22,17,39
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,1,2,0,0,1,0,0,0,0,3,0,1,1,4,0,0,2,0,2,7,7,17,24
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,17,30,40,0,12,0,7,7,9,38,85,123
TIAHUANACU,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,2,0,1,0,7,11,18
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,1,3,0,6,4,10
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,1,0,0,0,0,1,0,2,0,1,8,13,10,4,4,0,4,2,10,23,37,60
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,5,11,4,2,3,7,1,14,9,6,17,9,5,17,3,19,19,23,21,9,87,117,204
TORO TORO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,4,0,9,0,3,0,3,0,0,0,21,21
TURCO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,1,2,2,8,10
UMALA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,5,7
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,2,0,0,6,0,0,2,0,12,0,2,2,2,0,2,8,22,30
URUBICHA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,2,4,6
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,1,0,0,0,1,1,1,5,1,5,3,5,3,8,10,24,34
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,1,3,1,2,1,8,4,8,3,10,4,16,14,47,61
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,4,0,4,2,3,6,18,24
VIACHA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,4,3,5,6,12,18
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,2,3,5
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,3
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,13,0,2,0,9,15,47,62
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,3,4,7
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,3
WALDO BALLIVIAN,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,2,0,0,0,16,16
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,18,1,0,0,6,8,1,12,22,30,6,9,53,60,113
YAMPARAEZ,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,1,3,12,3,24,27
ZUDAÑEZ,telesalud,teledispositivos monitor de signos vitales,2024-09-01,0,0,0,0,0,0,0,0,2,3,4,1,3,7,1,1,0,0,6,3,16,15,31
ANCORAIMES,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,1,13,9,16,15,31
ANDAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,7,0,0,0,2,0,1,0,0,0,1,1,11,12
ANZALDO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,5,1,0,0,1,3,3,0,14,3,2,0,0,1,9,8,34,42
APOLO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,2,1,1,1,3,3,24,27
AYO AYO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,2,5,3,8
BERMEJO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
BOYUIBE,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,2,0,2,0,2,3,0,1,2,5,1,3,0,6,7,8,16,26,42
CABEZAS,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,3,1,5,4,9
"CAIZA ""D""",telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2,3,4,7
CALAMARCA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,0,2,1,1,1,11,7,18
CAMATAQUI (C. VILLA ABECIA),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,4,5,5,10,15
CAMIRI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,0,1,0,0,0,3,2,0,3,1,0,2,2,8,7,15
CAQUIAVIRI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,4
CARANAVI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,1,0,0,5,1,2,3,2,2,2,1,2,2,2,5,15,15,30
CARAPARI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,3,3,6,7,13
CARIPUYO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,3,4,6,5,6,6,5,6,5,5,5,2,5,7,2,9,37,44,81
CHIPAYA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1,8,0,0,0,0,1,22,23
COBIJA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,1,4,1,1,5,10,15
COLCAPIRHUA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,0,4,2,3,2,0,7,9,12,16,25,41
"COLCHA ""K""",telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,4,5
COLLANA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,1,0,2,0,1,3,1,0,0,1,6,13,0,2,0,7,7,11,18,37,55
COLOMI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,1,0,0,0,2,2,0,0,0,12,0,7,2,5,3,0,2,0,8,3,18,29,47
COMARAPA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,1,0,1,0,0,0,5,0,1,0,5,0,1,0,0,0,14,14
COMBAYA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,1,0,0,0,0,2,8,10
CORO CORO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,46,0,26,1,2,0,0,0,0,0,74,1,75
COTOCA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,6,3,62,2,24,0,11,5,9,10,112,122
CULPINA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
CURVA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,2,0,1,1,3,1,2,7,1,0,1,2,0,1,10,12,22
EL CHORO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,3,3,1,0,0,5,0,0,1,1,2,6,7,15,22
EL PUENTE(TJA),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,4
EL VILLAR,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,10,13,9,0,16,8,0,0,0,0,35,21,56
ESCOMA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,1,0,0,2,1,3,1,1,0,0,0,5,7,11,10,21
EUCALIPTUS,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,1,0,0,6,2,0,0,3,3,3,6,13,19
EUREKA (SANTOS MERCADO),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,2,0,0,3,7,10
GAIOC JATUN AYLLU YURA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,2,3,6,9
GRAL. J.J. PEREZ (CHARAZANI),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,3,5,4,18,0,3,0,0,1,0,8,26,34
GUANAY,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,3,4,5,11,16
HUACARETA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,5,8,2,0,1,14,10,24
HUACAYA (VILLA DE HUACAYA),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,10,0,21,1,2,1,1,5,5,9,39,48
HUACHACALLA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5
HUMANATA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,3,2,1,5,6,9,20,29
ICLA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,9,2,7,2,6,5,32,37
INCAHUASI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,0,2,5,5,10
IRUPANA (VILLA DE LANZA),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,2,0,1,1,1,3,5,4,7,2,3,2,3,12,22,34
JESUS DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,1,0,1,0,0,0,0,5,2,22,0,3,0,1,1,3,5,34,39
LA ASUNTA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
LA RIVERA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,2,0,0,0,8,8
LAJA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
LICOMA PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,2,4,26,34,1,0,0,1,0,0,0,0,29,39,68
LLALLAGUA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,2,1,2,5,12,10,21,31
MACHARETI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,3,1,8,9
MAIRANA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,6,4,50,0,21,3,8,8,14,15,99,114
MOJINETE,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3,2,5
MONTEAGUDO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,2,3,4,7,11
NUEVO MANOA (NUEVA ESPERANZA),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
OMEREQUE,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,2,13,4,0,0,3,3,0,0,0,9,2,2,0,2,1,1,19,23,42
ORURO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,0,7,3,1,1,3,24,0,7,2,5,13,22,27,62,89
PADCAYA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,4
PAILON,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,2,4,4,7,12,19
PALCA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,1,0,0,0,2,0,0,1,2,0,3,1,1,8,0,2,1,1,3,7,13,20,33
PAPEL PAMPA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,3,4,1,2,2,11,9,20
PATACAMAYA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,1,0,2,2,0,2,3,1,3,1,7,4,4,10,20,30
PELECHUCO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,1,1,0,1,2,19,2,2,22,2,6,1,1,3,4,29,38,67
PORCO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,1,0,2,1,2,3,2,4,0,2,2,3,4,8,3,11,0,8,1,1,17,41,58
PUERTO ACOSTA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,1,0,0,0,6,6,0,0,0,1,1,0,0,1,9,2,17,10,27
PUERTO CARABUCO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,1,0,0,1,9,0,3,0,3,1,0,2,0,4,16,20
PUERTO GONZALO MORENO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,4,0,2,0,5,0,3,0,0,0,0,1,14,15
PUERTO RICO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,0,0,0,1,1,4,1,1,0,0,0,0,0,7,2,9
PUERTO SUAREZ,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,4,0,4,5,9,5,3,6,8,12,16,29,11,24,18,22,73,103,176
PUERTO VILLARROEL,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,2,3,9,23,4,19,7,7,14,14,36,67,103
QUIABAYA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,1,4,4,8
QUILLACOLLO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,2,8,13,4,10,5,19,11,23,29,67,96
QUIRUSILLAS,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3,2,3,6,7,16,14,30
ROBORE,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,2,1,9,2,2,2,2,8,3,13,19,32
SACABA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,2,0,0,0,1,2,4,11,4,16,8,14,18,24,37,67,104
SACABAMBA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,2,7,9,3,0,0,0,2,0,11,0,1,0,0,3,3,14,27,41
SAMAIPATA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,2,8,3,0,0,2,19,0,4,2,8,11,10,23,46,69
SAN ANDRES DE MACHACA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,5,0,0,4,1,5,10,15
SAN ANTONIO DE ESMORUCO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,2,0,1,0,0,0,1,0,1,6,0,0,0,2,2,2,7,10,17
SAN IGNACIO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,0,1,0,1,7,0,11,1,4,1,2,2,3,7,27,34
SAN JAVIER(STC),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,1,0,1,0,2,0,21,0,8,3,8,5,6,9,47,56
SAN JUAN DE YAPACANI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,0,0,15,15
SAN LORENZO(PND),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,2,0,2,0,0,1,3,0,3,0,3,2,3,3,16,19
SAN PABLO DE LIPEZ,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,1,3,1,9,10
SANTIAGO DE CALLAPA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,2,6,8
SANTIAGO DE HUARI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,0,1,1,4,2,0,0,0,1,2,2,8,6,14
SHINAOTA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,2,0,1,1,9,9,1,2,0,2,0,4,13,18,31
SORACACHI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,0,1,0,13,8,16,19,35
TARVITA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,3,2,3,6,35,2,33,5,3,12,15,9,10,36,102,138
TOCO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,3
TOLATA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,5,1,1,6,6,10,8,11,0,10,4,2,9,3,2,2,3,5,6,50,44,94
TOMINA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,1,7,0,4,2,5,1,17,6,5,12,3,8,13,16,11,21,21,26,22,93,108,201
TORO TORO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,6,2,13,0,1,0,0,0,0,2,22,24
TURCO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,3,3,6,9
UMALA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,5,7,5,10,15
UNCIA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,3,4
URIONDO (A. CONCEPCION),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,0,2,0,0,30,6,36
URUBICHA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,4,4,6,7,13
UYUNI,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,4,0,6,4,10
VACAS,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,2,4,6
VALLEGRANDE,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,2,2,17,3,4,22,4,18,2,11,5,6,34,62,96
VIACHA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,47,1,5,8,4,2,2,7,3,11,61,29,90
VILA VILA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,1,1,2,2,4,12,16
VILLA CHARCAS,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,0,1,1,7,8
VILLA SERRANO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,11,6,29,3,2,7,5,4,6,21,53,74
VILLA VACA GUZMAN (MUYUPAMPA),telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,1,5,2,7
VINTO,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,2,2,8,10
WARNES,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,1,0,0,6,1,7
YOTALA,telesalud,teledispositivos monitor de signos vitales,2024-10-01,0,0,0,0,0,0,1,0,1,2,3,4,6,13,0,5,0,6,3,11,14,41,55
