,group,variable,month,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS DENTRO,17.23 COVID-19 1RA DOSIS FUERA,17.23 COVID-19 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
CALAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,4,10,6,14,10,24
CAMARGO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,8,4,8,5,13
CAMIRI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,10,3,5,2,15,5,20
CAPINOTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,2,30,37,34,39,73
CAQUIAVIRI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,5,5,5,6,11
CARACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,6,3,1,6,7,13
CARANAVI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,8,13,26,20,34,33,67
CARAPARI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,3,2,3,3,6
CARIPUYO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,0,0,1,1,2
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
CHACARILLA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,5,1,6,1,7
CHALLAPATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,3,2,2,7,5,12
CHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,0,0,3,0,3
CHARAGUA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,16,2,0,5,16,21
CHARAÑA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,1,2,1,3
CHAYANTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,1,2,2,4,3,7
CHIMORE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,8,9,28,18,36,27,63
CHOQUE COTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,1,0,1,0,1
CHUA COCANI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,7,13,12,19,19,38
CHUMA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,9,17,10,18,28
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,3,1,4,2,6
CKOCHAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,1,0,0,2,1,3
CLIZA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,1,6,12,9,13,22
COBIJA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,7,9,35,38,42,47,89
COCAPATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,10,6,5,15,15,21,36
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,110,118,304,228,414,346,760
COLCAPIRHUA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,1,21,23,23,24,47
"COLCHA ""K""",otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,2,1,0,3,2,5
COLLANA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,2,0,2,2
COLOMI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,10,5,11,8,19
COLPA BELGICA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,0,0,0,2,2
COLQUECHACA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,7,13,25,19,32,51
COLQUENCHA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,3,10,10,12,13,25
COLQUIRI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,11,17,11,17,28
COMANCHE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,5,5,5,5,10
COMARAPA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,0,1,0,2,2
COMBAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,3,0,0,4,3,7
COPACABANA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,3,8,12,10,15,25
CORIPATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,6,14,16,16,22,38
CORO CORO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,25,13,26,13,39
COROICO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,5,7,3,11,8,19
CORQUE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,10,0,2,3,12,15
COTAGAITA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,1,2,4,2,6
COTOCA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,12,8,17,18,29,26,55
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,0,0,0,4,0,4
CUATRO CAÑADAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,1,0,1,2,3
CULPINA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,6,3,7,3,10
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,1,1,1,1,2
CURVA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,7,12,7,13,20
DESAGUADERO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,14,2,14,2,16
EL ALTO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,160,144,379,351,539,495,1034
EL CHORO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
EL PUENTE(STC),otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,14,24,15,25,40
EL PUENTE(TJA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,3,1,4,1,5
EL TORNO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,5,0,0,5,5,10
ENTRE RIOS TRJ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,2,4,3,7,10
ENTRE RIOS CBBA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,17,3,10,8,27,11,38
ESCOMA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,2,9,8,12,10,22
EUCALIPTUS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,4,2,4,6
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,4,4,4,5,9
FERNANDEZ ALONSO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,2,0,0,2,2,4
FILADELFIA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,7,16,10,16,26
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,3,16,14,18,17,35
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,2,17,22,21,24,45
GUANAY,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,12,5,12,7,19
GUAQUI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,1,2,2,4,6
GUAYARAMERIN,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,1,6,0,11,1,12
GUTIERREZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,1,0,1,1,2
HUACARAJE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,15,13,0,0,15,13,28
HUACARETA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,4,2,4,6
HUANUNI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,11,10,4,5,15,15,30
HUARINA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,2,2,5,2,7
HUATAJATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,6,5,6,5,11
HUAYLLAMARCA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,1,8,10,11,11,22
HUMANATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,3,1,0,6,3,9
ICLA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,6,1,0,5,6,11
INCAHUASI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,5,17,30,21,35,56
INGAVI (HUMAITA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,8,9,8,9,17
INQUISIVI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,10,11,10,13,23
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,2,10,11,13,13,26
IXIAMAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,4,12,8,18,12,30
JESUS DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,5,26,33,28,38,66
LA ASUNTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,21,25,24,24,45,49,94
LA GUARDIA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,20,15,10,8,30,23,53
LA PAZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,80,100,379,482,459,582,1041
LA RIVERA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,2,0,2,2
LAGUNILLAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,4,1,4,1,5
LAJA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,9,6,8,11,17,28
LAS CARRERAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,1,0,2,1,3
LICOMA PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,0,2,5,4,5,9
LLALLAGUA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,9,40,48,44,57,101
LLICA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,1,1,1,2,3
LURIBAY,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,8,27,21,29,29,58
MACHARETI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,1,3,3,6,4,10
MAGDALENA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,3,0,3,2,5
MALLA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,4,2,4,6
MAPIRI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,0,0,1,3,4
MECAPACA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,1,1,1,3,4
MINEROS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,0,1,1,3,4
MIZQUE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,12,15,13,18,31
MOCOMOCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,5,35,27,36,32,68
MOJINETE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,1,2,1,3
MOJOCOYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,4,10,4,10,14
MONTEAGUDO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,2,0,3,1,4
MONTERO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,34,20,2,4,36,24,60
MOROCHATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,2,1,3,3,6
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,10,5,10,5,15
OKINAWA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
OMEREQUE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,1,2,1,3
ORURO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,51,58,43,37,94,95,189
PADCAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,3,0,4,0,4
PADILLA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,2,2,3,3,6
PAILON,otras vacunaciones,covid-19 1ra dosis,2023-04-01,7,1,1,0,8,1,9
PALCA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,7,3,20,13,27,16,43
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,6,12,13,15,19,34
PAMPA AULLAGAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,0,1,1,2,3
PAPEL PAMPA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,5,11,13,13,18,31
PASORAPA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,0,3,0,4,4
PATACAMAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,20,19,8,15,28,34,62
PAZÑA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,21,17,21,17,38
PELECHUCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,2,0,1,5,3,8
POCOATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,1,0,1,2,3
POCONA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,15,10,15,10,25
POJO (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,0,2,5,4,5,9
POOPO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,1,6,12,8,13,21
PORCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,0,0,0,2,0,2
POROMA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,3,8,3,8,11
PORONGO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,5,0,0,3,5,8
PORTACHUELO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,1,0,2,2,4
PORVENIR,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,1,1,1,3,4
POTOSI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,35,30,92,123,127,153,280
PRESTO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,1,4,1,4,5
PUCARANI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,9,37,34,40,43,83
PUERTO ACOSTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,7,1,7,7,14,8,22
PUERTO CARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,4,6,5,7,12
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,4,1,4,1,5
PUERTO PEREZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,6,3,6,3,9
PUERTO QUIJARRO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,4,5,8,6,12,18
PUERTO RICO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,2,1,0,3,2,5
PUERTO VILLARROEL,otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,10,15,13,21,23,44
PUNA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,5,1,6,4,10
PUNATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,7,2,8,11,15,13,28
QUIABAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,3,0,3,3
QUILLACOLLO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,20,13,146,170,166,183,349
QUIME,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,2,6,3,7,10
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,5,17,7,23,12,35
RAVELO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,3,4,3,4,7
RIBERALTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,25,16,16,8,41,24,65
ROBORE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,2,2,1,5,3,8
RURRENABAQUE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,1,1,1,1,2
SABAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,9,0,0,3,9,12
SACABA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,26,31,29,47,55,78,133
SACACA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,3,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,16,18,16,20,36
SAMAIPATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,3,0,2,2,5,7
SAN AGUSTIN,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,7,5,7,5,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,10,11,0,0,10,11,21
SAN BORJA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,7,15,18,18,25,43
SAN BUENA VENTURA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,17,26,17,26,43
SAN CARLOS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,0,1,1,3,1,4
SAN IGNACIO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,1,30,30,32,31,63
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,13,11,2,6,15,17,32
SAN JAVIER(STC),otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,2,6,7,11,9,20
SAN JOAQUIN,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,4,5,2,5,6,11
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,2,6,3,8,11
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,0,0,1,1,2
SAN JULIAN,otras vacunaciones,covid-19 1ra dosis,2023-04-01,9,10,15,25,24,35,59
SAN LORENZO(PND),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,2,2,2,2,4
SAN LORENZO(TJA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,0,0,0,2,2
SAN LUCAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,3,3,3,5,6,11
SAN MATIAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,0,0,3,0,3
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,9,10,12,14,21,35
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,13,10,20,16,33,26,59
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,0,2,3,2,5
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,8,3,9,6,17,23
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,0,10,4,12,4,16
SAN PEDRO(PND),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,5,8,5,8,13
SAN RAFAEL,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,0,1,0,1
SAN RAMON BENI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,8,0,0,6,8,14
SAN RAMON SCZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,3,1,1,4,4,8
SANTA ANA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,1,4,2,5,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,270,199,106,150,376,349,725
SANTA ROSA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,0,0,0,1,1
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,3,1,0,5,3,8
SANTIAGO DE HUARI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,10,12,11,15,26
SANTIAGO DE HUATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,2,10,12,12,14,26
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,1,3,1,4,5
SANTIVAÑES,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,1,1,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,2,5,3,6,9
SAPAHAQUI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,3,0,4,2,6
SENA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,1,19,13,23,14,37
SHINAOTA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,7,0,0,1,7,8
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,1,11,12,12,13,25
SICAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,6,7,6,8,14
SIPE SIPE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,6,1,12,16,18,17,35
SORACACHI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,4,2,1,2,5,7
SORATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,1,9,24,14,25,39
SUCRE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,29,35,45,41,74,76,150
TACACHI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,3,1,3,2,5
TACACOMA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,4,0,4,4
TACOBAMBA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
TACOPAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,9,11,9,12,21
TAPACARI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,15,6,11,8,26,34
TARABUCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,7,8,8,8,16
TARACO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,14,7,6,11,20,31
TARATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,0,1,1,3,4
TARIJA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,10,5,1,4,11,9,20
TARVITA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,11,13,33,44,44,57,101
TEOPONTE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,2,15,8,15,10,25
TIAHUANACU,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,6,3,2,8,8,16
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,1,2,1,4,2,6
TIPUANI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,42,30,42,30,72
TIQUIPAYA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,15,16,14,17,29,33,62
TIRAQUE (CBBA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,4,2,5,5,9,14
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,1,0,4,0,4
TOCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,5,8,4,11,9,20
TOLATA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,6,0,0,4,6,10
TOLEDO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,8,9,8,9,17
TOMAVE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,1,0,1,0,1
TOMINA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,6,2,3,6,9,15
TORO TORO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,0,0,2,1,2,3
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,2,51,44,54,46,100
TOTORA(ORR),otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,5,5,9,10,14,24
TRIGAL,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,2,0,2,2
TRINIDAD,otras vacunaciones,covid-19 1ra dosis,2023-04-01,18,34,47,49,65,83,148
TUPIZA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,9,12,22,16,31,47
TURCO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,22,21,0,1,22,22,44
UMALA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,3,3,3,4,6,10
UNCIA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,2,5,3,10,5,15
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,0,0,3,0,3
URUBICHA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,4,11,4,11,15
UYUNI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,4,2,4,2,6
VACAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,5,7,5,7,12
VALLEGRANDE,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,2,4,5,9,7,16
VIACHA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,5,29,32,33,37,70
VILA VILA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,7,20,7,21,28
VILLA CHARCAS,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,1,0,1,1
VILLA MONTES,otras vacunaciones,covid-19 1ra dosis,2023-04-01,7,4,6,5,13,9,22
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,5,4,5,4,9
VILLA RIVERO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,5,7,4,8,9,17
VILLA SERRANO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,0,2,0,2,2
VILLA TUNARI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,2,11,21,13,23,36
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,3,3,4,5,7,12
VILLAZON,otras vacunaciones,covid-19 1ra dosis,2023-04-01,11,13,24,32,35,45,80
VINTO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,23,12,30,39,53,51,104
VITICHI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,8,8,0,0,8,8,16
WARNES,otras vacunaciones,covid-19 1ra dosis,2023-04-01,22,22,31,42,53,64,117
YACO,otras vacunaciones,covid-19 1ra dosis,2023-04-01,5,10,17,13,22,23,45
YACUIBA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,4,3,3,4,7,7,14
YANACACHI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,1,1,1,2,3
YAPACANI,otras vacunaciones,covid-19 1ra dosis,2023-04-01,10,6,14,10,24,16,40
YOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,2,4,1,0,3,4,7
YOTALA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,1,0,1,0,2,2
YUNCHARA,otras vacunaciones,covid-19 1ra dosis,2023-04-01,0,0,3,2,3,2,5
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 1ra dosis,2023-04-01,3,0,0,0,3,0,3
ZUDAÑEZ,otras vacunaciones,covid-19 1ra dosis,2023-04-01,1,2,3,3,4,5,9
ACHACACHI,otras vacunaciones,covid-19 1ra dosis,2023-05-01,10,8,23,20,33,28,61
ACHOCALLA,otras vacunaciones,covid-19 1ra dosis,2023-05-01,3,0,9,5,12,5,17
AIQUILE,otras vacunaciones,covid-19 1ra dosis,2023-05-01,1,2,5,3,6,5,11
