,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,0,0,1,3,4
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,7,4,3,1,10,5,15
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,6,20,19,20,25,45
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,22,19,0,0,22,19,41
CAQUIAVIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,2,0,0,0,2,2
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,12,12,67,13,79,25,104
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,33,23,11,20,44,43,87
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,17,14,18,6,35,20,55
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,31,66,189,231,220,297,517
CATACORA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,5,2,5,2,7
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,18,3,0,2,18,5,23
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,0,14,17,16,17,33
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,7,9,175,173,182,182,364
CHIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,6,9,12,12,18,30
CKOCHAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,5,4,5,9
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,4,6,14,7,18,25
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,12,15,31,18,43,33,76
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,72,85,474,524,546,609,1155
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,189,265,430,205,619,470,1089
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,4,2,2,6,6,12
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,11,28,1,3,12,31,43
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,22,63,412,272,434,335,769
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,9,0,1,4,10,14
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,2,0,1,1,3,4
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,3,0,1,2,4,6
COPACABANA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,3,1,3,1,4
CORIPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,10,6,13,17,23,23,46
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,9,2,9,2,11
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,5,4,7,6,12,18
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,5,8,4,13,9,22
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,6,21,31,41,37,62,99
CRUZ DE MACHACAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,6,4,6,10
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,6,11,0,0,6,11,17
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,0,0,0,2,0,2
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,0,0,0,1,0,1
CULPINA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,26,40,13,33,39,73,112
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,144,220,221,249,365,469,834
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,5,5,5,5,10
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,8,8,12,11,20,31
EL PUENTE(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,1,0,2,2,3,5
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,17,26,0,1,17,27,44
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,1,6,4,8,5,13
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,18,18,40,17,58,35,93
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,1,1,2,4,6
EUREKA (SANTOS MERCADO),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,5,4,5,4,9
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,8,4,20,8,28,12,40
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,3,2,4,3,7
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,2,2,0,5,2,7
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,9,0,0,1,9,10
GUANAY,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,13,17,57,48,70,65,135
GUAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,0,0,1,3,4
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,10,10,105,7,115,17,132
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,7,8,4,17,11,25,36
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,8,5,3,4,11,9,20
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,12,7,13,8,21
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,9,2,1,4,10,14
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,6,9,6,9,15
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,5,16,13,16,18,34
ICLA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,9,13,0,0,9,13,22
INCAHUASI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,9,16,8,13,17,29,46
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,0,3,0,3,3
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,24,32,47,62,71,94,165
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,7,19,25,37,32,56,88
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,1,7,4,10,5,15
JESUS DE MACHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,2,0,0,2,2,4
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,27,34,31,34,58,68,126
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,455,499,326,439,781,938,1719
LA RIVERA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,1,3,1,3,4
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,3,2,3,2,5
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,6,0,0,1,6,7
LAS CARRERAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,15,0,0,3,15,18
LICOMA PAMPA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,5,1,3,1,8,9
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,22,37,37,29,59,66,125
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,0,0,1,1,2
LORETO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,1,3,1,3,4
MACHACAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,1,0,2,2
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,15,22,5,3,20,25,45
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,0,13,5,14,5,19
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,2,2,2,2,4
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,10,25,386,184,396,209,605
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,5,0,0,5,5,10
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,3,0,0,5,3,8
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,12,25,22,30,34,64
MOJOCOYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,4,3,2,7,6,13
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,8,10,10,14,18,24,42
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,25,47,22,48,47,95,142
MOROCHATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,2,0,0,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,9,4,9,13
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,0,2,0,2,2
OKINAWA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,0,1,1,4,5
OMEREQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,3,45,57,48,60,108
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,35,63,140,75,175,138,313
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,3,2,2,4,5,9
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,10,0,0,3,10,13
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,6,44,21,49,27,76
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,25,37,75,96,100,133,233
PAMPA AULLAGAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,0,4,0,4,4
PASORAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,3,1,3,1,4
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,15,17,0,3,15,20,35
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,1,2,1,2,3
POCONA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,5,0,0,1,5,6
POOPO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,0,4,0,4
POROMA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,4,0,0,0,4,4
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,15,0,0,3,15,18
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,2,2,2,3,4,7
PORVENIR,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,0,1,0,1,1
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,52,123,3,6,55,129,184
PRESTO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,2,7,9,8,11,19
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,17,12,19,17,36,53
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,139,6,140,9,149
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,6,6,5,3,11,9,20
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,55,96,411,402,466,498,964
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,0,1,0,3,0,3
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,257,395,442,532,699,927,1626
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,22,55,235,228,257,283,540
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,4,0,0,0,4,4
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,0,10,21,13,21,34
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,5,4,5,9
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,11,12,11,26,22,38,60
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,5,2,2,7,7,14
RAQAYPAMPA(ETA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,0,2,3,4,3,7
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,2,0,0,4,2,6
REYES,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,10,12,10,12,22
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,8,13,21,42,29,55,84
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,6,6,3,4,9,10,19
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,3,0,2,4,5,9
SABAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,7,13,26,17,33,50
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,26,40,104,156,130,196,326
SACABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,0,0,1,3,4
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,4,0,2,0,6,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,8,7,25,43,33,50,83
SAN ANDRES,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,23,20,23,20,43
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,3,2,3,2,5
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,12,3,6,5,18,23
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,30,18,8,14,38,32,70
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,13,59,73,64,86,150
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,6,5,2,2,8,7,15
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,3,8,2,8,5,13
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,25,42,5,13,30,55,85
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,9,4,9,13
SAN JAVIER(STC),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,3,0,0,3,3,6
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,20,16,293,62,313,78,391
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,0,2,1,5,1,6
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,9,39,1,3,10,42,52
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
SAN LUCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,24,81,49,90,73,171,244
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,6,64,58,66,64,130
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,22,6,1,0,23,6,29
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,1,0,1,0,1
SAN PEDRO DE CURAHUARA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,4,6,4,6,10
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,2,5,11,6,13,19
SAN RAMON BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,6,6,0,0,6,6,12
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,8,18,23,21,31,52
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1167,1291,265,271,1432,1562,2994
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,9,17,0,0,9,17,26
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,0,0,0,3,0,3
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,0,0,1,3,4
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,2,0,0,3,2,5
SENA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,6,0,5,0,11,11
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,12,1,3,6,15,21
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,12,4,11,8,23,31
SOPACHUY,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,7,16,2,3,9,19,28
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,2,14,21,14,23,37
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,4,3,5,17,9,20,29
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,123,170,68,67,191,237,428
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,10,17,11,18,29
TACOPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,1,0,1,1,2
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,4,1,4,2,6
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,55,53,4,12,59,65,124
TARVITA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,15,15,25,43,40,58,98
TEOPONTE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,16,27,62,91,78,118,196
TIAHUANACU,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,14,23,26,23,40,46,86
TIPUANI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,11,14,12,15,27
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,47,32,1,2,48,34,82
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,7,1,7,1,8
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,4,9,11,12,15,27
TOCO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,3,2,7,2,10,12
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,0,117,0,118,0,118
TOLEDO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,23,26,23,26,49
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,5,0,0,3,5,8
TOTORA(ORR),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,51,51,99,73,150,124,274
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,10,19,1,0,11,19,30
UNCIA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,6,0,1,2,7,9
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,5,4,2,9,7,13,20
URUBICHA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,3,3,3,3,6
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,4,217,2,219,6,225
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,0,0,1,1,1,2
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,9,2,1,5,10,15
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,3,2,3,3,6,9
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,6,5,6,5,11
VILLA CHARCAS,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,1,1,26,45,27,46,73
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,17,32,123,10,140,42,182
VILLA SERRANO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,5,20,5,20,25
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,65,88,427,449,492,537,1029
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,25,15,13,29,38,44,82
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,2,21,10,9,12,30,42
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,2,8,18,8,20,28
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,0,6,7,6,7,13
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,56,53,2,0,58,53,111
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,31,25,497,50,528,75,603
YAMPARAEZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,0,1,0,0,0,1,1
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,22,16,59,6,81,22,103
YOTALA,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,3,7,0,0,3,7,10
ZUDAÑEZ,otras vacunaciones,antiamarilica ( dosis unica),2023-05-01,9,15,8,3,17,18,35
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,1,0,1,2,2,4
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,25,5,8,7,33,12,45
ACHOCALLA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,0,0,0,2,0,2
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,2,10,2,11,13
ARBIETO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,2,6,10,8,12,20
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,3,9,7,0,10,9,19
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,7,5,0,0,7,5,12
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,5,6,6,3,11,9,20
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,2,1,3,2,5,7
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,3,6,9,5,12,11,23
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,8,11,8,11,19
BOYUIBE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,0,23,0,24,0,24
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,4,6,0,6,4,10
CABEZAS,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,2,0,3,0,5,5
CAIROMA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,2,3,2,3,5
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,4,0,0,0,4,4
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,3,0,0,1,3,4
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,10,8,4,2,14,10,24
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,1,2,1,2,3
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,47,19,0,0,47,19,66
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,0,0,0,1,1
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,10,11,9,1,19,12,31
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,2,6,18,35,20,41,61
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,5,5,0,0,5,5,10
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,26,1,1,9,27,10,37
CHARAÑA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,14,20,0,0,14,20,34
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,11,18,258,304,269,322,591
CHOQUE COTA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,1,1,1,1,2
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,26,3,0,1,26,4,30
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,4,0,1,0,5,5
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,2,2,3,3,6
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,10,27,24,36,34,63,97
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,17,20,0,1,17,21,38
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,185,255,100,146,285,401,686
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,7,8,13,9,20,29
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,20,1,0,0,20,1,21
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,5,2,195,166,200,168,368
COLPA BELGICA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,1,3,4,3,5,8
COLQUECHACA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,0,0,0,1,0,1
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,0,0,5,6,5,6,11
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2023-06-01,1,1,0,0,1,1,2
