,group,variable,month,17.24 COVID-19 2DA DOSIS DENTRO,17.24 COVID-19 2DA DOSIS DENTRO,17.24 COVID-19 2DA DOSIS FUERA,17.24 COVID-19 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
LLALLAGUA,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,8,56,69,63,77,140
LLICA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,1,0,1,1
LURIBAY,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,2,14,16,15,18,33
MACHACAMARCA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,1,0,0,2,1,3
MACHARETI,otras vacunaciones,covid-19 2da dosis,2023-04-01,5,3,0,0,5,3,8
MAGDALENA,otras vacunaciones,covid-19 2da dosis,2023-04-01,5,3,2,1,7,4,11
MAIRANA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,0,1,1,2,1,3
MALLA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,2,3,2,3,5
MECAPACA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,1,3,2,4,6
MINEROS,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,0,4,1,5,6
MIZQUE,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,2,17,15,19,17,36
MOCOMOCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,2,21,10,21,12,33
MOJOCOYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,4,4,4,4,8
MONTEAGUDO,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,1,0,2,1,3
MONTERO,otras vacunaciones,covid-19 2da dosis,2023-04-01,15,9,1,3,16,12,28
MORO MORO,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,0,0,1,1,2
MOROCHATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 2da dosis,2023-04-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,3,2,3,2,5
OCURI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,2,1,2,3
OMEREQUE,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,3,2,3,2,5
ORURO,otras vacunaciones,covid-19 2da dosis,2023-04-01,73,62,60,58,133,120,253
PADCAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,0,1,0,1
PADILLA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,0,4,4,5,4,9
PAILON,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,1,0,1,1
PALCA,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,3,36,35,39,38,77
PALOS BLANCOS,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,5,13,12,15,17,32
PAMPA AULLAGAS,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,2,3,3,4,7
PAPEL PAMPA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,0,10,3,11,3,14
PASORAPA,otras vacunaciones,covid-19 2da dosis,2023-04-01,5,4,1,1,6,5,11
PATACAMAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,14,9,14,16,28,44
PAZÑA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,2,11,8,11,10,21
PELECHUCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,12,5,7,2,19,7,26
POCOATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,2,0,2,0,2
POCONA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,3,14,11,16,14,30
POJO (CBBA),otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,8,6,9,7,16
POOPO,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,6,8,7,9,16
PORCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,0,0,0,2,0,2
POROMA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,5,4,5,4,9
PORONGO,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,0,1,1,2,1,3
PORTACHUELO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,1,0,1,2,2,4
PORVENIR,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,3,4,2,5,5,10
POTOSI,otras vacunaciones,covid-19 2da dosis,2023-04-01,23,54,102,113,125,167,292
PRESTO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,3,6,3,7,10
PUCARANI,otras vacunaciones,covid-19 2da dosis,2023-04-01,11,5,6,12,17,17,34
PUERTO ACOSTA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,3,13,15,13,18,31
PUERTO CARABUCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,3,4,3,5,8
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,1,0,1,1
PUERTO PEREZ,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,3,1,3,2,5
PUERTO RICO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,2,0,2,1,3
PUERTO SUAREZ,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,8,11,16,14,24,38
PUNA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,0,0,1,2,1,3
PUNATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,6,5,21,11,27,16,43
QUIABAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,2,0,2,2
QUILLACOLLO,otras vacunaciones,covid-19 2da dosis,2023-04-01,28,26,164,212,192,238,430
QUIME,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,5,7,5,7,12
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 2da dosis,2023-04-01,7,4,5,3,12,7,19
RAVELO,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,1,4,9,7,10,17
REYES,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,0,0,0,1,1
RIBERALTA,otras vacunaciones,covid-19 2da dosis,2023-04-01,10,8,15,7,25,15,40
ROBORE,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,2,3,1,4,3,7
RURRENABAQUE,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,2,1,3,2,5,7
SABAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,6,1,3,4,9,13
SACABA,otras vacunaciones,covid-19 2da dosis,2023-04-01,34,35,62,70,96,105,201
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,10,10,10,10,20
SAMAIPATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,2,2,2,2,4
SAN AGUSTIN,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,0,0,0,1,0,1
SAN ANDRES,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,0,0,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,2,10,7,10,9,19
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,2,0,0,0,2,2
SAN BENITO,otras vacunaciones,covid-19 2da dosis,2023-04-01,8,5,0,0,8,5,13
SAN BORJA,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,0,8,6,11,6,17
SAN BUENA VENTURA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,5,13,5,14,19
SAN CARLOS,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,2,0,0,3,2,5
SAN IGNACIO,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,21,29,21,29,50
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,6,11,0,4,6,15,21
SAN JAVIER(STC),otras vacunaciones,covid-19 2da dosis,2023-04-01,3,1,6,10,9,11,20
SAN JOAQUIN,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,2,2,3,3,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,5,1,5,6
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,2,0,0,0,2,2
SAN JULIAN,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,9,12,10,14,19,33
SAN LORENZO(PND),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,1,0,1,1,2
SAN LUCAS,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,1,0,6,3,7,10
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,1,17,11,19,12,31
SAN PEDRO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 2da dosis,2023-04-01,4,9,8,13,12,22,34
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,3,0,0,2,3,5
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,8,4,1,6,9,15
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 2da dosis,2023-04-01,3,1,2,0,5,1,6
SAN PEDRO(PND),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,6,3,6,3,9
SAN RAFAEL,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,1,0,1,1
SAN RAMON BENI,otras vacunaciones,covid-19 2da dosis,2023-04-01,8,10,0,0,8,10,18
SANTA ANA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 2da dosis,2023-04-01,309,238,149,192,458,430,888
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,4,0,0,1,4,5
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,17,7,17,7,24
SANTIAGO DE HUATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,2,5,6,6,8,14
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,0,0,2,2,2,4
SANTIVAÑES,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,3,1,2,2,5,7
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,3,1,3,2,5
SAPAHAQUI,otras vacunaciones,covid-19 2da dosis,2023-04-01,4,2,1,0,5,2,7
SENA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,6,8,5,10,11,21
SHINAOTA,otras vacunaciones,covid-19 2da dosis,2023-04-01,5,5,1,0,6,5,11
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 2da dosis,2023-04-01,2,2,4,5,6,7,13
SICAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,2,3,2,3,5
SIPE SIPE,otras vacunaciones,covid-19 2da dosis,2023-04-01,10,3,19,16,29,19,48
SORACACHI,otras vacunaciones,covid-19 2da dosis,2023-04-01,17,4,2,0,19,4,23
SORATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,6,18,6,18,24
SUCRE,otras vacunaciones,covid-19 2da dosis,2023-04-01,27,28,88,57,115,85,200
TACACHI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,13,8,13,8,21
TACACOMA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,4,3,4,3,7
TACOBAMBA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,2,0,2,1,3
TACOPAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,14,12,14,12,26
TAPACARI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,11,7,10,7,21,28
TARABUCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,1,0,1,2,2,4
TARACO,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,8,2,2,9,10,19
TARATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,3,1,1,2,4,6
TARIJA,otras vacunaciones,covid-19 2da dosis,2023-04-01,11,5,8,8,19,13,32
TARVITA,otras vacunaciones,covid-19 2da dosis,2023-04-01,5,0,24,20,29,20,49
TEOPONTE,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,3,4,6,4,9,13
TIAHUANACU,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,8,0,1,2,9,11
TINGUIPAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,12,7,15,11,27,18,45
TIPUANI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,35,29,35,29,64
TIQUIPAYA,otras vacunaciones,covid-19 2da dosis,2023-04-01,17,13,22,22,39,35,74
TIRAQUE (CBBA),otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,6,7,7,8,15
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,0,5,0,5,5
TOCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,11,20,13,27,24,51
TOLATA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,3,0,0,2,3,5
TOLEDO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,3,7,10,9,13,22
TOMAVE,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,7,4,7,4,11
TOMINA,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,5,4,5,11,10,21
TOTORA(CBBA),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,2,29,30,29,32,61
TOTORA(ORR),otras vacunaciones,covid-19 2da dosis,2023-04-01,1,3,6,3,7,6,13
TRIGAL,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,covid-19 2da dosis,2023-04-01,11,9,67,76,78,85,163
TUPIZA,otras vacunaciones,covid-19 2da dosis,2023-04-01,12,11,12,22,24,33,57
TURCO,otras vacunaciones,covid-19 2da dosis,2023-04-01,8,10,0,0,8,10,18
UMALA,otras vacunaciones,covid-19 2da dosis,2023-04-01,6,2,3,2,9,4,13
UNCIA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,2,3,3,5,5,10
URUBICHA,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,6,1,6,1,7
UYUNI,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,3,9,4,11,7,18
VACAS,otras vacunaciones,covid-19 2da dosis,2023-04-01,4,2,12,8,16,10,26
VALLEGRANDE,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,2,6,1,7,3,10
VIACHA,otras vacunaciones,covid-19 2da dosis,2023-04-01,4,1,19,12,23,13,36
VILA VILA,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,0,8,6,10,6,16
VILLA CHARCAS,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,2,0,0,1,2,3
VILLA MONTES,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,1,10,8,17,9,26
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,11,7,11,8,19
VILLA RIVERO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,7,6,6,8,13,21
VILLA SERRANO,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,0,2,6,3,6,9
VILLA TUNARI,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,2,24,14,26,16,42
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 2da dosis,2023-04-01,0,4,4,9,4,13,17
VILLAZON,otras vacunaciones,covid-19 2da dosis,2023-04-01,10,11,26,29,36,40,76
VINTO,otras vacunaciones,covid-19 2da dosis,2023-04-01,17,28,32,41,49,69,118
VITICHI,otras vacunaciones,covid-19 2da dosis,2023-04-01,4,4,1,1,5,5,10
WARNES,otras vacunaciones,covid-19 2da dosis,2023-04-01,32,18,35,41,67,59,126
YACO,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,2,13,9,15,11,26
YACUIBA,otras vacunaciones,covid-19 2da dosis,2023-04-01,9,5,11,5,20,10,30
YAMPARAEZ,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,1,0,0,0,1,1
YANACACHI,otras vacunaciones,covid-19 2da dosis,2023-04-01,0,0,3,0,3,0,3
YAPACANI,otras vacunaciones,covid-19 2da dosis,2023-04-01,14,8,8,5,22,13,35
YOCALLA,otras vacunaciones,covid-19 2da dosis,2023-04-01,7,5,1,0,8,5,13
YOTALA,otras vacunaciones,covid-19 2da dosis,2023-04-01,1,1,0,0,1,1,2
ZUDAÑEZ,otras vacunaciones,covid-19 2da dosis,2023-04-01,2,3,7,10,9,13,22
ACACIO,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,1,2,2,2,4
ACHACACHI,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,5,20,20,20,25,45
ACHOCALLA,otras vacunaciones,covid-19 2da dosis,2023-05-01,4,5,3,7,7,12,19
AIQUILE,otras vacunaciones,covid-19 2da dosis,2023-05-01,5,4,3,10,8,14,22
ALALAY,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,0,0,0,1,1
ALCALA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,3,6,7,8,10,18
ANCORAIMES,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,1,0,1,0,1
ANDAMARCA,otras vacunaciones,covid-19 2da dosis,2023-05-01,4,1,0,0,4,1,5
ANTEQUERA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,2,1,2,2,4
ANZALDO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,1,1,1,1,2
APOLO,otras vacunaciones,covid-19 2da dosis,2023-05-01,9,9,9,9,18,18,36
ARANI,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,3,1,1,2,4,6
ARBIETO,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,3,0,4,1,5
ARQUE,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,26,25,26,26,52
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,0,0,1,1,2
ATOCHA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,6,12,7,12,19
AUCAPATA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,3,2,4,3,7
AYATA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,2,2,2,2,4
AYO AYO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,10,12,10,13,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 2da dosis,2023-05-01,8,6,10,11,18,17,35
AZURDUY,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,0,1,0,2,2
BATALLAS,otras vacunaciones,covid-19 2da dosis,2023-05-01,7,9,0,0,7,9,16
BAURES,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,3,0,0,2,3,5
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,1,2,2,2,4
BELLA FLOR,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,22,9,22,9,31
BERMEJO,otras vacunaciones,covid-19 2da dosis,2023-05-01,11,0,0,1,11,1,12
BETANZOS,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,3,3,4,5,9
BOLIVAR,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,4,4,5,6,11
BUENA VISTA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,0,0,0,1,1
CABEZAS,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,0,0,1,0,1
CAIROMA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,6,4,5,4,11,15
"CAIZA ""D""",otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,0,0,0,1,1
CAJUATA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,2,4,2,5,7
CALACOTO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,6,7,6,7,13
CALAMARCA,otras vacunaciones,covid-19 2da dosis,2023-05-01,4,3,5,2,9,5,14
CAMARGO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,2,2,2,2,4
CAMIRI,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,3,0,1,2,4,6
CAPINOTA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,3,12,13,13,16,29
CAQUIAVIRI,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,3,4,1,6,4,10
CARACOLLO,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,1,0,0,2,1,3
CARANAVI,otras vacunaciones,covid-19 2da dosis,2023-05-01,4,5,18,3,22,8,30
CARANGAS,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,0,0,1,0,1
CARAPARI,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,3,1,3,2,5
CARIPUYO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,0,0,0,1,1
CATACORA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,2,0,2,0,2
CHACARILLA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,1,0,1,0,1
CHALLAPATA,otras vacunaciones,covid-19 2da dosis,2023-05-01,5,10,14,14,19,24,43
CHARAGUA,otras vacunaciones,covid-19 2da dosis,2023-05-01,3,1,0,0,3,1,4
CHARAÑA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,10,5,10,5,15
CHAYANTA,otras vacunaciones,covid-19 2da dosis,2023-05-01,3,2,0,0,3,2,5
CHIMORE,otras vacunaciones,covid-19 2da dosis,2023-05-01,7,6,35,11,42,17,59
CHIPAYA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,5,1,5,1,6
CHOQUE COTA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,0,0,1,0,1
CHUA COCANI,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 2da dosis,2023-05-01,0,2,0,3,0,5,5
CHUMA,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,0,3,7,5,7,12
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,0,1,1,2,3
CKOCHAS,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,14,20,15,21,36
CLIZA,otras vacunaciones,covid-19 2da dosis,2023-05-01,3,3,12,13,15,16,31
COBIJA,otras vacunaciones,covid-19 2da dosis,2023-05-01,8,9,21,13,29,22,51
COCAPATA,otras vacunaciones,covid-19 2da dosis,2023-05-01,4,5,14,12,18,17,35
COCHABAMBA,otras vacunaciones,covid-19 2da dosis,2023-05-01,108,114,178,170,286,284,570
COIPASA,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,0,0,0,2,0,2
COLCAPIRHUA,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,5,15,20,17,25,42
"COLCHA ""K""",otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,2,2,2,3,5
COLOMI,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,8,2,8,2,10
COLQUECHACA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,22,21,22,21,43
COLQUENCHA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,1,1,2,3,5
COLQUIRI,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,1,3,2,5,7
COMANCHE,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,1,1,1,1,2
COMBAYA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,2,1,2,1,3
CONCEPCION,otras vacunaciones,covid-19 2da dosis,2023-05-01,3,2,0,0,3,2,5
COPACABANA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,1,1,2,2,4
CORIPATA,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,4,10,5,12,9,21
CORO CORO,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,20,19,21,21,42
COROICO,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,0,1,1,2,3
CORQUE,otras vacunaciones,covid-19 2da dosis,2023-05-01,5,4,0,0,5,4,9
COTAGAITA,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,3,1,0,3,3,6
COTOCA,otras vacunaciones,covid-19 2da dosis,2023-05-01,5,6,10,11,15,17,32
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,3,1,3,1,4
CUATRO CAÑADAS,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,4,0,1,2,5,7
CUEVO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,1,2,1,2,3
CULPINA,otras vacunaciones,covid-19 2da dosis,2023-05-01,4,4,2,0,6,4,10
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,18,0,18,0,18
CURVA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,13,7,13,7,20
EL ALTO,otras vacunaciones,covid-19 2da dosis,2023-05-01,99,87,114,129,213,216,429
EL CHORO,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,7,4,7,4,11
EL PUENTE(STC),otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,4,2,4,3,7
EL PUENTE(TJA),otras vacunaciones,covid-19 2da dosis,2023-05-01,2,0,2,2,4,2,6
EL TORNO,otras vacunaciones,covid-19 2da dosis,2023-05-01,5,4,0,0,5,4,9
ENTRE RIOS TRJ,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,3,2,3,4,6,10
ENTRE RIOS CBBA,otras vacunaciones,covid-19 2da dosis,2023-05-01,29,10,24,14,53,24,77
ESCARA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,0,1,0,1,1
ESCOMA,otras vacunaciones,covid-19 2da dosis,2023-05-01,0,1,3,9,3,10,13
ESMERALDA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,0,0,1,2,3
EUCALIPTUS,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,10,5,11,5,16
EUREKA (SANTOS MERCADO),otras vacunaciones,covid-19 2da dosis,2023-05-01,0,0,9,10,9,10,19
FERNANDEZ ALONSO,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,2,0,0,1,2,3
FILADELFIA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,1,7,2,7,9
GENERAL SAAVEDRA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 2da dosis,2023-05-01,2,2,4,8,6,10,16
GUANAY,otras vacunaciones,covid-19 2da dosis,2023-05-01,2,2,2,5,4,7,11
GUAQUI,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,2,3,3,3,6
GUAYARAMERIN,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,7,1,5,2,12,14
GUTIERREZ,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,0,0,1,0,1
HUACARETA,otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,3,8,4,8,12
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid-19 2da dosis,2023-05-01,1,0,0,0,1,0,1
