,group,variable,month,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO DENTRO,17.28 COVID-19 DOSIS DE REFUERZO FUERA,17.28 COVID-19 DOSIS DE REFUERZO FUERA,TOTALES,TOTALES,TOTALES
TOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,2,0,4,4,8
TOLATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,3,2,3,5
TOLEDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,6,8,4,0,10,8,18
TOMAVE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,1,2,2,2,4
TOTORA(CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,6,3,6,3,9
TOTORA(ORR),otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,10,6,8,7,18,13,31
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,13,0,0,5,13,18
TUPIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,16,8,12,10,28,38
TURCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,0,0,0,1,0,1
UMALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,3,0,3,0,3
UNCIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,8,2,3,7,11,18
VALLEGRANDE,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,14,9,12,11,26,37
VIACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,4,17,3,19,7,26
VILA VILA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,1,5,1,5,6
VILLA CHARCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,2,2,0,0,2,2,4
VILLA MONTES,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,2,5,0,10,2,12
VILLA RIVERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,1,1,1,1,2,3
VILLA SERRANO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,9,32,20,37,29,66
VILLAZON,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,11,51,18,39,29,90,119
VINTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,9,11,13,16,22,38
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,5,13,2,2,7,15,22
YACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,5,8,6,9,15
YACUIBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,4,27,32,30,36,66
YAMPARAEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,0,0,2,0,2,0,2
YANACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,3,2,6,7,9,9,18
YOTALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-07-01,1,1,5,9,6,10,16
ACACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
ACHACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,2,8,2,8,10
ACHOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
AIQUILE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,11,4,4,5,15,20
ALALAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,2,0,0,2,2,4
ALTO BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,5,1,2,3,7,10
ANCORAIMES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,2,1,2,1,3
ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,1,0,1,1
ANTEQUERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
ANZALDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,3,1,3,1,4
ARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,12,4,13,4,17
ARBIETO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,13,13,17,24,30,54
ARQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,1,2,3,4,4,8
ATOCHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,6,3,24,31,30,34,64
AUCAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,2,2,2,2,4
AYO AYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,23,32,54,60,77,92,169
AZURDUY,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,6,2,10,4,16,20
BATALLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,46,41,46,42,88
BAURES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,7,0,0,4,7,11
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,2,6,2,6,8
BERMEJO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,0,0,0,2,0,2
BETANZOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,3,0,0,2,3,5
BOLIVAR,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,7,6,8,7,15
BOLPEBRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,2,0,2,2
BOYUIBE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,4,0,4,4
CABEZAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,4,0,0,0,4,4
"CAIZA ""D""",otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,4,3,3,4,7,11
CAJUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,2,2,1,5,3,8
CALAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,7,1,1,4,8,12
CAMARGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,2,7,3,7,10
CAPINOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,8,11,24,22,32,33,65
CARACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,10,0,0,5,10,15
CARANAVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,9,3,3,3,12,6,18
CARIPUYO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,3,0,0,0,3,3
CHACARILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,6,1,2,1,8,9
CHIMORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,2,20,9,20,11,31
CHOQUE COTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,5,4,5,9,10,19
CHUMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,4,9,5,10,15
CKOCHAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,0,0,0,4,0,4
CLIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,10,9,10,22,20,31,51
COBIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,5,10,10,10,15,25
COCAPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,3,0,0,3,3,6
COCHABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,163,243,413,513,576,756,1332
COLCAPIRHUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,3,62,77,62,80,142
"COLCHA ""K""",otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,10,20,0,0,10,20,30
COLLANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,2,3,3,4,7
COLOMI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,3,41,17,45,20,65
COLQUIRI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,8,8,8,9,17
COMBAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,2,0,2,2
CONCEPCION,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,4,8,5,9,14
COPACABANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,64,55,64,55,119
CORIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,3,4,5,6,8,14
COROICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,9,7,10,8,18
CORQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,10,0,0,4,10,14
COTAGAITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,2,5,0,10,2,12
COTOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,27,60,4,8,31,68,99
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,2,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,2,1,0,2,2,4
CURVA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,3,1,4,1,5
EL ALTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,47,60,88,39,135,99,234
EL CHORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,8,4,2,7,10,17
EL PUENTE(STC),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,3,1,4,1,5
EL PUENTE(TJA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
EL TORNO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,6,11,0,0,6,11,17
ENTRE RIOS TRJ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,10,0,10,0,10
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,6,2,3,5,9,7,16
EUCALIPTUS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,6,7,7,8,13,21
FERNANDEZ ALONSO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,1,0,1,1
FILADELFIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,3,1,3,4,6,10
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,6,5,7,6,13
GUANAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,2,1,2,3
GUAQUI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,9,0,3,4,12,16
GUTIERREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,8,0,0,11,8,19
HUARINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,1,0,1,1,2
HUATAJATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,2,6,2,7,9
ICHOCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,4,2,4,2,6
INGAVI (HUMAITA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,3,1,3,1,4
INQUISIVI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,1,2,2,2,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,5,8,4,12,9,21
IXIAMAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,1,1,1,2
JESUS DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,15,11,15,12,27
LA ASUNTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,3,1,0,6,3,9
LA GUARDIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,8,12,0,0,8,12,20
LA PAZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,224,379,230,328,454,707,1161
LA RIVERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,2,0,0,2,2,4
LAGUNILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,3,9,20,14,23,37
LAJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,1,0,1,1
LLALLAGUA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,11,26,11,26,37
MACHARETI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,1,0,0,3,1,4
MAIRANA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,3,0,4,4
MECAPACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,4,5,5,5,10
MIZQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,5,4,5,5,10
MOCOMOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,8,3,8,4,12
MONTEAGUDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
MONTERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,8,47,5,58,13,71
MOROCHATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
OKINAWA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
OMEREQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,31,35,31,35,66
ORURO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,107,107,16,9,123,116,239
PADILLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,9,25,0,1,9,26,35
PALOS BLANCOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,7,6,7,6,13
PAMPA AULLAGAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,7,5,5,8,12,20
PASORAPA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,6,11,7,12,19
PATACAMAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,30,2,3,4,33,6,39
PAZÑA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,0,1,0,1
PELECHUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,6,9,6,9,15
POCOATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,1,0,0,3,1,4
POCONA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,17,22,20,33,37,70
POOPO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,3,0,0,3,3,6
POROMA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,2,0,1,1,3,4
PORONGO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,9,9,0,1,9,10,19
PORTACHUELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,0,0,0,2,0,2
PORVENIR,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,3,19,24,19,27,46
POSTRER VALLE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
POTOSI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,17,26,24,24,41,50,91
PUCARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,2,0,0,0,2,2
PUCARANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,4,6,4,6,10
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,2,11,5,14,7,21
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,7,16,8,16,24
PUERTO PEREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,3,14,31,16,34,50
PUERTO QUIJARRO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,1,0,2,1,3
PUERTO RICO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
PUERTO SILES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,8,3,8,3,11
PUERTO SUAREZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,13,23,16,34,29,63
PUNA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,1,1,1,2
PUNATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,68,13,25,17,93,30,123
QUILLACOLLO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,61,77,104,128,165,205,370
QUIME,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,1,0,1,1,2
QUIRUSILLAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,11,5,4,16,15,31
RAVELO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,5,0,2,1,7,8
ROBORE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,12,6,13,7,20
RURRENABAQUE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,21,0,22,0,22
SABAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,8,6,2,0,10,6,16
SACABA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,31,39,126,168,157,207,364
SACABAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,7,7,9,10,16,26
SAMAIPATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,1,0,1,1
SAN BENITO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,11,10,0,0,11,10,21
SAN BORJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,1,2,2,4,3,7
SAN IGNACIO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,2,0,0,4,2,6
SAN JOAQUIN,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
SAN JULIAN,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,2,0,0,1,2,3
SAN LORENZO(TJA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,2,1,1,1,3,4
SAN LUCAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,4,4,4,4,8
SAN PEDRO DE QUEMES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,6,0,0,5,6,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,202,206,135,115,337,321,658
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,2,0,1,2,3,5
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,14,7,15,8,23
SANTIAGO DE HUATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,0,1,0,1
SANTIVAÑES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,2,0,0,2,2,4
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,2,2,2,2,4
SHINAOTA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,2,1,2,2,4,6
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,4,1,4,2,6
SICAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,3,8,3,8,11
SIPE SIPE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,9,41,71,44,80,124
SOPACHUY,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
SORACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,2,12,12,13,14,27
SORATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,3,0,5,3,8,11
SUCRE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,36,62,20,49,56,111,167
TACOBAMBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,1,1,1,2
TACOPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,0,28,26,30,26,56
TAPACARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,21,26,34,31,55,57,112
TARACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,1,1,0,3,1,4
TARATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,150,40,150,40,190
TARIJA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,15,0,4,2,19,21
TARVITA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
TEOPONTE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,4,1,4,1,5
TINGUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,0,1,0,1
TIPUANI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,7,5,7,6,13
TIQUIPAYA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,6,13,15,29,21,42,63
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,8,3,8,6,16,22
TOCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,3,2,2,2,5,7
TOLATA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,1,1,1,2,3
TOLEDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,2,3,0,5,2,7
TOMAVE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,5,5,1,9,6,15
TOMINA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,0,0,3,2,3,5
TORO TORO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,16,5,6,9,22,31
TOTORA(ORR),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,6,4,0,1,6,5,11
TRIGAL,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,0,3,1,3,4
TRINIDAD,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,2,1,2,1,3
TUPIZA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,12,23,7,11,19,34,53
TURCO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,8,11,2,1,10,12,22
UNCIA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,1,3,6,6,7,13
UYUNI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,5,5,0,0,5,5,10
VACAS,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,3,9,27,11,30,41
VALLEGRANDE,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,2,7,7,10,9,19
VIACHA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,2,33,0,35,2,37
VILA VILA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,0,3,12,4,12,16
VILLA MONTES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,2,1,2,2,4,3,7
VILLA RIVERO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,6,2,4,5,10,15
VILLA TUNARI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,78,19,72,30,150,49,199
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,1,1,0,0,1,1,2
VILLAZON,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,3,0,5,3,8,11
VINTO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,7,16,6,11,13,27,40
VITICHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,3,5,0,0,3,5,8
WARNES,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,12,19,4,4,16,23,39
YACO,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,0,4,0,4,4
YACUIBA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,4,1,18,25,22,26,48
YANACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,2,2,3,2,5,7
YOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,3,8,3,8,11
YOTALA,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,1,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,covid-19 dosis de refuerzo,2023-08-01,0,0,8,13,8,13,21
ACHACACHI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,1,3,2,9,3,12,15
ACHOCALLA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,2,1,1,3,3,4,7
AIQUILE,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,8,4,2,7,10,11,21
ALALAY,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,6,0,0,4,6,10
ALTO BENI,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,5,3,5,3,8
ANDAMARCA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,4,3,1,1,5,4,9
ANTEQUERA,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,3,6,0,0,3,6,9
ANZALDO,otras vacunaciones,covid-19 dosis de refuerzo,2023-09-01,0,0,2,2,2,2,4
