,group,variable,month,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS DENTRO,17.26 COVID-19 3RA DOSIS FUERA,17.26 COVID-19 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
HUATAJATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,1,12,14,13,15,28
HUAYLLAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,3,29,30,34,33,67
HUMANATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,5,7,5,7,12
ICHOCA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,3,3,5,4,8,12
ICLA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,11,10,15,6,26,16,42
INCAHUASI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,9,6,12,14,21,20,41
INGAVI (HUMAITA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,11,16,11,16,27
INQUISIVI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,7,1,20,14,27,15,42
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,9,11,14,11,23,34
IXIAMAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,12,13,37,42,49,55,104
JESUS DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,15,8,28,45,43,53,96
LA ASUNTA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,4,24,27,29,31,60
LA GUARDIA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,55,46,36,46,91,92,183
LA PAZ,otras vacunaciones,covid-19 3ra dosis,2023-04-01,247,435,1651,1963,1898,2398,4296
LAGUNILLAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,1,0,1,1,2,3
LAJA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,8,10,17,18,25,28,53
LAS CARRERAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,2,7,7,10,9,19
LICOMA PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,9,6,9,7,16
LLALLAGUA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,13,20,140,150,153,170,323
LLICA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,3,0,4,0,4
LURIBAY,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,1,27,29,30,30,60
MACHACAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,3,0,0,5,3,8
MACHARETI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,19,7,4,3,23,10,33
MAGDALENA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,1,1,1,3,2,5
MAIRANA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,2,0,0,0,2,2
MALLA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,5,3,5,3,8
MAPIRI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,1,0,0,3,1,4
MECAPACA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,0,0,1,0,1
MINEROS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,5,9,16,11,21,32
MIZQUE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,5,59,50,61,55,116
MOCOMOCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,2,36,40,37,42,79
MOJINETE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,4,0,0,1,4,5
MOJOCOYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,2,19,18,23,20,43
MONTEAGUDO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,1,1,2,4,3,7
MONTERO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,16,24,9,15,25,39,64
MORO MORO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,1,0,1,0,1
MOROCHATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,2,1,2,2,4
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,0,2,1,2,3
NAZACARA DE PACAJES,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,11,8,11,8,19
OCURI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,9,11,9,11,20
OKINAWA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,1,1,1,2,3
OMEREQUE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,14,23,14,23,37
ORURO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,217,201,154,134,371,335,706
PADCAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,2,1,0,3,2,5
PADILLA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,2,14,11,19,13,32
PAILON,otras vacunaciones,covid-19 3ra dosis,2023-04-01,6,3,0,2,6,5,11
PALCA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,5,32,32,37,37,74
PALOS BLANCOS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,11,16,25,24,36,40,76
PAMPA AULLAGAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,0,3,2,5,2,7
PAMPA GRANDE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,0,2,0,2,2
PAPEL PAMPA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,6,26,28,31,34,65
PASORAPA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,2,3,1,5,3,8
PATACAMAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,9,9,10,7,19,16,35
PAZÑA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,2,57,52,57,54,111
PELECHUCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,8,1,2,1,10,2,12
POCOATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,0,0,1,0,1
POCONA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,5,32,35,36,40,76
POJO (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,2,15,12,16,14,30
POOPO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,6,8,12,23,18,31,49
POROMA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,11,7,12,7,19
PORONGO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,8,9,2,8,10,17,27
PORTACHUELO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,2,1,1,5,3,8
PORVENIR,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,4,2,3,2,7,9
POSTRER VALLE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,2,0,0,0,2,2
POTOSI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,71,133,224,341,295,474,769
PRESTO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,3,14,11,16,14,30
PUCARA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,1,0,0,1,1,2
PUCARANI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,6,11,36,40,42,51,93
PUERTO ACOSTA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,9,25,17,29,26,55
PUERTO CARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,1,13,12,16,13,29
PUERTO GONZALO MORENO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,0,3,2,5,2,7
PUERTO PEREZ,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,8,10,9,10,19
PUERTO RICO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,1,2,1,3,4
PUERTO SUAREZ,otras vacunaciones,covid-19 3ra dosis,2023-04-01,35,69,2,2,37,71,108
PUERTO VILLARROEL,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,11,14,13,18,24,42
PUNA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,3,3,4,5,7,12
PUNATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,12,5,47,53,59,58,117
QUILLACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,49,63,537,642,586,705,1291
QUIME,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,8,14,8,15,23
QUIRUSILLAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,1,0,0,3,1,4
RAQAYPAMPA(ETA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,8,11,8,14,16,30
RAVELO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,1,20,26,22,27,49
RIBERALTA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,17,25,13,18,30,43,73
ROBORE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,8,1,0,3,8,11
RURRENABAQUE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,0,4,8,6,8,14
SABAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,7,4,5,8,12,12,24
SACABA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,48,70,139,145,187,215,402
SACABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,1,2,1,2,3
SACACA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,1,0,0,3,1,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,7,31,23,31,30,61
SAMAIPATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,8,4,9,8,17,25
SAN AGUSTIN,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,3,0,0,4,3,7
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,1,5,2,5,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,2,0,0,4,2,6
SAN BENITO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,34,39,2,0,36,39,75
SAN BORJA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,4,4,5,7,9,16
SAN BUENA VENTURA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,4,34,51,34,55,89
SAN CARLOS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,2,1,2,1,3
SAN IGNACIO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,58,50,59,50,109
SAN IGNACIO DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,31,27,10,5,41,32,73
SAN JAVIER(STC),otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,11,38,79,41,90,131
SAN JOAQUIN,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,3,3,6,4,9,13
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,2,2,7,2,9,11
SAN JUAN DE YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,covid-19 3ra dosis,2023-04-01,13,19,29,31,42,50,92
SAN LORENZO(PND),otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,2,1,2,1,3
SAN LORENZO(TJA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,2,4,1,4,3,7
SAN LUCAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,5,2,7,5,12,17
SAN MATIAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,11,15,25,39,36,54,90
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,2,9,11,9,13,22
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,3,2,3,3,6,9
SAN PEDRO DE MACHA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,10,10,6,5,16,15,31
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,8,6,2,10,10,20
SAN PEDRO(PND),otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,23,6,23,6,29
SAN RAFAEL,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,1,2,0,3,1,4
SAN RAMON BENI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,17,18,0,0,17,18,35
SAN RAMON SCZ,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,3,3,4,4,7,11
SANTA ANA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,0,4,1,6,1,7
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,634,714,494,751,1128,1465,2593
SANTA ROSA DEL SARA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,6,0,0,4,6,10
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,3,2,1,5,4,9
SANTIAGO DE HUARI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,3,37,32,40,35,75
SANTIAGO DE HUATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,4,5,7,7,11,18
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,15,15,15,16,31
SANTIVAÑES,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,2,0,3,0,3
SANTUARIO DE QUILLACAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,17,15,18,15,33
SAPAHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,2,0,1,2,3,5
SENA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,9,9,9,10,19
SHINAOTA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,8,2,2,6,10,16
SICA SICA (VILLA AROMA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,3,12,32,16,35,51
SICAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,6,4,6,4,10
SIPE SIPE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,9,6,47,57,56,63,119
SORACACHI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,9,4,2,6,11,17
SORATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,2,3,20,7,22,29
SUCRE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,51,80,243,260,294,340,634
TACACHI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,2,4,2,4,6
TACACOMA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,7,3,7,3,10
TACOPAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,1,32,29,33,30,63
TAPACARI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,18,20,15,24,33,44,77
TARABUCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,3,0,3,1,6,7
TARACO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,9,8,4,4,13,12,25
TARATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,2,11,9,13,11,24
TARIJA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,23,16,48,23,71,39,110
TARVITA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,5,40,67,43,72,115
TEOPONTE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,6,3,8,20,14,23,37
TIAHUANACU,otras vacunaciones,covid-19 3ra dosis,2023-04-01,15,14,7,9,22,23,45
TINGUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,9,6,10,6,16
TIPUANI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,61,62,61,62,123
TIQUIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,40,50,74,70,114,120,234
TIRAQUE (CBBA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,3,12,15,17,18,35
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,0,10,10,12,10,22
TOCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,7,9,42,58,49,67,116
TOLATA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,7,1,0,5,7,12
TOLEDO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,20,18,20,18,38
TOMAVE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,0,0,0,1,1
TOMINA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,36,24,2,2,38,26,64
TORO TORO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,4,47,61,51,65,116
TOTORA(ORR),otras vacunaciones,covid-19 3ra dosis,2023-04-01,21,16,27,25,48,41,89
TRIGAL,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,1,1,1,1,2
TRINIDAD,otras vacunaciones,covid-19 3ra dosis,2023-04-01,16,26,120,100,136,126,262
TUPIZA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,35,34,55,80,90,114,204
TURCO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,29,19,2,0,31,19,50
UMALA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,5,1,5,1,6
UNCIA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,9,6,4,6,13,12,25
URUBICHA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,9,9,9,9,18
UYUNI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,6,5,18,32,24,37,61
VACAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,3,24,44,27,47,74
VALLEGRANDE,otras vacunaciones,covid-19 3ra dosis,2023-04-01,4,9,21,27,25,36,61
VIACHA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,11,9,61,30,72,39,111
VILA VILA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,28,56,28,56,84
VILLA CHARCAS,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,0,2,3,2,3,5
VILLA MONTES,otras vacunaciones,covid-19 3ra dosis,2023-04-01,17,5,19,36,36,41,77
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,7,4,8,4,12
VILLA RIVERO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,6,14,22,19,28,47
VILLA SERRANO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,0,1,9,21,9,22,31
VILLA TUNARI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,15,4,23,40,38,44,82
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,6,20,22,21,28,49
VILLAZON,otras vacunaciones,covid-19 3ra dosis,2023-04-01,23,22,54,69,77,91,168
VINTO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,31,62,69,82,100,144,244
VITICHI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,14,14,5,6,19,20,39
WALDO BALLIVIAN,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,2,1,0,2,2,4
WARNES,otras vacunaciones,covid-19 3ra dosis,2023-04-01,39,31,94,188,133,219,352
YACO,otras vacunaciones,covid-19 3ra dosis,2023-04-01,5,8,35,31,40,39,79
YACUIBA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,16,9,29,36,45,45,90
YANACACHI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,3,2,4,2,6
YAPACANI,otras vacunaciones,covid-19 3ra dosis,2023-04-01,13,4,30,19,43,23,66
YOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,2,2,1,1,3,3,6
YOTALA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,2,0,1,1,3,4
YUNCHARA,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,0,2,0,3,0,3
YUNGUYO DE LITORAL,otras vacunaciones,covid-19 3ra dosis,2023-04-01,1,2,0,0,1,2,3
ZUDAÑEZ,otras vacunaciones,covid-19 3ra dosis,2023-04-01,3,2,26,31,29,33,62
ACACIO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,0,5,6,6,6,12
ACHACACHI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,7,14,19,16,26,42
ACHOCALLA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,3,6,15,12,18,18,36
AIQUILE,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,5,24,20,26,25,51
ALALAY,otras vacunaciones,covid-19 3ra dosis,2023-05-01,3,3,1,1,4,4,8
ALTO BENI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,15,19,4,4,19,23,42
ANCORAIMES,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,4,5,8,10,12,22
ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,4,4,1,2,5,6,11
ANTEQUERA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,2,5,2,6,4,10
ANZALDO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,4,5,8,7,12,19
APOLO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,4,12,23,13,27,40
ARANI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,0,0,0,1,0,1
ARBIETO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,3,1,0,6,3,9
ARQUE,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,2,39,47,39,49,88
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,3,0,0,0,3,3
ATOCHA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,4,38,41,43,45,88
AUCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,0,2,0,2,2
AYATA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,1,0,6,2,7,9
AYO AYO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,0,33,49,35,49,84
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 3ra dosis,2023-05-01,10,14,20,13,30,27,57
AZURDUY,otras vacunaciones,covid-19 3ra dosis,2023-05-01,8,1,1,2,9,3,12
BATALLAS,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,2,1,2,2,4,6
BAURES,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,1,47,20,47,21,68
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,3,1,12,13,15,14,29
BELEN DE URMIRI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,1,1,0,1,1,2
BELLA FLOR,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,16,8,16,8,24
BERMEJO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,8,7,0,3,8,10,18
BETANZOS,otras vacunaciones,covid-19 3ra dosis,2023-05-01,3,3,4,6,7,9,16
BOLIVAR,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,3,3,3,3,6
BOYUIBE,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,1,0,0,5,1,6
BUENA VISTA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,7,4,7,9,14,23
CABEZAS,otras vacunaciones,covid-19 3ra dosis,2023-05-01,6,2,0,0,6,2,8
CAIROMA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,1,8,6,10,7,17
"CAIZA ""D""",otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,5,0,0,1,5,6
CAJUATA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,3,7,3,7,10
CALACOTO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,4,7,4,7,11
CALAMARCA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,1,10,8,15,9,24
CAMARGO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,4,0,7,10,11,10,21
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,1,0,0,1,1,2
CAMIRI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,34,7,2,1,36,8,44
CAPINOTA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,11,8,15,27,26,35,61
CAQUIAVIRI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,6,3,8,6,14,9,23
CARACOLLO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,11,7,2,1,13,8,21
CARANAVI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,7,91,9,93,16,109
CARANGAS,otras vacunaciones,covid-19 3ra dosis,2023-05-01,9,5,0,0,9,5,14
CARAPARI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,4,0,9,5,13,5,18
CARIPUYO,otras vacunaciones,covid-19 3ra dosis,2023-05-01,3,1,0,2,3,3,6
CATACORA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,2,3,2,3,5
CHACARILLA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,0,2,0,2,2
CHALLAPATA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,8,36,13,19,21,55,76
CHAQUI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,3,0,0,0,3,3
CHARAGUA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,4,3,0,0,4,3,7
CHARAÑA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,8,9,8,9,17
CHAYANTA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,1,0,0,2,1,3
CHIMORE,otras vacunaciones,covid-19 3ra dosis,2023-05-01,11,12,89,55,100,67,167
CHIPAYA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,4,4,4,4,8
CHOQUE COTA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,3,1,3,1,4
CHUA COCANI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,10,3,0,0,10,3,13
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid-19 3ra dosis,2023-05-01,4,4,6,3,10,7,17
CHUMA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,4,1,14,14,18,15,33
CKOCHAS,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,1,0,0,1,1,2
CLIZA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,5,9,27,24,32,33,65
COBIJA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,11,18,39,23,50,41,91
COCAPATA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,11,31,37,49,48,80,128
COCHABAMBA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,383,390,650,638,1033,1028,2061
COIPASA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,2,0,0,1,2,3
COLCAPIRHUA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,4,54,56,54,60,114
"COLCHA ""K""",otras vacunaciones,covid-19 3ra dosis,2023-05-01,9,2,5,8,14,10,24
COLOMI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,0,56,4,58,4,62
COLPA BELGICA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,1,0,0,1,1,2
COLQUECHACA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,0,8,10,9,10,19
COLQUENCHA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,1,1,4,1,5,2,7
COLQUIRI,otras vacunaciones,covid-19 3ra dosis,2023-05-01,8,2,12,7,20,9,29
COMANCHE,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,1,0,0,2,1,3
COMBAYA,otras vacunaciones,covid-19 3ra dosis,2023-05-01,0,0,5,5,5,5,10
CONCEPCION,otras vacunaciones,covid-19 3ra dosis,2023-05-01,2,4,0,0,2,4,6
